method,training_year,holding_year,code,eligible,retained_contribution,eliminated,elimination_order,rank,group,selected
rolling_sequential_backward,2025,2026,516150.SH,True,-0.053193394799646576,False,,42,a_share,False
rolling_sequential_backward,2025,2026,512980.SH,True,-0.06168396845137569,False,,43,a_share,False
rolling_sequential_backward,2025,2026,159509.SZ,True,-0.06183861708013083,False,,44,global,False
rolling_sequential_backward,2025,2026,159869.SZ,True,-0.07708433020660466,False,,45,a_share,False
rolling_sequential_backward,2025,2026,513400.SH,True,-0.07775253354971423,False,,46,global,False
rolling_sequential_backward,2025,2026,159920.SZ,True,-0.08309645210789407,False,,47,hong_kong,False
rolling_sequential_backward,2025,2026,159949.SZ,True,-0.08382699510390834,False,,48,a_share,False
rolling_sequential_backward,2025,2026,160644.SZ,True,-0.09658379781402582,False,,49,global,False
rolling_sequential_backward,2025,2026,510050.SH,True,-0.0981415957658145,False,,50,a_share,False
rolling_sequential_backward,2025,2026,159980.SZ,True,-0.1255282970233742,False,,51,commodity,True
rolling_sequential_backward,2025,2026,510880.SH,True,-0.18421379586322806,False,,52,a_share,False
rolling_sequential_backward,2025,2026,159326.SZ,True,-0.21075207857334377,False,,53,a_share,False
rolling_sequential_backward,2025,2026,513180.SH,True,-0.23009468713918846,False,,54,hong_kong,False
rolling_sequential_backward,2025,2026,159865.SZ,True,-0.24883884734077844,False,,55,a_share,False
rolling_sequential_backward,2025,2026,159201.SZ,True,-inf,True,10.0,56,a_share,False
rolling_sequential_backward,2025,2026,159329.SZ,True,-inf,True,15.0,57,global,False
rolling_sequential_backward,2025,2026,159518.SZ,True,-inf,True,9.0,58,global,False
rolling_sequential_backward,2025,2026,159825.SZ,True,-inf,True,1.0,59,a_share,False
rolling_sequential_backward,2025,2026,159870.SZ,True,-inf,True,12.0,60,a_share,False
rolling_sequential_backward,2025,2026,159985.SZ,True,-inf,True,11.0,61,commodity,False
rolling_sequential_backward,2025,2026,501018.SH,True,-inf,True,16.0,62,commodity,False
rolling_sequential_backward,2025,2026,512200.SH,True,-inf,True,4.0,63,a_share,False
rolling_sequential_backward,2025,2026,512880.SH,True,-inf,True,2.0,64,a_share,False
rolling_sequential_backward,2025,2026,513080.SH,True,-inf,True,14.0,65,global,False
rolling_sequential_backward,2025,2026,515210.SH,True,-inf,True,5.0,66,a_share,False
rolling_sequential_backward,2025,2026,515790.SH,True,-inf,True,7.0,67,a_share,False
rolling_sequential_backward,2025,2026,562500.SH,True,-inf,True,13.0,68,a_share,False
rolling_sequential_backward,2025,2026,563300.SH,True,-inf,True,6.0,69,a_share,False
rolling_sequential_backward,2025,2026,588000.SH,True,-inf,True,8.0,70,a_share,False
rolling_sequential_backward,2025,2026,588220.SH,True,-inf,True,3.0,71,a_share,False
rolling_sequential_backward,2025,2026,520870.SH,False,,False,,,global,False
