method,training_year,holding_year,code,eligible,estimated_contribution,locked,lock_order,rank,group,selected
rolling_sequential_forward,2024,2025,512040.SH,True,-0.5552977311314096,False,,55,a_share,False
rolling_sequential_forward,2024,2025,515880.SH,True,-0.5742361351041175,False,,56,a_share,False
rolling_sequential_forward,2024,2025,515210.SH,True,-0.6953215542213376,False,,57,a_share,False
rolling_sequential_forward,2024,2025,512880.SH,True,-0.7090222343511395,False,,58,a_share,False
rolling_sequential_forward,2024,2025,512660.SH,True,-0.7108414768496385,False,,59,a_share,False
rolling_sequential_forward,2024,2025,588000.SH,True,-0.9373921403854446,False,,60,a_share,False
rolling_sequential_forward,2024,2025,512980.SH,True,-1.048290816204338,False,,61,a_share,False
rolling_sequential_forward,2024,2025,159852.SZ,True,,False,,62,a_share,False
rolling_sequential_forward,2024,2025,510050.SH,True,,False,,63,a_share,False
rolling_sequential_forward,2024,2025,510300.SH,True,,False,,64,a_share,False
rolling_sequential_forward,2024,2025,512100.SH,True,,False,,65,a_share,False
rolling_sequential_forward,2024,2025,515790.SH,True,,False,,66,a_share,False
rolling_sequential_forward,2024,2025,159201.SZ,False,,False,,,a_share,False
rolling_sequential_forward,2024,2025,159206.SZ,False,,False,,,a_share,False
rolling_sequential_forward,2024,2025,159209.SZ,False,,False,,,a_share,False
rolling_sequential_forward,2024,2025,159326.SZ,False,,False,,,a_share,False
rolling_sequential_forward,2024,2025,159329.SZ,False,,False,,,global,False
rolling_sequential_forward,2024,2025,520870.SH,False,,False,,,global,False
rolling_sequential_forward,2025,2026,518880.SH,True,1.3659517051725312,True,2.0,1,commodity,True
rolling_sequential_forward,2025,2026,161226.SZ,True,1.130390661993665,True,5.0,2,commodity,True
rolling_sequential_forward,2025,2026,510210.SH,True,1.006424281929657,True,3.0,3,a_share,True
rolling_sequential_forward,2025,2026,159509.SZ,True,0.998566824035551,True,6.0,4,global,True
rolling_sequential_forward,2025,2026,512980.SH,True,0.9910629467678846,True,4.0,5,a_share,True
rolling_sequential_forward,2025,2026,513730.SH,True,0.8639484076007105,True,7.0,6,global,True
rolling_sequential_forward,2025,2026,512890.SH,True,0.8331827113665254,True,1.0,7,a_share,True
rolling_sequential_forward,2025,2026,159687.SZ,True,0.7138095970515324,True,9.0,8,global,True
rolling_sequential_forward,2025,2026,513120.SH,True,0.7039658208133477,True,8.0,9,hong_kong,True
rolling_sequential_forward,2025,2026,159920.SZ,True,0.6075857684576544,True,10.0,10,hong_kong,True
rolling_sequential_forward,2025,2026,159980.SZ,True,0.3235506335797951,True,11.0,11,commodity,True
rolling_sequential_forward,2025,2026,513400.SH,True,0.0020949769499922777,False,,12,global,True
rolling_sequential_forward,2025,2026,159949.SZ,True,-0.06134516031046755,False,,13,a_share,False
rolling_sequential_forward,2025,2026,513290.SH,True,-0.14860584935166,False,,14,global,False
rolling_sequential_forward,2025,2026,513880.SH,True,-0.1577221077156279,False,,15,global,False
rolling_sequential_forward,2025,2026,164824.SZ,True,-0.16535018543853286,False,,16,global,False
rolling_sequential_forward,2025,2026,159326.SZ,True,-0.21663855930517184,False,,17,a_share,False
rolling_sequential_forward,2025,2026,159529.SZ,True,-0.2290581734791688,False,,18,global,False
rolling_sequential_forward,2025,2026,513030.SH,True,-0.2604973983744858,False,,19,global,False
rolling_sequential_forward,2025,2026,159981.SZ,True,-0.2713059437247969,False,,20,commodity,True
rolling_sequential_forward,2025,2026,160644.SZ,True,-0.27207861312125403,False,,21,global,False
rolling_sequential_forward,2025,2026,159852.SZ,True,-0.2766624680651757,False,,22,a_share,False
rolling_sequential_forward,2025,2026,510500.SH,True,-0.2843277999836098,False,,23,a_share,False
rolling_sequential_forward,2025,2026,512400.SH,True,-0.3054099637604062,False,,24,a_share,False
rolling_sequential_forward,2025,2026,512100.SH,True,-0.31700472277804415,False,,25,a_share,False
rolling_sequential_forward,2025,2026,501018.SH,True,-0.35443872461453374,False,,26,commodity,False
