method,training_period,holding_period,code,eligible,pheromone,rank,group,selected
rolling_ant_colony,2024-07-01/2024-12-31,2025-01-01/2025-06-30,588220.SH,True,0.32768000000000014,68,a_share,False
rolling_ant_colony,2024-07-01/2024-12-31,2025-01-01/2025-06-30,159201.SZ,False,,,a_share,False
rolling_ant_colony,2024-07-01/2024-12-31,2025-01-01/2025-06-30,159206.SZ,False,,,a_share,False
rolling_ant_colony,2024-07-01/2024-12-31,2025-01-01/2025-06-30,159209.SZ,False,,,a_share,False
rolling_ant_colony,2024-07-01/2024-12-31,2025-01-01/2025-06-30,520870.SH,False,,,global,False
rolling_ant_colony,2025-01-01/2025-06-30,2025-07-01/2025-12-31,518880.SH,True,10.412480000000002,1,commodity,True
rolling_ant_colony,2025-01-01/2025-06-30,2025-07-01/2025-12-31,161226.SZ,True,8.984,2,commodity,True
rolling_ant_colony,2025-01-01/2025-06-30,2025-07-01/2025-12-31,159980.SZ,True,7.725760000000001,3,commodity,True
rolling_ant_colony,2025-01-01/2025-06-30,2025-07-01/2025-12-31,513750.SH,True,7.43264,4,hong_kong,True
rolling_ant_colony,2025-01-01/2025-06-30,2025-07-01/2025-12-31,513120.SH,True,7.33472,5,hong_kong,True
rolling_ant_colony,2025-01-01/2025-06-30,2025-07-01/2025-12-31,159985.SZ,True,7.324160000000002,6,commodity,True
rolling_ant_colony,2025-01-01/2025-06-30,2025-07-01/2025-12-31,513880.SH,True,6.585280000000001,7,global,True
rolling_ant_colony,2025-01-01/2025-06-30,2025-07-01/2025-12-31,159529.SZ,True,6.4534400000000005,8,global,True
rolling_ant_colony,2025-01-01/2025-06-30,2025-07-01/2025-12-31,164824.SZ,True,5.888000000000001,9,global,True
rolling_ant_colony,2025-01-01/2025-06-30,2025-07-01/2025-12-31,513310.SH,True,5.620480000000001,10,global,True
rolling_ant_colony,2025-01-01/2025-06-30,2025-07-01/2025-12-31,513730.SH,True,4.5484800000000005,11,global,False
rolling_ant_colony,2025-01-01/2025-06-30,2025-07-01/2025-12-31,159766.SZ,True,4.475200000000001,12,a_share,True
rolling_ant_colony,2025-01-01/2025-06-30,2025-07-01/2025-12-31,159920.SZ,True,4.24992,13,hong_kong,False
rolling_ant_colony,2025-01-01/2025-06-30,2025-07-01/2025-12-31,159981.SZ,True,4.229120000000001,14,commodity,False
rolling_ant_colony,2025-01-01/2025-06-30,2025-07-01/2025-12-31,513400.SH,True,3.909120000000001,15,global,False
rolling_ant_colony,2025-01-01/2025-06-30,2025-07-01/2025-12-31,501018.SH,True,3.629760000000001,16,commodity,False
rolling_ant_colony,2025-01-01/2025-06-30,2025-07-01/2025-12-31,515880.SH,True,3.3942400000000004,17,a_share,True
rolling_ant_colony,2025-01-01/2025-06-30,2025-07-01/2025-12-31,513080.SH,True,3.3811200000000006,18,global,False
rolling_ant_colony,2025-01-01/2025-06-30,2025-07-01/2025-12-31,562500.SH,True,2.6396800000000002,19,a_share,True
rolling_ant_colony,2025-01-01/2025-06-30,2025-07-01/2025-12-31,513070.SH,True,2.4630400000000012,20,hong_kong,False
rolling_ant_colony,2025-01-01/2025-06-30,2025-07-01/2025-12-31,159865.SZ,True,2.13152,21,a_share,False
rolling_ant_colony,2025-01-01/2025-06-30,2025-07-01/2025-12-31,513500.SH,True,2.0793600000000003,22,global,False
rolling_ant_colony,2025-01-01/2025-06-30,2025-07-01/2025-12-31,159509.SZ,True,2.0108800000000002,23,global,False
rolling_ant_colony,2025-01-01/2025-06-30,2025-07-01/2025-12-31,159967.SZ,True,1.95168,24,a_share,False
rolling_ant_colony,2025-01-01/2025-06-30,2025-07-01/2025-12-31,512880.SH,True,1.7792000000000003,25,a_share,False
rolling_ant_colony,2025-01-01/2025-06-30,2025-07-01/2025-12-31,159825.SZ,True,1.7369600000000007,26,a_share,False
rolling_ant_colony,2025-01-01/2025-06-30,2025-07-01/2025-12-31,159869.SZ,True,1.7276800000000003,27,a_share,False
rolling_ant_colony,2025-01-01/2025-06-30,2025-07-01/2025-12-31,512170.SH,True,1.5052800000000002,28,a_share,False
rolling_ant_colony,2025-01-01/2025-06-30,2025-07-01/2025-12-31,159687.SZ,True,1.4144000000000003,29,global,False
rolling_ant_colony,2025-01-01/2025-06-30,2025-07-01/2025-12-31,513030.SH,True,1.3772800000000005,30,global,False
rolling_ant_colony,2025-01-01/2025-06-30,2025-07-01/2025-12-31,159928.SZ,True,1.2396800000000003,31,a_share,False
rolling_ant_colony,2025-01-01/2025-06-30,2025-07-01/2025-12-31,159949.SZ,True,1.21344,32,a_share,False
rolling_ant_colony,2025-01-01/2025-06-30,2025-07-01/2025-12-31,512200.SH,True,1.1724800000000002,33,a_share,False
rolling_ant_colony,2025-01-01/2025-06-30,2025-07-01/2025-12-31,512800.SH,True,1.1366399999999999,34,a_share,False
rolling_ant_colony,2025-01-01/2025-06-30,2025-07-01/2025-12-31,510500.SH,True,1.1276800000000002,35,a_share,False
rolling_ant_colony,2025-01-01/2025-06-30,2025-07-01/2025-12-31,512040.SH,True,1.1276800000000002,36,a_share,False
rolling_ant_colony,2025-01-01/2025-06-30,2025-07-01/2025-12-31,159326.SZ,True,1.1116800000000002,37,a_share,False
rolling_ant_colony,2025-01-01/2025-06-30,2025-07-01/2025-12-31,512100.SH,True,1.0777600000000003,38,a_share,False
rolling_ant_colony,2025-01-01/2025-06-30,2025-07-01/2025-12-31,515220.SH,True,1.0636800000000002,39,a_share,False
rolling_ant_colony,2025-01-01/2025-06-30,2025-07-01/2025-12-31,515210.SH,True,1.0553600000000003,40,a_share,False
rolling_ant_colony,2025-01-01/2025-06-30,2025-07-01/2025-12-31,159209.SZ,True,0.8348800000000003,41,a_share,False
rolling_ant_colony,2025-01-01/2025-06-30,2025-07-01/2025-12-31,159611.SZ,True,0.8076800000000001,42,a_share,False
rolling_ant_colony,2025-01-01/2025-06-30,2025-07-01/2025-12-31,510180.SH,True,0.7900800000000003,43,a_share,False
rolling_ant_colony,2025-01-01/2025-06-30,2025-07-01/2025-12-31,513290.SH,True,0.7577600000000001,44,global,False
rolling_ant_colony,2025-01-01/2025-06-30,2025-07-01/2025-12-31,159201.SZ,True,0.7372800000000002,45,a_share,False
rolling_ant_colony,2025-01-01/2025-06-30,2025-07-01/2025-12-31,588000.SH,True,0.7116800000000002,46,a_share,False
rolling_ant_colony,2025-01-01/2025-06-30,2025-07-01/2025-12-31,512890.SH,True,0.6476800000000001,47,a_share,False
rolling_ant_colony,2025-01-01/2025-06-30,2025-07-01/2025-12-31,512400.SH,True,0.6348800000000002,48,a_share,False
rolling_ant_colony,2025-01-01/2025-06-30,2025-07-01/2025-12-31,160644.SZ,True,0.5734400000000001,49,global,False
rolling_ant_colony,2025-01-01/2025-06-30,2025-07-01/2025-12-31,588220.SH,True,0.5734400000000001,50,a_share,False
rolling_ant_colony,2025-01-01/2025-06-30,2025-07-01/2025-12-31,588200.SH,True,0.5324800000000001,51,a_share,False
rolling_ant_colony,2025-01-01/2025-06-30,2025-07-01/2025-12-31,510880.SH,True,0.5276800000000001,52,a_share,False
rolling_ant_colony,2025-01-01/2025-06-30,2025-07-01/2025-12-31,159870.SZ,True,0.49152000000000023,53,a_share,False
rolling_ant_colony,2025-01-01/2025-06-30,2025-07-01/2025-12-31,510050.SH,True,0.4556800000000002,54,a_share,False
rolling_ant_colony,2025-01-01/2025-06-30,2025-07-01/2025-12-31,159206.SZ,True,0.32768000000000014,55,a_share,False
rolling_ant_colony,2025-01-01/2025-06-30,2025-07-01/2025-12-31,159329.SZ,True,0.32768000000000014,56,global,False
rolling_ant_colony,2025-01-01/2025-06-30,2025-07-01/2025-12-31,159518.SZ,True,0.32768000000000014,57,global,False
rolling_ant_colony,2025-01-01/2025-06-30,2025-07-01/2025-12-31,159796.SZ,True,0.32768000000000014,58,a_share,False
rolling_ant_colony,2025-01-01/2025-06-30,2025-07-01/2025-12-31,159851.SZ,True,0.32768000000000014,59,a_share,False
rolling_ant_colony,2025-01-01/2025-06-30,2025-07-01/2025-12-31,159852.SZ,True,0.32768000000000014,60,a_share,False
rolling_ant_colony,2025-01-01/2025-06-30,2025-07-01/2025-12-31,159901.SZ,True,0.32768000000000014,61,a_share,False
rolling_ant_colony,2025-01-01/2025-06-30,2025-07-01/2025-12-31,159915.SZ,True,0.32768000000000014,62,a_share,False
rolling_ant_colony,2025-01-01/2025-06-30,2025-07-01/2025-12-31,510210.SH,True,0.32768000000000014,63,a_share,False
rolling_ant_colony,2025-01-01/2025-06-30,2025-07-01/2025-12-31,510300.SH,True,0.32768000000000014,64,a_share,False
rolling_ant_colony,2025-01-01/2025-06-30,2025-07-01/2025-12-31,512660.SH,True,0.32768000000000014,65,a_share,False
rolling_ant_colony,2025-01-01/2025-06-30,2025-07-01/2025-12-31,512980.SH,True,0.32768000000000014,66,a_share,False
rolling_ant_colony,2025-01-01/2025-06-30,2025-07-01/2025-12-31,513100.SH,True,0.32768000000000014,67,global,False
rolling_ant_colony,2025-01-01/2025-06-30,2025-07-01/2025-12-31,513180.SH,True,0.32768000000000014,68,hong_kong,False
rolling_ant_colony,2025-01-01/2025-06-30,2025-07-01/2025-12-31,515790.SH,True,0.32768000000000014,69,a_share,False
rolling_ant_colony,2025-01-01/2025-06-30,2025-07-01/2025-12-31,516150.SH,True,0.32768000000000014,70,a_share,False
rolling_ant_colony,2025-01-01/2025-06-30,2025-07-01/2025-12-31,563300.SH,True,0.32768000000000014,71,a_share,False
rolling_ant_colony,2025-01-01/2025-06-30,2025-07-01/2025-12-31,520870.SH,False,,,global,False
rolling_ant_colony,2025-07-01/2025-12-31,2026-01-01/2026-06-30,161226.SZ,True,10.412480000000002,1,commodity,True
rolling_ant_colony,2025-07-01/2025-12-31,2026-01-01/2026-06-30,513290.SH,True,8.71264,2,global,True
rolling_ant_colony,2025-07-01/2025-12-31,2026-01-01/2026-06-30,159509.SZ,True,8.584320000000002,3,global,True
rolling_ant_colony,2025-07-01/2025-12-31,2026-01-01/2026-06-30,501018.SH,True,8.12832,4,commodity,True
rolling_ant_colony,2025-07-01/2025-12-31,2026-01-01/2026-06-30,159981.SZ,True,7.87904,5,commodity,True
rolling_ant_colony,2025-07-01/2025-12-31,2026-01-01/2026-06-30,513070.SH,True,7.08032,6,hong_kong,True
rolling_ant_colony,2025-07-01/2025-12-31,2026-01-01/2026-06-30,159980.SZ,True,6.23296,7,commodity,True
rolling_ant_colony,2025-07-01/2025-12-31,2026-01-01/2026-06-30,159985.SZ,True,6.048640000000001,8,commodity,False
rolling_ant_colony,2025-07-01/2025-12-31,2026-01-01/2026-06-30,513100.SH,True,5.24576,9,global,True
rolling_ant_colony,2025-07-01/2025-12-31,2026-01-01/2026-06-30,159920.SZ,True,5.22272,10,hong_kong,True
rolling_ant_colony,2025-07-01/2025-12-31,2026-01-01/2026-06-30,513400.SH,True,5.0767999999999995,11,global,True
rolling_ant_colony,2025-07-01/2025-12-31,2026-01-01/2026-06-30,513120.SH,True,5.037440000000001,12,hong_kong,False
rolling_ant_colony,2025-07-01/2025-12-31,2026-01-01/2026-06-30,159206.SZ,True,4.20736,13,a_share,True
rolling_ant_colony,2025-07-01/2025-12-31,2026-01-01/2026-06-30,518880.SH,True,3.6038400000000004,14,commodity,False
rolling_ant_colony,2025-07-01/2025-12-31,2026-01-01/2026-06-30,159529.SZ,True,2.901440000000001,15,global,False
rolling_ant_colony,2025-07-01/2025-12-31,2026-01-01/2026-06-30,159329.SZ,True,2.7456000000000005,16,global,False
rolling_ant_colony,2025-07-01/2025-12-31,2026-01-01/2026-06-30,588200.SH,True,2.5532800000000004,17,a_share,True
rolling_ant_colony,2025-07-01/2025-12-31,2026-01-01/2026-06-30,515880.SH,True,2.5244800000000005,18,a_share,True
rolling_ant_colony,2025-07-01/2025-12-31,2026-01-01/2026-06-30,516150.SH,True,2.49568,19,a_share,False
rolling_ant_colony,2025-07-01/2025-12-31,2026-01-01/2026-06-30,513180.SH,True,2.4460800000000003,20,hong_kong,False
rolling_ant_colony,2025-07-01/2025-12-31,2026-01-01/2026-06-30,513310.SH,True,2.408000000000001,21,global,False
rolling_ant_colony,2025-07-01/2025-12-31,2026-01-01/2026-06-30,515210.SH,True,2.2492800000000006,22,a_share,False
rolling_ant_colony,2025-07-01/2025-12-31,2026-01-01/2026-06-30,512040.SH,True,2.2233600000000004,23,a_share,False
rolling_ant_colony,2025-07-01/2025-12-31,2026-01-01/2026-06-30,513750.SH,True,2.02144,24,hong_kong,False
rolling_ant_colony,2025-07-01/2025-12-31,2026-01-01/2026-06-30,513880.SH,True,1.8892800000000003,25,global,False
rolling_ant_colony,2025-07-01/2025-12-31,2026-01-01/2026-06-30,510210.SH,True,1.88768,26,a_share,False
rolling_ant_colony,2025-07-01/2025-12-31,2026-01-01/2026-06-30,588220.SH,True,1.8073600000000003,27,a_share,False
rolling_ant_colony,2025-07-01/2025-12-31,2026-01-01/2026-06-30,159851.SZ,True,1.7116800000000003,28,a_share,False
rolling_ant_colony,2025-07-01/2025-12-31,2026-01-01/2026-06-30,159796.SZ,True,1.69984,29,a_share,False
rolling_ant_colony,2025-07-01/2025-12-31,2026-01-01/2026-06-30,512800.SH,True,1.6076800000000002,30,a_share,False
rolling_ant_colony,2025-07-01/2025-12-31,2026-01-01/2026-06-30,159687.SZ,True,1.56544,31,global,False
rolling_ant_colony,2025-07-01/2025-12-31,2026-01-01/2026-06-30,159209.SZ,True,1.3516800000000002,32,a_share,False
rolling_ant_colony,2025-07-01/2025-12-31,2026-01-01/2026-06-30,164824.SZ,True,1.2083200000000005,33,global,False
rolling_ant_colony,2025-07-01/2025-12-31,2026-01-01/2026-06-30,513730.SH,True,1.1724800000000002,34,global,False
rolling_ant_colony,2025-07-01/2025-12-31,2026-01-01/2026-06-30,159967.SZ,True,1.1276800000000002,35,a_share,False
rolling_ant_colony,2025-07-01/2025-12-31,2026-01-01/2026-06-30,513080.SH,True,1.0915200000000003,36,global,False
rolling_ant_colony,2025-07-01/2025-12-31,2026-01-01/2026-06-30,159928.SZ,True,1.08544,37,a_share,False
rolling_ant_colony,2025-07-01/2025-12-31,2026-01-01/2026-06-30,159901.SZ,True,1.0496000000000003,38,a_share,False
rolling_ant_colony,2025-07-01/2025-12-31,2026-01-01/2026-06-30,160644.SZ,True,1.0496000000000003,39,global,False
rolling_ant_colony,2025-07-01/2025-12-31,2026-01-01/2026-06-30,510180.SH,True,0.9782400000000002,40,a_share,False
rolling_ant_colony,2025-07-01/2025-12-31,2026-01-01/2026-06-30,512980.SH,True,0.9276800000000001,41,a_share,False
rolling_ant_colony,2025-07-01/2025-12-31,2026-01-01/2026-06-30,512100.SH,True,0.8972800000000002,42,a_share,False
rolling_ant_colony,2025-07-01/2025-12-31,2026-01-01/2026-06-30,159518.SZ,True,0.8755200000000001,43,global,False
rolling_ant_colony,2025-07-01/2025-12-31,2026-01-01/2026-06-30,159611.SZ,True,0.8300800000000002,44,a_share,False
rolling_ant_colony,2025-07-01/2025-12-31,2026-01-01/2026-06-30,159852.SZ,True,0.8115200000000002,45,a_share,False
rolling_ant_colony,2025-07-01/2025-12-31,2026-01-01/2026-06-30,159326.SZ,True,0.8076800000000001,46,a_share,False
rolling_ant_colony,2025-07-01/2025-12-31,2026-01-01/2026-06-30,510880.SH,True,0.73248,47,a_share,False
rolling_ant_colony,2025-07-01/2025-12-31,2026-01-01/2026-06-30,510500.SH,True,0.7276800000000001,48,a_share,False
rolling_ant_colony,2025-07-01/2025-12-31,2026-01-01/2026-06-30,513500.SH,True,0.7276800000000001,49,global,False
rolling_ant_colony,2025-07-01/2025-12-31,2026-01-01/2026-06-30,159201.SZ,True,0.6348800000000002,50,a_share,False
rolling_ant_colony,2025-07-01/2025-12-31,2026-01-01/2026-06-30,159915.SZ,True,0.6348800000000002,51,a_share,False
rolling_ant_colony,2025-07-01/2025-12-31,2026-01-01/2026-06-30,512200.SH,True,0.6195200000000002,52,a_share,False
rolling_ant_colony,2025-07-01/2025-12-31,2026-01-01/2026-06-30,159865.SZ,True,0.5734400000000001,53,a_share,False
rolling_ant_colony,2025-07-01/2025-12-31,2026-01-01/2026-06-30,510050.SH,True,0.4876800000000001,54,a_share,False
rolling_ant_colony,2025-07-01/2025-12-31,2026-01-01/2026-06-30,512660.SH,True,0.4300800000000002,55,a_share,False
rolling_ant_colony,2025-07-01/2025-12-31,2026-01-01/2026-06-30,588000.SH,True,0.40960000000000013,56,a_share,False
rolling_ant_colony,2025-07-01/2025-12-31,2026-01-01/2026-06-30,159766.SZ,True,0.32768000000000014,57,a_share,False
rolling_ant_colony,2025-07-01/2025-12-31,2026-01-01/2026-06-30,159825.SZ,True,0.32768000000000014,58,a_share,False
rolling_ant_colony,2025-07-01/2025-12-31,2026-01-01/2026-06-30,159869.SZ,True,0.32768000000000014,59,a_share,False
rolling_ant_colony,2025-07-01/2025-12-31,2026-01-01/2026-06-30,159870.SZ,True,0.32768000000000014,60,a_share,False
rolling_ant_colony,2025-07-01/2025-12-31,2026-01-01/2026-06-30,159949.SZ,True,0.32768000000000014,61,a_share,False
rolling_ant_colony,2025-07-01/2025-12-31,2026-01-01/2026-06-30,510300.SH,True,0.32768000000000014,62,a_share,False
rolling_ant_colony,2025-07-01/2025-12-31,2026-01-01/2026-06-30,512170.SH,True,0.32768000000000014,63,a_share,False
rolling_ant_colony,2025-07-01/2025-12-31,2026-01-01/2026-06-30,512400.SH,True,0.32768000000000014,64,a_share,False
rolling_ant_colony,2025-07-01/2025-12-31,2026-01-01/2026-06-30,512880.SH,True,0.32768000000000014,65,a_share,False
rolling_ant_colony,2025-07-01/2025-12-31,2026-01-01/2026-06-30,512890.SH,True,0.32768000000000014,66,a_share,False
rolling_ant_colony,2025-07-01/2025-12-31,2026-01-01/2026-06-30,513030.SH,True,0.32768000000000014,67,global,False
rolling_ant_colony,2025-07-01/2025-12-31,2026-01-01/2026-06-30,515220.SH,True,0.32768000000000014,68,a_share,False
rolling_ant_colony,2025-07-01/2025-12-31,2026-01-01/2026-06-30,515790.SH,True,0.32768000000000014,69,a_share,False
rolling_ant_colony,2025-07-01/2025-12-31,2026-01-01/2026-06-30,562500.SH,True,0.32768000000000014,70,a_share,False
rolling_ant_colony,2025-07-01/2025-12-31,2026-01-01/2026-06-30,563300.SH,True,0.32768000000000014,71,a_share,False
rolling_ant_colony,2025-07-01/2025-12-31,2026-01-01/2026-06-30,520870.SH,False,,,global,False
rolling_ant_colony,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159985.SZ,True,10.412480000000002,1,commodity,True
rolling_ant_colony,2026-01-01/2026-06-30,2026-07-01/2026-07-26,501018.SH,True,9.42432,2,commodity,True
rolling_ant_colony,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159980.SZ,True,7.290880000000002,3,commodity,True
rolling_ant_colony,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159981.SZ,True,7.263680000000001,4,commodity,True
rolling_ant_colony,2026-01-01/2026-06-30,2026-07-01/2026-07-26,513310.SH,True,7.262080000000001,5,global,True
rolling_ant_colony,2026-01-01/2026-06-30,2026-07-01/2026-07-26,513120.SH,True,5.770240000000001,6,hong_kong,True
rolling_ant_colony,2026-01-01/2026-06-30,2026-07-01/2026-07-26,513500.SH,True,5.701760000000001,7,global,True
rolling_ant_colony,2026-01-01/2026-06-30,2026-07-01/2026-07-26,513290.SH,True,5.60576,8,global,True
rolling_ant_colony,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159920.SZ,True,5.20544,9,hong_kong,True
rolling_ant_colony,2026-01-01/2026-06-30,2026-07-01/2026-07-26,513750.SH,True,4.79328,10,hong_kong,False
rolling_ant_colony,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159870.SZ,True,4.274560000000001,11,a_share,True
rolling_ant_colony,2026-01-01/2026-06-30,2026-07-01/2026-07-26,520870.SH,True,4.1372800000000005,12,global,True
rolling_ant_colony,2026-01-01/2026-06-30,2026-07-01/2026-07-26,513100.SH,True,4.11456,13,global,False
rolling_ant_colony,2026-01-01/2026-06-30,2026-07-01/2026-07-26,161226.SZ,True,3.9692800000000004,14,commodity,False
rolling_ant_colony,2026-01-01/2026-06-30,2026-07-01/2026-07-26,518880.SH,True,3.9446400000000006,15,commodity,False
rolling_ant_colony,2026-01-01/2026-06-30,2026-07-01/2026-07-26,513180.SH,True,3.213760000000001,16,hong_kong,False
rolling_ant_colony,2026-01-01/2026-06-30,2026-07-01/2026-07-26,513880.SH,True,3.073280000000001,17,global,False
rolling_ant_colony,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159509.SZ,True,2.8796800000000005,18,global,False
rolling_ant_colony,2026-01-01/2026-06-30,2026-07-01/2026-07-26,513070.SH,True,2.8252800000000002,19,hong_kong,False
rolling_ant_colony,2026-01-01/2026-06-30,2026-07-01/2026-07-26,160644.SZ,True,2.7862400000000007,20,global,False
rolling_ant_colony,2026-01-01/2026-06-30,2026-07-01/2026-07-26,588200.SH,True,2.69344,21,a_share,True
rolling_ant_colony,2026-01-01/2026-06-30,2026-07-01/2026-07-26,562500.SH,True,2.2396800000000003,22,a_share,True
rolling_ant_colony,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159796.SZ,True,2.1830400000000005,23,a_share,False
rolling_ant_colony,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159209.SZ,True,2.1196800000000002,24,a_share,False
rolling_ant_colony,2026-01-01/2026-06-30,2026-07-01/2026-07-26,588000.SH,True,2.0073600000000003,25,a_share,False
rolling_ant_colony,2026-01-01/2026-06-30,2026-07-01/2026-07-26,515880.SH,True,1.97248,26,a_share,False
rolling_ant_colony,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159206.SZ,True,1.8643200000000002,27,a_share,False
rolling_ant_colony,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159915.SZ,True,1.7996800000000004,28,a_share,False
rolling_ant_colony,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159329.SZ,True,1.7872000000000003,29,global,False
rolling_ant_colony,2026-01-01/2026-06-30,2026-07-01/2026-07-26,164824.SZ,True,1.65888,30,global,False
rolling_ant_colony,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159869.SZ,True,1.63584,31,a_share,False
rolling_ant_colony,2026-01-01/2026-06-30,2026-07-01/2026-07-26,588220.SH,True,1.4387200000000002,32,a_share,False
rolling_ant_colony,2026-01-01/2026-06-30,2026-07-01/2026-07-26,512100.SH,True,1.4096000000000002,33,a_share,False
rolling_ant_colony,2026-01-01/2026-06-30,2026-07-01/2026-07-26,513080.SH,True,1.38368,34,global,False
rolling_ant_colony,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159518.SZ,True,1.2300800000000003,35,global,False
rolling_ant_colony,2026-01-01/2026-06-30,2026-07-01/2026-07-26,510500.SH,True,1.2300800000000003,36,a_share,False
rolling_ant_colony,2026-01-01/2026-06-30,2026-07-01/2026-07-26,515210.SH,True,1.2172800000000004,37,a_share,False
rolling_ant_colony,2026-01-01/2026-06-30,2026-07-01/2026-07-26,510300.SH,True,1.18368,38,a_share,False
rolling_ant_colony,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159326.SZ,True,1.1676800000000003,39,a_share,False
rolling_ant_colony,2026-01-01/2026-06-30,2026-07-01/2026-07-26,513730.SH,True,1.1020800000000004,40,global,False
rolling_ant_colony,2026-01-01/2026-06-30,2026-07-01/2026-07-26,513400.SH,True,1.0854400000000002,41,global,False
rolling_ant_colony,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159687.SZ,True,0.9625600000000004,42,global,False
rolling_ant_colony,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159201.SZ,True,0.9548800000000001,43,a_share,False
rolling_ant_colony,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159901.SZ,True,0.9372800000000001,44,a_share,False
rolling_ant_colony,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159825.SZ,True,0.8806400000000001,45,a_share,False
rolling_ant_colony,2026-01-01/2026-06-30,2026-07-01/2026-07-26,515790.SH,True,0.8396800000000003,46,a_share,False
rolling_ant_colony,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159529.SZ,True,0.8115200000000002,47,global,False
rolling_ant_colony,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159852.SZ,True,0.8076800000000001,48,a_share,False
rolling_ant_colony,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159967.SZ,True,0.8076800000000001,49,a_share,False
rolling_ant_colony,2026-01-01/2026-06-30,2026-07-01/2026-07-26,510210.SH,True,0.7116800000000002,50,a_share,False
rolling_ant_colony,2026-01-01/2026-06-30,2026-07-01/2026-07-26,563300.SH,True,0.7116800000000002,51,a_share,False
rolling_ant_colony,2026-01-01/2026-06-30,2026-07-01/2026-07-26,510880.SH,True,0.6553600000000003,52,a_share,False
rolling_ant_colony,2026-01-01/2026-06-30,2026-07-01/2026-07-26,515220.SH,True,0.5324800000000001,53,a_share,False
rolling_ant_colony,2026-01-01/2026-06-30,2026-07-01/2026-07-26,512880.SH,True,0.4876800000000001,54,a_share,False
rolling_ant_colony,2026-01-01/2026-06-30,2026-07-01/2026-07-26,512980.SH,True,0.4556800000000002,55,a_share,False
rolling_ant_colony,2026-01-01/2026-06-30,2026-07-01/2026-07-26,516150.SH,True,0.4556800000000002,56,a_share,False
rolling_ant_colony,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159928.SZ,True,0.40960000000000013,57,a_share,False
rolling_ant_colony,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159611.SZ,True,0.32768000000000014,58,a_share,False
rolling_ant_colony,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159766.SZ,True,0.32768000000000014,59,a_share,False
rolling_ant_colony,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159851.SZ,True,0.32768000000000014,60,a_share,False
rolling_ant_colony,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159865.SZ,True,0.32768000000000014,61,a_share,False
rolling_ant_colony,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159949.SZ,True,0.32768000000000014,62,a_share,False
rolling_ant_colony,2026-01-01/2026-06-30,2026-07-01/2026-07-26,510050.SH,True,0.32768000000000014,63,a_share,False
rolling_ant_colony,2026-01-01/2026-06-30,2026-07-01/2026-07-26,510180.SH,True,0.32768000000000014,64,a_share,False
rolling_ant_colony,2026-01-01/2026-06-30,2026-07-01/2026-07-26,512040.SH,True,0.32768000000000014,65,a_share,False
rolling_ant_colony,2026-01-01/2026-06-30,2026-07-01/2026-07-26,512170.SH,True,0.32768000000000014,66,a_share,False
rolling_ant_colony,2026-01-01/2026-06-30,2026-07-01/2026-07-26,512200.SH,True,0.32768000000000014,67,a_share,False
rolling_ant_colony,2026-01-01/2026-06-30,2026-07-01/2026-07-26,512400.SH,True,0.32768000000000014,68,a_share,False
rolling_ant_colony,2026-01-01/2026-06-30,2026-07-01/2026-07-26,512660.SH,True,0.32768000000000014,69,a_share,False
rolling_ant_colony,2026-01-01/2026-06-30,2026-07-01/2026-07-26,512800.SH,True,0.32768000000000014,70,a_share,False
rolling_ant_colony,2026-01-01/2026-06-30,2026-07-01/2026-07-26,512890.SH,True,0.32768000000000014,71,a_share,False
rolling_ant_colony,2026-01-01/2026-06-30,2026-07-01/2026-07-26,513030.SH,True,0.32768000000000014,72,global,False
