method,training_period,holding_period,code,eligible,posterior_mean_sharpe,observations,rank,group,selected
rolling_ucb_sampling,2025-07-01/2025-12-31,2026-01-01/2026-06-30,516150.SH,True,2.9444737217040577,9.0,26,a_share,False
rolling_ucb_sampling,2025-07-01/2025-12-31,2026-01-01/2026-06-30,588200.SH,True,2.943444459437701,8.0,27,a_share,False
rolling_ucb_sampling,2025-07-01/2025-12-31,2026-01-01/2026-06-30,515210.SH,True,2.9370592958612427,8.0,28,a_share,False
rolling_ucb_sampling,2025-07-01/2025-12-31,2026-01-01/2026-06-30,510300.SH,True,2.8751366992421437,10.0,29,a_share,False
rolling_ucb_sampling,2025-07-01/2025-12-31,2026-01-01/2026-06-30,513120.SH,True,2.8671514431252145,29.0,30,hong_kong,False
rolling_ucb_sampling,2025-07-01/2025-12-31,2026-01-01/2026-06-30,510500.SH,True,2.866095638693403,6.0,31,a_share,False
rolling_ucb_sampling,2025-07-01/2025-12-31,2026-01-01/2026-06-30,159865.SZ,True,2.846813727093327,7.0,32,a_share,False
rolling_ucb_sampling,2025-07-01/2025-12-31,2026-01-01/2026-06-30,513400.SH,True,2.796701482856695,26.0,33,global,False
rolling_ucb_sampling,2025-07-01/2025-12-31,2026-01-01/2026-06-30,512800.SH,True,2.7948415639061848,10.0,34,a_share,False
rolling_ucb_sampling,2025-07-01/2025-12-31,2026-01-01/2026-06-30,159851.SZ,True,2.7592954745450764,5.0,35,a_share,False
rolling_ucb_sampling,2025-07-01/2025-12-31,2026-01-01/2026-06-30,159687.SZ,True,2.749970199192191,14.0,36,global,False
rolling_ucb_sampling,2025-07-01/2025-12-31,2026-01-01/2026-06-30,518880.SH,True,2.7490752183366483,53.0,37,commodity,False
rolling_ucb_sampling,2025-07-01/2025-12-31,2026-01-01/2026-06-30,159980.SZ,True,2.7439944868539405,41.0,38,commodity,False
rolling_ucb_sampling,2025-07-01/2025-12-31,2026-01-01/2026-06-30,159870.SZ,True,2.728703422970912,5.0,39,a_share,False
rolling_ucb_sampling,2025-07-01/2025-12-31,2026-01-01/2026-06-30,159825.SZ,True,2.6953368899004473,4.0,40,a_share,False
rolling_ucb_sampling,2025-07-01/2025-12-31,2026-01-01/2026-06-30,588000.SH,True,2.670186480777139,4.0,41,a_share,False
rolling_ucb_sampling,2025-07-01/2025-12-31,2026-01-01/2026-06-30,562500.SH,True,2.666503410394455,9.0,42,a_share,False
rolling_ucb_sampling,2025-07-01/2025-12-31,2026-01-01/2026-06-30,563300.SH,True,2.565432088184255,4.0,43,a_share,False
rolling_ucb_sampling,2025-07-01/2025-12-31,2026-01-01/2026-06-30,164824.SZ,True,2.532867963073071,14.0,44,global,False
rolling_ucb_sampling,2025-07-01/2025-12-31,2026-01-01/2026-06-30,159209.SZ,True,2.5285847760803906,5.0,45,a_share,False
rolling_ucb_sampling,2025-07-01/2025-12-31,2026-01-01/2026-06-30,510180.SH,True,2.46401531783838,4.0,46,a_share,False
rolling_ucb_sampling,2025-07-01/2025-12-31,2026-01-01/2026-06-30,510050.SH,True,2.4268206982164466,4.0,47,a_share,False
rolling_ucb_sampling,2025-07-01/2025-12-31,2026-01-01/2026-06-30,513180.SH,True,2.2879491094668243,18.0,48,hong_kong,False
rolling_ucb_sampling,2025-07-01/2025-12-31,2026-01-01/2026-06-30,515790.SH,True,2.234884515425372,5.0,49,a_share,False
rolling_ucb_sampling,2025-07-01/2025-12-31,2026-01-01/2026-06-30,513500.SH,True,2.173451935153927,11.0,50,global,False
rolling_ucb_sampling,2025-07-01/2025-12-31,2026-01-01/2026-06-30,160644.SZ,True,2.1569324643200636,12.0,51,global,False
rolling_ucb_sampling,2025-07-01/2025-12-31,2026-01-01/2026-06-30,513880.SH,True,2.0394705429572935,7.0,52,global,False
rolling_ucb_sampling,2025-07-01/2025-12-31,2026-01-01/2026-06-30,512200.SH,True,1.9953955448586558,4.0,53,a_share,False
rolling_ucb_sampling,2025-07-01/2025-12-31,2026-01-01/2026-06-30,159915.SZ,True,1.9622557981864228,3.0,54,a_share,False
rolling_ucb_sampling,2025-07-01/2025-12-31,2026-01-01/2026-06-30,512890.SH,True,1.9433821445183475,2.0,55,a_share,False
rolling_ucb_sampling,2025-07-01/2025-12-31,2026-01-01/2026-06-30,512980.SH,True,1.628807441567962,3.0,56,a_share,False
rolling_ucb_sampling,2025-07-01/2025-12-31,2026-01-01/2026-06-30,513030.SH,True,1.6238942108493994,5.0,57,global,False
rolling_ucb_sampling,2025-07-01/2025-12-31,2026-01-01/2026-06-30,159518.SZ,True,1.6232971009942594,6.0,58,global,False
rolling_ucb_sampling,2025-07-01/2025-12-31,2026-01-01/2026-06-30,159611.SZ,True,1.3584442518300615,3.0,59,a_share,False
rolling_ucb_sampling,2025-07-01/2025-12-31,2026-01-01/2026-06-30,159928.SZ,True,1.2821411738735171,2.0,60,a_share,False
rolling_ucb_sampling,2025-07-01/2025-12-31,2026-01-01/2026-06-30,159852.SZ,True,0.49464920918885963,1.0,61,a_share,False
rolling_ucb_sampling,2025-07-01/2025-12-31,2026-01-01/2026-06-30,159201.SZ,True,0.0,0.0,62,a_share,False
rolling_ucb_sampling,2025-07-01/2025-12-31,2026-01-01/2026-06-30,159326.SZ,True,0.0,0.0,63,a_share,False
rolling_ucb_sampling,2025-07-01/2025-12-31,2026-01-01/2026-06-30,159766.SZ,True,0.0,0.0,64,a_share,False
rolling_ucb_sampling,2025-07-01/2025-12-31,2026-01-01/2026-06-30,159901.SZ,True,0.0,0.0,65,a_share,False
rolling_ucb_sampling,2025-07-01/2025-12-31,2026-01-01/2026-06-30,159967.SZ,True,0.0,0.0,66,a_share,False
rolling_ucb_sampling,2025-07-01/2025-12-31,2026-01-01/2026-06-30,510880.SH,True,0.0,0.0,67,a_share,False
rolling_ucb_sampling,2025-07-01/2025-12-31,2026-01-01/2026-06-30,512100.SH,True,0.0,0.0,68,a_share,False
rolling_ucb_sampling,2025-07-01/2025-12-31,2026-01-01/2026-06-30,512400.SH,True,0.0,0.0,69,a_share,False
rolling_ucb_sampling,2025-07-01/2025-12-31,2026-01-01/2026-06-30,512660.SH,True,0.0,0.0,70,a_share,False
rolling_ucb_sampling,2025-07-01/2025-12-31,2026-01-01/2026-06-30,513080.SH,True,0.0,0.0,71,global,False
rolling_ucb_sampling,2025-07-01/2025-12-31,2026-01-01/2026-06-30,520870.SH,False,,,,global,False
rolling_ucb_sampling,2026-01-01/2026-06-30,2026-07-01/2026-07-26,515880.SH,True,1.899029888418624,19.0,1,a_share,True
rolling_ucb_sampling,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159967.SZ,True,1.8119748588263216,17.0,2,a_share,True
rolling_ucb_sampling,2026-01-01/2026-06-30,2026-07-01/2026-07-26,588000.SH,True,1.6699487276298963,17.0,3,a_share,True
rolling_ucb_sampling,2026-01-01/2026-06-30,2026-07-01/2026-07-26,512880.SH,True,1.568285982432204,13.0,4,a_share,False
rolling_ucb_sampling,2026-01-01/2026-06-30,2026-07-01/2026-07-26,160644.SZ,True,1.5116573618286364,40.0,5,global,True
rolling_ucb_sampling,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159915.SZ,True,1.4408186405966652,10.0,6,a_share,False
rolling_ucb_sampling,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159865.SZ,True,1.4259940045073753,14.0,7,a_share,False
rolling_ucb_sampling,2026-01-01/2026-06-30,2026-07-01/2026-07-26,513310.SH,True,1.4176997358131382,50.0,8,global,True
rolling_ucb_sampling,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159687.SZ,True,1.3523719873318267,32.0,9,global,True
rolling_ucb_sampling,2026-01-01/2026-06-30,2026-07-01/2026-07-26,513180.SH,True,1.343866997243918,51.0,10,hong_kong,True
rolling_ucb_sampling,2026-01-01/2026-06-30,2026-07-01/2026-07-26,513750.SH,True,1.3404169208899435,66.0,11,hong_kong,True
rolling_ucb_sampling,2026-01-01/2026-06-30,2026-07-01/2026-07-26,510500.SH,True,1.3279792456449733,11.0,12,a_share,False
rolling_ucb_sampling,2026-01-01/2026-06-30,2026-07-01/2026-07-26,512400.SH,True,1.3266841930271516,9.0,13,a_share,False
rolling_ucb_sampling,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159201.SZ,True,1.3049987437395656,10.0,14,a_share,False
rolling_ucb_sampling,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159509.SZ,True,1.2938312549111797,40.0,15,global,True
rolling_ucb_sampling,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159985.SZ,True,1.291602399240473,78.0,16,commodity,True
rolling_ucb_sampling,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159852.SZ,True,1.2836068458921936,5.0,17,a_share,False
rolling_ucb_sampling,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159949.SZ,True,1.2773844369106273,8.0,18,a_share,False
rolling_ucb_sampling,2026-01-01/2026-06-30,2026-07-01/2026-07-26,513290.SH,True,1.239492725975139,33.0,19,global,False
rolling_ucb_sampling,2026-01-01/2026-06-30,2026-07-01/2026-07-26,501018.SH,True,1.23784724965957,68.0,20,commodity,True
rolling_ucb_sampling,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159766.SZ,True,1.2287012844091445,11.0,21,a_share,False
rolling_ucb_sampling,2026-01-01/2026-06-30,2026-07-01/2026-07-26,513880.SH,True,1.216282914171034,30.0,22,global,False
rolling_ucb_sampling,2026-01-01/2026-06-30,2026-07-01/2026-07-26,513500.SH,True,1.2133298027014203,30.0,23,global,False
rolling_ucb_sampling,2026-01-01/2026-06-30,2026-07-01/2026-07-26,513730.SH,True,1.2122405632032283,29.0,24,global,False
rolling_ucb_sampling,2026-01-01/2026-06-30,2026-07-01/2026-07-26,512100.SH,True,1.1959005919594388,9.0,25,a_share,False
rolling_ucb_sampling,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159901.SZ,True,1.1885036439467112,6.0,26,a_share,False
rolling_ucb_sampling,2026-01-01/2026-06-30,2026-07-01/2026-07-26,510300.SH,True,1.1788014998836285,14.0,27,a_share,False
rolling_ucb_sampling,2026-01-01/2026-06-30,2026-07-01/2026-07-26,562500.SH,True,1.1722353810204247,6.0,28,a_share,False
rolling_ucb_sampling,2026-01-01/2026-06-30,2026-07-01/2026-07-26,161226.SZ,True,1.1570653756780973,63.0,29,commodity,True
rolling_ucb_sampling,2026-01-01/2026-06-30,2026-07-01/2026-07-26,512040.SH,True,1.150558774385576,7.0,30,a_share,False
rolling_ucb_sampling,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159851.SZ,True,1.1469052624908564,7.0,31,a_share,False
rolling_ucb_sampling,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159518.SZ,True,1.1407340775127943,28.0,32,global,False
rolling_ucb_sampling,2026-01-01/2026-06-30,2026-07-01/2026-07-26,513080.SH,True,1.1340646501805292,20.0,33,global,False
rolling_ucb_sampling,2026-01-01/2026-06-30,2026-07-01/2026-07-26,518880.SH,True,1.13384336659156,56.0,34,commodity,True
rolling_ucb_sampling,2026-01-01/2026-06-30,2026-07-01/2026-07-26,510210.SH,True,1.1113091914222315,11.0,35,a_share,False
rolling_ucb_sampling,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159980.SZ,True,1.100015960431457,60.0,36,commodity,False
rolling_ucb_sampling,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159928.SZ,True,1.09862307408924,7.0,37,a_share,False
rolling_ucb_sampling,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159326.SZ,True,1.0936862802574983,5.0,38,a_share,False
rolling_ucb_sampling,2026-01-01/2026-06-30,2026-07-01/2026-07-26,588220.SH,True,1.0860967460085196,6.0,39,a_share,False
rolling_ucb_sampling,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159981.SZ,True,1.0770490788221294,75.0,40,commodity,False
rolling_ucb_sampling,2026-01-01/2026-06-30,2026-07-01/2026-07-26,510050.SH,True,1.0681295974197123,5.0,41,a_share,False
rolling_ucb_sampling,2026-01-01/2026-06-30,2026-07-01/2026-07-26,513070.SH,True,1.0650701975066366,37.0,42,hong_kong,False
rolling_ucb_sampling,2026-01-01/2026-06-30,2026-07-01/2026-07-26,588200.SH,True,1.0320916999708885,2.0,43,a_share,False
rolling_ucb_sampling,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159869.SZ,True,1.0259564352294004,6.0,44,a_share,False
rolling_ucb_sampling,2026-01-01/2026-06-30,2026-07-01/2026-07-26,563300.SH,True,0.9763132761858919,4.0,45,a_share,False
rolling_ucb_sampling,2026-01-01/2026-06-30,2026-07-01/2026-07-26,513120.SH,True,0.941011437660694,24.0,46,hong_kong,False
rolling_ucb_sampling,2026-01-01/2026-06-30,2026-07-01/2026-07-26,516150.SH,True,0.9287488934967155,3.0,47,a_share,False
rolling_ucb_sampling,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159796.SZ,True,0.918979128802381,8.0,48,a_share,False
rolling_ucb_sampling,2026-01-01/2026-06-30,2026-07-01/2026-07-26,513030.SH,True,0.8943285853685236,17.0,49,global,False
rolling_ucb_sampling,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159825.SZ,True,0.8783467694079611,3.0,50,a_share,False
rolling_ucb_sampling,2026-01-01/2026-06-30,2026-07-01/2026-07-26,512980.SH,True,0.863083663638967,4.0,51,a_share,False
rolling_ucb_sampling,2026-01-01/2026-06-30,2026-07-01/2026-07-26,512170.SH,True,0.7661725857793283,4.0,52,a_share,False
rolling_ucb_sampling,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159329.SZ,True,0.6910512551948685,11.0,53,global,False
rolling_ucb_sampling,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159920.SZ,True,0.683985794373765,22.0,54,hong_kong,False
rolling_ucb_sampling,2026-01-01/2026-06-30,2026-07-01/2026-07-26,513400.SH,True,0.680429365652242,12.0,55,global,False
rolling_ucb_sampling,2026-01-01/2026-06-30,2026-07-01/2026-07-26,512890.SH,True,0.6779668535188774,3.0,56,a_share,False
rolling_ucb_sampling,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159870.SZ,True,0.5792189097603652,3.0,57,a_share,False
rolling_ucb_sampling,2026-01-01/2026-06-30,2026-07-01/2026-07-26,512800.SH,True,0.4786267509407268,4.0,58,a_share,False
rolling_ucb_sampling,2026-01-01/2026-06-30,2026-07-01/2026-07-26,520870.SH,True,0.46140414319991324,8.0,59,global,False
rolling_ucb_sampling,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159529.SZ,True,0.45624941721326884,8.0,60,global,False
rolling_ucb_sampling,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159206.SZ,True,0.41068214864294766,8.0,61,a_share,False
rolling_ucb_sampling,2026-01-01/2026-06-30,2026-07-01/2026-07-26,515210.SH,True,0.3330749408913689,2.0,62,a_share,False
rolling_ucb_sampling,2026-01-01/2026-06-30,2026-07-01/2026-07-26,510880.SH,True,0.12410297585681962,2.0,63,a_share,False
rolling_ucb_sampling,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159611.SZ,True,0.11449755571443405,3.0,64,a_share,False
rolling_ucb_sampling,2026-01-01/2026-06-30,2026-07-01/2026-07-26,512200.SH,True,0.11338813254625964,3.0,65,a_share,False
rolling_ucb_sampling,2026-01-01/2026-06-30,2026-07-01/2026-07-26,164824.SZ,True,0.08715628086752923,6.0,66,global,False
rolling_ucb_sampling,2026-01-01/2026-06-30,2026-07-01/2026-07-26,512660.SH,True,-0.10913067264774265,2.0,67,a_share,False
rolling_ucb_sampling,2026-01-01/2026-06-30,2026-07-01/2026-07-26,513100.SH,True,-0.11579708130456434,6.0,68,global,False
rolling_ucb_sampling,2026-01-01/2026-06-30,2026-07-01/2026-07-26,515220.SH,True,-0.24462542801295795,4.0,69,a_share,False
rolling_ucb_sampling,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159209.SZ,True,-0.45819279601078977,2.0,70,a_share,False
rolling_ucb_sampling,2026-01-01/2026-06-30,2026-07-01/2026-07-26,515790.SH,True,-1.0385660953656806,2.0,71,a_share,False
rolling_ucb_sampling,2026-01-01/2026-06-30,2026-07-01/2026-07-26,510180.SH,True,-1.266395327818143,1.0,72,a_share,False
