method,training_period,holding_period,code,eligible,retained_contribution,eliminated,elimination_order,rank,group,selected
rolling_sequential_backward,2024-07-01/2024-12-31,2025-01-01/2025-06-30,159201.SZ,False,,False,,,a_share,False
rolling_sequential_backward,2024-07-01/2024-12-31,2025-01-01/2025-06-30,159206.SZ,False,,False,,,a_share,False
rolling_sequential_backward,2024-07-01/2024-12-31,2025-01-01/2025-06-30,159209.SZ,False,,False,,,a_share,False
rolling_sequential_backward,2024-07-01/2024-12-31,2025-01-01/2025-06-30,520870.SH,False,,False,,,global,False
rolling_sequential_backward,2025-01-01/2025-06-30,2025-07-01/2025-12-31,518880.SH,True,1.1483451260650515,False,,1,commodity,True
rolling_sequential_backward,2025-01-01/2025-06-30,2025-07-01/2025-12-31,159865.SZ,True,0.7074053044750587,False,,2,a_share,True
rolling_sequential_backward,2025-01-01/2025-06-30,2025-07-01/2025-12-31,161226.SZ,True,0.5521243350672633,False,,3,commodity,True
rolling_sequential_backward,2025-01-01/2025-06-30,2025-07-01/2025-12-31,513730.SH,True,0.44776003738055986,False,,4,global,True
rolling_sequential_backward,2025-01-01/2025-06-30,2025-07-01/2025-12-31,159869.SZ,True,0.43947264142937514,False,,5,a_share,True
rolling_sequential_backward,2025-01-01/2025-06-30,2025-07-01/2025-12-31,512800.SH,True,0.329245665481409,False,,6,a_share,True
rolling_sequential_backward,2025-01-01/2025-06-30,2025-07-01/2025-12-31,159529.SZ,True,0.3231637963709271,False,,7,global,True
rolling_sequential_backward,2025-01-01/2025-06-30,2025-07-01/2025-12-31,159209.SZ,True,0.3215122628718007,False,,8,a_share,False
rolling_sequential_backward,2025-01-01/2025-06-30,2025-07-01/2025-12-31,159611.SZ,True,0.31000936557676817,False,,9,a_share,False
rolling_sequential_backward,2025-01-01/2025-06-30,2025-07-01/2025-12-31,563300.SH,True,0.3021318468328752,False,,10,a_share,False
rolling_sequential_backward,2025-01-01/2025-06-30,2025-07-01/2025-12-31,159928.SZ,True,0.25895774349136913,False,,11,a_share,False
rolling_sequential_backward,2025-01-01/2025-06-30,2025-07-01/2025-12-31,159329.SZ,True,0.2570992671099288,False,,12,global,True
rolling_sequential_backward,2025-01-01/2025-06-30,2025-07-01/2025-12-31,510300.SH,True,0.201810935516603,False,,13,a_share,False
rolling_sequential_backward,2025-01-01/2025-06-30,2025-07-01/2025-12-31,159825.SZ,True,0.19935904099634316,False,,14,a_share,False
rolling_sequential_backward,2025-01-01/2025-06-30,2025-07-01/2025-12-31,513080.SH,True,0.1883192769246671,False,,15,global,True
rolling_sequential_backward,2025-01-01/2025-06-30,2025-07-01/2025-12-31,513880.SH,True,0.17707368603048634,False,,16,global,False
rolling_sequential_backward,2025-01-01/2025-06-30,2025-07-01/2025-12-31,515220.SH,True,0.17477006893644775,False,,17,a_share,False
rolling_sequential_backward,2025-01-01/2025-06-30,2025-07-01/2025-12-31,562500.SH,True,0.17471830816877854,False,,18,a_share,False
rolling_sequential_backward,2025-01-01/2025-06-30,2025-07-01/2025-12-31,159980.SZ,True,0.16963700612424892,False,,19,commodity,True
rolling_sequential_backward,2025-01-01/2025-06-30,2025-07-01/2025-12-31,159981.SZ,True,0.1508187601837438,False,,20,commodity,True
rolling_sequential_backward,2025-01-01/2025-06-30,2025-07-01/2025-12-31,510500.SH,True,0.14613600072464894,False,,21,a_share,False
rolling_sequential_backward,2025-01-01/2025-06-30,2025-07-01/2025-12-31,515790.SH,True,0.13658369955505656,False,,22,a_share,False
rolling_sequential_backward,2025-01-01/2025-06-30,2025-07-01/2025-12-31,159870.SZ,True,0.13291616322639943,False,,23,a_share,False
rolling_sequential_backward,2025-01-01/2025-06-30,2025-07-01/2025-12-31,513120.SH,True,0.1298924750104279,False,,24,hong_kong,True
rolling_sequential_backward,2025-01-01/2025-06-30,2025-07-01/2025-12-31,159766.SZ,True,0.10976184356186147,False,,25,a_share,False
rolling_sequential_backward,2025-01-01/2025-06-30,2025-07-01/2025-12-31,159687.SZ,True,0.10411278460552592,False,,26,global,False
rolling_sequential_backward,2025-01-01/2025-06-30,2025-07-01/2025-12-31,159796.SZ,True,0.08938061093419825,False,,27,a_share,False
rolling_sequential_backward,2025-01-01/2025-06-30,2025-07-01/2025-12-31,159509.SZ,True,0.07449050935351698,False,,28,global,False
rolling_sequential_backward,2025-01-01/2025-06-30,2025-07-01/2025-12-31,513750.SH,True,0.0739903408081064,False,,29,hong_kong,True
rolling_sequential_backward,2025-01-01/2025-06-30,2025-07-01/2025-12-31,512980.SH,True,0.07208314794867676,False,,30,a_share,False
rolling_sequential_backward,2025-01-01/2025-06-30,2025-07-01/2025-12-31,510880.SH,True,0.04565566441447655,False,,31,a_share,False
rolling_sequential_backward,2025-01-01/2025-06-30,2025-07-01/2025-12-31,513310.SH,True,0.032185996073066714,False,,32,global,False
rolling_sequential_backward,2025-01-01/2025-06-30,2025-07-01/2025-12-31,510180.SH,True,0.029091168660925315,False,,33,a_share,False
rolling_sequential_backward,2025-01-01/2025-06-30,2025-07-01/2025-12-31,159206.SZ,True,0.02364115429838587,False,,34,a_share,False
rolling_sequential_backward,2025-01-01/2025-06-30,2025-07-01/2025-12-31,159851.SZ,True,0.011579138942661715,False,,35,a_share,False
rolling_sequential_backward,2025-01-01/2025-06-30,2025-07-01/2025-12-31,512660.SH,True,0.009125030968480718,False,,36,a_share,False
rolling_sequential_backward,2025-01-01/2025-06-30,2025-07-01/2025-12-31,512880.SH,True,-0.001349141873287496,False,,37,a_share,False
rolling_sequential_backward,2025-01-01/2025-06-30,2025-07-01/2025-12-31,513070.SH,True,-0.002222971780743821,False,,38,hong_kong,False
rolling_sequential_backward,2025-01-01/2025-06-30,2025-07-01/2025-12-31,159920.SZ,True,-0.007929691181529863,False,,39,hong_kong,False
rolling_sequential_backward,2025-01-01/2025-06-30,2025-07-01/2025-12-31,513400.SH,True,-0.028591270249140877,False,,40,global,False
rolling_sequential_backward,2025-01-01/2025-06-30,2025-07-01/2025-12-31,510210.SH,True,-0.042577193745471364,False,,41,a_share,False
rolling_sequential_backward,2025-01-01/2025-06-30,2025-07-01/2025-12-31,512890.SH,True,-0.04939655269303339,False,,42,a_share,False
rolling_sequential_backward,2025-01-01/2025-06-30,2025-07-01/2025-12-31,513100.SH,True,-0.06102377381182361,False,,43,global,False
rolling_sequential_backward,2025-01-01/2025-06-30,2025-07-01/2025-12-31,159915.SZ,True,-0.062027715331205546,False,,44,a_share,False
rolling_sequential_backward,2025-01-01/2025-06-30,2025-07-01/2025-12-31,513030.SH,True,-0.06217733809443082,False,,45,global,False
rolling_sequential_backward,2025-01-01/2025-06-30,2025-07-01/2025-12-31,588000.SH,True,-0.06727587243239491,False,,46,a_share,False
rolling_sequential_backward,2025-01-01/2025-06-30,2025-07-01/2025-12-31,160644.SZ,True,-0.06757666172384308,False,,47,global,False
rolling_sequential_backward,2025-01-01/2025-06-30,2025-07-01/2025-12-31,512040.SH,True,-0.0712547186154166,False,,48,a_share,False
rolling_sequential_backward,2025-01-01/2025-06-30,2025-07-01/2025-12-31,159967.SZ,True,-0.09531077220260131,False,,49,a_share,False
rolling_sequential_backward,2025-01-01/2025-06-30,2025-07-01/2025-12-31,164824.SZ,True,-0.10813801271101958,False,,50,global,False
rolling_sequential_backward,2025-01-01/2025-06-30,2025-07-01/2025-12-31,510050.SH,True,-0.18015422870842057,False,,51,a_share,False
rolling_sequential_backward,2025-01-01/2025-06-30,2025-07-01/2025-12-31,512400.SH,True,-0.2087130634523266,False,,52,a_share,False
rolling_sequential_backward,2025-01-01/2025-06-30,2025-07-01/2025-12-31,513180.SH,True,-0.22433212639810235,False,,53,hong_kong,False
rolling_sequential_backward,2025-01-01/2025-06-30,2025-07-01/2025-12-31,515210.SH,True,-0.26553673602513234,False,,54,a_share,False
rolling_sequential_backward,2025-01-01/2025-06-30,2025-07-01/2025-12-31,516150.SH,True,-0.30214833764797305,False,,55,a_share,False
rolling_sequential_backward,2025-01-01/2025-06-30,2025-07-01/2025-12-31,159201.SZ,True,-inf,True,5.0,56,a_share,False
rolling_sequential_backward,2025-01-01/2025-06-30,2025-07-01/2025-12-31,159326.SZ,True,-inf,True,1.0,57,a_share,False
rolling_sequential_backward,2025-01-01/2025-06-30,2025-07-01/2025-12-31,159518.SZ,True,-inf,True,7.0,58,global,False
rolling_sequential_backward,2025-01-01/2025-06-30,2025-07-01/2025-12-31,159852.SZ,True,-inf,True,15.0,59,a_share,False
rolling_sequential_backward,2025-01-01/2025-06-30,2025-07-01/2025-12-31,159901.SZ,True,-inf,True,6.0,60,a_share,False
rolling_sequential_backward,2025-01-01/2025-06-30,2025-07-01/2025-12-31,159949.SZ,True,-inf,True,13.0,61,a_share,False
rolling_sequential_backward,2025-01-01/2025-06-30,2025-07-01/2025-12-31,159985.SZ,True,-inf,True,8.0,62,commodity,False
rolling_sequential_backward,2025-01-01/2025-06-30,2025-07-01/2025-12-31,501018.SH,True,-inf,True,12.0,63,commodity,False
rolling_sequential_backward,2025-01-01/2025-06-30,2025-07-01/2025-12-31,512100.SH,True,-inf,True,9.0,64,a_share,False
rolling_sequential_backward,2025-01-01/2025-06-30,2025-07-01/2025-12-31,512170.SH,True,-inf,True,3.0,65,a_share,False
rolling_sequential_backward,2025-01-01/2025-06-30,2025-07-01/2025-12-31,512200.SH,True,-inf,True,11.0,66,a_share,False
rolling_sequential_backward,2025-01-01/2025-06-30,2025-07-01/2025-12-31,513290.SH,True,-inf,True,10.0,67,global,False
rolling_sequential_backward,2025-01-01/2025-06-30,2025-07-01/2025-12-31,513500.SH,True,-inf,True,14.0,68,global,False
rolling_sequential_backward,2025-01-01/2025-06-30,2025-07-01/2025-12-31,515880.SH,True,-inf,True,4.0,69,a_share,False
rolling_sequential_backward,2025-01-01/2025-06-30,2025-07-01/2025-12-31,588200.SH,True,-inf,True,2.0,70,a_share,False
rolling_sequential_backward,2025-01-01/2025-06-30,2025-07-01/2025-12-31,588220.SH,True,-inf,True,16.0,71,a_share,False
rolling_sequential_backward,2025-01-01/2025-06-30,2025-07-01/2025-12-31,520870.SH,False,,False,,,global,False
rolling_sequential_backward,2025-07-01/2025-12-31,2026-01-01/2026-06-30,515880.SH,True,0.7261281636660035,False,,1,a_share,True
rolling_sequential_backward,2025-07-01/2025-12-31,2026-01-01/2026-06-30,159206.SZ,True,0.5118901085781089,False,,2,a_share,True
rolling_sequential_backward,2025-07-01/2025-12-31,2026-01-01/2026-06-30,161226.SZ,True,0.49538741168424005,False,,3,commodity,True
rolling_sequential_backward,2025-07-01/2025-12-31,2026-01-01/2026-06-30,512100.SH,True,0.3765908297515619,False,,4,a_share,True
rolling_sequential_backward,2025-07-01/2025-12-31,2026-01-01/2026-06-30,159915.SZ,True,0.3518445054358508,False,,5,a_share,False
rolling_sequential_backward,2025-07-01/2025-12-31,2026-01-01/2026-06-30,518880.SH,True,0.34694218470146687,False,,6,commodity,True
rolling_sequential_backward,2025-07-01/2025-12-31,2026-01-01/2026-06-30,159509.SZ,True,0.3405325709031004,False,,7,global,True
rolling_sequential_backward,2025-07-01/2025-12-31,2026-01-01/2026-06-30,510210.SH,True,0.33069528053343866,False,,8,a_share,False
rolling_sequential_backward,2025-07-01/2025-12-31,2026-01-01/2026-06-30,159766.SZ,True,0.32652099240130017,False,,9,a_share,False
rolling_sequential_backward,2025-07-01/2025-12-31,2026-01-01/2026-06-30,515220.SH,True,0.3047145262632349,False,,10,a_share,False
rolling_sequential_backward,2025-07-01/2025-12-31,2026-01-01/2026-06-30,588220.SH,True,0.2989296146595293,False,,11,a_share,False
rolling_sequential_backward,2025-07-01/2025-12-31,2026-01-01/2026-06-30,159796.SZ,True,0.27334436976656473,False,,12,a_share,False
rolling_sequential_backward,2025-07-01/2025-12-31,2026-01-01/2026-06-30,510180.SH,True,0.2691313882238471,False,,13,a_share,False
rolling_sequential_backward,2025-07-01/2025-12-31,2026-01-01/2026-06-30,513120.SH,True,0.2665184581165425,False,,14,hong_kong,True
rolling_sequential_backward,2025-07-01/2025-12-31,2026-01-01/2026-06-30,513290.SH,True,0.25020542841845606,False,,15,global,True
rolling_sequential_backward,2025-07-01/2025-12-31,2026-01-01/2026-06-30,159851.SZ,True,0.24548464508718748,False,,16,a_share,False
rolling_sequential_backward,2025-07-01/2025-12-31,2026-01-01/2026-06-30,510500.SH,True,0.20945426730243222,False,,17,a_share,False
rolling_sequential_backward,2025-07-01/2025-12-31,2026-01-01/2026-06-30,159209.SZ,True,0.18905026770357436,False,,18,a_share,False
rolling_sequential_backward,2025-07-01/2025-12-31,2026-01-01/2026-06-30,513750.SH,True,0.16855558275676552,False,,19,hong_kong,True
rolling_sequential_backward,2025-07-01/2025-12-31,2026-01-01/2026-06-30,513100.SH,True,0.11798701524819055,False,,20,global,True
rolling_sequential_backward,2025-07-01/2025-12-31,2026-01-01/2026-06-30,516150.SH,True,0.10887547698640576,False,,21,a_share,False
rolling_sequential_backward,2025-07-01/2025-12-31,2026-01-01/2026-06-30,159329.SZ,True,0.10513021105409992,False,,22,global,True
rolling_sequential_backward,2025-07-01/2025-12-31,2026-01-01/2026-06-30,512660.SH,True,0.083643004059339,False,,23,a_share,False
rolling_sequential_backward,2025-07-01/2025-12-31,2026-01-01/2026-06-30,588200.SH,True,0.08306068483604578,False,,24,a_share,False
rolling_sequential_backward,2025-07-01/2025-12-31,2026-01-01/2026-06-30,513880.SH,True,0.08083948632221727,False,,25,global,False
rolling_sequential_backward,2025-07-01/2025-12-31,2026-01-01/2026-06-30,159967.SZ,True,0.08044745803482378,False,,26,a_share,False
rolling_sequential_backward,2025-07-01/2025-12-31,2026-01-01/2026-06-30,159518.SZ,True,0.07890334541779076,False,,27,global,False
rolling_sequential_backward,2025-07-01/2025-12-31,2026-01-01/2026-06-30,513730.SH,True,0.039409942673997556,False,,28,global,False
rolling_sequential_backward,2025-07-01/2025-12-31,2026-01-01/2026-06-30,159980.SZ,True,0.029589772975751494,False,,29,commodity,True
rolling_sequential_backward,2025-07-01/2025-12-31,2026-01-01/2026-06-30,512170.SH,True,0.023163525533642204,False,,30,a_share,False
rolling_sequential_backward,2025-07-01/2025-12-31,2026-01-01/2026-06-30,513400.SH,True,-0.0026676593103824864,False,,31,global,False
rolling_sequential_backward,2025-07-01/2025-12-31,2026-01-01/2026-06-30,159920.SZ,True,-0.0182442464172885,False,,32,hong_kong,False
rolling_sequential_backward,2025-07-01/2025-12-31,2026-01-01/2026-06-30,512400.SH,True,-0.03389315258754255,False,,33,a_share,False
rolling_sequential_backward,2025-07-01/2025-12-31,2026-01-01/2026-06-30,159687.SZ,True,-0.0434607009298289,False,,34,global,False
rolling_sequential_backward,2025-07-01/2025-12-31,2026-01-01/2026-06-30,512980.SH,True,-0.044967101296157,False,,35,a_share,False
rolling_sequential_backward,2025-07-01/2025-12-31,2026-01-01/2026-06-30,159529.SZ,True,-0.05036647091936608,False,,36,global,False
rolling_sequential_backward,2025-07-01/2025-12-31,2026-01-01/2026-06-30,513030.SH,True,-0.06734761726378169,False,,37,global,False
rolling_sequential_backward,2025-07-01/2025-12-31,2026-01-01/2026-06-30,159928.SZ,True,-0.07167290666309034,False,,38,a_share,False
rolling_sequential_backward,2025-07-01/2025-12-31,2026-01-01/2026-06-30,588000.SH,True,-0.08815652002138163,False,,39,a_share,False
rolling_sequential_backward,2025-07-01/2025-12-31,2026-01-01/2026-06-30,513310.SH,True,-0.09063813906741736,False,,40,global,False
rolling_sequential_backward,2025-07-01/2025-12-31,2026-01-01/2026-06-30,510300.SH,True,-0.10612922031537186,False,,41,a_share,False
rolling_sequential_backward,2025-07-01/2025-12-31,2026-01-01/2026-06-30,512040.SH,True,-0.12083872218282021,False,,42,a_share,False
rolling_sequential_backward,2025-07-01/2025-12-31,2026-01-01/2026-06-30,159326.SZ,True,-0.13100320011707733,False,,43,a_share,False
rolling_sequential_backward,2025-07-01/2025-12-31,2026-01-01/2026-06-30,513070.SH,True,-0.13164405559087866,False,,44,hong_kong,False
rolling_sequential_backward,2025-07-01/2025-12-31,2026-01-01/2026-06-30,159869.SZ,True,-0.14571296746164775,False,,45,a_share,False
rolling_sequential_backward,2025-07-01/2025-12-31,2026-01-01/2026-06-30,563300.SH,True,-0.1753382954532805,False,,46,a_share,False
rolling_sequential_backward,2025-07-01/2025-12-31,2026-01-01/2026-06-30,159825.SZ,True,-0.17602964493561313,False,,47,a_share,False
rolling_sequential_backward,2025-07-01/2025-12-31,2026-01-01/2026-06-30,515210.SH,True,-0.17696429491658927,False,,48,a_share,False
rolling_sequential_backward,2025-07-01/2025-12-31,2026-01-01/2026-06-30,159870.SZ,True,-0.19070890787991068,False,,49,a_share,False
rolling_sequential_backward,2025-07-01/2025-12-31,2026-01-01/2026-06-30,159949.SZ,True,-0.19808546078930833,False,,50,a_share,False
rolling_sequential_backward,2025-07-01/2025-12-31,2026-01-01/2026-06-30,159981.SZ,True,-0.19810937391313121,False,,51,commodity,True
rolling_sequential_backward,2025-07-01/2025-12-31,2026-01-01/2026-06-30,159985.SZ,True,-0.21361597205338523,False,,52,commodity,False
rolling_sequential_backward,2025-07-01/2025-12-31,2026-01-01/2026-06-30,513080.SH,True,-0.22168735963626407,False,,53,global,False
rolling_sequential_backward,2025-07-01/2025-12-31,2026-01-01/2026-06-30,513180.SH,True,-0.2331424091383636,False,,54,hong_kong,False
rolling_sequential_backward,2025-07-01/2025-12-31,2026-01-01/2026-06-30,159611.SZ,True,-0.2578003503066615,False,,55,a_share,False
rolling_sequential_backward,2025-07-01/2025-12-31,2026-01-01/2026-06-30,159201.SZ,True,-inf,True,15.0,56,a_share,False
rolling_sequential_backward,2025-07-01/2025-12-31,2026-01-01/2026-06-30,159852.SZ,True,-inf,True,2.0,57,a_share,False
rolling_sequential_backward,2025-07-01/2025-12-31,2026-01-01/2026-06-30,159865.SZ,True,-inf,True,13.0,58,a_share,False
rolling_sequential_backward,2025-07-01/2025-12-31,2026-01-01/2026-06-30,159901.SZ,True,-inf,True,9.0,59,a_share,False
rolling_sequential_backward,2025-07-01/2025-12-31,2026-01-01/2026-06-30,160644.SZ,True,-inf,True,16.0,60,global,False
rolling_sequential_backward,2025-07-01/2025-12-31,2026-01-01/2026-06-30,164824.SZ,True,-inf,True,3.0,61,global,False
rolling_sequential_backward,2025-07-01/2025-12-31,2026-01-01/2026-06-30,501018.SH,True,-inf,True,10.0,62,commodity,False
rolling_sequential_backward,2025-07-01/2025-12-31,2026-01-01/2026-06-30,510050.SH,True,-inf,True,5.0,63,a_share,False
rolling_sequential_backward,2025-07-01/2025-12-31,2026-01-01/2026-06-30,510880.SH,True,-inf,True,8.0,64,a_share,False
rolling_sequential_backward,2025-07-01/2025-12-31,2026-01-01/2026-06-30,512200.SH,True,-inf,True,14.0,65,a_share,False
rolling_sequential_backward,2025-07-01/2025-12-31,2026-01-01/2026-06-30,512800.SH,True,-inf,True,1.0,66,a_share,False
rolling_sequential_backward,2025-07-01/2025-12-31,2026-01-01/2026-06-30,512880.SH,True,-inf,True,11.0,67,a_share,False
rolling_sequential_backward,2025-07-01/2025-12-31,2026-01-01/2026-06-30,512890.SH,True,-inf,True,7.0,68,a_share,False
rolling_sequential_backward,2025-07-01/2025-12-31,2026-01-01/2026-06-30,513500.SH,True,-inf,True,12.0,69,global,False
rolling_sequential_backward,2025-07-01/2025-12-31,2026-01-01/2026-06-30,515790.SH,True,-inf,True,6.0,70,a_share,False
rolling_sequential_backward,2025-07-01/2025-12-31,2026-01-01/2026-06-30,562500.SH,True,-inf,True,4.0,71,a_share,False
rolling_sequential_backward,2025-07-01/2025-12-31,2026-01-01/2026-06-30,520870.SH,False,,False,,,global,False
rolling_sequential_backward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159967.SZ,True,1.3414661585471965,False,,1,a_share,True
rolling_sequential_backward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,515880.SH,True,1.0435447737817998,False,,2,a_share,True
rolling_sequential_backward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159869.SZ,True,0.757978886867454,False,,3,a_share,True
rolling_sequential_backward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,588220.SH,True,0.733718281037701,False,,4,a_share,False
rolling_sequential_backward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,513310.SH,True,0.6228756478836228,False,,5,global,True
rolling_sequential_backward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159985.SZ,True,0.5914867738956557,False,,6,commodity,True
rolling_sequential_backward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,513880.SH,True,0.5776982139033793,False,,7,global,True
rolling_sequential_backward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,513100.SH,True,0.5060657712190217,False,,8,global,True
rolling_sequential_backward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,501018.SH,True,0.43035388174822353,False,,9,commodity,True
rolling_sequential_backward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159766.SZ,True,0.404102870194313,False,,10,a_share,False
rolling_sequential_backward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159611.SZ,True,0.3661513336584496,False,,11,a_share,False
rolling_sequential_backward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,515790.SH,True,0.34967744037368026,False,,12,a_share,False
rolling_sequential_backward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159915.SZ,True,0.326677796212126,False,,13,a_share,False
rolling_sequential_backward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159509.SZ,True,0.28277040656326224,False,,14,global,True
rolling_sequential_backward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159949.SZ,True,0.2641126290974718,False,,15,a_share,False
rolling_sequential_backward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,513500.SH,True,0.1631867774398158,False,,16,global,False
rolling_sequential_backward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,563300.SH,True,0.14986305987636522,False,,17,a_share,False
rolling_sequential_backward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,513180.SH,True,0.13994074700762898,False,,18,hong_kong,True
rolling_sequential_backward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,512980.SH,True,0.12127144207159907,False,,19,a_share,False
rolling_sequential_backward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,513070.SH,True,0.11462805942372412,False,,20,hong_kong,True
rolling_sequential_backward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,510500.SH,True,0.11316953304995192,False,,21,a_share,False
rolling_sequential_backward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,164824.SZ,True,0.10635412908732733,False,,22,global,False
rolling_sequential_backward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,513290.SH,True,0.08312662803862814,False,,23,global,False
rolling_sequential_backward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,588200.SH,True,0.07781645482803212,False,,24,a_share,False
rolling_sequential_backward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159920.SZ,True,0.0774398543520679,False,,25,hong_kong,False
rolling_sequential_backward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,512200.SH,True,0.055230236705663294,False,,26,a_share,False
rolling_sequential_backward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159870.SZ,True,0.05382263714537905,False,,27,a_share,False
rolling_sequential_backward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159326.SZ,True,0.028580551760705952,False,,28,a_share,False
rolling_sequential_backward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,160644.SZ,True,0.020197612495716333,False,,29,global,False
rolling_sequential_backward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159981.SZ,True,-0.01438621270674878,False,,30,commodity,True
rolling_sequential_backward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,512400.SH,True,-0.029718012539537098,False,,31,a_share,False
rolling_sequential_backward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159687.SZ,True,-0.030335169404707707,False,,32,global,False
rolling_sequential_backward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159201.SZ,True,-0.036270312994927334,False,,33,a_share,False
rolling_sequential_backward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159852.SZ,True,-0.06217154579496187,False,,34,a_share,False
rolling_sequential_backward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,513400.SH,True,-0.06633350313146152,False,,35,global,False
rolling_sequential_backward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159529.SZ,True,-0.07448077365318811,False,,36,global,False
rolling_sequential_backward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159825.SZ,True,-0.07957177500703094,False,,37,a_share,False
rolling_sequential_backward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159209.SZ,True,-0.09093255434162634,False,,38,a_share,False
rolling_sequential_backward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,513120.SH,True,-0.09164432439872239,False,,39,hong_kong,False
rolling_sequential_backward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159901.SZ,True,-0.09797336438961207,False,,40,a_share,False
rolling_sequential_backward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,161226.SZ,True,-0.09980492922131246,False,,41,commodity,True
rolling_sequential_backward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,512880.SH,True,-0.11572943701125171,False,,42,a_share,False
rolling_sequential_backward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,510300.SH,True,-0.13705876528334904,False,,43,a_share,False
rolling_sequential_backward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,512100.SH,True,-0.143622332859644,False,,44,a_share,False
rolling_sequential_backward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,512660.SH,True,-0.15329190566987722,False,,45,a_share,False
rolling_sequential_backward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,513080.SH,True,-0.15679701735664486,False,,46,global,False
rolling_sequential_backward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,588000.SH,True,-0.1601733873762043,False,,47,a_share,False
rolling_sequential_backward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159206.SZ,True,-0.16817457974463546,False,,48,a_share,False
rolling_sequential_backward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,518880.SH,True,-0.18542707469972808,False,,49,commodity,False
rolling_sequential_backward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,513730.SH,True,-0.1932105636149256,False,,50,global,False
rolling_sequential_backward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,512890.SH,True,-0.2488565962408157,False,,51,a_share,False
rolling_sequential_backward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,513750.SH,True,-0.24890429949139908,False,,52,hong_kong,False
rolling_sequential_backward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,510880.SH,True,-0.32986425017694904,False,,53,a_share,False
rolling_sequential_backward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159329.SZ,True,-0.3575705512764186,False,,54,global,False
rolling_sequential_backward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159796.SZ,True,-0.3627560536620006,False,,55,a_share,False
rolling_sequential_backward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,512040.SH,True,-0.4107375849924067,False,,56,a_share,False
rolling_sequential_backward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159518.SZ,True,-inf,True,4.0,57,global,False
rolling_sequential_backward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159851.SZ,True,-inf,True,13.0,58,a_share,False
rolling_sequential_backward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159865.SZ,True,-inf,True,16.0,59,a_share,False
rolling_sequential_backward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159928.SZ,True,-inf,True,14.0,60,a_share,False
