method,training_year,holding_year,code,eligible,mean_included_sharpe,included_count,excluded_count,excluded_mean_sharpe,rank,group,selected
rolling_mean_inclusion,2021,2022,512100.SH,True,0.9358591909955402,6,94,0.2604159411738978,1,a_share,True
rolling_mean_inclusion,2021,2022,512660.SH,True,0.5692213798893597,8,92,0.2776139410565735,2,a_share,True
rolling_mean_inclusion,2021,2022,512040.SH,True,0.5394432001610134,11,89,0.2714649260061628,3,a_share,True
rolling_mean_inclusion,2021,2022,510210.SH,True,0.5392757880673256,18,82,0.248625480867168,4,a_share,False
rolling_mean_inclusion,2021,2022,159949.SZ,True,0.5105495353275976,3,97,0.2944598454673901,5,a_share,False
rolling_mean_inclusion,2021,2022,510880.SH,True,0.499982475331187,8,92,0.2836347153659798,6,a_share,False
rolling_mean_inclusion,2021,2022,588000.SH,True,0.48407018615993924,15,85,0.2686258920461241,7,a_share,False
rolling_mean_inclusion,2021,2022,501018.SH,True,0.4830367578787148,67,33,-0.06876391398649276,8,commodity,True
rolling_mean_inclusion,2021,2022,515880.SH,True,0.47295002454859736,10,90,0.2818305930092629,9,a_share,False
rolling_mean_inclusion,2021,2022,159851.SZ,True,0.44123395631487605,5,95,0.2935587772078448,10,a_share,False
rolling_mean_inclusion,2021,2022,159981.SZ,True,0.40067032693430227,70,30,0.06824435769728246,11,commodity,True
rolling_mean_inclusion,2021,2022,510050.SH,True,0.3889357945083817,6,94,0.29532594520499306,12,a_share,False
rolling_mean_inclusion,2021,2022,512400.SH,True,0.3702478214820113,12,88,0.2914918154379034,13,a_share,False
rolling_mean_inclusion,2021,2022,513500.SH,True,0.36886868256590744,64,36,0.1801849425583767,14,global,True
rolling_mean_inclusion,2021,2022,159869.SZ,True,0.36130665738141976,11,89,0.29348180208004515,15,a_share,False
rolling_mean_inclusion,2021,2022,510500.SH,True,0.3572865015278323,11,89,0.2939786752754323,16,a_share,False
rolling_mean_inclusion,2021,2022,513100.SH,True,0.3539851238905596,47,53,0.25390476968798753,17,global,True
rolling_mean_inclusion,2021,2022,512890.SH,True,0.34053220168697645,6,94,0.29841553623614653,18,a_share,False
rolling_mean_inclusion,2021,2022,513080.SH,True,0.32820516462903904,52,48,0.2714080219918668,19,global,True
rolling_mean_inclusion,2021,2022,164824.SZ,True,0.32764080957049513,63,37,0.25548331387509304,20,global,True
rolling_mean_inclusion,2021,2022,512170.SH,True,0.3269261136167437,10,90,0.2980554720016911,21,a_share,False
rolling_mean_inclusion,2021,2022,159985.SZ,True,0.3133251465731892,69,31,0.2733812420248252,22,commodity,True
rolling_mean_inclusion,2021,2022,159920.SZ,True,0.3009425361631964,100,0,,23,hong_kong,True
rolling_mean_inclusion,2021,2022,513180.SH,True,0.3009425361631964,100,0,,24,hong_kong,True
rolling_mean_inclusion,2021,2022,510180.SH,True,0.29768074275894363,8,92,0.3012261703722618,25,a_share,False
rolling_mean_inclusion,2021,2022,512800.SH,True,0.2899943687982462,6,94,0.30164135535670383,26,a_share,False
rolling_mean_inclusion,2021,2022,513030.SH,True,0.27785885083009326,63,37,0.34024718956820976,27,global,False
rolling_mean_inclusion,2021,2022,159980.SZ,True,0.2665453368082381,58,42,0.3484434305105196,28,commodity,True
rolling_mean_inclusion,2021,2022,159967.SZ,True,0.25411509180388026,13,87,0.3079397404927493,29,a_share,False
rolling_mean_inclusion,2021,2022,160644.SZ,True,0.24853590258630434,57,43,0.37041179462558815,30,global,False
rolling_mean_inclusion,2021,2022,515220.SH,True,0.24307363792878448,7,93,0.3052982596862166,31,a_share,False
rolling_mean_inclusion,2021,2022,161226.SZ,True,0.2410707033637175,75,25,0.480558034561633,32,commodity,False
rolling_mean_inclusion,2021,2022,512200.SH,True,0.2403111388541375,16,84,0.31249137374587427,33,a_share,False
rolling_mean_inclusion,2021,2022,512980.SH,True,0.206038743220543,9,91,0.31032862557510715,34,a_share,False
rolling_mean_inclusion,2021,2022,513880.SH,True,0.19911896934884674,54,46,0.4204745493800416,35,global,False
rolling_mean_inclusion,2021,2022,159865.SZ,True,0.19817986156728526,8,92,0.3098784209106669,36,a_share,False
rolling_mean_inclusion,2021,2022,515210.SH,True,0.1962409427526299,10,90,0.3125760465421482,37,a_share,False
rolling_mean_inclusion,2021,2022,510300.SH,True,0.18260120131143545,5,95,0.30717102747118374,38,a_share,False
rolling_mean_inclusion,2021,2022,512880.SH,True,0.1791850418446076,9,91,0.3129844861507491,39,a_share,False
rolling_mean_inclusion,2021,2022,159825.SZ,True,0.1753607961072462,11,89,0.316463874821797,40,a_share,False
rolling_mean_inclusion,2021,2022,159928.SZ,True,0.1718360822144682,7,93,0.31066022624535866,41,a_share,False
rolling_mean_inclusion,2021,2022,159852.SZ,True,0.14354425244727836,8,92,0.31462934344284144,42,a_share,False
rolling_mean_inclusion,2021,2022,515790.SH,True,0.11867478494854423,7,93,0.31466161421161104,43,a_share,False
rolling_mean_inclusion,2021,2022,159915.SZ,True,0.09620147147037916,6,94,0.3140111147606102,44,a_share,False
rolling_mean_inclusion,2021,2022,518880.SH,True,0.07880756395568535,61,39,0.6483844157698161,45,commodity,False
rolling_mean_inclusion,2021,2022,159870.SZ,True,-0.0015068422843735733,11,89,0.33832392001626677,46,a_share,False
rolling_mean_inclusion,2021,2022,516150.SH,True,-0.034731835895185324,10,90,0.3382396886141277,47,a_share,False
rolling_mean_inclusion,2021,2022,159901.SZ,True,-0.1635875721842282,9,91,0.3468850743514032,48,a_share,False
rolling_mean_inclusion,2021,2022,159201.SZ,False,,0,100,0.3009425361631964,,a_share,False
rolling_mean_inclusion,2021,2022,159206.SZ,False,,0,100,0.3009425361631964,,a_share,False
rolling_mean_inclusion,2021,2022,159209.SZ,False,,0,100,0.3009425361631964,,a_share,False
rolling_mean_inclusion,2021,2022,159326.SZ,False,,0,100,0.3009425361631964,,a_share,False
rolling_mean_inclusion,2021,2022,159329.SZ,False,,0,100,0.3009425361631964,,global,False
rolling_mean_inclusion,2021,2022,159509.SZ,False,,0,100,0.3009425361631964,,global,False
rolling_mean_inclusion,2021,2022,159518.SZ,False,,0,100,0.3009425361631964,,global,False
rolling_mean_inclusion,2021,2022,159529.SZ,False,,0,100,0.3009425361631964,,global,False
rolling_mean_inclusion,2021,2022,159611.SZ,False,,0,100,0.3009425361631964,,a_share,False
rolling_mean_inclusion,2021,2022,159687.SZ,False,,0,100,0.3009425361631964,,global,False
rolling_mean_inclusion,2021,2022,159766.SZ,False,,0,100,0.3009425361631964,,a_share,False
rolling_mean_inclusion,2021,2022,159796.SZ,False,,0,100,0.3009425361631964,,a_share,False
rolling_mean_inclusion,2021,2022,513070.SH,False,,0,100,0.3009425361631964,,hong_kong,False
rolling_mean_inclusion,2021,2022,513120.SH,False,,0,100,0.3009425361631964,,hong_kong,False
rolling_mean_inclusion,2021,2022,513290.SH,False,,0,100,0.3009425361631964,,global,False
rolling_mean_inclusion,2021,2022,513310.SH,False,,0,100,0.3009425361631964,,global,False
rolling_mean_inclusion,2021,2022,513400.SH,False,,0,100,0.3009425361631964,,global,False
rolling_mean_inclusion,2021,2022,513730.SH,False,,0,100,0.3009425361631964,,global,False
rolling_mean_inclusion,2021,2022,513750.SH,False,,0,100,0.3009425361631964,,hong_kong,False
rolling_mean_inclusion,2021,2022,520870.SH,False,,0,100,0.3009425361631964,,global,False
rolling_mean_inclusion,2021,2022,562500.SH,False,,0,100,0.3009425361631964,,a_share,False
rolling_mean_inclusion,2021,2022,563300.SH,False,,0,100,0.3009425361631964,,a_share,False
rolling_mean_inclusion,2021,2022,588200.SH,False,,0,100,0.3009425361631964,,a_share,False
rolling_mean_inclusion,2021,2022,588220.SH,False,,0,100,0.3009425361631964,,a_share,False
rolling_mean_inclusion,2022,2023,515220.SH,True,0.1743435618756316,11,89,-0.16966815646838734,1,a_share,True
rolling_mean_inclusion,2022,2023,510180.SH,True,0.15656322782568896,4,96,-0.14384312142038835,2,a_share,True
rolling_mean_inclusion,2022,2023,510500.SH,True,0.11884036538733876,9,91,-0.1566181322367096,3,a_share,True
rolling_mean_inclusion,2022,2023,562500.SH,True,0.09497403164228392,9,91,-0.1542577256025833,4,a_share,False
rolling_mean_inclusion,2022,2023,515210.SH,True,0.0803352863210246,3,97,-0.13838858354657319,5,a_share,False
rolling_mean_inclusion,2022,2023,512200.SH,True,0.02232478591012378,6,94,-0.14166633468633263,6,a_share,False
rolling_mean_inclusion,2022,2023,159985.SZ,True,-0.005936788769266975,63,37,-0.3461802446646137,7,commodity,True
rolling_mean_inclusion,2022,2023,515790.SH,True,-0.016665546475917215,9,91,-0.14321644864583816,8,a_share,False
rolling_mean_inclusion,2022,2023,516150.SH,True,-0.032037349093443364,14,86,-0.14807167276449204,9,a_share,False
rolling_mean_inclusion,2022,2023,159915.SZ,True,-0.044665803889185146,9,91,-0.1404471924181523,10,a_share,False
rolling_mean_inclusion,2022,2023,159870.SZ,True,-0.05498544867581867,12,88,-0.142305242738008,11,a_share,False
rolling_mean_inclusion,2022,2023,510300.SH,True,-0.06489052397783257,9,91,-0.13844694537641794,12,a_share,False
rolling_mean_inclusion,2022,2023,588000.SH,True,-0.07003503226612816,11,89,-0.139464060563226,13,a_share,False
rolling_mean_inclusion,2022,2023,164824.SZ,True,-0.07347605477806825,82,18,-0.3976472362918294,14,global,True
rolling_mean_inclusion,2022,2023,512170.SH,True,-0.08125913903636013,15,85,-0.14075058422951908,15,a_share,False
rolling_mean_inclusion,2022,2023,512400.SH,True,-0.08367841236740799,12,88,-0.13839256587097307,16,a_share,False
rolling_mean_inclusion,2022,2023,501018.SH,True,-0.09449913961977274,65,35,-0.20114979056483706,17,commodity,True
rolling_mean_inclusion,2022,2023,159967.SZ,True,-0.09565399391880718,6,94,-0.13413577427172002,18,a_share,False
rolling_mean_inclusion,2022,2023,159852.SZ,True,-0.09956161838389238,9,91,-0.13501793603955486,19,a_share,False
rolling_mean_inclusion,2022,2023,159851.SZ,True,-0.12293539897863869,7,93,-0.13249611776563497,20,a_share,False
rolling_mean_inclusion,2022,2023,513100.SH,True,-0.12503675297571704,39,61,-0.13616808818035347,21,global,True
rolling_mean_inclusion,2022,2023,159796.SZ,True,-0.12727811386800253,4,96,-0.13201639884981786,22,a_share,False
rolling_mean_inclusion,2022,2023,512100.SH,True,-0.12744840031296167,8,92,-0.13220760372337861,23,a_share,False
rolling_mean_inclusion,2022,2023,160644.SZ,True,-0.1297294783092076,72,28,-0.13722015381398492,24,global,True
rolling_mean_inclusion,2022,2023,159920.SZ,True,-0.13182686745054523,100,0,,25,hong_kong,True
rolling_mean_inclusion,2022,2023,513070.SH,True,-0.13182686745054523,100,0,,26,hong_kong,True
rolling_mean_inclusion,2022,2023,510210.SH,True,-0.14016484235825696,7,93,-0.13119927794136263,27,a_share,False
