training_year,trial,codes,sharpe
2020,24,159949.SZ|164824.SZ|501018.SH|510180.SH|510210.SH|510500.SH|510880.SH|512100.SH|512400.SH|512800.SH|513080.SH|513100.SH|513500.SH|515210.SH|515880.SH,0.7502893720615648
2020,25,159915.SZ|159967.SZ|159985.SZ|160644.SZ|501018.SH|510180.SH|510210.SH|512100.SH|512170.SH|512660.SH|512890.SH|513080.SH|513880.SH|515210.SH|518880.SH,1.0156848106061784
2020,26,159901.SZ|159920.SZ|160644.SZ|161226.SZ|510050.SH|510210.SH|510300.SH|510500.SH|512660.SH|512800.SH|512980.SH|513030.SH|513500.SH|515220.SH|515880.SH,0.6617334548566954
2020,27,159901.SZ|159928.SZ|159985.SZ|161226.SZ|510210.SH|510300.SH|510500.SH|510880.SH|512200.SH|512400.SH|512800.SH|512880.SH|512980.SH|513030.SH|515220.SH,0.3366046964679516
2020,28,159967.SZ|159981.SZ|159985.SZ|161226.SZ|510300.SH|512170.SH|512200.SH|512660.SH|512880.SH|512980.SH|513030.SH|513080.SH|513500.SH|515210.SH|515880.SH,0.6472666277753157
2020,29,159915.SZ|159920.SZ|159928.SZ|159980.SZ|159985.SZ|161226.SZ|510210.SH|510500.SH|512100.SH|512200.SH|512660.SH|513030.SH|513080.SH|513500.SH|515210.SH,0.7848852276597841
2020,30,159901.SZ|159915.SZ|159967.SZ|159985.SZ|510050.SH|510180.SH|510500.SH|512100.SH|512170.SH|512660.SH|512800.SH|513030.SH|515210.SH|515880.SH|518880.SH,0.9794247044967632
2020,31,159901.SZ|159915.SZ|159967.SZ|161226.SZ|510180.SH|510500.SH|512170.SH|512200.SH|512660.SH|512880.SH|512890.SH|512980.SH|513080.SH|513500.SH|518880.SH,0.5130353234975831
2020,32,159915.SZ|159920.SZ|159967.SZ|159980.SZ|159981.SZ|160644.SZ|164824.SZ|501018.SH|510500.SH|512100.SH|512400.SH|512660.SH|513030.SH|513880.SH|518880.SH,1.5441674481548746
2020,33,159915.SZ|159920.SZ|159928.SZ|159967.SZ|159981.SZ|160644.SZ|164824.SZ|510180.SH|512040.SH|512100.SH|512200.SH|512880.SH|512890.SH|512980.SH|518880.SH,1.0194617929975893
2020,34,159901.SZ|159915.SZ|159920.SZ|159928.SZ|161226.SZ|510050.SH|510300.SH|510880.SH|512170.SH|512800.SH|512890.SH|513030.SH|513080.SH|513880.SH|515220.SH,0.4031772615493308
2020,35,159920.SZ|159928.SZ|159949.SZ|159985.SZ|164824.SZ|501018.SH|510050.SH|512100.SH|512200.SH|512400.SH|512800.SH|512880.SH|512890.SH|513100.SH|515880.SH,1.357573333386574
2020,36,159901.SZ|159915.SZ|159920.SZ|159928.SZ|159949.SZ|159967.SZ|501018.SH|510880.SH|512100.SH|512200.SH|512800.SH|512890.SH|513030.SH|513500.SH|515880.SH,0.9146981999490432
2020,37,159949.SZ|159967.SZ|160644.SZ|501018.SH|510300.SH|512040.SH|512170.SH|512200.SH|512880.SH|512890.SH|512980.SH|513100.SH|513880.SH|515210.SH|515880.SH,1.3464015296753862
2020,38,159901.SZ|159915.SZ|159920.SZ|160644.SZ|164824.SZ|501018.SH|510300.SH|512880.SH|512980.SH|513030.SH|513100.SH|513880.SH|515210.SH|515880.SH|518880.SH,1.5056225916174133
2020,39,159901.SZ|159915.SZ|159980.SZ|501018.SH|510050.SH|512100.SH|512200.SH|512660.SH|512800.SH|512890.SH|513100.SH|513500.SH|513880.SH|515220.SH|518880.SH,1.0333435328411336
2020,40,159928.SZ|159980.SZ|501018.SH|510050.SH|510880.SH|512170.SH|512200.SH|512880.SH|512980.SH|513030.SH|513080.SH|513500.SH|515210.SH|515220.SH|515880.SH,0.4700650317657976
2020,41,159915.SZ|159928.SZ|159967.SZ|159980.SZ|160644.SZ|161226.SZ|510180.SH|510300.SH|510500.SH|510880.SH|512200.SH|512800.SH|513100.SH|515210.SH|515880.SH,1.2699421392190255
2020,42,159901.SZ|159915.SZ|159920.SZ|159967.SZ|160644.SZ|164824.SZ|501018.SH|510180.SH|510500.SH|512040.SH|512200.SH|512800.SH|512890.SH|513080.SH|515880.SH,0.9067957792326862
2020,43,159915.SZ|159928.SZ|159949.SZ|160644.SZ|510050.SH|510180.SH|510210.SH|510500.SH|512040.SH|512200.SH|512400.SH|512800.SH|513100.SH|513500.SH|515220.SH,1.4974252086406183
2020,44,159901.SZ|159915.SZ|159967.SZ|160644.SZ|161226.SZ|510050.SH|510300.SH|510500.SH|512100.SH|512170.SH|512660.SH|512800.SH|513030.SH|515220.SH|518880.SH,0.9633764944785417
2020,45,159928.SZ|159949.SZ|159980.SZ|159981.SZ|159985.SZ|510050.SH|510300.SH|512040.SH|512100.SH|512800.SH|512890.SH|513080.SH|513100.SH|515220.SH|518880.SH,1.6750431991552908
2020,46,159901.SZ|159980.SZ|159981.SZ|510210.SH|510500.SH|512040.SH|512170.SH|512400.SH|512660.SH|512890.SH|512980.SH|513030.SH|513080.SH|513880.SH|515220.SH,0.6943581636970999
2020,47,159901.SZ|159967.SZ|159985.SZ|161226.SZ|510210.SH|510300.SH|510880.SH|512040.SH|512100.SH|512890.SH|512980.SH|513080.SH|513100.SH|513880.SH|515220.SH,1.8299146401114328
2020,48,159901.SZ|159915.SZ|159967.SZ|159980.SZ|159981.SZ|160644.SZ|161226.SZ|510050.SH|510180.SH|510880.SH|512100.SH|513030.SH|515210.SH|515220.SH|518880.SH,1.4709974227645801
2020,49,159949.SZ|159967.SZ|159980.SZ|159981.SZ|164824.SZ|501018.SH|510050.SH|510180.SH|510880.SH|512040.SH|512200.SH|512400.SH|512660.SH|513100.SH|515220.SH,1.5725992315189392
2020,50,159920.SZ|159928.SZ|159949.SZ|159967.SZ|159980.SZ|159981.SZ|160644.SZ|161226.SZ|510500.SH|510880.SH|512170.SH|512200.SH|512660.SH|512880.SH|518880.SH,0.9113641660896687
2020,51,159949.SZ|159980.SZ|160644.SZ|161226.SZ|164824.SZ|510300.SH|512040.SH|512100.SH|512400.SH|512660.SH|512800.SH|512880.SH|513500.SH|515220.SH|518880.SH,0.8252849667340858
2020,52,159915.SZ|159920.SZ|159928.SZ|159980.SZ|159981.SZ|161226.SZ|164824.SZ|510210.SH|510300.SH|510500.SH|512100.SH|512170.SH|512890.SH|513100.SH|513880.SH,1.4261824398731116
2020,53,159915.SZ|159920.SZ|159980.SZ|159981.SZ|510210.SH|510880.SH|512040.SH|512200.SH|512660.SH|512880.SH|513030.SH|513080.SH|513500.SH|513880.SH|518880.SH,1.0204138033829286
2020,54,159901.SZ|159915.SZ|159920.SZ|159980.SZ|159985.SZ|161226.SZ|164824.SZ|510050.SH|510180.SH|510210.SH|512170.SH|512660.SH|512890.SH|513500.SH|515220.SH,1.0361565529078347
2020,55,159901.SZ|159915.SZ|161226.SZ|501018.SH|510050.SH|510300.SH|512100.SH|512170.SH|512200.SH|512800.SH|513030.SH|513500.SH|515210.SH|515220.SH|518880.SH,0.8346933603639912
2020,56,159901.SZ|159928.SZ|159949.SZ|159967.SZ|159980.SZ|160644.SZ|510180.SH|512100.SH|512880.SH|513080.SH|513500.SH|513880.SH|515210.SH|515880.SH|518880.SH,0.855477916441243
2020,57,159915.SZ|159920.SZ|159928.SZ|159980.SZ|510180.SH|510210.SH|510500.SH|510880.SH|512100.SH|512170.SH|513080.SH|513500.SH|513880.SH|515880.SH|518880.SH,0.9908229794814672
2020,58,159915.SZ|159920.SZ|159967.SZ|159980.SZ|159981.SZ|510180.SH|510210.SH|510300.SH|510500.SH|512040.SH|512100.SH|512980.SH|513080.SH|515210.SH|515880.SH,0.9762532983740628
2020,59,159915.SZ|159920.SZ|159928.SZ|159980.SZ|161226.SZ|501018.SH|510050.SH|510180.SH|512200.SH|512400.SH|513030.SH|513100.SH|515210.SH|515220.SH|515880.SH,0.9559480652327642
2020,60,159915.SZ|159985.SZ|161226.SZ|164824.SZ|501018.SH|510300.SH|512040.SH|512660.SH|512880.SH|512890.SH|513080.SH|513100.SH|513500.SH|515210.SH|518880.SH,1.5026366348301534
2020,61,159901.SZ|159949.SZ|159967.SZ|159980.SZ|161226.SZ|512100.SH|512660.SH|512800.SH|512880.SH|512890.SH|513080.SH|513880.SH|515220.SH|515880.SH|518880.SH,0.5524913163047164
2020,62,159915.SZ|159920.SZ|159985.SZ|501018.SH|510300.SH|512040.SH|512100.SH|512400.SH|512800.SH|512880.SH|512890.SH|512980.SH|513880.SH|515220.SH|518880.SH,0.8504959314846884
2020,63,159915.SZ|159949.SZ|159985.SZ|164824.SZ|501018.SH|510210.SH|510300.SH|510500.SH|512100.SH|512660.SH|513030.SH|513080.SH|513500.SH|515210.SH|515220.SH,1.354947177590561
2020,64,159928.SZ|159981.SZ|159985.SZ|501018.SH|510210.SH|512170.SH|512400.SH|512660.SH|512800.SH|512880.SH|512890.SH|512980.SH|513880.SH|515210.SH|515880.SH,0.7594184258801377
2020,65,159920.SZ|159949.SZ|159967.SZ|159980.SZ|159981.SZ|159985.SZ|510300.SH|510500.SH|512660.SH|512890.SH|512980.SH|513030.SH|513100.SH|515210.SH|515220.SH,1.9711936230918912
2020,66,159915.SZ|159928.SZ|159949.SZ|159967.SZ|159980.SZ|159981.SZ|160644.SZ|510500.SH|510880.SH|512170.SH|512400.SH|512800.SH|512890.SH|512980.SH|513500.SH,1.0327221530222113
2020,67,159901.SZ|159915.SZ|159949.SZ|159980.SZ|501018.SH|510300.SH|510500.SH|510880.SH|512040.SH|512100.SH|512170.SH|512880.SH|513030.SH|513080.SH|515880.SH,1.2944845811773573
2020,68,159915.SZ|159920.SZ|159967.SZ|159985.SZ|164824.SZ|510050.SH|510180.SH|510210.SH|512170.SH|512660.SH|512980.SH|513080.SH|515210.SH|515220.SH|518880.SH,1.079270617560625
2020,69,159915.SZ|159920.SZ|159928.SZ|159980.SZ|501018.SH|510050.SH|510180.SH|512100.SH|512170.SH|512400.SH|512880.SH|512890.SH|513030.SH|513880.SH|515210.SH,0.7554755281663275
2020,70,159928.SZ|159949.SZ|159985.SZ|164824.SZ|510050.SH|510180.SH|510880.SH|512100.SH|512660.SH|512880.SH|513030.SH|513080.SH|515220.SH|515880.SH|518880.SH,1.176230414702656
2020,71,159901.SZ|159915.SZ|159920.SZ|159949.SZ|159981.SZ|161226.SZ|510500.SH|512400.SH|512800.SH|512880.SH|513080.SH|513880.SH|515210.SH|515880.SH|518880.SH,0.7018785914640918
2020,72,159949.SZ|159980.SZ|160644.SZ|501018.SH|510180.SH|510300.SH|510880.SH|512040.SH|512100.SH|512170.SH|512800.SH|512880.SH|513030.SH|513080.SH|513880.SH,1.0528944967242824
2020,73,159915.SZ|159949.SZ|161226.SZ|164824.SZ|501018.SH|510180.SH|510210.SH|510500.SH|512100.SH|512200.SH|512880.SH|513080.SH|513500.SH|513880.SH|515880.SH,0.5971111563387311
2020,74,159901.SZ|159980.SZ|159985.SZ|161226.SZ|501018.SH|510210.SH|510500.SH|510880.SH|512100.SH|512660.SH|512880.SH|513500.SH|515210.SH|515880.SH|518880.SH,0.793511065107842
2020,75,159915.SZ|159949.SZ|159967.SZ|159981.SZ|159985.SZ|160644.SZ|510050.SH|510180.SH|510300.SH|510880.SH|512660.SH|512800.SH|513080.SH|515210.SH|518880.SH,1.1732782818563816
2020,76,159901.SZ|159928.SZ|159967.SZ|160644.SZ|161226.SZ|164824.SZ|510180.SH|510210.SH|512100.SH|512170.SH|512660.SH|512800.SH|512890.SH|512980.SH|513080.SH,0.7318312103915523
2020,77,159920.SZ|159981.SZ|160644.SZ|164824.SZ|501018.SH|510210.SH|510300.SH|512040.SH|512170.SH|512400.SH|512880.SH|512890.SH|512980.SH|513030.SH|515880.SH,1.241425218840338
2020,78,159901.SZ|159928.SZ|164824.SZ|510050.SH|510210.SH|510500.SH|512170.SH|512200.SH|512660.SH|512880.SH|513030.SH|513100.SH|513500.SH|515880.SH|518880.SH,1.2652067738480512
2020,79,159901.SZ|159915.SZ|160644.SZ|510050.SH|510180.SH|510300.SH|510880.SH|512040.SH|512170.SH|512200.SH|512400.SH|512980.SH|513100.SH|513880.SH|515210.SH,1.3022689857036804
2020,80,159901.SZ|159920.SZ|159928.SZ|159980.SZ|159981.SZ|159985.SZ|160644.SZ|164824.SZ|501018.SH|510180.SH|510210.SH|512200.SH|512400.SH|512980.SH|515880.SH,0.9625573876336295
2020,81,159901.SZ|159915.SZ|159949.SZ|159967.SZ|159981.SZ|159985.SZ|501018.SH|510880.SH|512170.SH|512800.SH|512890.SH|513030.SH|513100.SH|513880.SH|515210.SH,1.4669789218426914
2020,82,159915.SZ|159967.SZ|161226.SZ|164824.SZ|501018.SH|510180.SH|510500.SH|510880.SH|512170.SH|512800.SH|512880.SH|512890.SH|513030.SH|513080.SH|515220.SH,0.6494365871157312
2020,83,159901.SZ|159915.SZ|159920.SZ|160644.SZ|510050.SH|510300.SH|510500.SH|512170.SH|512400.SH|512660.SH|512880.SH|512980.SH|513080.SH|513100.SH|515220.SH,1.5785024500079021
2020,84,159901.SZ|159928.SZ|159967.SZ|159980.SZ|159981.SZ|159985.SZ|161226.SZ|512400.SH|512800.SH|512880.SH|512890.SH|513030.SH|513100.SH|513500.SH|513880.SH,1.2166975506412443
2020,85,159949.SZ|159967.SZ|159980.SZ|159985.SZ|161226.SZ|510880.SH|512040.SH|512170.SH|512800.SH|512880.SH|512890.SH|512980.SH|513030.SH|513080.SH|515880.SH,0.9760032767721636
2020,86,159901.SZ|159980.SZ|161226.SZ|164824.SZ|510050.SH|510210.SH|512200.SH|512400.SH|512660.SH|512880.SH|512890.SH|512980.SH|513500.SH|513880.SH|515880.SH,0.21979825583855425
2020,87,159901.SZ|159981.SZ|160644.SZ|501018.SH|510050.SH|510180.SH|510210.SH|510300.SH|512170.SH|512200.SH|512800.SH|513030.SH|515210.SH|515220.SH|515880.SH,0.7150801937148555
2020,88,159949.SZ|159967.SZ|159981.SZ|159985.SZ|161226.SZ|164824.SZ|510210.SH|510300.SH|512040.SH|512200.SH|512800.SH|512880.SH|513880.SH|515880.SH|518880.SH,1.1519114097533854
2020,89,159901.SZ|159928.SZ|159949.SZ|159980.SZ|160644.SZ|510210.SH|510500.SH|510880.SH|512040.SH|512100.SH|512170.SH|512200.SH|512660.SH|515210.SH|515880.SH,0.7413882904714675
2020,90,159901.SZ|159915.SZ|159928.SZ|159967.SZ|159985.SZ|160644.SZ|161226.SZ|164824.SZ|501018.SH|510500.SH|512040.SH|512200.SH|512890.SH|513030.SH|518880.SH,1.0854226131761306
2020,91,159915.SZ|159920.SZ|159980.SZ|160644.SZ|164824.SZ|510050.SH|510300.SH|512040.SH|512100.SH|512400.SH|512890.SH|513080.SH|513100.SH|513880.SH|515210.SH,1.0398885717420918
2020,92,159915.SZ|159981.SZ|160644.SZ|161226.SZ|164824.SZ|501018.SH|510180.SH|512040.SH|512400.SH|512660.SH|512800.SH|513080.SH|513500.SH|513880.SH|515220.SH,0.8083096483032225
2020,93,159920.SZ|159928.SZ|159949.SZ|161226.SZ|510050.SH|510300.SH|512660.SH|512890.SH|512980.SH|513080.SH|513100.SH|513500.SH|513880.SH|515220.SH|518880.SH,1.4228039969175788
2020,94,159901.SZ|159915.SZ|159928.SZ|159985.SZ|501018.SH|510050.SH|510180.SH|510500.SH|512100.SH|512200.SH|512800.SH|513080.SH|513500.SH|515210.SH|515880.SH,0.71025962688162
2020,95,159901.SZ|159920.SZ|159949.SZ|159980.SZ|161226.SZ|501018.SH|510210.SH|510500.SH|512170.SH|512200.SH|512660.SH|512800.SH|513100.SH|515210.SH|518880.SH,1.1558322457026224
2020,96,159901.SZ|159928.SZ|159949.SZ|159980.SZ|164824.SZ|510180.SH|510210.SH|510300.SH|512100.SH|512400.SH|512800.SH|512980.SH|513080.SH|513100.SH|515210.SH,0.8462102449433088
2020,97,159915.SZ|159949.SZ|159967.SZ|164824.SZ|510180.SH|510300.SH|512040.SH|512100.SH|512200.SH|512400.SH|512880.SH|512890.SH|512980.SH|513880.SH|515880.SH,1.2562948913140501
2020,98,159901.SZ|159915.SZ|159928.SZ|159949.SZ|159967.SZ|159980.SZ|161226.SZ|164824.SZ|512170.SH|512660.SH|512880.SH|512980.SH|513030.SH|513080.SH|513100.SH,1.3793290550837356
2020,99,159915.SZ|159928.SZ|159949.SZ|159981.SZ|159985.SZ|161226.SZ|501018.SH|510210.SH|512100.SH|512660.SH|512890.SH|512980.SH|513080.SH|513500.SH|515220.SH,0.9688434836498913
2020,100,159901.SZ|159920.SZ|159967.SZ|164824.SZ|510210.SH|510300.SH|510500.SH|512040.SH|512400.SH|512890.SH|512980.SH|513100.SH|513880.SH|515220.SH|518880.SH,1.4413727684545943
2021,1,159915.SZ|159980.SZ|159985.SZ|160644.SZ|161226.SZ|510880.SH|512040.SH|512100.SH|512800.SH|512880.SH|513180.SH|515210.SH|515220.SH|515880.SH|518880.SH,0.10959232630638113
2021,2,159825.SZ|159852.SZ|159981.SZ|160644.SZ|510180.SH|512100.SH|512400.SH|512800.SH|512880.SH|512890.SH|513030.SH|513500.SH|515220.SH|515880.SH|516150.SH,0.8871125280118645
2021,3,159825.SZ|159851.SZ|159980.SZ|164824.SZ|510300.SH|510880.SH|512200.SH|512400.SH|513030.SH|513100.SH|513500.SH|515790.SH|516150.SH|518880.SH|588000.SH,0.6129392187744592
2021,4,159825.SZ|159851.SZ|159852.SZ|159901.SZ|159967.SZ|159981.SZ|159985.SZ|501018.SH|512040.SH|512890.SH|512980.SH|513080.SH|513880.SH|515210.SH|518880.SH,0.08219500626216784
2021,5,159852.SZ|159865.SZ|159920.SZ|159981.SZ|510050.SH|510180.SH|510210.SH|512040.SH|512200.SH|512880.SH|512980.SH|513080.SH|513100.SH|515880.SH|588000.SH,0.46604548096182963
2021,6,159852.SZ|159865.SZ|159920.SZ|159980.SZ|160644.SZ|510050.SH|510300.SH|510500.SH|512880.SH|513080.SH|513180.SH|515790.SH|515880.SH|516150.SH|588000.SH,-0.09621246005226394
2021,7,159825.SZ|159851.SZ|159869.SZ|161226.SZ|164824.SZ|501018.SH|510210.SH|510880.SH|512880.SH|512980.SH|513100.SH|513500.SH|515220.SH|516150.SH|588000.SH,1.3140344084454325
2021,8,159865.SZ|159915.SZ|159928.SZ|159985.SZ|510050.SH|510300.SH|510500.SH|510880.SH|512040.SH|512100.SH|512200.SH|512800.SH|513030.SH|513080.SH|513180.SH,-0.15899283309928264
2021,9,159825.SZ|159870.SZ|159915.SZ|161226.SZ|164824.SZ|510300.SH|512040.SH|512200.SH|512400.SH|512660.SH|512800.SH|512980.SH|515220.SH|518880.SH|588000.SH,0.01600111195409064
2021,10,159870.SZ|159928.SZ|160644.SZ|161226.SZ|510050.SH|510300.SH|510880.SH|512040.SH|512100.SH|512200.SH|512660.SH|512800.SH|512980.SH|513180.SH|518880.SH,-1.0657289895761088
2021,11,159825.SZ|159851.SZ|159949.SZ|159967.SZ|159981.SZ|510300.SH|510500.SH|510880.SH|512100.SH|512200.SH|512800.SH|513080.SH|515220.SH|515880.SH|588000.SH,0.7606834009592175
2021,12,159825.SZ|159851.SZ|159869.SZ|159870.SZ|159967.SZ|160644.SZ|161226.SZ|501018.SH|510180.SH|512200.SH|512660.SH|512800.SH|513880.SH|515210.SH|588000.SH,0.21707125345100028
2021,13,159865.SZ|159869.SZ|159915.SZ|159981.SZ|164824.SZ|501018.SH|510180.SH|510300.SH|510880.SH|512170.SH|512660.SH|513100.SH|513180.SH|513880.SH|515880.SH,1.5483059832627197
2021,14,159851.SZ|159869.SZ|159981.SZ|159985.SZ|510050.SH|510210.SH|510300.SH|512100.SH|512400.SH|512880.SH|512890.SH|513180.SH|515220.SH|516150.SH|588000.SH,0.5101489330090831
2021,15,159825.SZ|159851.SZ|159901.SZ|159928.SZ|159980.SZ|159985.SZ|160644.SZ|164824.SZ|510210.SH|512170.SH|512400.SH|512800.SH|515790.SH|515880.SH|518880.SH,-0.9037340941022581
2021,16,159825.SZ|159851.SZ|159869.SZ|159901.SZ|159949.SZ|164824.SZ|510180.SH|510210.SH|512800.SH|512890.SH|513030.SH|513080.SH|515210.SH|516150.SH|588000.SH,0.34947758840439597
2021,17,159825.SZ|159865.SZ|159980.SZ|159981.SZ|159985.SZ|160644.SZ|501018.SH|510880.SH|512040.SH|512100.SH|515210.SH|515220.SH|515790.SH|515880.SH|588000.SH,1.6747540513180958
2021,18,159825.SZ|159852.SZ|159980.SZ|161226.SZ|510050.SH|510180.SH|510300.SH|510880.SH|512400.SH|512800.SH|515210.SH|515220.SH|516150.SH|518880.SH|588000.SH,-0.11288395583391275
2021,19,159852.SZ|159865.SZ|159920.SZ|159967.SZ|159980.SZ|159981.SZ|501018.SH|510180.SH|512040.SH|512880.SH|513180.SH|513500.SH|515210.SH|515220.SH|515880.SH,1.4504195630305081
2021,20,159851.SZ|159870.SZ|159949.SZ|159981.SZ|164824.SZ|501018.SH|510050.SH|510300.SH|512200.SH|512660.SH|513030.SH|513880.SH|515220.SH|515790.SH|516150.SH,0.6264795078282539
2021,21,159825.SZ|159901.SZ|159920.SZ|159928.SZ|159981.SZ|159985.SZ|164824.SZ|510050.SH|510180.SH|510880.SH|512400.SH|512800.SH|513080.SH|513100.SH|513500.SH,0.0575544133601284
2021,22,161226.SZ|501018.SH|510180.SH|510210.SH|510300.SH|510500.SH|510880.SH|512100.SH|512660.SH|512890.SH|512980.SH|513030.SH|515210.SH|515790.SH|515880.SH,0.8919617403773795
2021,23,159851.SZ|159865.SZ|159967.SZ|161226.SZ|164824.SZ|510050.SH|510500.SH|510880.SH|512880.SH|512890.SH|512980.SH|513880.SH|515220.SH|515790.SH|516150.SH,0.07836298278782522
2021,24,159825.SZ|159865.SZ|159901.SZ|159920.SZ|159928.SZ|159967.SZ|159985.SZ|510180.SH|510880.SH|512100.SH|512170.SH|512880.SH|513030.SH|513080.SH|515880.SH,-0.5440421261618829
2021,25,159870.SZ|159920.SZ|159980.SZ|159981.SZ|161226.SZ|510500.SH|510880.SH|512100.SH|512400.SH|512660.SH|512890.SH|512980.SH|513030.SH|513880.SH|515220.SH,0.35772538305484747
2021,26,159825.SZ|159852.SZ|159967.SZ|159981.SZ|164824.SZ|501018.SH|512100.SH|512170.SH|512400.SH|512660.SH|512800.SH|513030.SH|513080.SH|515880.SH|518880.SH,0.6710109691433923
2021,27,159852.SZ|159901.SZ|159915.SZ|159985.SZ|161226.SZ|510210.SH|510300.SH|510500.SH|512660.SH|512800.SH|512880.SH|512980.SH|513030.SH|513100.SH|513500.SH,-0.05957433455701895
2021,28,159851.SZ|159920.SZ|159928.SZ|159985.SZ|501018.SH|510500.SH|512100.SH|512880.SH|512890.SH|512980.SH|513500.SH|513880.SH|515210.SH|516150.SH|518880.SH,0.053699203239963265
2021,29,159825.SZ|159851.SZ|159852.SZ|159870.SZ|159949.SZ|510880.SH|512170.SH|512200.SH|512400.SH|512660.SH|512890.SH|512980.SH|513030.SH|513180.SH|515220.SH,0.3308390056645316
2021,30,159825.SZ|159869.SZ|159901.SZ|159920.SZ|159967.SZ|161226.SZ|510050.SH|510500.SH|512040.SH|512200.SH|512800.SH|512880.SH|513080.SH|513180.SH|516150.SH,-0.702034217166738
2021,31,159865.SZ|159915.SZ|159985.SZ|161226.SZ|501018.SH|510050.SH|510500.SH|512100.SH|512980.SH|513100.SH|513180.SH|513500.SH|515210.SH|515220.SH|515880.SH,0.7056516375470643
2021,32,159851.SZ|159852.SZ|159869.SZ|159980.SZ|510050.SH|512040.SH|512170.SH|512890.SH|513030.SH|513180.SH|513500.SH|515210.SH|515220.SH|515790.SH|518880.SH,0.4634519169765242
2021,33,159920.SZ|159949.SZ|159980.SZ|159985.SZ|510180.SH|510300.SH|510880.SH|512040.SH|512400.SH|512890.SH|513100.SH|513180.SH|513500.SH|515220.SH|515880.SH,0.4373511031732561
2021,34,159825.SZ|159865.SZ|159869.SZ|159928.SZ|159949.SZ|161226.SZ|164824.SZ|510880.SH|512170.SH|512800.SH|513080.SH|513180.SH|515220.SH|515880.SH|588000.SH,0.24142217672818816
2021,35,159865.SZ|159901.SZ|159915.SZ|159920.SZ|159928.SZ|159949.SZ|160644.SZ|501018.SH|510500.SH|510880.SH|513030.SH|513180.SH|515220.SH|516150.SH|588000.SH,0.9551795727446519
2021,36,159825.SZ|159869.SZ|159870.SZ|159967.SZ|159981.SZ|159985.SZ|510180.SH|510210.SH|510300.SH|512100.SH|512170.SH|512660.SH|515790.SH|515880.SH|518880.SH,-0.4016553934563461
2021,37,159825.SZ|159915.SZ|159928.SZ|159967.SZ|160644.SZ|501018.SH|512170.SH|512400.SH|512890.SH|512980.SH|513100.SH|515220.SH|515790.SH|515880.SH|588000.SH,1.3939084828165733
2021,38,159981.SZ|159985.SZ|161226.SZ|164824.SZ|510300.SH|512400.SH|512660.SH|512800.SH|512890.SH|512980.SH|513030.SH|513100.SH|515210.SH|516150.SH|518880.SH,0.6015420620897663
2021,39,159851.SZ|159915.SZ|159920.SZ|159967.SZ|161226.SZ|510050.SH|510180.SH|510210.SH|512100.SH|512200.SH|512660.SH|513180.SH|513880.SH|515880.SH|588000.SH,-0.6559858885358852
2021,40,159865.SZ|159920.SZ|159928.SZ|159949.SZ|160644.SZ|510180.SH|510500.SH|512400.SH|512800.SH|512890.SH|512980.SH|513080.SH|513500.SH|515880.SH|588000.SH,0.14397554505258822
2021,41,159852.SZ|159870.SZ|159901.SZ|159928.SZ|159949.SZ|510180.SH|510500.SH|512170.SH|512660.SH|512800.SH|512880.SH|512980.SH|513030.SH|516150.SH|588000.SH,-0.38957154690017276
2021,42,159851.SZ|159865.SZ|159869.SZ|159901.SZ|159915.SZ|164824.SZ|510210.SH|510500.SH|512660.SH|512980.SH|513180.SH|513500.SH|515220.SH|515790.SH|588000.SH,0.5760415318369532
2021,43,159825.SZ|159851.SZ|159870.SZ|159901.SZ|159967.SZ|159981.SZ|161226.SZ|164824.SZ|510050.SH|510180.SH|510880.SH|512880.SH|512890.SH|512980.SH|515790.SH,0.717813462266724
2021,44,159865.SZ|159870.SZ|159901.SZ|159949.SZ|159981.SZ|510210.SH|510500.SH|513100.SH|513180.SH|513500.SH|515220.SH|515790.SH|516150.SH|518880.SH|588000.SH,0.2171861819470672
2021,45,159825.SZ|159870.SZ|159901.SZ|159915.SZ|159928.SZ|159980.SZ|161226.SZ|501018.SH|512100.SH|512400.SH|513030.SH|513100.SH|513180.SH|513880.SH|515880.SH,-0.3371094247913513
2021,46,159852.SZ|159865.SZ|159870.SZ|160644.SZ|510180.SH|510210.SH|510300.SH|510880.SH|512040.SH|512100.SH|512200.SH|513180.SH|515210.SH|516150.SH|588000.SH,0.49319937188160007
2021,47,159825.SZ|159870.SZ|159920.SZ|159981.SZ|501018.SH|510050.SH|510180.SH|512400.SH|512880.SH|513080.SH|513100.SH|513880.SH|515210.SH|515790.SH|515880.SH,0.40309466788263204
2021,48,159851.SZ|159869.SZ|159915.SZ|160644.SZ|501018.SH|510050.SH|510210.SH|512100.SH|512400.SH|512980.SH|513030.SH|513180.SH|515210.SH|515220.SH|516150.SH,0.6795090313679419
2021,49,159865.SZ|159915.SZ|159967.SZ|161226.SZ|164824.SZ|510210.SH|510500.SH|510880.SH|512660.SH|512890.SH|513180.SH|513880.SH|515210.SH|515880.SH|588000.SH,0.33281505399019423
2021,50,159851.SZ|159852.SZ|159870.SZ|159981.SZ|159985.SZ|160644.SZ|161226.SZ|501018.SH|510300.SH|512880.SH|512890.SH|513030.SH|513100.SH|515220.SH|518880.SH,0.8097936558130315
2021,51,159825.SZ|159865.SZ|159920.SZ|159967.SZ|159980.SZ|510300.SH|512100.SH|512170.SH|512200.SH|512400.SH|512660.SH|513030.SH|513080.SH|513100.SH|588000.SH,0.11408140382595446
