training_year,holding_year,code,eligible,shapley_score,standard_error,included_mean_sharpe,excluded_mean_sharpe,included_count,excluded_count,rank,selected
2022,2023,512800.SH,True,0.07647169800915465,0.12376120081703013,-0.9393508404219921,-1.0158225384311468,34,66,20,False
2022,2023,513030.SH,True,0.07449547651269028,0.12110175720737637,-0.9324606441932627,-1.006956120705953,23,77,21,False
2022,2023,159915.SZ,True,0.039285007398992655,0.12973911220923878,-0.963501206150709,-1.0027862135497017,33,67,22,False
2022,2023,513880.SH,True,0.021774058317559297,0.15061785777256526,-0.973273876786689,-0.9950479351042483,24,76,23,False
2022,2023,512400.SH,True,0.0016285326608407313,0.12205536722322081,-0.9887636148784876,-0.9903921475393284,35,65,24,False
2022,2023,159796.SZ,True,-0.004178705911993319,0.14101209464191786,-0.9930397646602691,-0.9888610587482758,23,77,25,False
2022,2023,512980.SH,True,-0.016881522588654496,0.13371583161400605,-1.0016392269200922,-0.9847577043314377,30,70,26,False
2022,2023,159901.SZ,True,-0.021330978607916995,0.13441371862256793,-1.005820395063972,-0.9844894164560549,25,75,27,False
2022,2023,159825.SZ,True,-0.031761413633959235,0.12086492855302647,-1.011737536515466,-0.9799761228815067,31,69,28,False
2022,2023,515210.SH,True,-0.03791816794984715,0.15796023435567733,-1.019398332108915,-0.9814801641590679,22,78,29,False
2022,2023,516150.SH,True,-0.06205204773233175,0.1413085718857459,-1.0332585945206665,-0.9712065467883347,30,70,30,False
2022,2023,512890.SH,True,-0.06596055206752494,0.12053168561512839,-1.0353349420346263,-0.9693743899671013,31,69,31,False
2022,2023,161226.SZ,True,-0.07141024547793662,0.1281976962844769,-1.0419516403069278,-0.9705413948289912,27,73,32,False
2022,2023,159920.SZ,True,-0.08071373943095672,0.13712403681638666,-1.0471289161040134,-0.9664151766730567,29,71,33,False
2022,2023,159967.SZ,True,-0.08323916097125017,0.12971707852686395,-1.0505867486170468,-0.9673475876457966,27,73,34,False
2022,2023,562500.SH,True,-0.09148805112561964,0.13676942853799387,-1.050204274850943,-0.9587162237253234,34,66,35,False
2022,2023,510180.SH,True,-0.09509177313095951,0.11477970879121405,-1.0573373200310154,-0.9622455469000559,29,71,36,False
2022,2023,159949.SZ,True,-0.1138407698468793,0.12310784765810784,-1.0660954769054432,-0.9522547070585639,33,67,37,False
2022,2023,510050.SH,True,-0.11748548499512579,0.12953797411898468,-1.0791111297043299,-0.9616256447092041,24,76,38,False
2022,2023,159870.SZ,True,-0.15935228136683188,0.12783849300429198,-1.1109298949468265,-0.9515776135799946,24,76,39,False
2022,2023,510210.SH,True,-0.15967819733160382,0.1479892362625402,-1.107984027133421,-0.9483058298018171,26,74,40,False
2022,2023,159852.SZ,True,-0.17326134758271217,0.16037795000546806,-1.1266986256983769,-0.9534372781156647,21,79,41,False
2022,2023,160644.SZ,True,-0.18328542722779417,0.1500968732156469,-1.1291190858011577,-0.9458336585733635,24,76,42,False
2022,2023,515790.SH,True,-0.1962000428925681,0.14118638227881755,-1.1271621911328318,-0.9309621482402637,30,70,43,False
2022,2023,515880.SH,True,-0.2022810666193381,0.11161001745026308,-1.1395101504063443,-0.9372290837870062,26,74,44,False
2022,2023,512880.SH,True,-0.202295414644732,0.13960634309289247,-1.153681446970267,-0.951386032325535,19,81,45,False
2022,2023,588000.SH,True,-0.20230875226808753,0.12580980930071434,-1.1152535875142484,-0.9129448352461609,38,62,46,False
2022,2023,512040.SH,True,-0.22441752413944815,0.12085959037766193,-1.1648678299368038,-0.9404503057973557,22,78,47,False
2022,2023,159928.SZ,True,-0.23364931767916852,0.1261193270107541,-1.1487036971298688,-0.9150543794507002,32,68,48,False
2022,2023,159611.SZ,True,-0.23522561470465853,0.11863018393962836,-1.1403665545190156,-0.9051409398143571,36,64,49,False
2022,2023,159869.SZ,True,-0.26023727968778454,0.11701803509151724,-1.1459645289207048,-0.8857272492329202,40,60,50,False
2022,2023,159865.SZ,True,-0.29313943987086544,0.11210321106715952,-1.1950197690176398,-0.9018803291467744,30,70,51,False
2022,2023,512660.SH,True,-0.3152781491369806,0.11927853608003297,-1.204211302521181,-0.8889331533842003,32,68,52,False
2022,2023,513070.SH,True,-0.34190769765499684,0.15958535186989087,-1.2530910883023818,-0.911183390647385,23,77,53,False
2022,2023,159201.SZ,False,,,,,0,100,,False
2022,2023,159206.SZ,False,,,,,0,100,,False
2022,2023,159209.SZ,False,,,,,0,100,,False
2022,2023,159326.SZ,False,,,,,0,100,,False
2022,2023,159329.SZ,False,,,,,0,100,,False
2022,2023,159509.SZ,False,,,,,0,100,,False
2022,2023,159518.SZ,False,,,,,0,100,,False
2022,2023,159529.SZ,False,,,,,0,100,,False
2022,2023,159687.SZ,False,,,,,0,100,,False
2022,2023,513120.SH,False,,,,,0,100,,False
2022,2023,513290.SH,False,,,,,0,100,,False
2022,2023,513310.SH,False,,,,,0,100,,False
2022,2023,513400.SH,False,,,,,0,100,,False
2022,2023,513730.SH,False,,,,,0,100,,False
2022,2023,513750.SH,False,,,,,0,100,,False
2022,2023,520870.SH,False,,,,,0,100,,False
2022,2023,563300.SH,False,,,,,0,100,,False
2022,2023,588200.SH,False,,,,,0,100,,False
2022,2023,588220.SH,False,,,,,0,100,,False
2023,2024,164824.SZ,True,0.5859975442360775,0.12099818721427084,0.0026165701771196774,-0.5833809740589578,22,78,1,True
2023,2024,513100.SH,True,0.5003386760633245,0.11611473350866529,-0.10922782784332699,-0.6095665039066515,31,69,2,True
