method,training_period,holding_period,code,eligible,mean_included_sharpe,included_count,excluded_count,excluded_mean_sharpe,rank,group,selected
rolling_mean_inclusion,2022-07-01/2022-12-31,2023-01-01/2023-06-30,161226.SZ,True,0.19247231570421888,70,30,0.4207088999025636,36,commodity,False
rolling_mean_inclusion,2022-07-01/2022-12-31,2023-01-01/2023-06-30,513080.SH,True,0.18192270269344352,32,68,0.2981294501497359,37,global,False
rolling_mean_inclusion,2022-07-01/2022-12-31,2023-01-01/2023-06-30,159796.SZ,True,0.1804458534865993,9,91,0.2689045759889323,38,a_share,False
rolling_mean_inclusion,2022-07-01/2022-12-31,2023-01-01/2023-06-30,510880.SH,True,0.1540069796478816,6,94,0.26776901296260575,39,a_share,False
rolling_mean_inclusion,2022-07-01/2022-12-31,2023-01-01/2023-06-30,513880.SH,True,0.13284489860781593,62,38,0.4699459311233591,40,global,False
rolling_mean_inclusion,2022-07-01/2022-12-31,2023-01-01/2023-06-30,513500.SH,True,0.13146245514325497,21,79,0.29536224732106175,41,global,False
rolling_mean_inclusion,2022-07-01/2022-12-31,2023-01-01/2023-06-30,512660.SH,True,0.12333161962823719,11,89,0.2779514750613666,42,a_share,False
rolling_mean_inclusion,2022-07-01/2022-12-31,2023-01-01/2023-06-30,512400.SH,True,0.11256048669915307,8,92,0.2738461435084675,43,a_share,False
rolling_mean_inclusion,2022-07-01/2022-12-31,2023-01-01/2023-06-30,501018.SH,True,0.10810436918892785,62,38,0.5103120580699659,44,commodity,False
rolling_mean_inclusion,2022-07-01/2022-12-31,2023-01-01/2023-06-30,159869.SZ,True,0.10462122975994309,8,92,0.2745365136770944,45,a_share,False
rolling_mean_inclusion,2022-07-01/2022-12-31,2023-01-01/2023-06-30,515880.SH,True,0.09247342249291285,10,90,0.27966216523825665,46,a_share,False
rolling_mean_inclusion,2022-07-01/2022-12-31,2023-01-01/2023-06-30,159901.SZ,True,0.08692266869578834,11,89,0.2824514577608827,47,a_share,False
rolling_mean_inclusion,2022-07-01/2022-12-31,2023-01-01/2023-06-30,512880.SH,True,0.07596488974705558,14,86,0.291056053952482,48,a_share,False
rolling_mean_inclusion,2022-07-01/2022-12-31,2023-01-01/2023-06-30,515210.SH,True,0.06636311451094165,11,89,0.28499252625563903,49,a_share,False
rolling_mean_inclusion,2022-07-01/2022-12-31,2023-01-01/2023-06-30,588000.SH,True,0.018250498059836456,7,93,0.2792104904296062,50,a_share,False
rolling_mean_inclusion,2022-07-01/2022-12-31,2023-01-01/2023-06-30,512980.SH,True,0.010187128076103086,6,94,0.27694900348846396,51,a_share,False
rolling_mean_inclusion,2022-07-01/2022-12-31,2023-01-01/2023-06-30,512040.SH,True,-0.015757269113971493,7,93,0.28177021484053794,52,a_share,False
rolling_mean_inclusion,2022-07-01/2022-12-31,2023-01-01/2023-06-30,159825.SZ,True,-0.1097324823484641,4,96,0.27638811485173004,53,a_share,False
rolling_mean_inclusion,2022-07-01/2022-12-31,2023-01-01/2023-06-30,512100.SH,True,-0.1108339933267033,6,94,0.28467375591843036,54,a_share,False
rolling_mean_inclusion,2022-07-01/2022-12-31,2023-01-01/2023-06-30,562500.SH,True,-0.33452320835664917,3,97,0.2793597806334245,55,a_share,False
rolling_mean_inclusion,2022-07-01/2022-12-31,2023-01-01/2023-06-30,159201.SZ,False,,0,100,0.26094329096372226,,a_share,False
rolling_mean_inclusion,2022-07-01/2022-12-31,2023-01-01/2023-06-30,159206.SZ,False,,0,100,0.26094329096372226,,a_share,False
rolling_mean_inclusion,2022-07-01/2022-12-31,2023-01-01/2023-06-30,159209.SZ,False,,0,100,0.26094329096372226,,a_share,False
rolling_mean_inclusion,2022-07-01/2022-12-31,2023-01-01/2023-06-30,159326.SZ,False,,0,100,0.26094329096372226,,a_share,False
rolling_mean_inclusion,2022-07-01/2022-12-31,2023-01-01/2023-06-30,159329.SZ,False,,0,100,0.26094329096372226,,global,False
rolling_mean_inclusion,2022-07-01/2022-12-31,2023-01-01/2023-06-30,159509.SZ,False,,0,100,0.26094329096372226,,global,False
rolling_mean_inclusion,2022-07-01/2022-12-31,2023-01-01/2023-06-30,159518.SZ,False,,0,100,0.26094329096372226,,global,False
rolling_mean_inclusion,2022-07-01/2022-12-31,2023-01-01/2023-06-30,159529.SZ,False,,0,100,0.26094329096372226,,global,False
rolling_mean_inclusion,2022-07-01/2022-12-31,2023-01-01/2023-06-30,159687.SZ,False,,0,100,0.26094329096372226,,global,False
rolling_mean_inclusion,2022-07-01/2022-12-31,2023-01-01/2023-06-30,513310.SH,False,,0,100,0.26094329096372226,,global,False
rolling_mean_inclusion,2022-07-01/2022-12-31,2023-01-01/2023-06-30,513400.SH,False,,0,100,0.26094329096372226,,global,False
rolling_mean_inclusion,2022-07-01/2022-12-31,2023-01-01/2023-06-30,513730.SH,False,,0,100,0.26094329096372226,,global,False
rolling_mean_inclusion,2022-07-01/2022-12-31,2023-01-01/2023-06-30,513750.SH,False,,0,100,0.26094329096372226,,hong_kong,False
rolling_mean_inclusion,2022-07-01/2022-12-31,2023-01-01/2023-06-30,520870.SH,False,,0,100,0.26094329096372226,,global,False
rolling_mean_inclusion,2022-07-01/2022-12-31,2023-01-01/2023-06-30,563300.SH,False,,0,100,0.26094329096372226,,a_share,False
rolling_mean_inclusion,2022-07-01/2022-12-31,2023-01-01/2023-06-30,588200.SH,False,,0,100,0.26094329096372226,,a_share,False
rolling_mean_inclusion,2022-07-01/2022-12-31,2023-01-01/2023-06-30,588220.SH,False,,0,100,0.26094329096372226,,a_share,False
rolling_mean_inclusion,2023-01-01/2023-06-30,2023-07-01/2023-12-31,515880.SH,True,2.2561596925918144,10,90,1.4501834366408546,1,a_share,True
rolling_mean_inclusion,2023-01-01/2023-06-30,2023-07-01/2023-12-31,159869.SZ,True,2.108150231426399,12,88,1.4520489028008894,2,a_share,True
rolling_mean_inclusion,2023-01-01/2023-06-30,2023-07-01/2023-12-31,159901.SZ,True,1.9856596927222026,6,94,1.5017462560347006,3,a_share,True
rolling_mean_inclusion,2023-01-01/2023-06-30,2023-07-01/2023-12-31,512890.SH,True,1.9773366658215201,7,93,1.497169350138112,4,a_share,False
rolling_mean_inclusion,2023-01-01/2023-06-30,2023-07-01/2023-12-31,510880.SH,True,1.9749949389681982,8,92,1.4921537686070594,5,a_share,False
rolling_mean_inclusion,2023-01-01/2023-06-30,2023-07-01/2023-12-31,159852.SZ,True,1.8552836254113312,7,93,1.5063561381259758,6,a_share,False
rolling_mean_inclusion,2023-01-01/2023-06-30,2023-07-01/2023-12-31,159825.SZ,True,1.8330543349499673,11,89,1.493421444260061,7,a_share,False
rolling_mean_inclusion,2023-01-01/2023-06-30,2023-07-01/2023-12-31,518880.SH,True,1.8211574541146436,62,38,1.0570090544338724,8,commodity,True
rolling_mean_inclusion,2023-01-01/2023-06-30,2023-07-01/2023-12-31,512100.SH,True,1.7874231758768513,4,96,1.5200876408342463,9,a_share,False
rolling_mean_inclusion,2023-01-01/2023-06-30,2023-07-01/2023-12-31,588200.SH,True,1.778391989288338,10,90,1.5032687370079076,10,a_share,False
rolling_mean_inclusion,2023-01-01/2023-06-30,2023-07-01/2023-12-31,515220.SH,True,1.7495241769943117,6,94,1.5168187357620124,11,a_share,False
rolling_mean_inclusion,2023-01-01/2023-06-30,2023-07-01/2023-12-31,513880.SH,True,1.7189826493428704,38,62,1.4154317023962257,12,global,True
rolling_mean_inclusion,2023-01-01/2023-06-30,2023-07-01/2023-12-31,164824.SZ,True,1.6734531943103348,38,62,1.4433368522548766,13,global,True
rolling_mean_inclusion,2023-01-01/2023-06-30,2023-07-01/2023-12-31,510500.SH,True,1.6557225632310066,12,88,1.5137435848275338,14,a_share,False
rolling_mean_inclusion,2023-01-01/2023-06-30,2023-07-01/2023-12-31,512040.SH,True,1.6514020218507042,5,95,1.5244325906772793,15,a_share,False
rolling_mean_inclusion,2023-01-01/2023-06-30,2023-07-01/2023-12-31,513070.SH,True,1.6319408586261022,45,55,1.4480139560985539,16,hong_kong,True
rolling_mean_inclusion,2023-01-01/2023-06-30,2023-07-01/2023-12-31,513120.SH,True,1.6240132662780322,54,46,1.4213345618387243,17,hong_kong,True
rolling_mean_inclusion,2023-01-01/2023-06-30,2023-07-01/2023-12-31,513100.SH,True,1.610022232636016,44,56,1.4685201426358991,18,global,True
rolling_mean_inclusion,2023-01-01/2023-06-30,2023-07-01/2023-12-31,516150.SH,True,1.6016257389163584,5,95,1.527052395042245,19,a_share,False
rolling_mean_inclusion,2023-01-01/2023-06-30,2023-07-01/2023-12-31,159687.SZ,True,1.5848487086595382,36,64,1.5003680111226827,20,global,True
rolling_mean_inclusion,2023-01-01/2023-06-30,2023-07-01/2023-12-31,513500.SH,True,1.5746551441838748,46,54,1.4934068442803115,21,global,False
rolling_mean_inclusion,2023-01-01/2023-06-30,2023-07-01/2023-12-31,513080.SH,True,1.5696404003499274,36,64,1.5089226845468384,22,global,False
rolling_mean_inclusion,2023-01-01/2023-06-30,2023-07-01/2023-12-31,512800.SH,True,1.5683691941505988,7,93,1.5279518480058156,23,a_share,False
rolling_mean_inclusion,2023-01-01/2023-06-30,2023-07-01/2023-12-31,512980.SH,True,1.548532423551978,10,90,1.5288086887563919,24,a_share,False
rolling_mean_inclusion,2023-01-01/2023-06-30,2023-07-01/2023-12-31,159981.SZ,True,1.5470364350456496,73,27,1.4868313505652824,25,commodity,True
rolling_mean_inclusion,2023-01-01/2023-06-30,2023-07-01/2023-12-31,510180.SH,True,1.5354388298225121,6,94,1.530483757921915,26,a_share,False
rolling_mean_inclusion,2023-01-01/2023-06-30,2023-07-01/2023-12-31,159980.SZ,True,1.5290149305642362,71,29,1.5351050397770438,27,commodity,True
rolling_mean_inclusion,2023-01-01/2023-06-30,2023-07-01/2023-12-31,160644.SZ,True,1.525199113852615,40,60,1.5345023611581745,28,global,False
rolling_mean_inclusion,2023-01-01/2023-06-30,2023-07-01/2023-12-31,159985.SZ,True,1.5069653650535924,71,29,1.5890884587858625,29,commodity,True
rolling_mean_inclusion,2023-01-01/2023-06-30,2023-07-01/2023-12-31,159611.SZ,True,1.4914619959558186,7,93,1.5337405618484337,30,a_share,False
rolling_mean_inclusion,2023-01-01/2023-06-30,2023-07-01/2023-12-31,159920.SZ,True,1.487226202873964,64,36,1.608211923323927,31,hong_kong,False
rolling_mean_inclusion,2023-01-01/2023-06-30,2023-07-01/2023-12-31,512170.SH,True,1.4675111238517478,9,91,1.5370385286695532,32,a_share,False
rolling_mean_inclusion,2023-01-01/2023-06-30,2023-07-01/2023-12-31,159851.SZ,True,1.4648470876867077,9,91,1.537302004773788,33,a_share,False
rolling_mean_inclusion,2023-01-01/2023-06-30,2023-07-01/2023-12-31,510300.SH,True,1.4630366505822339,9,91,1.5374810589929115,34,a_share,False
rolling_mean_inclusion,2023-01-01/2023-06-30,2023-07-01/2023-12-31,588000.SH,True,1.4447291913797715,14,86,1.544789506328817,35,a_share,False
rolling_mean_inclusion,2023-01-01/2023-06-30,2023-07-01/2023-12-31,161226.SZ,True,1.440401396703806,66,34,1.7062239423865835,36,commodity,False
rolling_mean_inclusion,2023-01-01/2023-06-30,2023-07-01/2023-12-31,515210.SH,True,1.4318592042423437,9,91,1.540564542696857,37,a_share,False
rolling_mean_inclusion,2023-01-01/2023-06-30,2023-07-01/2023-12-31,159915.SZ,True,1.4017562709608593,10,90,1.545117150155405,38,a_share,False
rolling_mean_inclusion,2023-01-01/2023-06-30,2023-07-01/2023-12-31,159949.SZ,True,1.3981960544800693,7,93,1.5407605789487588,39,a_share,False
rolling_mean_inclusion,2023-01-01/2023-06-30,2023-07-01/2023-12-31,159865.SZ,True,1.3834739135240073,11,89,1.5489875637621457,40,a_share,False
rolling_mean_inclusion,2023-01-01/2023-06-30,2023-07-01/2023-12-31,513290.SH,True,1.3818180465435086,41,59,1.634297734157817,41,global,False
rolling_mean_inclusion,2023-01-01/2023-06-30,2023-07-01/2023-12-31,159796.SZ,True,1.3728553901910086,11,89,1.5502999655224043,42,a_share,False
rolling_mean_inclusion,2023-01-01/2023-06-30,2023-07-01/2023-12-31,513030.SH,True,1.359587388525095,43,57,1.6599271669651925,43,global,False
rolling_mean_inclusion,2023-01-01/2023-06-30,2023-07-01/2023-12-31,512400.SH,True,1.358444671331898,9,91,1.5478253206770107,44,a_share,False
rolling_mean_inclusion,2023-01-01/2023-06-30,2023-07-01/2023-12-31,513180.SH,True,1.3470183904342725,37,63,1.6387051710718568,45,hong_kong,False
rolling_mean_inclusion,2023-01-01/2023-06-30,2023-07-01/2023-12-31,562500.SH,True,1.339802864511862,7,93,1.545155765290452,46,a_share,False
rolling_mean_inclusion,2023-01-01/2023-06-30,2023-07-01/2023-12-31,501018.SH,True,1.3306299966600492,57,43,1.79609759102261,47,commodity,False
rolling_mean_inclusion,2023-01-01/2023-06-30,2023-07-01/2023-12-31,159928.SZ,True,1.3300606240053694,5,95,1.5413452958270337,48,a_share,False
rolling_mean_inclusion,2023-01-01/2023-06-30,2023-07-01/2023-12-31,513310.SH,True,1.3273257335212427,38,62,1.6554794895127074,49,global,False
rolling_mean_inclusion,2023-01-01/2023-06-30,2023-07-01/2023-12-31,159766.SZ,True,1.2793080133508172,8,92,1.5526482838781364,50,a_share,False
rolling_mean_inclusion,2023-01-01/2023-06-30,2023-07-01/2023-12-31,515790.SH,True,1.257112930753596,11,89,1.5646052133180393,51,a_share,False
rolling_mean_inclusion,2023-01-01/2023-06-30,2023-07-01/2023-12-31,510050.SH,True,1.2244726667951715,9,91,1.5610752991476762,52,a_share,False
rolling_mean_inclusion,2023-01-01/2023-06-30,2023-07-01/2023-12-31,159870.SZ,True,1.065181210425204,6,94,1.5605002017132323,53,a_share,False
rolling_mean_inclusion,2023-01-01/2023-06-30,2023-07-01/2023-12-31,512200.SH,True,1.0493631022891818,6,94,1.56150986819,54,a_share,False
rolling_mean_inclusion,2023-01-01/2023-06-30,2023-07-01/2023-12-31,510210.SH,True,1.019279851921305,6,94,1.56343007566029,55,a_share,False
rolling_mean_inclusion,2023-01-01/2023-06-30,2023-07-01/2023-12-31,159967.SZ,True,0.983215586706103,5,95,1.559600297790153,56,a_share,False
rolling_mean_inclusion,2023-01-01/2023-06-30,2023-07-01/2023-12-31,512880.SH,True,0.888265810311043,5,95,1.5645976544425246,57,a_share,False
rolling_mean_inclusion,2023-01-01/2023-06-30,2023-07-01/2023-12-31,512660.SH,True,0.6934285692601742,1,99,1.5392391682256048,58,a_share,False
rolling_mean_inclusion,2023-01-01/2023-06-30,2023-07-01/2023-12-31,159201.SZ,False,,0,100,1.5307810622359506,,a_share,False
rolling_mean_inclusion,2023-01-01/2023-06-30,2023-07-01/2023-12-31,159206.SZ,False,,0,100,1.5307810622359506,,a_share,False
rolling_mean_inclusion,2023-01-01/2023-06-30,2023-07-01/2023-12-31,159209.SZ,False,,0,100,1.5307810622359506,,a_share,False
rolling_mean_inclusion,2023-01-01/2023-06-30,2023-07-01/2023-12-31,159326.SZ,False,,0,100,1.5307810622359506,,a_share,False
rolling_mean_inclusion,2023-01-01/2023-06-30,2023-07-01/2023-12-31,159329.SZ,False,,0,100,1.5307810622359506,,global,False
rolling_mean_inclusion,2023-01-01/2023-06-30,2023-07-01/2023-12-31,159509.SZ,False,,0,100,1.5307810622359506,,global,False
rolling_mean_inclusion,2023-01-01/2023-06-30,2023-07-01/2023-12-31,159518.SZ,False,,0,100,1.5307810622359506,,global,False
rolling_mean_inclusion,2023-01-01/2023-06-30,2023-07-01/2023-12-31,159529.SZ,False,,0,100,1.5307810622359506,,global,False
rolling_mean_inclusion,2023-01-01/2023-06-30,2023-07-01/2023-12-31,513400.SH,False,,0,100,1.5307810622359506,,global,False
rolling_mean_inclusion,2023-01-01/2023-06-30,2023-07-01/2023-12-31,513730.SH,False,,0,100,1.5307810622359506,,global,False
rolling_mean_inclusion,2023-01-01/2023-06-30,2023-07-01/2023-12-31,513750.SH,False,,0,100,1.5307810622359506,,hong_kong,False
rolling_mean_inclusion,2023-01-01/2023-06-30,2023-07-01/2023-12-31,520870.SH,False,,0,100,1.5307810622359506,,global,False
rolling_mean_inclusion,2023-01-01/2023-06-30,2023-07-01/2023-12-31,563300.SH,False,,0,100,1.5307810622359506,,a_share,False
rolling_mean_inclusion,2023-01-01/2023-06-30,2023-07-01/2023-12-31,588220.SH,False,,0,100,1.5307810622359506,,a_share,False
rolling_mean_inclusion,2023-07-01/2023-12-31,2024-01-01/2024-06-30,510500.SH,True,0.05119972680764734,6,94,-0.557085952760649,1,a_share,True
rolling_mean_inclusion,2023-07-01/2023-12-31,2024-01-01/2024-06-30,512880.SH,True,-0.004571376441713931,4,96,-0.5420895384675859,2,a_share,True
rolling_mean_inclusion,2023-07-01/2023-12-31,2024-01-01/2024-06-30,588200.SH,True,-0.0499410559680265,13,87,-0.5909154881732273,3,a_share,True
rolling_mean_inclusion,2023-07-01/2023-12-31,2024-01-01/2024-06-30,159825.SZ,True,-0.06059979932385098,3,97,-0.5348152762957068,4,a_share,False
rolling_mean_inclusion,2023-07-01/2023-12-31,2024-01-01/2024-06-30,159851.SZ,True,-0.09252627446422038,4,96,-0.5384247510499814,5,a_share,False
rolling_mean_inclusion,2023-07-01/2023-12-31,2024-01-01/2024-06-30,512170.SH,True,-0.13962237044515702,9,91,-0.5582668116994363,6,a_share,False
rolling_mean_inclusion,2023-07-01/2023-12-31,2024-01-01/2024-06-30,512200.SH,True,-0.18703744950823556,11,89,-0.5618142612816237,7,a_share,False
rolling_mean_inclusion,2023-07-01/2023-12-31,2024-01-01/2024-06-30,563300.SH,True,-0.20449621547216834,5,95,-0.5372252644346766,8,a_share,False
rolling_mean_inclusion,2023-07-01/2023-12-31,2024-01-01/2024-06-30,159870.SZ,True,-0.3196432199528075,8,92,-0.5380623417286158,9,a_share,False
rolling_mean_inclusion,2023-07-01/2023-12-31,2024-01-01/2024-06-30,159901.SZ,True,-0.33331565961429355,7,93,-0.5346846406597318,10,a_share,False
rolling_mean_inclusion,2023-07-01/2023-12-31,2024-01-01/2024-06-30,501018.SH,True,-0.3430228930883976,74,26,-1.0259687350043725,11,commodity,True
rolling_mean_inclusion,2023-07-01/2023-12-31,2024-01-01/2024-06-30,159949.SZ,True,-0.3515417410959649,9,91,-0.537307753063642,12,a_share,False
rolling_mean_inclusion,2023-07-01/2023-12-31,2024-01-01/2024-06-30,510180.SH,True,-0.35943782758818094,6,94,-0.5308750450332556,13,a_share,False
rolling_mean_inclusion,2023-07-01/2023-12-31,2024-01-01/2024-06-30,513290.SH,True,-0.3755880713794493,41,59,-0.6213520385101304,14,global,True
rolling_mean_inclusion,2023-07-01/2023-12-31,2024-01-01/2024-06-30,588000.SH,True,-0.3781196483250121,9,91,-0.5346791688321978,15,a_share,False
rolling_mean_inclusion,2023-07-01/2023-12-31,2024-01-01/2024-06-30,159981.SZ,True,-0.3851611907810858,68,32,-0.8083725070481647,16,commodity,True
rolling_mean_inclusion,2023-07-01/2023-12-31,2024-01-01/2024-06-30,510210.SH,True,-0.39552286514721663,6,94,-0.52857174476353,17,a_share,False
rolling_mean_inclusion,2023-07-01/2023-12-31,2024-01-01/2024-06-30,512660.SH,True,-0.39956417016756673,9,91,-0.5325582820565605,18,a_share,False
rolling_mean_inclusion,2023-07-01/2023-12-31,2024-01-01/2024-06-30,513030.SH,True,-0.4093084096398064,31,69,-0.5705843550698712,19,global,True
rolling_mean_inclusion,2023-07-01/2023-12-31,2024-01-01/2024-06-30,512100.SH,True,-0.4114249471168822,10,90,-0.5327181303054032,20,a_share,False
rolling_mean_inclusion,2023-07-01/2023-12-31,2024-01-01/2024-06-30,159985.SZ,True,-0.41383022537144887,66,34,-0.7278260683570438,21,commodity,True
rolling_mean_inclusion,2023-07-01/2023-12-31,2024-01-01/2024-06-30,513080.SH,True,-0.42986285381517286,23,77,-0.5476887735182614,22,global,False
rolling_mean_inclusion,2023-07-01/2023-12-31,2024-01-01/2024-06-30,513070.SH,True,-0.4473235838725967,29,71,-0.5505140460049268,23,hong_kong,True
rolling_mean_inclusion,2023-07-01/2023-12-31,2024-01-01/2024-06-30,512040.SH,True,-0.44766454274226464,8,92,-0.5269300527904022,24,a_share,False
rolling_mean_inclusion,2023-07-01/2023-12-31,2024-01-01/2024-06-30,159509.SZ,True,-0.45347213441466455,24,76,-0.54178355227241,25,global,True
rolling_mean_inclusion,2023-07-01/2023-12-31,2024-01-01/2024-06-30,512400.SH,True,-0.4746645582943463,8,92,-0.5245822253510907,26,a_share,False
rolling_mean_inclusion,2023-07-01/2023-12-31,2024-01-01/2024-06-30,164824.SZ,True,-0.4825996714033067,44,56,-0.5504374224448145,27,global,True
rolling_mean_inclusion,2023-07-01/2023-12-31,2024-01-01/2024-06-30,160644.SZ,True,-0.5143173343960368,44,56,-0.5255164015219551,28,global,False
rolling_mean_inclusion,2023-07-01/2023-12-31,2024-01-01/2024-06-30,159915.SZ,True,-0.5159688619256568,5,95,-0.5208319672529139,29,a_share,False
rolling_mean_inclusion,2023-07-01/2023-12-31,2024-01-01/2024-06-30,513120.SH,True,-0.520588811986551,100,0,,30,hong_kong,True
rolling_mean_inclusion,2023-07-01/2023-12-31,2024-01-01/2024-06-30,513180.SH,True,-0.5286052681364102,41,59,-0.5150180543230898,31,hong_kong,False
rolling_mean_inclusion,2023-07-01/2023-12-31,2024-01-01/2024-06-30,159852.SZ,True,-0.5314746247586711,6,94,-0.5198939728734371,32,a_share,False
rolling_mean_inclusion,2023-07-01/2023-12-31,2024-01-01/2024-06-30,513310.SH,True,-0.5331469296803005,38,62,-0.5128919011419949,33,global,False
rolling_mean_inclusion,2023-07-01/2023-12-31,2024-01-01/2024-06-30,159865.SZ,True,-0.5364734825133888,13,87,-0.5182152405285179,34,a_share,False
rolling_mean_inclusion,2023-07-01/2023-12-31,2024-01-01/2024-06-30,513100.SH,True,-0.5569969719994526,35,65,-0.5009844181334503,35,global,False
rolling_mean_inclusion,2023-07-01/2023-12-31,2024-01-01/2024-06-30,516150.SH,True,-0.5738393042740186,11,89,-0.5140072904678753,36,a_share,False
rolling_mean_inclusion,2023-07-01/2023-12-31,2024-01-01/2024-06-30,159920.SZ,True,-0.5804560424252329,30,70,-0.49493142751283037,37,hong_kong,False
rolling_mean_inclusion,2023-07-01/2023-12-31,2024-01-01/2024-06-30,512890.SH,True,-0.5805603741562295,4,96,-0.5180899968961478,38,a_share,False
rolling_mean_inclusion,2023-07-01/2023-12-31,2024-01-01/2024-06-30,512800.SH,True,-0.5993808944835983,7,93,-0.5146582251319347,39,a_share,False
rolling_mean_inclusion,2023-07-01/2023-12-31,2024-01-01/2024-06-30,513880.SH,True,-0.6123023475978691,47,53,-0.43925794078406155,40,global,False
rolling_mean_inclusion,2023-07-01/2023-12-31,2024-01-01/2024-06-30,159980.SZ,True,-0.6176946975987911,68,32,-0.3142388050605409,41,commodity,True
rolling_mean_inclusion,2023-07-01/2023-12-31,2024-01-01/2024-06-30,513500.SH,True,-0.6385848063743769,45,55,-0.4240466347601481,42,global,False
rolling_mean_inclusion,2023-07-01/2023-12-31,2024-01-01/2024-06-30,515790.SH,True,-0.6388679031590242,7,93,-0.5116860846939995,43,a_share,False
rolling_mean_inclusion,2023-07-01/2023-12-31,2024-01-01/2024-06-30,159687.SZ,True,-0.6515830028063536,28,72,-0.46964662666773904,44,global,False
rolling_mean_inclusion,2023-07-01/2023-12-31,2024-01-01/2024-06-30,159967.SZ,True,-0.6575633811447553,8,92,-0.5086779798858377,45,a_share,False
rolling_mean_inclusion,2023-07-01/2023-12-31,2024-01-01/2024-06-30,588220.SH,True,-0.6701561764370392,9,91,-0.5057964352826567,46,a_share,False
rolling_mean_inclusion,2023-07-01/2023-12-31,2024-01-01/2024-06-30,515880.SH,True,-0.6722543291665429,4,96,-0.5142694154373847,47,a_share,False
rolling_mean_inclusion,2023-07-01/2023-12-31,2024-01-01/2024-06-30,518880.SH,True,-0.6868142747361617,60,40,-0.27125061786213533,48,commodity,False
rolling_mean_inclusion,2023-07-01/2023-12-31,2024-01-01/2024-06-30,159928.SZ,True,-0.7025859251599036,8,92,-0.5047629760584335,49,a_share,False
rolling_mean_inclusion,2023-07-01/2023-12-31,2024-01-01/2024-06-30,159766.SZ,True,-0.7034735520871791,5,95,-0.510963299349676,50,a_share,False
rolling_mean_inclusion,2023-07-01/2023-12-31,2024-01-01/2024-06-30,515210.SH,True,-0.7036402792141894,10,90,-0.5002497600723691,51,a_share,False
rolling_mean_inclusion,2023-07-01/2023-12-31,2024-01-01/2024-06-30,161226.SZ,True,-0.7208746708994072,64,36,-0.1645250628081403,52,commodity,False
rolling_mean_inclusion,2023-07-01/2023-12-31,2024-01-01/2024-06-30,510880.SH,True,-0.7336615858177069,7,93,-0.5045510763218405,53,a_share,False
rolling_mean_inclusion,2023-07-01/2023-12-31,2024-01-01/2024-06-30,159611.SZ,True,-0.7598899910488098,8,92,-0.4997800138072243,54,a_share,False
rolling_mean_inclusion,2023-07-01/2023-12-31,2024-01-01/2024-06-30,159796.SZ,True,-0.7851696907797621,8,92,-0.497581779048011,55,a_share,False
rolling_mean_inclusion,2023-07-01/2023-12-31,2024-01-01/2024-06-30,510300.SH,True,-0.8057380136754426,10,90,-0.48890556735445195,56,a_share,False
rolling_mean_inclusion,2023-07-01/2023-12-31,2024-01-01/2024-06-30,562500.SH,True,-0.8912433688330192,10,90,-0.47940497233694346,57,a_share,False
rolling_mean_inclusion,2023-07-01/2023-12-31,2024-01-01/2024-06-30,515220.SH,True,-0.9110656023612088,6,94,-0.4956647615371049,58,a_share,False
rolling_mean_inclusion,2023-07-01/2023-12-31,2024-01-01/2024-06-30,512980.SH,True,-0.9953276470934597,12,88,-0.45585169810833626,59,a_share,False
rolling_mean_inclusion,2023-07-01/2023-12-31,2024-01-01/2024-06-30,159869.SZ,True,-1.069447104619368,6,94,-0.48555530394615853,60,a_share,False
rolling_mean_inclusion,2023-07-01/2023-12-31,2024-01-01/2024-06-30,510050.SH,True,-1.358510969531669,1,99,-0.5121249518093276,61,a_share,False
rolling_mean_inclusion,2023-07-01/2023-12-31,2024-01-01/2024-06-30,159201.SZ,False,,0,100,-0.520588811986551,,a_share,False
rolling_mean_inclusion,2023-07-01/2023-12-31,2024-01-01/2024-06-30,159206.SZ,False,,0,100,-0.520588811986551,,a_share,False
rolling_mean_inclusion,2023-07-01/2023-12-31,2024-01-01/2024-06-30,159209.SZ,False,,0,100,-0.520588811986551,,a_share,False
rolling_mean_inclusion,2023-07-01/2023-12-31,2024-01-01/2024-06-30,159326.SZ,False,,0,100,-0.520588811986551,,a_share,False
rolling_mean_inclusion,2023-07-01/2023-12-31,2024-01-01/2024-06-30,159329.SZ,False,,0,100,-0.520588811986551,,global,False
rolling_mean_inclusion,2023-07-01/2023-12-31,2024-01-01/2024-06-30,159518.SZ,False,,0,100,-0.520588811986551,,global,False
rolling_mean_inclusion,2023-07-01/2023-12-31,2024-01-01/2024-06-30,159529.SZ,False,,0,100,-0.520588811986551,,global,False
rolling_mean_inclusion,2023-07-01/2023-12-31,2024-01-01/2024-06-30,513400.SH,False,,0,100,-0.520588811986551,,global,False
rolling_mean_inclusion,2023-07-01/2023-12-31,2024-01-01/2024-06-30,513730.SH,False,,0,100,-0.520588811986551,,global,False
rolling_mean_inclusion,2023-07-01/2023-12-31,2024-01-01/2024-06-30,513750.SH,False,,0,100,-0.520588811986551,,hong_kong,False
rolling_mean_inclusion,2023-07-01/2023-12-31,2024-01-01/2024-06-30,520870.SH,False,,0,100,-0.520588811986551,,global,False
rolling_mean_inclusion,2024-01-01/2024-06-30,2024-07-01/2024-12-31,512800.SH,True,2.176028311960547,6,94,0.7544771812650654,1,a_share,True
