tradeDate,netValue
2022-01-04,1.0
2022-01-05,1.0
2022-01-06,1.0
2022-01-07,1.000763
2022-01-10,1.006098
2022-01-11,1.000285
2022-01-12,1.005288
2022-01-13,1.00194
2022-01-14,1.005785
2022-01-17,1.0080010000000001
2022-01-18,1.011169
2022-01-19,1.009187
2022-01-20,1.0128970000000002
2022-01-21,1.0070775200000002
2022-01-24,1.0074211140000002
2022-01-25,0.9949977640000001
2022-01-26,1.0038446980000002
2022-01-27,1.003319942
2022-01-28,1.0060493144000002
2022-02-07,1.0274851584
2022-02-08,1.0268235792
2022-02-09,1.0214146328
2022-02-10,1.027540896
2022-02-11,1.019099
2022-02-14,1.0253450000000002
2022-02-15,1.0234420000000002
2022-02-16,1.019387
2022-02-17,1.018346
2022-02-18,1.020426
2022-02-21,1.0202190000000002
2022-02-22,1.027247
2022-02-23,1.0265480000000002
2022-02-24,1.0409220000000001
2022-02-25,1.0311904
2022-02-28,1.032160624
2022-03-01,1.035879088
2022-03-02,1.046733088
2022-03-03,1.058472864
2022-03-04,1.0482992000000002
2022-03-07,1.0621892960000001
2022-03-08,1.0687769440000001
2022-03-09,1.069193824
2022-03-10,1.0469462720000002
2022-03-11,1.0328350000000002
2022-03-14,1.028367
2022-03-15,1.020542
2022-03-16,1.026337
2022-03-17,1.0248380000000001
2022-03-18,1.032404
2022-03-21,1.0327130000000002
2022-03-22,1.0371070000000002
2022-03-23,1.0362930000000001
2022-03-24,1.0396150000000002
2022-03-25,1.0354449346
2022-03-28,1.0312517636
2022-03-29,1.0340654476000002
2022-03-30,1.0328338580000003
2022-03-31,1.0319536186
2022-04-01,1.0245514279
2022-04-06,1.0206692341
2022-04-07,1.0161065881000002
2022-04-08,1.0154551878000002
2022-04-11,1.0117418494000001
2022-04-12,1.0101012402000002
2022-04-13,1.0085731110000002
2022-04-14,1.0119179274
2022-04-15,1.0058362168000001
2022-04-18,1.0054604368
2022-04-19,1.0105389747999998
2022-04-20,1.0052515736
2022-04-21,0.9997072164
2022-04-22,0.99384
2022-04-25,0.9760660000000001
2022-04-26,0.9821630000000001
2022-04-27,0.9924380000000002
2022-04-28,0.9930670000000001
2022-04-29,0.9933489999999999
2022-05-05,0.9914109999999999
2022-05-06,0.9805079999999999
2022-05-09,0.9743509999999997
2022-05-10,0.9688179999999998
2022-05-11,0.9675619999999998
2022-05-12,0.9629869999999998
2022-05-13,0.9726029999999999
2022-05-16,0.9774819999999999
2022-05-17,0.983309
2022-05-18,0.981219
2022-05-19,0.9764689999999999
2022-05-20,0.9794163627999999
2022-05-23,0.9782903963999999
2022-05-24,0.9713878696
2022-05-25,0.9743880339999998
2022-05-26,0.9752743527999999
2022-05-27,0.9834112159999998
2022-05-30,0.9842723839999998
2022-05-31,0.9904733039999999
2022-06-01,0.9849395119999999
2022-06-02,0.9817864799999999
2022-06-06,0.99058908
2022-06-07,0.989355
2022-06-08,0.9959306399999999
2022-06-09,0.9945058399999999
2022-06-10,0.9950516320000001
2022-06-13,0.987681024
2022-06-14,0.989950956
2022-06-15,0.986490888
2022-06-16,0.980781296
2022-06-17,0.981696368
2022-06-20,0.976065368
2022-06-21,0.9787695279999999
2022-06-22,0.9690518480000002
2022-06-23,0.975489136
2022-06-24,0.9791506240000001
2022-06-27,0.9946027760000001
2022-06-28,0.9951070560000002
2022-06-29,0.9683870080000001
2022-06-30,0.9726066720000001
2022-07-01,0.9726621520000001
2022-07-04,0.989281784
2022-07-05,0.9864566
2022-07-06,0.9767304400000001
2022-07-07,0.9811692560000002
2022-07-08,0.9804105552000001
2022-07-11,0.973391256
2022-07-12,0.9691649152000001
2022-07-13,0.9692870168000002
2022-07-14,0.9681958688
2022-07-15,0.9619048206999999
2022-07-18,0.9746177386999999
2022-07-19,0.9726725703
2022-07-20,0.9818920951999999
2022-07-21,0.9796025767
2022-07-22,0.9807228297999999
2022-07-25,0.9758031876
2022-07-26,0.9754829405999998
2022-07-27,0.9762179405999999
2022-07-28,0.9821836815999998
2022-07-29,0.9906228672
2022-08-01,0.9957337683999999
2022-08-02,0.9967097684
2022-08-03,0.9948647684
2022-08-04,0.9990980034
2022-08-05,1.002663724
2022-08-08,1.0014465872
2022-08-09,0.998337268
2022-08-10,0.9937016752000001
2022-08-11,1.0080670888
2022-08-12,1.0072609418
2022-08-15,1.0094516847000001
2022-08-16,1.0140841654
2022-08-17,1.0170540343
2022-08-18,1.0110114662
2022-08-19,1.0084125536000001
2022-08-22,0.9981958543999999
2022-08-23,0.9917421114999999
2022-08-24,0.9909642426
2022-08-25,1.0001987669999999
2022-08-26,0.99922
2022-08-29,0.989262
2022-08-30,0.995077
2022-08-31,0.995416
2022-09-01,0.98857
2022-09-02,0.9899175760000001
2022-09-05,0.9920175560000001
2022-09-06,0.989687164
2022-09-07,0.9840869280000001
2022-09-08,0.975391084
2022-09-09,0.9819499999999999
2022-09-13,1.004469
2022-09-14,0.997377
2022-09-15,0.9877809999999999
2022-09-16,0.981156
2022-09-19,0.98079
2022-09-20,0.984243
2022-09-21,0.9863010000000001
2022-09-22,0.984156
2022-09-23,0.976659
2022-09-26,0.9662710000000001
2022-09-27,0.970829
2022-09-28,0.9689660000000001
2022-09-29,0.97599
2022-09-30,0.9720560272
2022-10-10,0.9741361152000001
2022-10-11,0.9712081151999998
2022-10-12,0.9722243432
2022-10-13,0.9689880240000001
2022-10-14,0.9774520000000001
2022-10-17,0.9690790000000001
2022-10-18,0.9673650000000001
2022-10-19,0.963836
2022-10-20,0.9679890000000001
2022-10-21,0.9668580000000002
2022-10-24,0.9656520000000001
2022-10-25,0.9651670000000001
2022-10-26,0.9688680000000002
2022-10-27,0.9742380000000002
2022-10-28,0.9701190000000003
2022-10-31,0.9821540000000002
2022-11-01,0.9844340000000003
2022-11-02,0.9846790000000002
2022-11-03,0.9802180000000001
2022-11-04,0.9800550000000001
2022-11-07,0.9838880000000002
2022-11-08,0.9907680000000002
2022-11-09,0.9925990000000002
2022-11-10,0.9894190000000003
2022-11-11,1.0063490000000002
2022-11-14,1.0045750000000002
2022-11-15,1.0049310000000002
2022-11-16,1.0059230000000001
2022-11-17,1.0062100000000003
2022-11-18,0.994808706
2022-11-21,0.9914637584000002
2022-11-22,0.9879263896000001
2022-11-23,0.9924806004000001
2022-11-24,0.9945288636
2022-11-25,0.9940937156
2022-11-28,0.9916394004000002
2022-11-29,0.9945267740000001
2022-11-30,0.995621918
2022-12-01,1.0017811476
2022-12-02,0.9980254096000001
2022-12-05,1.003876296
2022-12-06,0.9983420048000001
2022-12-07,0.9938214224000002
2022-12-08,0.99686372
2022-12-09,1.0030884160000002
2022-12-12,0.9938893040000001
2022-12-13,0.9938030640000002
2022-12-14,0.9924877040000001
2022-12-15,0.9900631360000001
2022-12-16,0.9900909384000001
2022-12-19,0.9851670888
2022-12-20,0.9827616960000001
2022-12-21,0.9860101584000001
2022-12-22,0.9936517880000001
2022-12-23,0.9916101872
2022-12-26,0.9948098464000001
2022-12-27,1.0019318624000002
2022-12-28,1.0017808688000003
2022-12-29,1.0016818592
2022-12-30,1.0079231968000002
2023-01-03,1.0079231968000002
2023-01-04,1.0079231968000002
2023-01-05,1.0079231968000002
2023-01-06,1.0023511998151433
2023-01-09,1.0112306915290987
2023-01-10,1.0083645978150828
2023-01-11,1.0131332106669741
2023-01-12,1.0137468222141075
2023-01-13,1.0214102658798638
2023-01-16,1.0219072284595854
2023-01-17,1.0227753345663717
2023-01-18,1.0251894997090996
2023-01-19,1.0262396319071962
2023-01-20,1.0317768838644057
2023-01-30,1.038005178447742
2023-01-31,1.0294229548325187
2023-02-01,1.0412981104001164
2023-02-02,1.043092686809569
2023-02-03,1.0373333445195225
2023-02-06,1.0350851529808962
2023-02-07,1.0343168241143386
2023-02-08,1.0297021648784652
2023-02-09,1.0381910626674653
2023-02-10,1.0353779328984254
2023-02-13,1.0350754212808464
2023-02-14,1.042141857523044
2023-02-15,1.041144745713622
2023-02-16,1.038750486650862
2023-02-17,1.028976296187665
2023-02-20,1.0412696320341521
2023-02-21,1.0403214152845532
2023-02-22,1.0353402433239507
2023-02-23,1.0362944549991393
2023-02-24,1.038270497094605
2023-02-27,1.0286425507436865
2023-02-28,1.0366887406443877
2023-03-01,1.0389587414235613
2023-03-02,1.0332483730129318
2023-03-03,1.0369074267166276
2023-03-06,1.0430860511472027
2023-03-07,1.0397117863443477
2023-03-08,1.0289726408533995
2023-03-09,1.0275774818293593
2023-03-10,1.01346375061281
2023-03-13,1.0193006338454789
2023-03-14,1.0107000252071845
2023-03-15,1.0147095436840547
2023-03-16,1.0109096732321188
2023-03-17,1.0184580100529539
2023-03-20,1.0227930877223905
2023-03-21,1.0195395116431203
2023-03-22,1.015812211661354
2023-03-23,1.0201019327869347
2023-03-24,1.0275010969746434
2023-03-27,1.0293687786583139
2023-03-28,1.0229755218210115
2023-03-29,1.027995987264272
2023-03-30,1.030108594284765
2023-03-31,1.0387495198509313
2023-04-03,1.0380338943812035
2023-04-04,1.043639963201805
2023-04-06,1.0477754720782755
2023-04-07,1.051607720248647
2023-04-10,1.0442981805915976
2023-04-11,1.044778550336484
2023-04-12,1.0469552225680423
2023-04-13,1.0410208675178734
2023-04-14,1.044563998966782
2023-04-17,1.04249812087837
2023-04-18,1.035292581861328
2023-04-19,1.0318486705734973
2023-04-20,1.032715152815221
2023-04-21,1.0274819448212276
2023-04-24,1.02967886582664
2023-04-25,1.0389601975702036
2023-04-26,1.0319389344298404
2023-04-27,1.0247234936761058
2023-04-28,1.0351159567264672
2023-05-04,1.039225259599821
2023-05-05,1.0387495198509316
2023-05-08,1.041805542983629
2023-05-09,1.0432700553885796
2023-05-10,1.0406746531568196
2023-05-11,1.0404347674359813
2023-05-12,1.0371973181278595
2023-05-15,1.0409619112679074
2023-05-16,1.04035010188745
2023-05-17,1.0400205110020961
2023-05-18,1.047102179382813
2023-05-19,1.0443324145013921
2023-05-22,1.0491746871868444
2023-05-23,1.0491734696156225
2023-05-24,1.0442757530909608
2023-05-25,1.043470793372454
2023-05-26,1.0419149703829205
2023-05-29,1.052724211287836
2023-05-30,1.0578209773234335
2023-05-31,1.049598556789011
2023-06-01,1.058023014318724
2023-06-02,1.0646300363456354
2023-06-05,1.0759766873849907
2023-06-06,1.0750607069422027
2023-06-07,1.0749134412997645
2023-06-08,1.0671575811560938
2023-06-09,1.0756167838142472
2023-06-12,1.0812056727855441
2023-06-13,1.0901035510344554
2023-06-14,1.0932474126579077
2023-06-15,1.0831436696104386
2023-06-16,1.0880311472480981
2023-06-19,1.083511619633647
