method,training_year,holding_year,code,eligible,ridge_coefficient,rank,group,selected
rolling_ridge_surrogate,2025,2026,513180.SH,True,-0.1527719665924526,61,hong_kong,False
rolling_ridge_surrogate,2025,2026,588220.SH,True,-0.15946367760425195,62,a_share,False
rolling_ridge_surrogate,2025,2026,512200.SH,True,-0.1696722581041369,63,a_share,False
rolling_ridge_surrogate,2025,2026,159825.SZ,True,-0.1926315868116893,64,a_share,False
rolling_ridge_surrogate,2025,2026,510880.SH,True,-0.20742725626202313,65,a_share,False
rolling_ridge_surrogate,2025,2026,501018.SH,True,-0.21370451697818157,66,commodity,False
rolling_ridge_surrogate,2025,2026,159687.SZ,True,-0.22779258434367528,67,global,False
rolling_ridge_surrogate,2025,2026,512980.SH,True,-0.2305082800511217,68,a_share,False
rolling_ridge_surrogate,2025,2026,159985.SZ,True,-0.2654746504833538,69,commodity,False
rolling_ridge_surrogate,2025,2026,159518.SZ,True,-0.27333180005176755,70,global,False
rolling_ridge_surrogate,2025,2026,563300.SH,True,-0.3237179660953208,71,a_share,False
rolling_ridge_surrogate,2025,2026,520870.SH,False,,,global,False
