method,training_period,holding_period,code,eligible,shapley_score,included_count,excluded_count,included_mean_sharpe,excluded_mean_sharpe,contribution,standard_error,rank,group,selected
rolling_shapley,2021-07-01/2021-12-31,2022-01-01/2022-06-30,510500.SH,True,0.1429895391734023,12,88,-0.366646890334303,-0.5096364295077053,0.1429895391734023,0.20932170139252387,17,a_share,False
rolling_shapley,2021-07-01/2021-12-31,2022-01-01/2022-06-30,510050.SH,True,0.12243581309722068,9,91,-0.38106109488842604,-0.5034969079856467,0.12243581309722068,0.20639250698981745,18,a_share,False
rolling_shapley,2021-07-01/2021-12-31,2022-01-01/2022-06-30,512040.SH,True,0.1059867868608746,9,91,-0.39602970876350096,-0.5020164956243756,0.1059867868608746,0.24164999070343288,19,a_share,False
rolling_shapley,2021-07-01/2021-12-31,2022-01-01/2022-06-30,515790.SH,True,0.08724814363862365,11,89,-0.41482683696852196,-0.5020749806071456,0.08724814363862365,0.20618876837299263,20,a_share,False
rolling_shapley,2021-07-01/2021-12-31,2022-01-01/2022-06-30,512890.SH,True,0.08287645569603014,6,94,-0.41457381645262853,-0.49745027214865867,0.08287645569603014,0.20160620899608594,21,a_share,False
rolling_shapley,2021-07-01/2021-12-31,2022-01-01/2022-06-30,159980.SZ,True,0.04050047299762921,62,38,-0.4770875050677979,-0.5175879780654271,0.04050047299762921,0.14541059606274806,22,commodity,True
rolling_shapley,2021-07-01/2021-12-31,2022-01-01/2022-06-30,512660.SH,True,0.028779317020870998,6,94,-0.4654251268072782,-0.4942044438281492,0.028779317020870998,0.38644563881907823,23,a_share,False
rolling_shapley,2021-07-01/2021-12-31,2022-01-01/2022-06-30,159928.SZ,True,0.008194411918910016,7,93,-0.4848568817223106,-0.49305129364122063,0.008194411918910016,0.2577049885734368,24,a_share,False
rolling_shapley,2021-07-01/2021-12-31,2022-01-01/2022-06-30,159985.SZ,True,0.00380898582810274,68,32,-0.491258809341904,-0.49506779517000676,0.00380898582810274,0.13871515095935485,25,commodity,True
rolling_shapley,2021-07-01/2021-12-31,2022-01-01/2022-06-30,513500.SH,True,0.0034416467436250153,61,39,-0.4911354425768833,-0.4945770893205083,0.0034416467436250153,0.14103618164043846,26,global,True
rolling_shapley,2021-07-01/2021-12-31,2022-01-01/2022-06-30,159920.SZ,True,0.0,100,0,-0.49247768480689685,,,0.0,27,hong_kong,True
rolling_shapley,2021-07-01/2021-12-31,2022-01-01/2022-06-30,513180.SH,True,0.0,100,0,-0.49247768480689685,,,0.0,28,hong_kong,True
