method,training_period,holding_period,code,eligible,shapley_score,included_count,excluded_count,included_mean_sharpe,excluded_mean_sharpe,contribution,standard_error,rank,group,selected
rolling_shapley,2021-07-01/2021-12-31,2022-01-01/2022-06-30,512200.SH,True,-4.7923647952030635e-05,11,89,-0.49252033685357427,-0.49247241320562224,-4.7923647952030635e-05,0.26240709219043606,29,a_share,False
rolling_shapley,2021-07-01/2021-12-31,2022-01-01/2022-06-30,510180.SH,True,-0.033134843480656595,9,91,-0.5226303923742944,-0.48949554889363783,-0.033134843480656595,0.21246033863770922,30,a_share,False
rolling_shapley,2021-07-01/2021-12-31,2022-01-01/2022-06-30,160644.SZ,True,-0.06501597282635907,55,45,-0.5217348725787585,-0.45671889975239943,-0.06501597282635907,0.13507150224392026,31,global,True
rolling_shapley,2021-07-01/2021-12-31,2022-01-01/2022-06-30,512980.SH,True,-0.07278120462974269,7,93,-0.5601642051125575,-0.4873830004828148,-0.07278120462974269,0.15118561944883582,32,a_share,False
rolling_shapley,2021-07-01/2021-12-31,2022-01-01/2022-06-30,161226.SZ,True,-0.10928312271171231,73,27,-0.5219841279390592,-0.41270100522734693,-0.10928312271171231,0.15292010437616693,33,commodity,False
rolling_shapley,2021-07-01/2021-12-31,2022-01-01/2022-06-30,513030.SH,True,-0.12365391153103344,64,36,-0.536993092958069,-0.4133391814270355,-0.12365391153103344,0.14787306696875946,34,global,False
rolling_shapley,2021-07-01/2021-12-31,2022-01-01/2022-06-30,513080.SH,True,-0.15450907689730942,51,49,-0.5681871324865786,-0.4136780555892692,-0.15450907689730942,0.13741649983416304,35,global,False
rolling_shapley,2021-07-01/2021-12-31,2022-01-01/2022-06-30,159825.SZ,True,-0.16821282043710895,9,91,-0.645551351404666,-0.4773385309675571,-0.16821282043710895,0.23339651968000982,36,a_share,False
rolling_shapley,2021-07-01/2021-12-31,2022-01-01/2022-06-30,159870.SZ,True,-0.2276322285419911,13,87,-0.6905177236384292,-0.4628854950964381,-0.2276322285419911,0.13730630819993422,37,a_share,False
rolling_shapley,2021-07-01/2021-12-31,2022-01-01/2022-06-30,513880.SH,True,-0.25398698628785266,57,43,-0.6016920889106736,-0.34770510262282095,-0.25398698628785266,0.13499728321999394,38,global,False
rolling_shapley,2021-07-01/2021-12-31,2022-01-01/2022-06-30,159967.SZ,True,-0.2612732261950617,14,86,-0.71717265933465,-0.4558994331395883,-0.2612732261950617,0.17938210773878133,39,a_share,False
rolling_shapley,2021-07-01/2021-12-31,2022-01-01/2022-06-30,512170.SH,True,-0.27769984447091145,11,89,-0.7396305463860081,-0.46193070191509666,-0.27769984447091145,0.26240027231792834,40,a_share,False
rolling_shapley,2021-07-01/2021-12-31,2022-01-01/2022-06-30,159851.SZ,True,-0.2823308250151657,7,93,-0.755045352071001,-0.4727145270558353,-0.2823308250151657,0.26148472978254345,41,a_share,False
rolling_shapley,2021-07-01/2021-12-31,2022-01-01/2022-06-30,516150.SH,True,-0.2840461899363309,7,93,-0.7566406414476845,-0.4725944515113536,-0.2840461899363309,0.2747739622160181,42,a_share,False
rolling_shapley,2021-07-01/2021-12-31,2022-01-01/2022-06-30,512400.SH,True,-0.32307980508871087,10,90,-0.7832495093867367,-0.4601697042980258,-0.32307980508871087,0.29883482061126865,43,a_share,False
rolling_shapley,2021-07-01/2021-12-31,2022-01-01/2022-06-30,159901.SZ,True,-0.33139624482797636,9,91,-0.7940482676003554,-0.46265202277237905,-0.33139624482797636,0.24121470062686362,44,a_share,False
rolling_shapley,2021-07-01/2021-12-31,2022-01-01/2022-06-30,159865.SZ,True,-0.3759296833802245,8,92,-0.8383329935167034,-0.46240331013647895,-0.3759296833802245,0.332863293233847,45,a_share,False
rolling_shapley,2021-07-01/2021-12-31,2022-01-01/2022-06-30,159852.SZ,True,-0.42102423798460187,9,91,-0.8756097413728846,-0.45458550338828274,-0.42102423798460187,0.25090936509223466,46,a_share,False
rolling_shapley,2021-07-01/2021-12-31,2022-01-01/2022-06-30,159766.SZ,True,-0.43100894882979385,11,89,-0.8760756492654135,-0.44506670043561963,-0.43100894882979385,0.16796237383081547,47,a_share,False
rolling_shapley,2021-07-01/2021-12-31,2022-01-01/2022-06-30,512800.SH,True,-0.43292500813393564,11,89,-0.8777809420460997,-0.44485593391216405,-0.43292500813393564,0.22304882587277608,48,a_share,False
rolling_shapley,2021-07-01/2021-12-31,2022-01-01/2022-06-30,518880.SH,True,-0.6432904974220919,59,41,-0.7562267887499546,-0.1129362913278628,-0.6432904974220919,0.11876878592886402,49,commodity,False
rolling_shapley,2021-07-01/2021-12-31,2022-01-01/2022-06-30,159201.SZ,False,,0,100,,-0.49247768480689685,,,,a_share,False
rolling_shapley,2021-07-01/2021-12-31,2022-01-01/2022-06-30,159206.SZ,False,,0,100,,-0.49247768480689685,,,,a_share,False
rolling_shapley,2021-07-01/2021-12-31,2022-01-01/2022-06-30,159209.SZ,False,,0,100,,-0.49247768480689685,,,,a_share,False
rolling_shapley,2021-07-01/2021-12-31,2022-01-01/2022-06-30,159326.SZ,False,,0,100,,-0.49247768480689685,,,,a_share,False
rolling_shapley,2021-07-01/2021-12-31,2022-01-01/2022-06-30,159329.SZ,False,,0,100,,-0.49247768480689685,,,,global,False
rolling_shapley,2021-07-01/2021-12-31,2022-01-01/2022-06-30,159509.SZ,False,,0,100,,-0.49247768480689685,,,,global,False
rolling_shapley,2021-07-01/2021-12-31,2022-01-01/2022-06-30,159518.SZ,False,,0,100,,-0.49247768480689685,,,,global,False
rolling_shapley,2021-07-01/2021-12-31,2022-01-01/2022-06-30,159529.SZ,False,,0,100,,-0.49247768480689685,,,,global,False
rolling_shapley,2021-07-01/2021-12-31,2022-01-01/2022-06-30,159611.SZ,False,,0,100,,-0.49247768480689685,,,,a_share,False
rolling_shapley,2021-07-01/2021-12-31,2022-01-01/2022-06-30,159687.SZ,False,,0,100,,-0.49247768480689685,,,,global,False
rolling_shapley,2021-07-01/2021-12-31,2022-01-01/2022-06-30,159796.SZ,False,,0,100,,-0.49247768480689685,,,,a_share,False
rolling_shapley,2021-07-01/2021-12-31,2022-01-01/2022-06-30,513070.SH,False,,0,100,,-0.49247768480689685,,,,hong_kong,False
rolling_shapley,2021-07-01/2021-12-31,2022-01-01/2022-06-30,513120.SH,False,,0,100,,-0.49247768480689685,,,,hong_kong,False
rolling_shapley,2021-07-01/2021-12-31,2022-01-01/2022-06-30,513290.SH,False,,0,100,,-0.49247768480689685,,,,global,False
rolling_shapley,2021-07-01/2021-12-31,2022-01-01/2022-06-30,513310.SH,False,,0,100,,-0.49247768480689685,,,,global,False
rolling_shapley,2021-07-01/2021-12-31,2022-01-01/2022-06-30,513400.SH,False,,0,100,,-0.49247768480689685,,,,global,False
rolling_shapley,2021-07-01/2021-12-31,2022-01-01/2022-06-30,513730.SH,False,,0,100,,-0.49247768480689685,,,,global,False
rolling_shapley,2021-07-01/2021-12-31,2022-01-01/2022-06-30,513750.SH,False,,0,100,,-0.49247768480689685,,,,hong_kong,False
rolling_shapley,2021-07-01/2021-12-31,2022-01-01/2022-06-30,520870.SH,False,,0,100,,-0.49247768480689685,,,,global,False
rolling_shapley,2021-07-01/2021-12-31,2022-01-01/2022-06-30,562500.SH,False,,0,100,,-0.49247768480689685,,,,a_share,False
rolling_shapley,2021-07-01/2021-12-31,2022-01-01/2022-06-30,563300.SH,False,,0,100,,-0.49247768480689685,,,,a_share,False
rolling_shapley,2021-07-01/2021-12-31,2022-01-01/2022-06-30,588200.SH,False,,0,100,,-0.49247768480689685,,,,a_share,False
rolling_shapley,2021-07-01/2021-12-31,2022-01-01/2022-06-30,588220.SH,False,,0,100,,-0.49247768480689685,,,,a_share,False
rolling_shapley,2022-01-01/2022-06-30,2022-07-01/2022-12-31,562500.SH,True,0.71265312985514,8,92,0.7210619013193282,0.008408771464188258,0.71265312985514,0.08595088081084086,1,a_share,True
rolling_shapley,2022-01-01/2022-06-30,2022-07-01/2022-12-31,501018.SH,True,0.5208060530944947,69,31,0.2268708983118928,-0.2939351547826019,0.5208060530944947,0.10531875709254533,2,commodity,True
rolling_shapley,2022-01-01/2022-06-30,2022-07-01/2022-12-31,159870.SZ,True,0.3448865066707391,8,92,0.38271660798967944,0.03783010131894033,0.3448865066707391,0.1333775319330256,3,a_share,True
rolling_shapley,2022-01-01/2022-06-30,2022-07-01/2022-12-31,513180.SH,True,0.30513663150306175,52,48,0.2118866049740691,-0.09325002652899265,0.30513663150306175,0.1053440153319653,4,hong_kong,False
rolling_shapley,2022-01-01/2022-06-30,2022-07-01/2022-12-31,515790.SH,True,0.28869107685541345,10,90,0.32524299102247156,0.03655191416705812,0.28869107685541345,0.18913041622063242,5,a_share,True
rolling_shapley,2022-01-01/2022-06-30,2022-07-01/2022-12-31,510210.SH,True,0.25138912480936,6,94,0.30172679917339784,0.05033767436403787,0.25138912480936,0.2085078829426462,6,a_share,False
rolling_shapley,2022-01-01/2022-06-30,2022-07-01/2022-12-31,159796.SZ,True,0.24339295095545638,7,93,0.29177646624117387,0.0483835152857175,0.24339295095545638,0.186272892499978,7,a_share,False
rolling_shapley,2022-01-01/2022-06-30,2022-07-01/2022-12-31,159852.SZ,True,0.22599062709205503,7,93,0.27559230504821064,0.049601677956155596,0.22599062709205503,0.16403286631658573,8,a_share,False
rolling_shapley,2022-01-01/2022-06-30,2022-07-01/2022-12-31,515880.SH,True,0.20205812317413518,7,93,0.25333507640454517,0.051276953230409976,0.20205812317413518,0.1602205742296265,9,a_share,False
rolling_shapley,2022-01-01/2022-06-30,2022-07-01/2022-12-31,510050.SH,True,0.20190213378592708,12,88,0.2430948995842153,0.04119276579828821,0.20190213378592708,0.18398150932422752,10,a_share,False
rolling_shapley,2022-01-01/2022-06-30,2022-07-01/2022-12-31,159611.SZ,True,0.20176281821651995,10,90,0.2470075582474674,0.04524474003094745,0.20176281821651995,0.11855888762346942,11,a_share,False
rolling_shapley,2022-01-01/2022-06-30,2022-07-01/2022-12-31,513500.SH,True,0.19653332061422468,47,53,0.16958368177813854,-0.02694963883608613,0.19653332061422468,0.10782471339781334,12,global,True
rolling_shapley,2022-01-01/2022-06-30,2022-07-01/2022-12-31,159985.SZ,True,0.18769190576556116,67,33,0.12735935075523463,-0.06033255501032653,0.18769190576556116,0.12244340757458382,13,commodity,True
rolling_shapley,2022-01-01/2022-06-30,2022-07-01/2022-12-31,510180.SH,True,0.1742934165064982,8,92,0.2257709650385778,0.0514775485320796,0.1742934165064982,0.20910663806660343,14,a_share,False
rolling_shapley,2022-01-01/2022-06-30,2022-07-01/2022-12-31,515210.SH,True,0.14978112269312566,5,95,0.2077130884110688,0.057931965717943165,0.14978112269312566,0.22532356825711553,15,a_share,False
rolling_shapley,2022-01-01/2022-06-30,2022-07-01/2022-12-31,159928.SZ,True,0.13927472768679866,9,91,0.19216102404758623,0.05288629636078758,0.13927472768679866,0.18276334097571328,16,a_share,False
rolling_shapley,2022-01-01/2022-06-30,2022-07-01/2022-12-31,512170.SH,True,0.1380192521267914,8,92,0.19239873380924755,0.05437948168245614,0.1380192521267914,0.15975940231244987,17,a_share,False
rolling_shapley,2022-01-01/2022-06-30,2022-07-01/2022-12-31,512200.SH,True,0.1120357951651513,7,93,0.16961431135619018,0.05757851619103887,0.1120357951651513,0.3080090127214247,18,a_share,False
rolling_shapley,2022-01-01/2022-06-30,2022-07-01/2022-12-31,159901.SZ,True,0.08598860579426384,6,94,0.14625031129920746,0.060261705504943607,0.08598860579426384,0.23736152729590523,19,a_share,False
rolling_shapley,2022-01-01/2022-06-30,2022-07-01/2022-12-31,159869.SZ,True,0.07160892407071087,5,95,0.13344949971977477,0.06184057564906389,0.07160892407071087,0.24814199513161428,20,a_share,False
rolling_shapley,2022-01-01/2022-06-30,2022-07-01/2022-12-31,160644.SZ,True,0.04519593617357403,72,28,0.07807588398120019,0.03287994780762616,0.04519593617357403,0.12584140227833523,21,global,True
rolling_shapley,2022-01-01/2022-06-30,2022-07-01/2022-12-31,516150.SH,True,0.0364907268641117,10,90,0.09826267603029998,0.06177194916618828,0.0364907268641117,0.16021533430424856,22,a_share,False
rolling_shapley,2022-01-01/2022-06-30,2022-07-01/2022-12-31,515220.SH,True,0.016903092283666377,10,90,0.08063380490789919,0.06373071262423281,0.016903092283666377,0.1734606636799158,23,a_share,False
rolling_shapley,2022-01-01/2022-06-30,2022-07-01/2022-12-31,164824.SZ,True,0.007276231750616882,81,19,0.06680350588521666,0.05952727413459978,0.007276231750616882,0.12349152395376338,24,global,True
rolling_shapley,2022-01-01/2022-06-30,2022-07-01/2022-12-31,512400.SH,True,0.0018890247549026018,9,91,0.06714003437956083,0.06525100962465823,0.0018890247549026018,0.16187607807819165,25,a_share,False
rolling_shapley,2022-01-01/2022-06-30,2022-07-01/2022-12-31,513100.SH,True,-0.02648444196634138,39,61,0.04926551225313121,0.07574995421947259,-0.02648444196634138,0.11025432629113152,26,global,False
rolling_shapley,2022-01-01/2022-06-30,2022-07-01/2022-12-31,518880.SH,True,-0.03268111868515942,72,28,0.05627030862075482,0.08895142730591424,-0.03268111868515942,0.12205994969215743,27,commodity,True
rolling_shapley,2022-01-01/2022-06-30,2022-07-01/2022-12-31,159967.SZ,True,-0.033079181543663766,8,92,0.03498817483242879,0.06806735637609256,-0.033079181543663766,0.1473302385700438,28,a_share,False
rolling_shapley,2022-01-01/2022-06-30,2022-07-01/2022-12-31,513080.SH,True,-0.036189131636224545,51,49,0.047688347350849425,0.08387747898707397,-0.036189131636224545,0.10855426805018212,29,global,True
rolling_shapley,2022-01-01/2022-06-30,2022-07-01/2022-12-31,512660.SH,True,-0.04743906099996511,8,92,0.02177708573263156,0.06921614673259667,-0.04743906099996511,0.20930425948889667,30,a_share,False
rolling_shapley,2022-01-01/2022-06-30,2022-07-01/2022-12-31,159766.SZ,True,-0.054678458998772196,5,95,0.013476485803765875,0.06815494480253807,-0.054678458998772196,0.27947769992288407,31,a_share,False
rolling_shapley,2022-01-01/2022-06-30,2022-07-01/2022-12-31,159949.SZ,True,-0.07586531098900198,11,89,-0.002099104927612311,0.07376620606138967,-0.07586531098900198,0.1582275941581979,32,a_share,False
rolling_shapley,2022-01-01/2022-06-30,2022-07-01/2022-12-31,159915.SZ,True,-0.08731176637000579,9,91,-0.014032685544105798,0.07327908082589998,-0.08731176637000579,0.2212116398736298,33,a_share,False
rolling_shapley,2022-01-01/2022-06-30,2022-07-01/2022-12-31,513030.SH,True,-0.0885179575444826,37,63,0.009654708599575422,0.09817266614405802,-0.0885179575444826,0.1073995092153498,34,global,False
rolling_shapley,2022-01-01/2022-06-30,2022-07-01/2022-12-31,159851.SZ,True,-0.09665982194489911,6,94,-0.025439210775605695,0.07122061116929342,-0.09665982194489911,0.22015159983555438,35,a_share,False
rolling_shapley,2022-01-01/2022-06-30,2022-07-01/2022-12-31,159980.SZ,True,-0.1011275380176217,59,41,0.02395873126537457,0.12508626928299627,-0.1011275380176217,0.10985913175644113,36,commodity,True
rolling_shapley,2022-01-01/2022-06-30,2022-07-01/2022-12-31,513880.SH,True,-0.1177570488113232,73,27,0.0336266186735422,0.1513836674848654,-0.1177570488113232,0.12611776632619967,37,global,False
rolling_shapley,2022-01-01/2022-06-30,2022-07-01/2022-12-31,510500.SH,True,-0.12838591331312219,13,87,-0.04627472272981685,0.08211119058330534,-0.12838591331312219,0.1751939248711744,38,a_share,False
rolling_shapley,2022-01-01/2022-06-30,2022-07-01/2022-12-31,512100.SH,True,-0.13006646179982007,7,93,-0.05554078762123321,0.07452567417858687,-0.13006646179982007,0.13679989026060851,39,a_share,False
rolling_shapley,2022-01-01/2022-06-30,2022-07-01/2022-12-31,588000.SH,True,-0.15462312689730423,9,91,-0.07528602362394739,0.07933710327335683,-0.15462312689730423,0.21265057508438853,40,a_share,False
rolling_shapley,2022-01-01/2022-06-30,2022-07-01/2022-12-31,510880.SH,True,-0.1712298670093952,8,92,-0.0921104557960441,0.07911941121335107,-0.1712298670093952,0.1715658172358536,41,a_share,False
rolling_shapley,2022-01-01/2022-06-30,2022-07-01/2022-12-31,512800.SH,True,-0.17178412257944892,6,94,-0.09605605337208255,0.07572806920736637,-0.17178412257944892,0.15765623294538866,42,a_share,False
rolling_shapley,2022-01-01/2022-06-30,2022-07-01/2022-12-31,512880.SH,True,-0.2024138090942908,11,89,-0.11472726824131935,0.08768654085297145,-0.2024138090942908,0.14787037675956535,43,a_share,False
rolling_shapley,2022-01-01/2022-06-30,2022-07-01/2022-12-31,512890.SH,True,-0.20469998744526255,7,93,-0.12494996647149471,0.07975002097376784,-0.20469998744526255,0.2700646716978528,44,a_share,False
rolling_shapley,2022-01-01/2022-06-30,2022-07-01/2022-12-31,159981.SZ,True,-0.22588612930231444,66,34,-0.011380262110187434,0.214505867192127,-0.22588612930231444,0.10196830011277498,45,commodity,False
rolling_shapley,2022-01-01/2022-06-30,2022-07-01/2022-12-31,510300.SH,True,-0.23391350076754103,9,91,-0.1474402638458629,0.08647323692167815,-0.23391350076754103,0.23270303394680233,46,a_share,False
rolling_shapley,2022-01-01/2022-06-30,2022-07-01/2022-12-31,159865.SZ,True,-0.23565536845335755,8,92,-0.1513819171244895,0.08427345132886806,-0.23565536845335755,0.11224048279362361,47,a_share,False
rolling_shapley,2022-01-01/2022-06-30,2022-07-01/2022-12-31,159920.SZ,True,-0.30513663150306175,48,52,-0.09325002652899265,0.2118866049740691,-0.30513663150306175,0.1053440153319653,48,hong_kong,True
rolling_shapley,2022-01-01/2022-06-30,2022-07-01/2022-12-31,161226.SZ,True,-0.321840717923328,67,33,-0.04078641506209878,0.28105430286122923,-0.321840717923328,0.1034202687514301,49,commodity,False
rolling_shapley,2022-01-01/2022-06-30,2022-07-01/2022-12-31,512040.SH,True,-0.3841264275667256,7,93,-0.29181655578445537,0.09230987178227024,-0.3841264275667256,0.27898888726054133,50,a_share,False
rolling_shapley,2022-01-01/2022-06-30,2022-07-01/2022-12-31,512980.SH,True,-0.44859994574544415,7,93,-0.3517769276906636,0.09682301805478055,-0.44859994574544415,0.22049053494352483,51,a_share,False
rolling_shapley,2022-01-01/2022-06-30,2022-07-01/2022-12-31,159825.SZ,True,-0.6452749292757105,9,91,-0.5217791637882971,0.12349576548741341,-0.6452749292757105,0.2106518052221581,52,a_share,False
rolling_shapley,2022-01-01/2022-06-30,2022-07-01/2022-12-31,513070.SH,True,,100,0,0.06542102185259945,,,,53,hong_kong,True
rolling_shapley,2022-01-01/2022-06-30,2022-07-01/2022-12-31,159201.SZ,False,,0,100,,0.06542102185259945,,,,a_share,False
rolling_shapley,2022-01-01/2022-06-30,2022-07-01/2022-12-31,159206.SZ,False,,0,100,,0.06542102185259945,,,,a_share,False
rolling_shapley,2022-01-01/2022-06-30,2022-07-01/2022-12-31,159209.SZ,False,,0,100,,0.06542102185259945,,,,a_share,False
rolling_shapley,2022-01-01/2022-06-30,2022-07-01/2022-12-31,159326.SZ,False,,0,100,,0.06542102185259945,,,,a_share,False
rolling_shapley,2022-01-01/2022-06-30,2022-07-01/2022-12-31,159329.SZ,False,,0,100,,0.06542102185259945,,,,global,False
rolling_shapley,2022-01-01/2022-06-30,2022-07-01/2022-12-31,159509.SZ,False,,0,100,,0.06542102185259945,,,,global,False
rolling_shapley,2022-01-01/2022-06-30,2022-07-01/2022-12-31,159518.SZ,False,,0,100,,0.06542102185259945,,,,global,False
rolling_shapley,2022-01-01/2022-06-30,2022-07-01/2022-12-31,159529.SZ,False,,0,100,,0.06542102185259945,,,,global,False
rolling_shapley,2022-01-01/2022-06-30,2022-07-01/2022-12-31,159687.SZ,False,,0,100,,0.06542102185259945,,,,global,False
rolling_shapley,2022-01-01/2022-06-30,2022-07-01/2022-12-31,513120.SH,False,,0,100,,0.06542102185259945,,,,hong_kong,False
rolling_shapley,2022-01-01/2022-06-30,2022-07-01/2022-12-31,513290.SH,False,,0,100,,0.06542102185259945,,,,global,False
rolling_shapley,2022-01-01/2022-06-30,2022-07-01/2022-12-31,513310.SH,False,,0,100,,0.06542102185259945,,,,global,False
rolling_shapley,2022-01-01/2022-06-30,2022-07-01/2022-12-31,513400.SH,False,,0,100,,0.06542102185259945,,,,global,False
rolling_shapley,2022-01-01/2022-06-30,2022-07-01/2022-12-31,513730.SH,False,,0,100,,0.06542102185259945,,,,global,False
rolling_shapley,2022-01-01/2022-06-30,2022-07-01/2022-12-31,513750.SH,False,,0,100,,0.06542102185259945,,,,hong_kong,False
rolling_shapley,2022-01-01/2022-06-30,2022-07-01/2022-12-31,520870.SH,False,,0,100,,0.06542102185259945,,,,global,False
rolling_shapley,2022-01-01/2022-06-30,2022-07-01/2022-12-31,563300.SH,False,,0,100,,0.06542102185259945,,,,a_share,False
rolling_shapley,2022-01-01/2022-06-30,2022-07-01/2022-12-31,588200.SH,False,,0,100,,0.06542102185259945,,,,a_share,False
rolling_shapley,2022-01-01/2022-06-30,2022-07-01/2022-12-31,588220.SH,False,,0,100,,0.06542102185259945,,,,a_share,False
rolling_shapley,2022-07-01/2022-12-31,2023-01-01/2023-06-30,159985.SZ,True,0.6522658581184335,64,36,0.4957589998863584,-0.15650685823207508,0.6522658581184335,0.08516265390470086,1,commodity,True
rolling_shapley,2022-07-01/2022-12-31,2023-01-01/2023-06-30,164824.SZ,True,0.6211619836011164,71,29,0.4410802662080461,-0.1800817173930703,0.6211619836011164,0.09969445822874486,2,global,True
rolling_shapley,2022-07-01/2022-12-31,2023-01-01/2023-06-30,159852.SZ,True,0.44496225899583974,5,95,0.6836574370097701,0.23869517801393036,0.44496225899583974,0.25480785303806036,3,a_share,True
rolling_shapley,2022-07-01/2022-12-31,2023-01-01/2023-06-30,515790.SH,True,0.43855305657677235,7,93,0.6687976335801206,0.23024457700334824,0.43855305657677235,0.15194950520293155,4,a_share,True
rolling_shapley,2022-07-01/2022-12-31,2023-01-01/2023-06-30,159967.SZ,True,0.41907685634151126,6,94,0.6548755359247429,0.23579867958323164,0.41907685634151126,0.14194792285311122,5,a_share,True
rolling_shapley,2022-07-01/2022-12-31,2023-01-01/2023-06-30,159766.SZ,True,0.34322240801213344,7,93,0.5801401304150063,0.23691772240287293,0.34322240801213344,0.20847547961678947,6,a_share,False
rolling_shapley,2022-07-01/2022-12-31,2023-01-01/2023-06-30,159928.SZ,True,0.2968846210509316,12,88,0.5222017574885421,0.2253171364376105,0.2968846210509316,0.14590487882741057,7,a_share,False
rolling_shapley,2022-07-01/2022-12-31,2023-01-01/2023-06-30,515220.SH,True,0.28698073002888047,8,92,0.5249655625902924,0.23798483256141187,0.28698073002888047,0.2120590725776331,8,a_share,False
rolling_shapley,2022-07-01/2022-12-31,2023-01-01/2023-06-30,516150.SH,True,0.2622767012950767,10,90,0.49699232212929134,0.23471562083421466,0.2622767012950767,0.19011492454290632,9,a_share,False
rolling_shapley,2022-07-01/2022-12-31,2023-01-01/2023-06-30,510180.SH,True,0.24597508576677377,6,94,0.49215987158448965,0.24618478581771588,0.24597508576677377,0.24422041353594717,10,a_share,False
rolling_shapley,2022-07-01/2022-12-31,2023-01-01/2023-06-30,512890.SH,True,0.2149752039407384,7,93,0.460870230628609,0.24589502668787058,0.2149752039407384,0.26531546382673465,11,a_share,False
rolling_shapley,2022-07-01/2022-12-31,2023-01-01/2023-06-30,510050.SH,True,0.14505449594194808,5,95,0.398745062108573,0.25369056616662494,0.14505449594194808,0.18636273836250608,12,a_share,False
rolling_shapley,2022-07-01/2022-12-31,2023-01-01/2023-06-30,159611.SZ,True,0.13662420089933355,10,90,0.3839050717731225,0.24728087087378894,0.13662420089933355,0.1407326002014884,13,a_share,False
rolling_shapley,2022-07-01/2022-12-31,2023-01-01/2023-06-30,513180.SH,True,0.12158735202234089,26,74,0.3509179314602545,0.22933057943791363,0.12158735202234089,0.12663474278193154,14,hong_kong,False
rolling_shapley,2022-07-01/2022-12-31,2023-01-01/2023-06-30,160644.SZ,True,0.12032142157519277,64,36,0.3042590027307917,0.18393758115559894,0.12032142157519277,0.106025283960361,15,global,True
rolling_shapley,2022-07-01/2022-12-31,2023-01-01/2023-06-30,510500.SH,True,0.11270388978115342,7,93,0.36575790846019496,0.25305401867904154,0.11270388978115342,0.15660197100790832,16,a_share,False
rolling_shapley,2022-07-01/2022-12-31,2023-01-01/2023-06-30,159870.SZ,True,0.10276984957762628,12,88,0.35138075859203344,0.24861090901440716,0.10276984957762628,0.21419649638107716,17,a_share,False
rolling_shapley,2022-07-01/2022-12-31,2023-01-01/2023-06-30,512200.SH,True,0.09675836623850298,8,92,0.349960987903145,0.253202621664642,0.09675836623850298,0.10064754162497017,18,a_share,False
rolling_shapley,2022-07-01/2022-12-31,2023-01-01/2023-06-30,159980.SZ,True,0.05972705425289124,66,34,0.2812504894097053,0.22152343515681408,0.05972705425289124,0.11342799605584321,19,commodity,True
rolling_shapley,2022-07-01/2022-12-31,2023-01-01/2023-06-30,510300.SH,True,0.042873308666577625,8,92,0.3003867349369737,0.2575134262703961,0.042873308666577625,0.16369545699990415,20,a_share,False
rolling_shapley,2022-07-01/2022-12-31,2023-01-01/2023-06-30,159949.SZ,True,0.03324563488575977,4,96,0.2928591004540517,0.25961346556829196,0.03324563488575977,0.3381547895799387,21,a_share,False
rolling_shapley,2022-07-01/2022-12-31,2023-01-01/2023-06-30,513030.SH,True,0.029666923466188988,44,56,0.27755676810478813,0.24788984463859914,0.029666923466188988,0.10816437060467643,22,global,True
rolling_shapley,2022-07-01/2022-12-31,2023-01-01/2023-06-30,159865.SZ,True,0.02416470282893568,8,92,0.2831748175663431,0.2590101147374074,0.02416470282893568,0.1882930625234321,23,a_share,False
rolling_shapley,2022-07-01/2022-12-31,2023-01-01/2023-06-30,159915.SZ,True,0.020940442310154073,10,90,0.27978968904286095,0.2588492467327069,0.020940442310154073,0.17566816352993933,24,a_share,False
rolling_shapley,2022-07-01/2022-12-31,2023-01-01/2023-06-30,512170.SH,True,0.01536110437425614,8,92,0.275075506988038,0.25971440261378187,0.01536110437425614,0.27672345472556825,25,a_share,False
rolling_shapley,2022-07-01/2022-12-31,2023-01-01/2023-06-30,513100.SH,True,0.004913017349659543,50,50,0.2633997996385521,0.25848678228889255,0.004913017349659543,0.10713201382453476,26,global,True
rolling_shapley,2022-07-01/2022-12-31,2023-01-01/2023-06-30,159851.SZ,True,-0.0013820040904507502,9,91,0.2596856672414121,0.26106767133186287,-0.0013820040904507502,0.19123058706420099,27,a_share,False
rolling_shapley,2022-07-01/2022-12-31,2023-01-01/2023-06-30,510210.SH,True,-0.026775383744915587,6,94,0.23577443024350161,0.2625498139884172,-0.026775383744915587,0.3286972344479643,28,a_share,False
rolling_shapley,2022-07-01/2022-12-31,2023-01-01/2023-06-30,159981.SZ,True,-0.030324969524663153,59,41,0.2485100534586104,0.27883502298327356,-0.030324969524663153,0.11046038698718545,29,commodity,True
rolling_shapley,2022-07-01/2022-12-31,2023-01-01/2023-06-30,513070.SH,True,-0.035447020648380345,40,60,0.2396750785746941,0.27512209922307446,-0.035447020648380345,0.10828255945249277,30,hong_kong,False
rolling_shapley,2022-07-01/2022-12-31,2023-01-01/2023-06-30,512800.SH,True,-0.06581322763772732,16,84,0.20566017974803133,0.27147340738575865,-0.06581322763772732,0.14368068005324375,31,a_share,False
rolling_shapley,2022-07-01/2022-12-31,2023-01-01/2023-06-30,159920.SZ,True,-0.06633744016705481,34,66,0.21716058045346617,0.283498020620521,-0.06633744016705481,0.11222964220649609,32,hong_kong,True
rolling_shapley,2022-07-01/2022-12-31,2023-01-01/2023-06-30,518880.SH,True,-0.08233502335620788,79,21,0.24365293605891866,0.32598795941512654,-0.08233502335620788,0.10263638352825274,33,commodity,True
