method,training_period,holding_period,code,eligible,estimated_contribution,locked,lock_order,rank,group,selected
rolling_sequential_forward,2025-07-01/2025-12-31,2026-01-01/2026-06-30,159869.SZ,True,-1.2619968671392818,False,,57,a_share,False
rolling_sequential_forward,2025-07-01/2025-12-31,2026-01-01/2026-06-30,512660.SH,True,-1.2624569797778082,False,,58,a_share,False
rolling_sequential_forward,2025-07-01/2025-12-31,2026-01-01/2026-06-30,159209.SZ,True,-1.3582781405502449,False,,59,a_share,False
rolling_sequential_forward,2025-07-01/2025-12-31,2026-01-01/2026-06-30,515220.SH,True,-1.5255818570475674,False,,60,a_share,False
rolling_sequential_forward,2025-07-01/2025-12-31,2026-01-01/2026-06-30,159852.SZ,True,-1.6247208648460227,False,,61,a_share,False
rolling_sequential_forward,2025-07-01/2025-12-31,2026-01-01/2026-06-30,512890.SH,True,-1.929681301093998,False,,62,a_share,False
rolling_sequential_forward,2025-07-01/2025-12-31,2026-01-01/2026-06-30,510880.SH,True,-2.170551784484802,False,,63,a_share,False
rolling_sequential_forward,2025-07-01/2025-12-31,2026-01-01/2026-06-30,159928.SZ,True,-2.3105438714529014,False,,64,a_share,False
rolling_sequential_forward,2025-07-01/2025-12-31,2026-01-01/2026-06-30,510180.SH,True,-2.3556770633509254,False,,65,a_share,False
rolling_sequential_forward,2025-07-01/2025-12-31,2026-01-01/2026-06-30,159206.SZ,True,,False,,66,a_share,False
rolling_sequential_forward,2025-07-01/2025-12-31,2026-01-01/2026-06-30,159326.SZ,True,,False,,67,a_share,False
rolling_sequential_forward,2025-07-01/2025-12-31,2026-01-01/2026-06-30,510210.SH,True,,False,,68,a_share,False
rolling_sequential_forward,2025-07-01/2025-12-31,2026-01-01/2026-06-30,510300.SH,True,,False,,69,a_share,False
rolling_sequential_forward,2025-07-01/2025-12-31,2026-01-01/2026-06-30,512200.SH,True,,False,,70,a_share,False
rolling_sequential_forward,2025-07-01/2025-12-31,2026-01-01/2026-06-30,512400.SH,True,,False,,71,a_share,False
rolling_sequential_forward,2025-07-01/2025-12-31,2026-01-01/2026-06-30,520870.SH,False,,False,,,global,False
rolling_sequential_forward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159967.SZ,True,2.1861008804155544,True,2.0,1,a_share,True
rolling_sequential_forward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,513310.SH,True,2.09452292736983,True,3.0,2,global,True
rolling_sequential_forward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,513120.SH,True,2.0378285319511025,True,4.0,3,hong_kong,True
rolling_sequential_forward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,512980.SH,True,1.9978596880972697,True,1.0,4,a_share,True
rolling_sequential_forward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,562500.SH,True,1.7502512172563645,True,5.0,5,a_share,True
rolling_sequential_forward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159985.SZ,True,1.695351508152547,True,6.0,6,commodity,True
rolling_sequential_forward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,513100.SH,True,1.2498452191925713,True,8.0,7,global,True
rolling_sequential_forward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,501018.SH,True,1.2424858242129206,True,7.0,8,commodity,True
rolling_sequential_forward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,160644.SZ,True,0.9751792602108744,True,10.0,9,global,True
rolling_sequential_forward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,161226.SZ,True,0.9641229288466133,True,9.0,10,commodity,True
rolling_sequential_forward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,513070.SH,True,0.6579859661331207,True,11.0,11,hong_kong,True
rolling_sequential_forward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159509.SZ,True,-0.13648049125083728,False,,12,global,True
rolling_sequential_forward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,513880.SH,True,-0.17741496167238746,False,,13,global,False
rolling_sequential_forward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159980.SZ,True,-0.2945261984056189,False,,14,commodity,True
rolling_sequential_forward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,513290.SH,True,-0.33593572120045456,False,,15,global,False
rolling_sequential_forward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,513500.SH,True,-0.36414661930048386,False,,16,global,False
rolling_sequential_forward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,513030.SH,True,-0.3918517892259925,False,,17,global,False
rolling_sequential_forward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,510210.SH,True,-0.3932974221743091,False,,18,a_share,False
rolling_sequential_forward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,164824.SZ,True,-0.4038473455979714,False,,19,global,False
rolling_sequential_forward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,512400.SH,True,-0.4064900787313157,False,,20,a_share,False
rolling_sequential_forward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,513080.SH,True,-0.42170282050138375,False,,21,global,False
rolling_sequential_forward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,513730.SH,True,-0.4585242781604899,False,,22,global,False
rolling_sequential_forward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159687.SZ,True,-0.48083685822061994,False,,23,global,False
rolling_sequential_forward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,513400.SH,True,-0.5301625517491526,False,,24,global,False
rolling_sequential_forward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,520870.SH,True,-0.5321632375831273,False,,25,global,False
rolling_sequential_forward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159529.SZ,True,-0.5581357122765156,False,,26,global,False
rolling_sequential_forward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,588220.SH,True,-0.618656725812343,False,,27,a_share,False
rolling_sequential_forward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,518880.SH,True,-0.6364064852911884,False,,28,commodity,False
rolling_sequential_forward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,513180.SH,True,-0.6594910972765375,False,,29,hong_kong,False
rolling_sequential_forward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,513750.SH,True,-0.9224118479982459,False,,30,hong_kong,False
rolling_sequential_forward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159206.SZ,True,-0.9476641616006767,False,,31,a_share,False
rolling_sequential_forward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159852.SZ,True,-0.9786503196452527,False,,32,a_share,False
rolling_sequential_forward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,512100.SH,True,-0.9924674630837489,False,,33,a_share,False
rolling_sequential_forward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159920.SZ,True,-1.0174201753713024,False,,34,hong_kong,False
rolling_sequential_forward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159981.SZ,True,-1.0652714645734849,False,,35,commodity,False
rolling_sequential_forward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,512880.SH,True,-1.1167608237569309,False,,36,a_share,False
rolling_sequential_forward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,588000.SH,True,-1.134310640387287,False,,37,a_share,False
rolling_sequential_forward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159329.SZ,True,-1.1677292757799786,False,,38,global,False
rolling_sequential_forward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159825.SZ,True,-1.2038614149717028,False,,39,a_share,False
rolling_sequential_forward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159518.SZ,True,-1.2320391224742147,False,,40,global,False
rolling_sequential_forward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159870.SZ,True,-1.2338182785840326,False,,41,a_share,False
rolling_sequential_forward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159326.SZ,True,-1.2525649361967783,False,,42,a_share,False
rolling_sequential_forward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,588200.SH,True,-1.2589349194286448,False,,43,a_share,False
rolling_sequential_forward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,510500.SH,True,-1.3162782357844698,False,,44,a_share,False
rolling_sequential_forward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159915.SZ,True,-1.3807651597147577,False,,45,a_share,False
rolling_sequential_forward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,510180.SH,True,-1.3807651597147577,False,,46,a_share,False
rolling_sequential_forward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,512170.SH,True,-1.3970324722955398,False,,47,a_share,False
rolling_sequential_forward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,510300.SH,True,-1.483356835029731,False,,48,a_share,False
rolling_sequential_forward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,512890.SH,True,-1.4936479181585316,False,,49,a_share,False
rolling_sequential_forward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,515880.SH,True,-1.5122832730235891,False,,50,a_share,False
rolling_sequential_forward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,516150.SH,True,-1.5800282564362802,False,,51,a_share,False
rolling_sequential_forward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159901.SZ,True,-1.6522024949360932,False,,52,a_share,False
rolling_sequential_forward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159928.SZ,True,-1.710799230697218,False,,53,a_share,False
rolling_sequential_forward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,512200.SH,True,-1.7123371317455778,False,,54,a_share,False
rolling_sequential_forward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,510880.SH,True,-1.767877954872183,False,,55,a_share,False
rolling_sequential_forward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,563300.SH,True,-1.7842285623816,False,,56,a_share,False
rolling_sequential_forward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,512800.SH,True,-1.8045448675356135,False,,57,a_share,False
rolling_sequential_forward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,512660.SH,True,-1.9217821700239288,False,,58,a_share,False
rolling_sequential_forward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,515210.SH,True,-2.106924144068337,False,,59,a_share,False
rolling_sequential_forward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159766.SZ,True,-2.1278490906218974,False,,60,a_share,False
rolling_sequential_forward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159869.SZ,True,-2.234742175061883,False,,61,a_share,False
rolling_sequential_forward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,515220.SH,True,-2.288247688391054,False,,62,a_share,False
rolling_sequential_forward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159796.SZ,True,-2.4894054768966054,False,,63,a_share,False
rolling_sequential_forward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,512040.SH,True,-2.8599921830085044,False,,64,a_share,False
rolling_sequential_forward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159201.SZ,True,,False,,65,a_share,False
rolling_sequential_forward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159209.SZ,True,,False,,66,a_share,False
rolling_sequential_forward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159611.SZ,True,,False,,67,a_share,False
rolling_sequential_forward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159851.SZ,True,,False,,68,a_share,False
rolling_sequential_forward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159865.SZ,True,,False,,69,a_share,False
rolling_sequential_forward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159949.SZ,True,,False,,70,a_share,False
rolling_sequential_forward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,510050.SH,True,,False,,71,a_share,False
rolling_sequential_forward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,515790.SH,True,,False,,72,a_share,False
