method,training_period,holding_period,rank,code,group
rolling_sequential_forward,2022-01-01/2022-06-30,2022-07-01/2022-12-31,12,513500.SH,global
rolling_sequential_forward,2022-01-01/2022-06-30,2022-07-01/2022-12-31,13,562500.SH,a_share
rolling_sequential_forward,2022-07-01/2022-12-31,2023-01-01/2023-06-30,1,159851.SZ,a_share
rolling_sequential_forward,2022-07-01/2022-12-31,2023-01-01/2023-06-30,2,159865.SZ,a_share
rolling_sequential_forward,2022-07-01/2022-12-31,2023-01-01/2023-06-30,3,159920.SZ,hong_kong
rolling_sequential_forward,2022-07-01/2022-12-31,2023-01-01/2023-06-30,4,159980.SZ,commodity
rolling_sequential_forward,2022-07-01/2022-12-31,2023-01-01/2023-06-30,5,159981.SZ,commodity
rolling_sequential_forward,2022-07-01/2022-12-31,2023-01-01/2023-06-30,6,159985.SZ,commodity
rolling_sequential_forward,2022-07-01/2022-12-31,2023-01-01/2023-06-30,7,161226.SZ,commodity
rolling_sequential_forward,2022-07-01/2022-12-31,2023-01-01/2023-06-30,8,164824.SZ,global
rolling_sequential_forward,2022-07-01/2022-12-31,2023-01-01/2023-06-30,9,510210.SH,a_share
rolling_sequential_forward,2022-07-01/2022-12-31,2023-01-01/2023-06-30,10,513080.SH,global
rolling_sequential_forward,2022-07-01/2022-12-31,2023-01-01/2023-06-30,11,513100.SH,global
rolling_sequential_forward,2022-07-01/2022-12-31,2023-01-01/2023-06-30,12,513120.SH,hong_kong
rolling_sequential_forward,2022-07-01/2022-12-31,2023-01-01/2023-06-30,13,513290.SH,global
rolling_sequential_forward,2023-01-01/2023-06-30,2023-07-01/2023-12-31,1,159852.SZ,a_share
rolling_sequential_forward,2023-01-01/2023-06-30,2023-07-01/2023-12-31,2,159920.SZ,hong_kong
rolling_sequential_forward,2023-01-01/2023-06-30,2023-07-01/2023-12-31,3,159949.SZ,a_share
rolling_sequential_forward,2023-01-01/2023-06-30,2023-07-01/2023-12-31,4,159981.SZ,commodity
rolling_sequential_forward,2023-01-01/2023-06-30,2023-07-01/2023-12-31,5,159985.SZ,commodity
rolling_sequential_forward,2023-01-01/2023-06-30,2023-07-01/2023-12-31,6,164824.SZ,global
rolling_sequential_forward,2023-01-01/2023-06-30,2023-07-01/2023-12-31,7,501018.SH,commodity
rolling_sequential_forward,2023-01-01/2023-06-30,2023-07-01/2023-12-31,8,510500.SH,a_share
rolling_sequential_forward,2023-01-01/2023-06-30,2023-07-01/2023-12-31,9,513030.SH,global
rolling_sequential_forward,2023-01-01/2023-06-30,2023-07-01/2023-12-31,10,513100.SH,global
rolling_sequential_forward,2023-01-01/2023-06-30,2023-07-01/2023-12-31,11,513180.SH,hong_kong
rolling_sequential_forward,2023-01-01/2023-06-30,2023-07-01/2023-12-31,12,513880.SH,global
rolling_sequential_forward,2023-01-01/2023-06-30,2023-07-01/2023-12-31,13,518880.SH,commodity
rolling_sequential_forward,2023-07-01/2023-12-31,2024-01-01/2024-06-30,1,159865.SZ,a_share
rolling_sequential_forward,2023-07-01/2023-12-31,2024-01-01/2024-06-30,2,159920.SZ,hong_kong
rolling_sequential_forward,2023-07-01/2023-12-31,2024-01-01/2024-06-30,3,159980.SZ,commodity
rolling_sequential_forward,2023-07-01/2023-12-31,2024-01-01/2024-06-30,4,159981.SZ,commodity
rolling_sequential_forward,2023-07-01/2023-12-31,2024-01-01/2024-06-30,5,159985.SZ,commodity
rolling_sequential_forward,2023-07-01/2023-12-31,2024-01-01/2024-06-30,6,164824.SZ,global
rolling_sequential_forward,2023-07-01/2023-12-31,2024-01-01/2024-06-30,7,501018.SH,commodity
rolling_sequential_forward,2023-07-01/2023-12-31,2024-01-01/2024-06-30,8,510500.SH,a_share
rolling_sequential_forward,2023-07-01/2023-12-31,2024-01-01/2024-06-30,9,513030.SH,global
rolling_sequential_forward,2023-07-01/2023-12-31,2024-01-01/2024-06-30,10,513120.SH,hong_kong
rolling_sequential_forward,2023-07-01/2023-12-31,2024-01-01/2024-06-30,11,513310.SH,global
rolling_sequential_forward,2023-07-01/2023-12-31,2024-01-01/2024-06-30,12,513880.SH,global
rolling_sequential_forward,2023-07-01/2023-12-31,2024-01-01/2024-06-30,13,588220.SH,a_share
rolling_sequential_forward,2024-01-01/2024-06-30,2024-07-01/2024-12-31,1,159509.SZ,global
rolling_sequential_forward,2024-01-01/2024-06-30,2024-07-01/2024-12-31,2,159852.SZ,a_share
rolling_sequential_forward,2024-01-01/2024-06-30,2024-07-01/2024-12-31,3,159920.SZ,hong_kong
rolling_sequential_forward,2024-01-01/2024-06-30,2024-07-01/2024-12-31,4,159949.SZ,a_share
rolling_sequential_forward,2024-01-01/2024-06-30,2024-07-01/2024-12-31,5,159985.SZ,commodity
rolling_sequential_forward,2024-01-01/2024-06-30,2024-07-01/2024-12-31,6,160644.SZ,global
rolling_sequential_forward,2024-01-01/2024-06-30,2024-07-01/2024-12-31,7,161226.SZ,commodity
rolling_sequential_forward,2024-01-01/2024-06-30,2024-07-01/2024-12-31,8,164824.SZ,global
rolling_sequential_forward,2024-01-01/2024-06-30,2024-07-01/2024-12-31,9,501018.SH,commodity
rolling_sequential_forward,2024-01-01/2024-06-30,2024-07-01/2024-12-31,10,510300.SH,a_share
rolling_sequential_forward,2024-01-01/2024-06-30,2024-07-01/2024-12-31,11,513100.SH,global
rolling_sequential_forward,2024-01-01/2024-06-30,2024-07-01/2024-12-31,12,513120.SH,hong_kong
rolling_sequential_forward,2024-01-01/2024-06-30,2024-07-01/2024-12-31,13,518880.SH,commodity
rolling_sequential_forward,2024-07-01/2024-12-31,2025-01-01/2025-06-30,1,159851.SZ,a_share
rolling_sequential_forward,2024-07-01/2024-12-31,2025-01-01/2025-06-30,2,159980.SZ,commodity
rolling_sequential_forward,2024-07-01/2024-12-31,2025-01-01/2025-06-30,3,159981.SZ,commodity
rolling_sequential_forward,2024-07-01/2024-12-31,2025-01-01/2025-06-30,4,501018.SH,commodity
rolling_sequential_forward,2024-07-01/2024-12-31,2025-01-01/2025-06-30,5,510050.SH,a_share
rolling_sequential_forward,2024-07-01/2024-12-31,2025-01-01/2025-06-30,6,510500.SH,a_share
rolling_sequential_forward,2024-07-01/2024-12-31,2025-01-01/2025-06-30,7,513070.SH,hong_kong
rolling_sequential_forward,2024-07-01/2024-12-31,2025-01-01/2025-06-30,8,513100.SH,global
rolling_sequential_forward,2024-07-01/2024-12-31,2025-01-01/2025-06-30,9,513120.SH,hong_kong
rolling_sequential_forward,2024-07-01/2024-12-31,2025-01-01/2025-06-30,10,513290.SH,global
rolling_sequential_forward,2024-07-01/2024-12-31,2025-01-01/2025-06-30,11,513400.SH,global
rolling_sequential_forward,2024-07-01/2024-12-31,2025-01-01/2025-06-30,12,513730.SH,global
rolling_sequential_forward,2024-07-01/2024-12-31,2025-01-01/2025-06-30,13,518880.SH,commodity
rolling_sequential_forward,2025-01-01/2025-06-30,2025-07-01/2025-12-31,1,159329.SZ,global
rolling_sequential_forward,2025-01-01/2025-06-30,2025-07-01/2025-12-31,2,159687.SZ,global
rolling_sequential_forward,2025-01-01/2025-06-30,2025-07-01/2025-12-31,3,159869.SZ,a_share
rolling_sequential_forward,2025-01-01/2025-06-30,2025-07-01/2025-12-31,4,159980.SZ,commodity
rolling_sequential_forward,2025-01-01/2025-06-30,2025-07-01/2025-12-31,5,159981.SZ,commodity
rolling_sequential_forward,2025-01-01/2025-06-30,2025-07-01/2025-12-31,6,161226.SZ,commodity
rolling_sequential_forward,2025-01-01/2025-06-30,2025-07-01/2025-12-31,7,512800.SH,a_share
rolling_sequential_forward,2025-01-01/2025-06-30,2025-07-01/2025-12-31,8,512880.SH,a_share
rolling_sequential_forward,2025-01-01/2025-06-30,2025-07-01/2025-12-31,9,513070.SH,hong_kong
rolling_sequential_forward,2025-01-01/2025-06-30,2025-07-01/2025-12-31,10,513400.SH,global
rolling_sequential_forward,2025-01-01/2025-06-30,2025-07-01/2025-12-31,11,513730.SH,global
rolling_sequential_forward,2025-01-01/2025-06-30,2025-07-01/2025-12-31,12,513750.SH,hong_kong
rolling_sequential_forward,2025-01-01/2025-06-30,2025-07-01/2025-12-31,13,518880.SH,commodity
rolling_sequential_forward,2025-07-01/2025-12-31,2026-01-01/2026-06-30,1,159509.SZ,global
rolling_sequential_forward,2025-07-01/2025-12-31,2026-01-01/2026-06-30,2,159766.SZ,a_share
rolling_sequential_forward,2025-07-01/2025-12-31,2026-01-01/2026-06-30,3,159980.SZ,commodity
rolling_sequential_forward,2025-07-01/2025-12-31,2026-01-01/2026-06-30,4,159981.SZ,commodity
rolling_sequential_forward,2025-07-01/2025-12-31,2026-01-01/2026-06-30,5,161226.SZ,commodity
rolling_sequential_forward,2025-07-01/2025-12-31,2026-01-01/2026-06-30,6,512100.SH,a_share
rolling_sequential_forward,2025-07-01/2025-12-31,2026-01-01/2026-06-30,7,513120.SH,hong_kong
rolling_sequential_forward,2025-07-01/2025-12-31,2026-01-01/2026-06-30,8,513290.SH,global
rolling_sequential_forward,2025-07-01/2025-12-31,2026-01-01/2026-06-30,9,513310.SH,global
rolling_sequential_forward,2025-07-01/2025-12-31,2026-01-01/2026-06-30,10,513730.SH,global
rolling_sequential_forward,2025-07-01/2025-12-31,2026-01-01/2026-06-30,11,513750.SH,hong_kong
rolling_sequential_forward,2025-07-01/2025-12-31,2026-01-01/2026-06-30,12,515880.SH,a_share
rolling_sequential_forward,2025-07-01/2025-12-31,2026-01-01/2026-06-30,13,518880.SH,commodity
rolling_sequential_forward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,1,159509.SZ,global
rolling_sequential_forward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,2,159967.SZ,a_share
rolling_sequential_forward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,3,159980.SZ,commodity
rolling_sequential_forward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,4,159985.SZ,commodity
rolling_sequential_forward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,5,160644.SZ,global
rolling_sequential_forward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,6,161226.SZ,commodity
rolling_sequential_forward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,7,501018.SH,commodity
rolling_sequential_forward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,8,512980.SH,a_share
rolling_sequential_forward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,9,513070.SH,hong_kong
rolling_sequential_forward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,10,513100.SH,global
rolling_sequential_forward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,11,513120.SH,hong_kong
rolling_sequential_forward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,12,513310.SH,global
rolling_sequential_forward,2026-01-01/2026-06-30,2026-07-01/2026-07-26,13,562500.SH,a_share
