method,training_period,holding_period,evaluation,codes,sharpe,maximum_within_group_correlation,phase,generation
rolling_evolution_strategy,2021-07-01/2021-12-31,2022-01-01/2022-06-30,1,159901.SZ|159920.SZ|159980.SZ|159985.SZ|501018.SH|512200.SH|513030.SH|513080.SH|513180.SH|513500.SH|513880.SH|516150.SH|518880.SH,-1.3809150180987266,0.9194433972050108,initial_parents,
rolling_evolution_strategy,2021-07-01/2021-12-31,2022-01-01/2022-06-30,2,159825.SZ|159869.SZ|159920.SZ|159949.SZ|159980.SZ|159981.SZ|159985.SZ|160644.SZ|161226.SZ|164824.SZ|513030.SH|513100.SH|513180.SH,-0.09507470222157471,0.9194433972050108,initial_parents,
rolling_evolution_strategy,2021-07-01/2021-12-31,2022-01-01/2022-06-30,3,159920.SZ|159980.SZ|159985.SZ|160644.SZ|161226.SZ|501018.SH|510180.SH|512660.SH|512880.SH|513030.SH|513100.SH|513180.SH|513500.SH,-0.2136423291269693,0.9194433972050108,initial_parents,
rolling_evolution_strategy,2021-07-01/2021-12-31,2022-01-01/2022-06-30,4,159825.SZ|159870.SZ|159920.SZ|159980.SZ|159981.SZ|160644.SZ|161226.SZ|164824.SZ|512040.SH|513080.SH|513180.SH|513880.SH|518880.SH,-0.9191750884189797,0.9194433972050108,initial_parents,
rolling_evolution_strategy,2021-07-01/2021-12-31,2022-01-01/2022-06-30,5,159865.SZ|159920.SZ|159980.SZ|159981.SZ|159985.SZ|164824.SZ|501018.SH|510210.SH|512100.SH|513030.SH|513080.SH|513180.SH|513500.SH,0.4828387088919193,0.9194433972050108,initial_parents,
rolling_evolution_strategy,2021-07-01/2021-12-31,2022-01-01/2022-06-30,6,159870.SZ|159920.SZ|159967.SZ|159981.SZ|159985.SZ|161226.SZ|164824.SZ|510880.SH|513030.SH|513080.SH|513180.SH|513880.SH|518880.SH,-0.8921474599190523,0.9194433972050108,initial_parents,
rolling_evolution_strategy,2021-07-01/2021-12-31,2022-01-01/2022-06-30,7,159920.SZ|159980.SZ|160644.SZ|161226.SZ|164824.SZ|501018.SH|512800.SH|513180.SH|513500.SH|513880.SH|515210.SH|518880.SH|588000.SH,-0.5372583885678947,0.9194433972050108,initial_parents,
rolling_evolution_strategy,2021-07-01/2021-12-31,2022-01-01/2022-06-30,8,159825.SZ|159865.SZ|159920.SZ|159980.SZ|159985.SZ|160644.SZ|161226.SZ|164824.SZ|512400.SH|513030.SH|513180.SH|513880.SH|518880.SH,-2.0844356569807267,0.9194433972050108,initial_parents,
rolling_evolution_strategy,2021-07-01/2021-12-31,2022-01-01/2022-06-30,9,159920.SZ|159980.SZ|159985.SZ|160644.SZ|164824.SZ|501018.SH|510180.SH|512170.SH|513080.SH|513180.SH|513880.SH|516150.SH|518880.SH,-1.512153716437847,0.9194433972050108,initial_parents,
rolling_evolution_strategy,2021-07-01/2021-12-31,2022-01-01/2022-06-30,10,159852.SZ|159920.SZ|159980.SZ|159985.SZ|160644.SZ|161226.SZ|512200.SH|513030.SH|513080.SH|513100.SH|513180.SH|515880.SH|518880.SH,-2.0400869126818373,0.9194433972050108,initial_parents,
rolling_evolution_strategy,2021-07-01/2021-12-31,2022-01-01/2022-06-30,11,159920.SZ|159980.SZ|159985.SZ|160644.SZ|161226.SZ|164824.SZ|501018.SH|512800.SH|513180.SH|513500.SH|513880.SH|515210.SH|588000.SH,0.41482187359281736,0.9194433972050108,offspring,0.0
rolling_evolution_strategy,2021-07-01/2021-12-31,2022-01-01/2022-06-30,12,159825.SZ|159869.SZ|159920.SZ|159949.SZ|159980.SZ|159981.SZ|159985.SZ|160644.SZ|164824.SZ|501018.SH|513030.SH|513100.SH|513180.SH,0.48032521532150646,0.9194433972050108,offspring,0.0
rolling_evolution_strategy,2021-07-01/2021-12-31,2022-01-01/2022-06-30,13,159865.SZ|159920.SZ|159980.SZ|159985.SZ|160644.SZ|161226.SZ|164824.SZ|512400.SH|512880.SH|513030.SH|513180.SH|513880.SH|518880.SH,-1.5149212779608252,0.9194433972050108,offspring,0.0
rolling_evolution_strategy,2021-07-01/2021-12-31,2022-01-01/2022-06-30,14,159825.SZ|159870.SZ|159920.SZ|159980.SZ|159981.SZ|160644.SZ|161226.SZ|164824.SZ|512040.SH|513100.SH|513180.SH|513880.SH|518880.SH,-0.5285483825939724,0.9194433972050108,offspring,0.0
rolling_evolution_strategy,2021-07-01/2021-12-31,2022-01-01/2022-06-30,15,159825.SZ|159865.SZ|159920.SZ|159980.SZ|159981.SZ|159985.SZ|160644.SZ|164824.SZ|512400.SH|513030.SH|513180.SH|513880.SH|518880.SH,-0.6599074176402759,0.9194433972050108,offspring,0.0
rolling_evolution_strategy,2021-07-01/2021-12-31,2022-01-01/2022-06-30,16,159825.SZ|159865.SZ|159920.SZ|159980.SZ|159981.SZ|159985.SZ|160644.SZ|161226.SZ|164824.SZ|512400.SH|513030.SH|513180.SH|513880.SH,-0.17311378713165992,0.9194433972050108,offspring,0.0
rolling_evolution_strategy,2021-07-01/2021-12-31,2022-01-01/2022-06-30,17,159852.SZ|159915.SZ|159920.SZ|159980.SZ|159985.SZ|160644.SZ|161226.SZ|513030.SH|513080.SH|513100.SH|513180.SH|515880.SH|518880.SH,-1.9081655187125928,0.9194433972050108,offspring,0.0
rolling_evolution_strategy,2021-07-01/2021-12-31,2022-01-01/2022-06-30,18,159920.SZ|159980.SZ|159981.SZ|159985.SZ|160644.SZ|164824.SZ|501018.SH|510180.SH|512170.SH|513080.SH|513180.SH|513880.SH|516150.SH,-0.07058330645467559,0.9194433972050108,offspring,0.0
rolling_evolution_strategy,2021-07-01/2021-12-31,2022-01-01/2022-06-30,19,159825.SZ|159870.SZ|159920.SZ|159980.SZ|159981.SZ|161226.SZ|164824.SZ|512040.SH|513080.SH|513100.SH|513180.SH|513880.SH|518880.SH,-0.6140406481329133,0.9194433972050108,offspring,0.0
rolling_evolution_strategy,2021-07-01/2021-12-31,2022-01-01/2022-06-30,20,159865.SZ|159920.SZ|159980.SZ|159981.SZ|159985.SZ|164824.SZ|501018.SH|510210.SH|512100.SH|513030.SH|513180.SH|513500.SH|513880.SH,0.7372363794159442,0.9194433972050108,offspring,0.0
rolling_evolution_strategy,2021-07-01/2021-12-31,2022-01-01/2022-06-30,21,159825.SZ|159869.SZ|159920.SZ|159949.SZ|159980.SZ|159981.SZ|159985.SZ|160644.SZ|164824.SZ|513030.SH|513180.SH|513880.SH|518880.SH,-0.5852396570492703,0.9194433972050108,offspring,0.0
rolling_evolution_strategy,2021-07-01/2021-12-31,2022-01-01/2022-06-30,22,159851.SZ|159901.SZ|159920.SZ|159980.SZ|159985.SZ|501018.SH|512200.SH|513030.SH|513080.SH|513180.SH|513500.SH|513880.SH|518880.SH,-1.132026176907801,0.9194433972050108,offspring,0.0
rolling_evolution_strategy,2021-07-01/2021-12-31,2022-01-01/2022-06-30,23,159825.SZ|159870.SZ|159920.SZ|159980.SZ|159981.SZ|160644.SZ|161226.SZ|512040.SH|513080.SH|513100.SH|513180.SH|513880.SH|518880.SH,-0.5065946844224396,0.9194433972050108,offspring,0.0
rolling_evolution_strategy,2021-07-01/2021-12-31,2022-01-01/2022-06-30,24,159920.SZ|159980.SZ|160644.SZ|161226.SZ|501018.SH|512800.SH|513080.SH|513180.SH|513500.SH|513880.SH|515790.SH|518880.SH|588000.SH,-1.4471149690378173,0.9194433972050108,offspring,0.0
rolling_evolution_strategy,2021-07-01/2021-12-31,2022-01-01/2022-06-30,25,159825.SZ|159865.SZ|159920.SZ|159980.SZ|159981.SZ|160644.SZ|161226.SZ|164824.SZ|512040.SH|513080.SH|513180.SH|513880.SH|518880.SH,-0.8255097160716982,0.9194433972050108,offspring,0.0
rolling_evolution_strategy,2021-07-01/2021-12-31,2022-01-01/2022-06-30,26,159870.SZ|159920.SZ|159928.SZ|159980.SZ|159981.SZ|160644.SZ|161226.SZ|164824.SZ|510180.SH|513080.SH|513180.SH|513880.SH|518880.SH,-2.203292198348002,0.9194433972050108,offspring,0.0
rolling_evolution_strategy,2021-07-01/2021-12-31,2022-01-01/2022-06-30,27,159920.SZ|159980.SZ|159985.SZ|160644.SZ|164824.SZ|501018.SH|510180.SH|512170.SH|513030.SH|513080.SH|513180.SH|516150.SH|518880.SH,-1.0443409828927086,0.9194433972050108,offspring,0.0
rolling_evolution_strategy,2021-07-01/2021-12-31,2022-01-01/2022-06-30,28,159870.SZ|159920.SZ|159980.SZ|159985.SZ|160644.SZ|161226.SZ|501018.SH|510180.SH|512880.SH|513030.SH|513100.SH|513180.SH|513500.SH,-0.9886375763292976,0.9194433972050108,offspring,0.0
rolling_evolution_strategy,2021-07-01/2021-12-31,2022-01-01/2022-06-30,29,159825.SZ|159869.SZ|159920.SZ|159949.SZ|159980.SZ|159981.SZ|159985.SZ|160644.SZ|164824.SZ|501018.SH|513030.SH|513080.SH|513180.SH,0.04241091940445554,0.9194433972050108,offspring,0.0
rolling_evolution_strategy,2021-07-01/2021-12-31,2022-01-01/2022-06-30,30,159920.SZ|159980.SZ|160644.SZ|161226.SZ|164824.SZ|501018.SH|510500.SH|513180.SH|513500.SH|513880.SH|515210.SH|518880.SH|588000.SH,0.3713427295654997,0.9194433972050108,offspring,0.0
rolling_evolution_strategy,2021-07-01/2021-12-31,2022-01-01/2022-06-30,31,159865.SZ|159920.SZ|159980.SZ|159985.SZ|164824.SZ|501018.SH|510210.SH|512100.SH|513030.SH|513080.SH|513180.SH|513500.SH|518880.SH,0.007754846936702967,0.9194433972050108,offspring,1.0
rolling_evolution_strategy,2021-07-01/2021-12-31,2022-01-01/2022-06-30,32,159825.SZ|159865.SZ|159920.SZ|159980.SZ|159981.SZ|159985.SZ|160644.SZ|161226.SZ|164824.SZ|512400.SH|513100.SH|513180.SH|513880.SH,-0.17165859628860008,0.9194433972050108,offspring,1.0
rolling_evolution_strategy,2021-07-01/2021-12-31,2022-01-01/2022-06-30,33,159825.SZ|159869.SZ|159920.SZ|159949.SZ|159980.SZ|159981.SZ|159985.SZ|161226.SZ|164824.SZ|513030.SH|513100.SH|513180.SH|513500.SH,-0.5436443721606377,0.9194433972050108,offspring,1.0
rolling_evolution_strategy,2021-07-01/2021-12-31,2022-01-01/2022-06-30,34,159920.SZ|159980.SZ|159981.SZ|159985.SZ|160644.SZ|161226.SZ|164824.SZ|512170.SH|512400.SH|513030.SH|513180.SH|513880.SH|515210.SH,-1.1404887560098138,0.9194433972050108,offspring,1.0
rolling_evolution_strategy,2021-07-01/2021-12-31,2022-01-01/2022-06-30,35,159825.SZ|159869.SZ|159920.SZ|159949.SZ|159980.SZ|159981.SZ|159985.SZ|161226.SZ|164824.SZ|513030.SH|513100.SH|513180.SH|513880.SH,-0.005057428165296739,0.9194433972050108,offspring,1.0
rolling_evolution_strategy,2021-07-01/2021-12-31,2022-01-01/2022-06-30,36,159865.SZ|159920.SZ|159980.SZ|159981.SZ|159985.SZ|501018.SH|510210.SH|512100.SH|513030.SH|513080.SH|513180.SH|513500.SH|513880.SH,-0.0697947020516197,0.9194433972050108,offspring,1.0
rolling_evolution_strategy,2021-07-01/2021-12-31,2022-01-01/2022-06-30,37,159825.SZ|159869.SZ|159920.SZ|159949.SZ|159980.SZ|159985.SZ|160644.SZ|161226.SZ|164824.SZ|501018.SH|513030.SH|513100.SH|513180.SH,-0.4957861288812617,0.9194433972050108,offspring,1.0
rolling_evolution_strategy,2021-07-01/2021-12-31,2022-01-01/2022-06-30,38,159825.SZ|159869.SZ|159920.SZ|159949.SZ|159980.SZ|159981.SZ|159985.SZ|160644.SZ|501018.SH|513030.SH|513080.SH|513180.SH|513500.SH,-0.019456268383635893,0.9194433972050108,offspring,1.0
rolling_evolution_strategy,2021-07-01/2021-12-31,2022-01-01/2022-06-30,39,159865.SZ|159920.SZ|159980.SZ|159981.SZ|164824.SZ|501018.SH|510210.SH|512100.SH|513030.SH|513180.SH|513500.SH|513880.SH|518880.SH,0.5625361303441381,0.9194433972050108,offspring,1.0
rolling_evolution_strategy,2021-07-01/2021-12-31,2022-01-01/2022-06-30,40,159865.SZ|159920.SZ|159980.SZ|159981.SZ|159985.SZ|164824.SZ|510210.SH|512100.SH|513030.SH|513080.SH|513180.SH|513500.SH|518880.SH,-0.03543974977899221,0.9194433972050108,offspring,1.0
rolling_evolution_strategy,2021-07-01/2021-12-31,2022-01-01/2022-06-30,41,159825.SZ|159852.SZ|159920.SZ|159949.SZ|159980.SZ|159981.SZ|159985.SZ|160644.SZ|164824.SZ|501018.SH|513030.SH|513080.SH|513180.SH,-0.2802281758506468,0.9194433972050108,offspring,1.0
rolling_evolution_strategy,2021-07-01/2021-12-31,2022-01-01/2022-06-30,42,159920.SZ|159980.SZ|159981.SZ|159985.SZ|160644.SZ|164824.SZ|501018.SH|510180.SH|512170.SH|513180.SH|513500.SH|513880.SH|516150.SH,0.3499599450033985,0.9194433972050108,offspring,1.0
