method,training_period,holding_period,rank,code,group
rolling_cross_entropy,2021-07-01/2021-12-31,2022-01-01/2022-06-30,1,159920.SZ,hong_kong
rolling_cross_entropy,2021-07-01/2021-12-31,2022-01-01/2022-06-30,2,159980.SZ,commodity
rolling_cross_entropy,2021-07-01/2021-12-31,2022-01-01/2022-06-30,3,159981.SZ,commodity
rolling_cross_entropy,2021-07-01/2021-12-31,2022-01-01/2022-06-30,4,161226.SZ,commodity
rolling_cross_entropy,2021-07-01/2021-12-31,2022-01-01/2022-06-30,5,164824.SZ,global
rolling_cross_entropy,2021-07-01/2021-12-31,2022-01-01/2022-06-30,6,501018.SH,commodity
rolling_cross_entropy,2021-07-01/2021-12-31,2022-01-01/2022-06-30,7,510880.SH,a_share
rolling_cross_entropy,2021-07-01/2021-12-31,2022-01-01/2022-06-30,8,512200.SH,a_share
rolling_cross_entropy,2021-07-01/2021-12-31,2022-01-01/2022-06-30,9,513030.SH,global
rolling_cross_entropy,2021-07-01/2021-12-31,2022-01-01/2022-06-30,10,513100.SH,global
rolling_cross_entropy,2021-07-01/2021-12-31,2022-01-01/2022-06-30,11,513180.SH,hong_kong
rolling_cross_entropy,2021-07-01/2021-12-31,2022-01-01/2022-06-30,12,513500.SH,global
rolling_cross_entropy,2021-07-01/2021-12-31,2022-01-01/2022-06-30,13,515880.SH,a_share
rolling_cross_entropy,2022-01-01/2022-06-30,2022-07-01/2022-12-31,1,159611.SZ,a_share
rolling_cross_entropy,2022-01-01/2022-06-30,2022-07-01/2022-12-31,2,159949.SZ,a_share
rolling_cross_entropy,2022-01-01/2022-06-30,2022-07-01/2022-12-31,3,159981.SZ,commodity
rolling_cross_entropy,2022-01-01/2022-06-30,2022-07-01/2022-12-31,4,159985.SZ,commodity
rolling_cross_entropy,2022-01-01/2022-06-30,2022-07-01/2022-12-31,5,160644.SZ,global
rolling_cross_entropy,2022-01-01/2022-06-30,2022-07-01/2022-12-31,6,164824.SZ,global
rolling_cross_entropy,2022-01-01/2022-06-30,2022-07-01/2022-12-31,7,501018.SH,commodity
rolling_cross_entropy,2022-01-01/2022-06-30,2022-07-01/2022-12-31,8,513070.SH,hong_kong
rolling_cross_entropy,2022-01-01/2022-06-30,2022-07-01/2022-12-31,9,513080.SH,global
rolling_cross_entropy,2022-01-01/2022-06-30,2022-07-01/2022-12-31,10,513180.SH,hong_kong
rolling_cross_entropy,2022-01-01/2022-06-30,2022-07-01/2022-12-31,11,513500.SH,global
rolling_cross_entropy,2022-01-01/2022-06-30,2022-07-01/2022-12-31,12,515790.SH,a_share
