method,training_period,holding_period,code,eligible,sampling_probability,rank,group,selected
rolling_cross_entropy,2024-07-01/2024-12-31,2025-01-01/2025-06-30,159518.SZ,True,0.004273898618984246,28,global,False
rolling_cross_entropy,2024-07-01/2024-12-31,2025-01-01/2025-06-30,518880.SH,True,0.004273898618984246,29,commodity,False
rolling_cross_entropy,2024-07-01/2024-12-31,2025-01-01/2025-06-30,510880.SH,True,0.004199074572063425,30,a_share,False
rolling_cross_entropy,2024-07-01/2024-12-31,2025-01-01/2025-06-30,513500.SH,True,0.0028969568524540162,31,global,False
rolling_cross_entropy,2024-07-01/2024-12-31,2025-01-01/2025-06-30,513750.SH,True,0.0028708601381084537,32,hong_kong,False
rolling_cross_entropy,2024-07-01/2024-12-31,2025-01-01/2025-06-30,159329.SZ,True,0.0026214466483723835,33,global,False
rolling_cross_entropy,2024-07-01/2024-12-31,2025-01-01/2025-06-30,159967.SZ,True,0.0025466226014515623,34,a_share,False
rolling_cross_entropy,2024-07-01/2024-12-31,2025-01-01/2025-06-30,513080.SH,True,0.0025466226014515623,35,global,False
rolling_cross_entropy,2024-07-01/2024-12-31,2025-01-01/2025-06-30,515790.SH,True,0.0025466226014515623,36,a_share,False
rolling_cross_entropy,2024-07-01/2024-12-31,2025-01-01/2025-06-30,512980.SH,True,0.0023734874646989144,37,a_share,False
rolling_cross_entropy,2024-07-01/2024-12-31,2025-01-01/2025-06-30,588200.SH,True,0.0023734874646989144,38,a_share,False
rolling_cross_entropy,2024-07-01/2024-12-31,2025-01-01/2025-06-30,512660.SH,True,0.002298663417778093,39,a_share,False
rolling_cross_entropy,2024-07-01/2024-12-31,2025-01-01/2025-06-30,512200.SH,True,0.0017985148631764472,40,a_share,False
rolling_cross_entropy,2024-07-01/2024-12-31,2025-01-01/2025-06-30,512400.SH,True,0.0017985148631764472,41,a_share,False
rolling_cross_entropy,2024-07-01/2024-12-31,2025-01-01/2025-06-30,515880.SH,True,0.0017985148631764472,42,a_share,False
rolling_cross_entropy,2024-07-01/2024-12-31,2025-01-01/2025-06-30,159825.SZ,True,0.001723690816255626,43,a_share,False
rolling_cross_entropy,2024-07-01/2024-12-31,2025-01-01/2025-06-30,164824.SZ,True,0.0016336935094150014,44,global,False
rolling_cross_entropy,2024-07-01/2024-12-31,2025-01-01/2025-06-30,516150.SH,True,0.0016336935094150014,45,a_share,False
rolling_cross_entropy,2024-07-01/2024-12-31,2025-01-01/2025-06-30,160644.SZ,True,0.0015505556795029777,46,global,False
rolling_cross_entropy,2024-07-01/2024-12-31,2025-01-01/2025-06-30,510050.SH,True,0.0015505556795029777,47,a_share,False
rolling_cross_entropy,2024-07-01/2024-12-31,2025-01-01/2025-06-30,159611.SZ,True,0.0014757316325821567,48,a_share,False
rolling_cross_entropy,2024-07-01/2024-12-31,2025-01-01/2025-06-30,159796.SZ,True,0.0014757316325821567,49,a_share,False
rolling_cross_entropy,2024-07-01/2024-12-31,2025-01-01/2025-06-30,159851.SZ,True,0.0014757316325821567,50,a_share,False
rolling_cross_entropy,2024-07-01/2024-12-31,2025-01-01/2025-06-30,159865.SZ,True,0.0014757316325821567,51,a_share,False
rolling_cross_entropy,2024-07-01/2024-12-31,2025-01-01/2025-06-30,159869.SZ,True,0.0014757316325821567,52,a_share,False
rolling_cross_entropy,2024-07-01/2024-12-31,2025-01-01/2025-06-30,159901.SZ,True,0.0014757316325821567,53,a_share,False
rolling_cross_entropy,2024-07-01/2024-12-31,2025-01-01/2025-06-30,159920.SZ,True,0.0014757316325821567,54,hong_kong,False
rolling_cross_entropy,2024-07-01/2024-12-31,2025-01-01/2025-06-30,159928.SZ,True,0.0014757316325821567,55,a_share,False
rolling_cross_entropy,2024-07-01/2024-12-31,2025-01-01/2025-06-30,510180.SH,True,0.0014757316325821567,56,a_share,False
rolling_cross_entropy,2024-07-01/2024-12-31,2025-01-01/2025-06-30,510300.SH,True,0.0014757316325821567,57,a_share,False
rolling_cross_entropy,2024-07-01/2024-12-31,2025-01-01/2025-06-30,510500.SH,True,0.0014757316325821567,58,a_share,False
rolling_cross_entropy,2024-07-01/2024-12-31,2025-01-01/2025-06-30,512170.SH,True,0.0014757316325821567,59,a_share,False
rolling_cross_entropy,2024-07-01/2024-12-31,2025-01-01/2025-06-30,512800.SH,True,0.0014757316325821567,60,a_share,False
rolling_cross_entropy,2024-07-01/2024-12-31,2025-01-01/2025-06-30,512890.SH,True,0.0014757316325821567,61,a_share,False
rolling_cross_entropy,2024-07-01/2024-12-31,2025-01-01/2025-06-30,513030.SH,True,0.0014757316325821567,62,global,False
rolling_cross_entropy,2024-07-01/2024-12-31,2025-01-01/2025-06-30,513310.SH,True,0.0014757316325821567,63,global,False
rolling_cross_entropy,2024-07-01/2024-12-31,2025-01-01/2025-06-30,515210.SH,True,0.0014757316325821567,64,a_share,False
rolling_cross_entropy,2024-07-01/2024-12-31,2025-01-01/2025-06-30,515220.SH,True,0.0014757316325821567,65,a_share,False
rolling_cross_entropy,2024-07-01/2024-12-31,2025-01-01/2025-06-30,562500.SH,True,0.0014757316325821567,66,a_share,False
rolling_cross_entropy,2024-07-01/2024-12-31,2025-01-01/2025-06-30,563300.SH,True,0.0014757316325821567,67,a_share,False
rolling_cross_entropy,2024-07-01/2024-12-31,2025-01-01/2025-06-30,588000.SH,True,0.0014757316325821567,68,a_share,False
rolling_cross_entropy,2024-07-01/2024-12-31,2025-01-01/2025-06-30,159201.SZ,False,,,a_share,False
rolling_cross_entropy,2024-07-01/2024-12-31,2025-01-01/2025-06-30,159206.SZ,False,,,a_share,False
rolling_cross_entropy,2024-07-01/2024-12-31,2025-01-01/2025-06-30,159209.SZ,False,,,a_share,False
rolling_cross_entropy,2024-07-01/2024-12-31,2025-01-01/2025-06-30,520870.SH,False,,,global,False
rolling_cross_entropy,2025-01-01/2025-06-30,2025-07-01/2025-12-31,518880.SH,True,0.07188828017374593,1,commodity,True
rolling_cross_entropy,2025-01-01/2025-06-30,2025-07-01/2025-12-31,161226.SZ,True,0.0686929116412595,2,commodity,True
rolling_cross_entropy,2025-01-01/2025-06-30,2025-07-01/2025-12-31,159980.SZ,True,0.06758941165546245,3,commodity,True
rolling_cross_entropy,2025-01-01/2025-06-30,2025-07-01/2025-12-31,513750.SH,True,0.06742434615327904,4,hong_kong,True
rolling_cross_entropy,2025-01-01/2025-06-30,2025-07-01/2025-12-31,159981.SZ,True,0.06145949438154576,5,commodity,True
rolling_cross_entropy,2025-01-01/2025-06-30,2025-07-01/2025-12-31,513500.SH,True,0.05735240370723588,6,global,True
rolling_cross_entropy,2025-01-01/2025-06-30,2025-07-01/2025-12-31,513290.SH,True,0.04829554216387525,7,global,True
rolling_cross_entropy,2025-01-01/2025-06-30,2025-07-01/2025-12-31,513120.SH,True,0.047088683417219106,8,hong_kong,True
rolling_cross_entropy,2025-01-01/2025-06-30,2025-07-01/2025-12-31,513310.SH,True,0.04573758517814694,9,global,True
rolling_cross_entropy,2025-01-01/2025-06-30,2025-07-01/2025-12-31,513880.SH,True,0.042872347650027315,10,global,True
rolling_cross_entropy,2025-01-01/2025-06-30,2025-07-01/2025-12-31,512880.SH,True,0.03521376381479032,11,a_share,True
rolling_cross_entropy,2025-01-01/2025-06-30,2025-07-01/2025-12-31,159920.SZ,True,0.02905015787583129,12,hong_kong,False
rolling_cross_entropy,2025-01-01/2025-06-30,2025-07-01/2025-12-31,515220.SH,True,0.02834472445862643,13,a_share,True
rolling_cross_entropy,2025-01-01/2025-06-30,2025-07-01/2025-12-31,159206.SZ,True,0.026686731865144423,14,a_share,True
rolling_cross_entropy,2025-01-01/2025-06-30,2025-07-01/2025-12-31,159869.SZ,True,0.024751289357547803,15,a_share,False
rolling_cross_entropy,2025-01-01/2025-06-30,2025-07-01/2025-12-31,159949.SZ,True,0.024476978762482494,16,a_share,False
rolling_cross_entropy,2025-01-01/2025-06-30,2025-07-01/2025-12-31,159825.SZ,True,0.023656428834841394,17,a_share,False
rolling_cross_entropy,2025-01-01/2025-06-30,2025-07-01/2025-12-31,159529.SZ,True,0.02318333702537363,18,global,False
rolling_cross_entropy,2025-01-01/2025-06-30,2025-07-01/2025-12-31,159985.SZ,True,0.017792182692899373,19,commodity,False
rolling_cross_entropy,2025-01-01/2025-06-30,2025-07-01/2025-12-31,513030.SH,True,0.015591069053328084,20,global,False
rolling_cross_entropy,2025-01-01/2025-06-30,2025-07-01/2025-12-31,159329.SZ,True,0.015516789577345551,21,global,False
rolling_cross_entropy,2025-01-01/2025-06-30,2025-07-01/2025-12-31,164824.SZ,True,0.014487569067531032,22,global,False
rolling_cross_entropy,2025-01-01/2025-06-30,2025-07-01/2025-12-31,513080.SH,True,0.014330756840456794,23,global,False
rolling_cross_entropy,2025-01-01/2025-06-30,2025-07-01/2025-12-31,512980.SH,True,0.011603484113184069,24,a_share,False
rolling_cross_entropy,2025-01-01/2025-06-30,2025-07-01/2025-12-31,513730.SH,True,0.01061033412596672,25,global,False
rolling_cross_entropy,2025-01-01/2025-06-30,2025-07-01/2025-12-31,516150.SH,True,0.010536054649984188,26,a_share,False
rolling_cross_entropy,2025-01-01/2025-06-30,2025-07-01/2025-12-31,512660.SH,True,0.008296311669320978,27,a_share,False
rolling_cross_entropy,2025-01-01/2025-06-30,2025-07-01/2025-12-31,515210.SH,True,0.005093408579441699,28,a_share,False
rolling_cross_entropy,2025-01-01/2025-06-30,2025-07-01/2025-12-31,159796.SZ,True,0.0042728586518006005,29,a_share,False
rolling_cross_entropy,2025-01-01/2025-06-30,2025-07-01/2025-12-31,512040.SH,True,0.004198579175818068,30,a_share,False
rolling_cross_entropy,2025-01-01/2025-06-30,2025-07-01/2025-12-31,515790.SH,True,0.004198579175818068,31,a_share,False
rolling_cross_entropy,2025-01-01/2025-06-30,2025-07-01/2025-12-31,562500.SH,True,0.004198579175818068,32,a_share,False
rolling_cross_entropy,2025-01-01/2025-06-30,2025-07-01/2025-12-31,588220.SH,True,0.002695548138819457,33,a_share,False
rolling_cross_entropy,2025-01-01/2025-06-30,2025-07-01/2025-12-31,159851.SZ,True,0.002613015387727754,34,a_share,False
rolling_cross_entropy,2025-01-01/2025-06-30,2025-07-01/2025-12-31,159870.SZ,True,0.0025387359117452217,35,a_share,False
rolling_cross_entropy,2025-01-01/2025-06-30,2025-07-01/2025-12-31,159928.SZ,True,0.0025387359117452217,36,a_share,False
rolling_cross_entropy,2025-01-01/2025-06-30,2025-07-01/2025-12-31,159611.SZ,True,0.0022918563761864406,37,a_share,False
rolling_cross_entropy,2025-01-01/2025-06-30,2025-07-01/2025-12-31,512170.SH,True,0.0022918563761864406,38,a_share,False
rolling_cross_entropy,2025-01-01/2025-06-30,2025-07-01/2025-12-31,159509.SZ,True,0.0017924654600866546,39,global,False
rolling_cross_entropy,2025-01-01/2025-06-30,2025-07-01/2025-12-31,159901.SZ,True,0.0017181859841041219,40,a_share,False
rolling_cross_entropy,2025-01-01/2025-06-30,2025-07-01/2025-12-31,510050.SH,True,0.0017181859841041219,41,a_share,False
rolling_cross_entropy,2025-01-01/2025-06-30,2025-07-01/2025-12-31,512890.SH,True,0.0017181859841041219,42,a_share,False
rolling_cross_entropy,2025-01-01/2025-06-30,2025-07-01/2025-12-31,513070.SH,True,0.0017106514267112797,43,hong_kong,False
rolling_cross_entropy,2025-01-01/2025-06-30,2025-07-01/2025-12-31,501018.SH,True,0.001628118675619577,44,commodity,False
rolling_cross_entropy,2025-01-01/2025-06-30,2025-07-01/2025-12-31,512800.SH,True,0.001628118675619577,45,a_share,False
rolling_cross_entropy,2025-01-01/2025-06-30,2025-07-01/2025-12-31,159687.SZ,True,0.0015455859245278739,46,global,False
rolling_cross_entropy,2025-01-01/2025-06-30,2025-07-01/2025-12-31,159766.SZ,True,0.0015455859245278739,47,a_share,False
rolling_cross_entropy,2025-01-01/2025-06-30,2025-07-01/2025-12-31,160644.SZ,True,0.0015455859245278739,48,global,False
rolling_cross_entropy,2025-01-01/2025-06-30,2025-07-01/2025-12-31,512100.SH,True,0.0015455859245278739,49,a_share,False
rolling_cross_entropy,2025-01-01/2025-06-30,2025-07-01/2025-12-31,515880.SH,True,0.0015455859245278739,50,a_share,False
rolling_cross_entropy,2025-01-01/2025-06-30,2025-07-01/2025-12-31,159201.SZ,True,0.0014713064485453412,51,a_share,False
rolling_cross_entropy,2025-01-01/2025-06-30,2025-07-01/2025-12-31,159209.SZ,True,0.0014713064485453412,52,a_share,False
rolling_cross_entropy,2025-01-01/2025-06-30,2025-07-01/2025-12-31,159326.SZ,True,0.0014713064485453412,53,a_share,False
rolling_cross_entropy,2025-01-01/2025-06-30,2025-07-01/2025-12-31,159518.SZ,True,0.0014713064485453412,54,global,False
rolling_cross_entropy,2025-01-01/2025-06-30,2025-07-01/2025-12-31,159852.SZ,True,0.0014713064485453412,55,a_share,False
rolling_cross_entropy,2025-01-01/2025-06-30,2025-07-01/2025-12-31,159865.SZ,True,0.0014713064485453412,56,a_share,False
rolling_cross_entropy,2025-01-01/2025-06-30,2025-07-01/2025-12-31,159915.SZ,True,0.0014713064485453412,57,a_share,False
rolling_cross_entropy,2025-01-01/2025-06-30,2025-07-01/2025-12-31,159967.SZ,True,0.0014713064485453412,58,a_share,False
rolling_cross_entropy,2025-01-01/2025-06-30,2025-07-01/2025-12-31,510180.SH,True,0.0014713064485453412,59,a_share,False
rolling_cross_entropy,2025-01-01/2025-06-30,2025-07-01/2025-12-31,510210.SH,True,0.0014713064485453412,60,a_share,False
rolling_cross_entropy,2025-01-01/2025-06-30,2025-07-01/2025-12-31,510300.SH,True,0.0014713064485453412,61,a_share,False
rolling_cross_entropy,2025-01-01/2025-06-30,2025-07-01/2025-12-31,510500.SH,True,0.0014713064485453412,62,a_share,False
rolling_cross_entropy,2025-01-01/2025-06-30,2025-07-01/2025-12-31,510880.SH,True,0.0014713064485453412,63,a_share,False
rolling_cross_entropy,2025-01-01/2025-06-30,2025-07-01/2025-12-31,512200.SH,True,0.0014713064485453412,64,a_share,False
rolling_cross_entropy,2025-01-01/2025-06-30,2025-07-01/2025-12-31,512400.SH,True,0.0014713064485453412,65,a_share,False
rolling_cross_entropy,2025-01-01/2025-06-30,2025-07-01/2025-12-31,513100.SH,True,0.0014713064485453412,66,global,False
rolling_cross_entropy,2025-01-01/2025-06-30,2025-07-01/2025-12-31,513180.SH,True,0.0014713064485453412,67,hong_kong,False
rolling_cross_entropy,2025-01-01/2025-06-30,2025-07-01/2025-12-31,513400.SH,True,0.0014713064485453412,68,global,False
rolling_cross_entropy,2025-01-01/2025-06-30,2025-07-01/2025-12-31,563300.SH,True,0.0014713064485453412,69,a_share,False
rolling_cross_entropy,2025-01-01/2025-06-30,2025-07-01/2025-12-31,588000.SH,True,0.0014713064485453412,70,a_share,False
rolling_cross_entropy,2025-01-01/2025-06-30,2025-07-01/2025-12-31,588200.SH,True,0.0014713064485453412,71,a_share,False
rolling_cross_entropy,2025-01-01/2025-06-30,2025-07-01/2025-12-31,520870.SH,False,,,global,False
rolling_cross_entropy,2025-07-01/2025-12-31,2026-01-01/2026-06-30,161226.SZ,True,0.07201481723934032,1,commodity,True
rolling_cross_entropy,2025-07-01/2025-12-31,2026-01-01/2026-06-30,518880.SH,True,0.0716579738931833,2,commodity,True
rolling_cross_entropy,2025-07-01/2025-12-31,2026-01-01/2026-06-30,513290.SH,True,0.06120012044601619,3,global,True
rolling_cross_entropy,2025-07-01/2025-12-31,2026-01-01/2026-06-30,513120.SH,True,0.05741041446770284,4,hong_kong,True
rolling_cross_entropy,2025-07-01/2025-12-31,2026-01-01/2026-06-30,501018.SH,True,0.05345564298720609,5,commodity,True
rolling_cross_entropy,2025-07-01/2025-12-31,2026-01-01/2026-06-30,159206.SZ,True,0.05274195629489206,6,a_share,True
rolling_cross_entropy,2025-07-01/2025-12-31,2026-01-01/2026-06-30,159529.SZ,True,0.04721242987286639,7,global,True
rolling_cross_entropy,2025-07-01/2025-12-31,2026-01-01/2026-06-30,159985.SZ,True,0.04335463288619598,8,commodity,True
rolling_cross_entropy,2025-07-01/2025-12-31,2026-01-01/2026-06-30,513750.SH,True,0.04327210013510428,9,hong_kong,True
rolling_cross_entropy,2025-07-01/2025-12-31,2026-01-01/2026-06-30,159329.SZ,True,0.03896048530845051,10,global,True
rolling_cross_entropy,2025-07-01/2025-12-31,2026-01-01/2026-06-30,159920.SZ,True,0.03768794428787489,11,hong_kong,False
rolling_cross_entropy,2025-07-01/2025-12-31,2026-01-01/2026-06-30,159509.SZ,True,0.03189854901351856,12,global,True
rolling_cross_entropy,2025-07-01/2025-12-31,2026-01-01/2026-06-30,512170.SH,True,0.027512654710882264,13,a_share,True
rolling_cross_entropy,2025-07-01/2025-12-31,2026-01-01/2026-06-30,516150.SH,True,0.027512654710882264,14,a_share,True
rolling_cross_entropy,2025-07-01/2025-12-31,2026-01-01/2026-06-30,159980.SZ,True,0.025096481570917272,15,commodity,False
rolling_cross_entropy,2025-07-01/2025-12-31,2026-01-01/2026-06-30,513030.SH,True,0.02454786038078665,16,global,False
rolling_cross_entropy,2025-07-01/2025-12-31,2026-01-01/2026-06-30,513730.SH,True,0.02454786038078665,17,global,False
rolling_cross_entropy,2025-07-01/2025-12-31,2026-01-01/2026-06-30,159981.SZ,True,0.022878302089110472,18,commodity,False
rolling_cross_entropy,2025-07-01/2025-12-31,2026-01-01/2026-06-30,513100.SH,True,0.01895024295040392,19,global,False
rolling_cross_entropy,2025-07-01/2025-12-31,2026-01-01/2026-06-30,159796.SZ,True,0.01784276743201171,20,a_share,False
rolling_cross_entropy,2025-07-01/2025-12-31,2026-01-01/2026-06-30,588220.SH,True,0.01784276743201171,21,a_share,False
rolling_cross_entropy,2025-07-01/2025-12-31,2026-01-01/2026-06-30,159201.SZ,True,0.014372570803794013,22,a_share,False
rolling_cross_entropy,2025-07-01/2025-12-31,2026-01-01/2026-06-30,159518.SZ,True,0.013822753491882582,23,global,False
rolling_cross_entropy,2025-07-01/2025-12-31,2026-01-01/2026-06-30,513500.SH,True,0.011711683854306213,24,global,False
rolling_cross_entropy,2025-07-01/2025-12-31,2026-01-01/2026-06-30,512100.SH,True,0.011518709888551797,25,a_share,False
rolling_cross_entropy,2025-07-01/2025-12-31,2026-01-01/2026-06-30,515790.SH,True,0.011390524842764899,26,a_share,False
rolling_cross_entropy,2025-07-01/2025-12-31,2026-01-01/2026-06-30,159611.SZ,True,0.010566396935788154,27,a_share,False
rolling_cross_entropy,2025-07-01/2025-12-31,2026-01-01/2026-06-30,159915.SZ,True,0.010566396935788154,28,a_share,False
rolling_cross_entropy,2025-07-01/2025-12-31,2026-01-01/2026-06-30,513880.SH,True,0.009393245420455911,29,global,False
rolling_cross_entropy,2025-07-01/2025-12-31,2026-01-01/2026-06-30,513070.SH,True,0.006902792804508387,30,hong_kong,False
rolling_cross_entropy,2025-07-01/2025-12-31,2026-01-01/2026-06-30,512880.SH,True,0.005281661712884921,31,a_share,False
rolling_cross_entropy,2025-07-01/2025-12-31,2026-01-01/2026-06-30,164824.SZ,True,0.005109061653308673,32,global,False
rolling_cross_entropy,2025-07-01/2025-12-31,2026-01-01/2026-06-30,510300.SH,True,0.005034782177326141,33,a_share,False
rolling_cross_entropy,2025-07-01/2025-12-31,2026-01-01/2026-06-30,563300.SH,True,0.005034782177326141,34,a_share,False
rolling_cross_entropy,2025-07-01/2025-12-31,2026-01-01/2026-06-30,159687.SZ,True,0.004210654270349397,35,global,False
rolling_cross_entropy,2025-07-01/2025-12-31,2026-01-01/2026-06-30,510210.SH,True,0.0022996157518558073,36,a_share,False
rolling_cross_entropy,2025-07-01/2025-12-31,2026-01-01/2026-06-30,512200.SH,True,0.0022996157518558073,37,a_share,False
rolling_cross_entropy,2025-07-01/2025-12-31,2026-01-01/2026-06-30,512980.SH,True,0.0022996157518558073,38,a_share,False
rolling_cross_entropy,2025-07-01/2025-12-31,2026-01-01/2026-06-30,160644.SZ,True,0.0018791796075120798,39,global,False
rolling_cross_entropy,2025-07-01/2025-12-31,2026-01-01/2026-06-30,159209.SZ,True,0.0017966468564203767,40,a_share,False
rolling_cross_entropy,2025-07-01/2025-12-31,2026-01-01/2026-06-30,512800.SH,True,0.0017966468564203767,41,a_share,False
rolling_cross_entropy,2025-07-01/2025-12-31,2026-01-01/2026-06-30,512040.SH,True,0.0017223673804378438,42,a_share,False
rolling_cross_entropy,2025-07-01/2025-12-31,2026-01-01/2026-06-30,513310.SH,True,0.001632300071953299,43,global,False
rolling_cross_entropy,2025-07-01/2025-12-31,2026-01-01/2026-06-30,159870.SZ,True,0.0015497673208615956,44,a_share,False
rolling_cross_entropy,2025-07-01/2025-12-31,2026-01-01/2026-06-30,512400.SH,True,0.0015497673208615956,45,a_share,False
rolling_cross_entropy,2025-07-01/2025-12-31,2026-01-01/2026-06-30,512890.SH,True,0.0015497673208615956,46,a_share,False
rolling_cross_entropy,2025-07-01/2025-12-31,2026-01-01/2026-06-30,513400.SH,True,0.0015497673208615956,47,global,False
rolling_cross_entropy,2025-07-01/2025-12-31,2026-01-01/2026-06-30,515210.SH,True,0.0015497673208615956,48,a_share,False
rolling_cross_entropy,2025-07-01/2025-12-31,2026-01-01/2026-06-30,588000.SH,True,0.0015497673208615956,49,a_share,False
rolling_cross_entropy,2025-07-01/2025-12-31,2026-01-01/2026-06-30,159326.SZ,True,0.001475487844879063,50,a_share,False
rolling_cross_entropy,2025-07-01/2025-12-31,2026-01-01/2026-06-30,159766.SZ,True,0.001475487844879063,51,a_share,False
rolling_cross_entropy,2025-07-01/2025-12-31,2026-01-01/2026-06-30,159825.SZ,True,0.001475487844879063,52,a_share,False
rolling_cross_entropy,2025-07-01/2025-12-31,2026-01-01/2026-06-30,159851.SZ,True,0.001475487844879063,53,a_share,False
rolling_cross_entropy,2025-07-01/2025-12-31,2026-01-01/2026-06-30,159852.SZ,True,0.001475487844879063,54,a_share,False
rolling_cross_entropy,2025-07-01/2025-12-31,2026-01-01/2026-06-30,159865.SZ,True,0.001475487844879063,55,a_share,False
rolling_cross_entropy,2025-07-01/2025-12-31,2026-01-01/2026-06-30,159869.SZ,True,0.001475487844879063,56,a_share,False
rolling_cross_entropy,2025-07-01/2025-12-31,2026-01-01/2026-06-30,159901.SZ,True,0.001475487844879063,57,a_share,False
rolling_cross_entropy,2025-07-01/2025-12-31,2026-01-01/2026-06-30,159928.SZ,True,0.001475487844879063,58,a_share,False
rolling_cross_entropy,2025-07-01/2025-12-31,2026-01-01/2026-06-30,159949.SZ,True,0.001475487844879063,59,a_share,False
rolling_cross_entropy,2025-07-01/2025-12-31,2026-01-01/2026-06-30,159967.SZ,True,0.001475487844879063,60,a_share,False
rolling_cross_entropy,2025-07-01/2025-12-31,2026-01-01/2026-06-30,510050.SH,True,0.001475487844879063,61,a_share,False
rolling_cross_entropy,2025-07-01/2025-12-31,2026-01-01/2026-06-30,510180.SH,True,0.001475487844879063,62,a_share,False
rolling_cross_entropy,2025-07-01/2025-12-31,2026-01-01/2026-06-30,510500.SH,True,0.001475487844879063,63,a_share,False
rolling_cross_entropy,2025-07-01/2025-12-31,2026-01-01/2026-06-30,510880.SH,True,0.001475487844879063,64,a_share,False
rolling_cross_entropy,2025-07-01/2025-12-31,2026-01-01/2026-06-30,512660.SH,True,0.001475487844879063,65,a_share,False
rolling_cross_entropy,2025-07-01/2025-12-31,2026-01-01/2026-06-30,513080.SH,True,0.001475487844879063,66,global,False
rolling_cross_entropy,2025-07-01/2025-12-31,2026-01-01/2026-06-30,513180.SH,True,0.001475487844879063,67,hong_kong,False
rolling_cross_entropy,2025-07-01/2025-12-31,2026-01-01/2026-06-30,515220.SH,True,0.001475487844879063,68,a_share,False
rolling_cross_entropy,2025-07-01/2025-12-31,2026-01-01/2026-06-30,515880.SH,True,0.001475487844879063,69,a_share,False
rolling_cross_entropy,2025-07-01/2025-12-31,2026-01-01/2026-06-30,562500.SH,True,0.001475487844879063,70,a_share,False
rolling_cross_entropy,2025-07-01/2025-12-31,2026-01-01/2026-06-30,588200.SH,True,0.001475487844879063,71,a_share,False
rolling_cross_entropy,2025-07-01/2025-12-31,2026-01-01/2026-06-30,520870.SH,False,,,global,False
rolling_cross_entropy,2026-01-01/2026-06-30,2026-07-01/2026-07-26,501018.SH,True,0.07176826713421317,1,commodity,True
rolling_cross_entropy,2026-01-01/2026-06-30,2026-07-01/2026-07-26,513500.SH,True,0.0668301227435089,2,global,True
rolling_cross_entropy,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159980.SZ,True,0.05861797811687211,3,commodity,True
rolling_cross_entropy,2026-01-01/2026-06-30,2026-07-01/2026-07-26,513310.SH,True,0.05597184135740017,4,global,True
rolling_cross_entropy,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159985.SZ,True,0.055941058267477424,5,commodity,True
rolling_cross_entropy,2026-01-01/2026-06-30,2026-07-01/2026-07-26,515880.SH,True,0.054178182095477465,6,a_share,True
rolling_cross_entropy,2026-01-01/2026-06-30,2026-07-01/2026-07-26,513750.SH,True,0.05183308949196207,7,hong_kong,True
rolling_cross_entropy,2026-01-01/2026-06-30,2026-07-01/2026-07-26,518880.SH,True,0.046598908870676525,8,commodity,True
rolling_cross_entropy,2026-01-01/2026-06-30,2026-07-01/2026-07-26,513120.SH,True,0.03799321099721157,9,hong_kong,True
rolling_cross_entropy,2026-01-01/2026-06-30,2026-07-01/2026-07-26,161226.SZ,True,0.03771810182690589,10,commodity,False
rolling_cross_entropy,2026-01-01/2026-06-30,2026-07-01/2026-07-26,513180.SH,True,0.03502267896937153,11,hong_kong,False
rolling_cross_entropy,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159509.SZ,True,0.033789667829029285,12,global,True
rolling_cross_entropy,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159915.SZ,True,0.033368390844246934,13,a_share,True
rolling_cross_entropy,2026-01-01/2026-06-30,2026-07-01/2026-07-26,513880.SH,True,0.031547581595692015,14,global,True
rolling_cross_entropy,2026-01-01/2026-06-30,2026-07-01/2026-07-26,588000.SH,True,0.02069524876650562,15,a_share,True
rolling_cross_entropy,2026-01-01/2026-06-30,2026-07-01/2026-07-26,588220.SH,True,0.01985791554323979,16,a_share,False
rolling_cross_entropy,2026-01-01/2026-06-30,2026-07-01/2026-07-26,160644.SZ,True,0.018397292578350977,17,global,False
rolling_cross_entropy,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159981.SZ,True,0.017927303246828178,18,commodity,False
rolling_cross_entropy,2026-01-01/2026-06-30,2026-07-01/2026-07-26,520870.SH,True,0.016353244130792133,19,global,False
rolling_cross_entropy,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159920.SZ,True,0.015995481899261966,20,hong_kong,False
rolling_cross_entropy,2026-01-01/2026-06-30,2026-07-01/2026-07-26,513100.SH,True,0.015167730336208999,21,global,False
rolling_cross_entropy,2026-01-01/2026-06-30,2026-07-01/2026-07-26,512400.SH,True,0.014377818118046623,22,a_share,False
rolling_cross_entropy,2026-01-01/2026-06-30,2026-07-01/2026-07-26,512880.SH,True,0.014204607619873556,23,a_share,False
rolling_cross_entropy,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159518.SZ,True,0.013632841711298953,24,global,False
rolling_cross_entropy,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159529.SZ,True,0.013541801248871208,25,global,False
rolling_cross_entropy,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159201.SZ,True,0.010901627838466583,26,a_share,False
rolling_cross_entropy,2026-01-01/2026-06-30,2026-07-01/2026-07-26,513730.SH,True,0.010827240083364543,27,global,False
rolling_cross_entropy,2026-01-01/2026-06-30,2026-07-01/2026-07-26,512040.SH,True,0.010654029585191474,28,a_share,False
