method,training_period,holding_period,code,eligible,sampling_probability,rank,group,selected
rolling_cross_entropy,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159865.SZ,True,0.010579641830089434,29,a_share,False
rolling_cross_entropy,2026-01-01/2026-06-30,2026-07-01/2026-07-26,516150.SH,True,0.010579641830089434,30,a_share,False
rolling_cross_entropy,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159329.SZ,True,0.00929324633557641,31,global,False
rolling_cross_entropy,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159852.SZ,True,0.005348159630374099,32,a_share,False
rolling_cross_entropy,2026-01-01/2026-06-30,2026-07-01/2026-07-26,513400.SH,True,0.005026173621996948,33,global,False
rolling_cross_entropy,2026-01-01/2026-06-30,2026-07-01/2026-07-26,513070.SH,True,0.0046114485297488765,34,hong_kong,False
rolling_cross_entropy,2026-01-01/2026-06-30,2026-07-01/2026-07-26,510500.SH,True,0.004454407713422347,35,a_share,False
rolling_cross_entropy,2026-01-01/2026-06-30,2026-07-01/2026-07-26,512660.SH,True,0.004454407713422347,36,a_share,False
rolling_cross_entropy,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159967.SZ,True,0.004206809460147237,37,a_share,False
rolling_cross_entropy,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159326.SZ,True,0.002699598818766218,38,a_share,False
rolling_cross_entropy,2026-01-01/2026-06-30,2026-07-01/2026-07-26,563300.SH,True,0.002616945757541728,39,a_share,False
rolling_cross_entropy,2026-01-01/2026-06-30,2026-07-01/2026-07-26,512890.SH,True,0.002369347504266619,40,a_share,False
rolling_cross_entropy,2026-01-01/2026-06-30,2026-07-01/2026-07-26,513290.SH,True,0.002369347504266619,41,global,False
rolling_cross_entropy,2026-01-01/2026-06-30,2026-07-01/2026-07-26,515210.SH,True,0.0022949597491645777,42,a_share,False
rolling_cross_entropy,2026-01-01/2026-06-30,2026-07-01/2026-07-26,164824.SZ,True,0.001797581595692017,43,global,False
rolling_cross_entropy,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159766.SZ,True,0.0017231938405899761,44,a_share,False
rolling_cross_entropy,2026-01-01/2026-06-30,2026-07-01/2026-07-26,512200.SH,True,0.0017231938405899761,45,a_share,False
rolling_cross_entropy,2026-01-01/2026-06-30,2026-07-01/2026-07-26,510180.SH,True,0.0015499833424169075,46,a_share,False
rolling_cross_entropy,2026-01-01/2026-06-30,2026-07-01/2026-07-26,512800.SH,True,0.0015499833424169075,47,a_share,False
rolling_cross_entropy,2026-01-01/2026-06-30,2026-07-01/2026-07-26,515220.SH,True,0.0015499833424169075,48,a_share,False
rolling_cross_entropy,2026-01-01/2026-06-30,2026-07-01/2026-07-26,515790.SH,True,0.0015499833424169075,49,a_share,False
rolling_cross_entropy,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159206.SZ,True,0.0014755955873148666,50,a_share,False
rolling_cross_entropy,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159209.SZ,True,0.0014755955873148666,51,a_share,False
rolling_cross_entropy,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159611.SZ,True,0.0014755955873148666,52,a_share,False
rolling_cross_entropy,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159687.SZ,True,0.0014755955873148666,53,global,False
rolling_cross_entropy,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159796.SZ,True,0.0014755955873148666,54,a_share,False
rolling_cross_entropy,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159825.SZ,True,0.0014755955873148666,55,a_share,False
rolling_cross_entropy,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159851.SZ,True,0.0014755955873148666,56,a_share,False
rolling_cross_entropy,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159869.SZ,True,0.0014755955873148666,57,a_share,False
rolling_cross_entropy,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159870.SZ,True,0.0014755955873148666,58,a_share,False
rolling_cross_entropy,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159901.SZ,True,0.0014755955873148666,59,a_share,False
rolling_cross_entropy,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159928.SZ,True,0.0014755955873148666,60,a_share,False
rolling_cross_entropy,2026-01-01/2026-06-30,2026-07-01/2026-07-26,159949.SZ,True,0.0014755955873148666,61,a_share,False
rolling_cross_entropy,2026-01-01/2026-06-30,2026-07-01/2026-07-26,510050.SH,True,0.0014755955873148666,62,a_share,False
rolling_cross_entropy,2026-01-01/2026-06-30,2026-07-01/2026-07-26,510210.SH,True,0.0014755955873148666,63,a_share,False
rolling_cross_entropy,2026-01-01/2026-06-30,2026-07-01/2026-07-26,510300.SH,True,0.0014755955873148666,64,a_share,False
rolling_cross_entropy,2026-01-01/2026-06-30,2026-07-01/2026-07-26,510880.SH,True,0.0014755955873148666,65,a_share,False
rolling_cross_entropy,2026-01-01/2026-06-30,2026-07-01/2026-07-26,512100.SH,True,0.0014755955873148666,66,a_share,False
rolling_cross_entropy,2026-01-01/2026-06-30,2026-07-01/2026-07-26,512170.SH,True,0.0014755955873148666,67,a_share,False
rolling_cross_entropy,2026-01-01/2026-06-30,2026-07-01/2026-07-26,512980.SH,True,0.0014755955873148666,68,a_share,False
rolling_cross_entropy,2026-01-01/2026-06-30,2026-07-01/2026-07-26,513030.SH,True,0.0014755955873148666,69,global,False
rolling_cross_entropy,2026-01-01/2026-06-30,2026-07-01/2026-07-26,513080.SH,True,0.0014755955873148666,70,global,False
rolling_cross_entropy,2026-01-01/2026-06-30,2026-07-01/2026-07-26,562500.SH,True,0.0014755955873148666,71,a_share,False
rolling_cross_entropy,2026-01-01/2026-06-30,2026-07-01/2026-07-26,588200.SH,True,0.0014755955873148666,72,a_share,False
