tradeDate,netValue
2022-01-04,1.0
2022-01-05,1.0
2022-01-06,1.0
2022-01-07,1.001893
2022-01-10,0.999235
2022-01-11,0.9958069999999998
2022-01-12,1.000524
2022-01-13,1.0007319999999997
2022-01-14,1.004918
2022-01-17,1.00389
2022-01-18,1.009304
2022-01-19,1.007292
2022-01-20,1.012645
2022-01-21,1.0089645200000001
2022-01-24,1.009312114
2022-01-25,0.9968177639999999
2022-01-26,1.005733698
2022-01-27,1.005234942
2022-01-28,1.0079771116
2022-02-07,1.0294602776
2022-02-08,1.0287923888000001
2022-02-09,1.0234076292
2022-02-10,1.029534944
2022-02-11,1.021089
2022-02-14,1.027335
2022-02-15,1.025432
2022-02-16,1.0213769999999998
2022-02-17,1.0203360000000001
2022-02-18,1.0224389999999999
2022-02-21,1.022222
2022-02-22,1.029253
2022-02-23,1.028557
2022-02-24,1.042942
2022-02-25,1.032984
2022-02-28,1.035048
2022-03-01,1.036354
2022-03-02,1.0469389999999998
2022-03-03,1.057299
2022-03-04,1.048542
2022-03-07,1.063534
2022-03-08,1.07116
2022-03-09,1.07292
2022-03-10,1.054039
2022-03-11,1.038839
2022-03-14,1.034385
2022-03-15,1.0265170000000001
2022-03-16,1.032341
2022-03-17,1.0308370000000002
2022-03-18,1.038441
2022-03-21,1.038734
2022-03-22,1.043125
2022-03-23,1.042316
2022-03-24,1.0457070000000002
2022-03-25,1.0419631049
2022-03-28,1.0385379434000002
2022-03-29,1.0400985894
2022-03-30,1.038674857
2022-03-31,1.0377724549
2022-04-01,1.0310598425
2022-04-06,1.0309306315
2022-04-07,1.0267963095
2022-04-08,1.0254348778999998
2022-04-11,1.0197288579
2022-04-12,1.0161552460999999
2022-04-13,1.0143934143
2022-04-14,1.0169253000999998
2022-04-15,1.0106831144
2022-04-18,1.0048876783999998
2022-04-19,1.0077787363999997
2022-04-20,1.0088417976
2022-04-21,1.0129131331999999
2022-04-22,1.005868
2022-04-25,0.9853419999999999
2022-04-26,0.9994279999999999
2022-04-27,1.0038179999999999
2022-04-28,1.0086149999999998
2022-04-29,1.009615
2022-05-05,1.007649
2022-05-06,0.996594
2022-05-09,0.9903379999999998
2022-05-10,0.9846829999999999
2022-05-11,0.9834099999999999
2022-05-12,0.9787809999999999
2022-05-13,0.9875279999999999
2022-05-16,0.9920739999999998
2022-05-17,0.9977459999999998
2022-05-18,0.9937459999999998
2022-05-19,0.9906419999999998
2022-05-20,0.9945058475999998
2022-05-23,0.9938315787999998
2022-05-24,0.9869305431999998
2022-05-25,0.9905529779999998
2022-05-26,0.9916666775999998
2022-05-27,0.9981789999999997
2022-05-30,0.9991669999999998
2022-05-31,1.0047149999999998
2022-06-01,0.9996029999999997
2022-06-02,0.9982392635999998
2022-06-06,1.0082896231999998
2022-06-07,1.0082665151999999
2022-06-08,1.0147517667999997
2022-06-09,1.0131463207999998
2022-06-10,1.0168139999999999
2022-06-13,1.0131519999999998
2022-06-14,1.015539
2022-06-15,1.0113819999999998
2022-06-16,1.008479
2022-06-17,1.010038
2022-06-20,1.0054119999999998
2022-06-21,1.0065829999999998
2022-06-22,0.997395
2022-06-23,1.0054729999999998
2022-06-24,1.0109629999999998
2022-06-27,1.0173109999999999
2022-06-28,1.022892
2022-06-29,1.010978
2022-06-30,1.01412
2022-07-01,1.01412
2022-07-04,1.01714765497371
2022-07-05,1.0171191785413072
2022-07-06,1.012878224144138
2022-07-07,1.0178209191969536
2022-07-08,1.0145373255747188
2022-07-11,1.002604981164519
2022-07-12,0.999114719020507
2022-07-13,1.0032173817934738
2022-07-14,1.0072749587463303
2022-07-15,1.0026329440041233
2022-07-18,1.0149967096196788
2022-07-19,1.011150406031122
2022-07-20,1.0234449853065113
2022-07-21,1.0211963543987648
2022-07-22,1.0250330703793378
2022-07-25,1.0193364593378145
2022-07-26,1.0262306866110533
2022-07-27,1.0315125294648901
2022-07-28,1.0373915475145894
2022-07-29,1.0433168796339496
2022-08-01,1.049419694779517
2022-08-02,1.0492890351443034
2022-08-03,1.0467098839809414
2022-08-04,1.0494502719590189
2022-08-05,1.0505727689892803
2022-08-08,1.0493640811206464
2022-08-09,1.050077074848766
2022-08-10,1.048623689810105
2022-08-11,1.0567515494931508
2022-08-12,1.0575397364614494
2022-08-15,1.061709030323282
2022-08-16,1.0643610030468096
2022-08-17,1.0661378648989346
2022-08-18,1.060289820257954
2022-08-19,1.0595981749044006
2022-08-22,1.0487239235977142
2022-08-23,1.042609503085524
2022-08-24,1.045044238055985
2022-08-25,1.0550620630989866
2022-08-26,1.049365042810449
2022-08-29,1.0362993689351019
2022-08-30,1.0390164713275971
2022-08-31,1.0304571774213984
2022-09-01,1.0214457103131331
2022-09-02,1.025814660578667
2022-09-05,1.0302000311687372
2022-09-06,1.0271103382530058
2022-09-07,1.0241721806382769
2022-09-08,1.0207977233985153
2022-09-09,1.029544056208024
2022-09-13,1.0465210949974575
2022-09-14,1.040593928995851
2022-09-15,1.0333487109801602
2022-09-16,1.027506974275763
2022-09-19,1.0281090474179986
2022-09-20,1.0314082455149807
2022-09-21,1.0325096732397132
2022-09-22,1.0303220730218932
2022-09-23,1.0249298571432865
2022-09-26,1.0136125092939596
2022-09-27,1.0186853823234747
2022-09-28,1.0153251632999145
2022-09-29,1.023534511955537
2022-09-30,1.014797332285015
2022-10-10,1.0203654918352545
2022-10-11,1.0158306199750686
2022-10-12,1.020800774444844
2022-10-13,1.0187697946052408
2022-10-14,1.0241854018390353
2022-10-17,1.0149987013427224
2022-10-18,1.0149376804161445
2022-10-19,1.0109662351113617
2022-10-20,1.0119425699366091
2022-10-21,1.0099115900970057
2022-10-24,1.0175748014597557
2022-10-25,1.0219286445710936
2022-10-26,1.0259824681267566
2022-10-27,1.0261675649373765
2022-10-28,1.0175418094787856
2022-10-31,1.0269003937210837
2022-11-01,1.0320842353396116
2022-11-02,1.0329954112058468
2022-11-03,1.0287721935580032
2022-11-04,1.0283746715113926
2022-11-07,1.0342669180843618
2022-11-08,1.0392963580455632
2022-11-09,1.0412287239997549
2022-11-10,1.0337407069716598
2022-11-11,1.0482327319879696
2022-11-14,1.0415845020372996
2022-11-15,1.0380229139560322
2022-11-16,1.0415611106821117
2022-11-17,1.0370211537447107
2022-11-18,1.0260506081614351
2022-11-21,1.021519804363021
2022-11-22,1.0181677214630047
2022-11-23,1.023258900770493
2022-11-24,1.0273310306041294
2022-11-25,1.0277854127637378
2022-11-28,1.0249190360989733
2022-11-29,1.0313828811498331
2022-11-30,1.0319291709950222
2022-12-01,1.0439832448312338
2022-12-02,1.0413179719865493
2022-12-05,1.045529001314518
2022-12-06,1.0393591180685489
2022-12-07,1.0355583206325842
2022-12-08,1.037892367819742
2022-12-09,1.0406438847944095
2022-12-12,1.0323196133937316
2022-12-13,1.031993373145906
2022-12-14,1.0299805083853728
2022-12-15,1.0273116686641264
2022-12-16,1.0298200386037042
2022-12-19,1.0243387626827574
2022-12-20,1.0199488907823369
2022-12-21,1.022857045424483
2022-12-22,1.0312010754011867
2022-12-23,1.0293091256406988
2022-12-26,1.0328941050771543
2022-12-27,1.040501380590541
2022-12-28,1.0394223272055538
2022-12-29,1.0399684644984268
2022-12-30,1.0458854603456036
2023-01-03,1.0458854603456036
2023-01-04,1.0458854603456036
2023-01-05,1.0458854603456036
2023-01-06,1.0430396060080034
2023-01-09,1.0507069923177967
2023-01-10,1.0474260496286927
2023-01-11,1.0551760608898535
2023-01-12,1.057443540567883
2023-01-13,1.0672970199327234
2023-01-16,1.0689959186226323
2023-01-17,1.071262858623764
2023-01-18,1.068576771657315
2023-01-19,1.0689425784641546
2023-01-20,1.0790359567605767
2023-01-30,1.0901624262005079
2023-01-31,1.082826517599089
2023-02-01,1.1042978997427697
2023-02-02,1.110086093443458
2023-02-03,1.1019072691435554
2023-02-06,1.0862736473043
2023-02-07,1.0852706431478285
2023-02-08,1.083868385813381
2023-02-09,1.0901358272414805
2023-02-10,1.0829551249047202
2023-02-13,1.0835559661252765
2023-02-14,1.0906092704091745
2023-02-15,1.087646442359095
2023-02-16,1.083236183612708
2023-02-17,1.078670801017436
2023-02-20,1.085115278745288
2023-02-21,1.0882114017596318
2023-02-22,1.077193144231324
2023-02-23,1.0774703014727791
2023-02-24,1.074689067691289
2023-02-27,1.0741970647631582
2023-02-28,1.0740607740691697
2023-03-01,1.0744817506019226
2023-03-02,1.0693492655868058
2023-03-03,1.0695205483660526
2023-03-06,1.067592596158432
2023-03-07,1.0671998576964004
2023-03-08,1.0586242850096108
2023-03-09,1.0558665983979632
2023-03-10,1.0507501171038063
2023-03-13,1.0606241048182847
2023-03-14,1.0555664756035699
2023-03-15,1.058933038869177
2023-03-16,1.0506599530962752
2023-03-17,1.0612018939911751
2023-03-20,1.0761949210264692
2023-03-21,1.0756443832359563
2023-03-22,1.0715328916072289
2023-03-23,1.0724158778970005
2023-03-24,1.0792701483997895
2023-03-27,1.0776276823424877
2023-03-28,1.0751725241663805
2023-03-29,1.0798967887907618
2023-03-30,1.0844471655443915
2023-03-31,1.0886650342878788
2023-04-03,1.0856643207104153
2023-04-04,1.0906167513141067
2023-04-06,1.0893813028792612
2023-04-07,1.092512177738973
2023-04-10,1.0853767576407498
2023-04-11,1.0904633854940924
2023-04-12,1.0886208995948692
2023-04-13,1.0858675448316213
2023-04-14,1.093165758465987
2023-04-17,1.0950891418275626
2023-04-18,1.0960450811383187
2023-04-19,1.0917454460108378
2023-04-20,1.0931521619550026
2023-04-21,1.0851950653726934
2023-04-24,1.0871791100909687
2023-04-25,1.088834746774696
2023-04-26,1.0846532967042342
2023-04-27,1.0795838898779389
2023-04-28,1.0820615925334978
2023-05-04,1.0910185556158976
2023-05-05,1.0913238947640245
2023-05-08,1.1002019382580657
2023-05-09,1.1012049424145374
2023-05-10,1.102069889690243
2023-05-11,1.1071762397011227
2023-05-12,1.1021538303655192
2023-05-15,1.1080512546702699
2023-05-16,1.1074744765548539
2023-05-17,1.1039333985147504
2023-05-18,1.10946201358927
2023-05-19,1.1106064392400332
2023-05-22,1.112814940181891
2023-05-23,1.116338749084216
2023-05-24,1.1099575425110533
2023-05-25,1.1111874140754472
2023-05-26,1.1036440108978993
2023-05-29,1.120400955347807
2023-05-30,1.124215225782174
2023-05-31,1.1103431551462668
2023-06-01,1.1165592113849907
2023-06-02,1.1267913417622442
2023-06-05,1.1353039180484548
2023-06-06,1.1372959982001334
2023-06-07,1.1442588224099144
2023-06-08,1.1352859840412892
2023-06-09,1.143168526874917
2023-06-12,1.1494409044640348
2023-06-13,1.1629051400134098
