method,training_period,holding_period,code,eligible,excess_elite_frequency,elite_inclusion_rate,overall_inclusion_rate,rank,group,selected
rolling_elite_frequency,2024-01-01/2024-06-30,2024-07-01/2024-12-31,513120.SH,True,-0.030000000000000027,0.48,0.51,49,hong_kong,False
rolling_elite_frequency,2024-01-01/2024-06-30,2024-07-01/2024-12-31,513180.SH,True,-0.030000000000000027,0.36,0.39,50,hong_kong,False
rolling_elite_frequency,2024-01-01/2024-06-30,2024-07-01/2024-12-31,159928.SZ,True,-0.039999999999999994,0.08,0.12,51,a_share,False
rolling_elite_frequency,2024-01-01/2024-06-30,2024-07-01/2024-12-31,159865.SZ,True,-0.04,0.0,0.04,52,a_share,False
rolling_elite_frequency,2024-01-01/2024-06-30,2024-07-01/2024-12-31,159967.SZ,True,-0.04,0.04,0.08,53,a_share,False
rolling_elite_frequency,2024-01-01/2024-06-30,2024-07-01/2024-12-31,510050.SH,True,-0.04,0.04,0.08,54,a_share,False
rolling_elite_frequency,2024-01-01/2024-06-30,2024-07-01/2024-12-31,562500.SH,True,-0.04,0.0,0.04,55,a_share,False
rolling_elite_frequency,2024-01-01/2024-06-30,2024-07-01/2024-12-31,513310.SH,True,-0.04999999999999999,0.24,0.29,56,global,False
rolling_elite_frequency,2024-01-01/2024-06-30,2024-07-01/2024-12-31,588000.SH,True,-0.06,0.0,0.06,57,a_share,False
rolling_elite_frequency,2024-01-01/2024-06-30,2024-07-01/2024-12-31,516150.SH,True,-0.07999999999999999,0.04,0.12,58,a_share,False
rolling_elite_frequency,2024-01-01/2024-06-30,2024-07-01/2024-12-31,159518.SZ,True,-0.08000000000000002,0.12,0.2,59,global,False
rolling_elite_frequency,2024-01-01/2024-06-30,2024-07-01/2024-12-31,513730.SH,True,-0.08999999999999997,0.28,0.37,60,global,False
rolling_elite_frequency,2024-01-01/2024-06-30,2024-07-01/2024-12-31,510210.SH,True,-0.09,0.0,0.09,61,a_share,False
rolling_elite_frequency,2024-01-01/2024-06-30,2024-07-01/2024-12-31,513290.SH,True,-0.09,0.16,0.25,62,global,False
rolling_elite_frequency,2024-01-01/2024-06-30,2024-07-01/2024-12-31,515220.SH,True,-0.1,0.0,0.1,63,a_share,False
rolling_elite_frequency,2024-01-01/2024-06-30,2024-07-01/2024-12-31,164824.SZ,True,-0.12,0.2,0.32,64,global,False
rolling_elite_frequency,2024-01-01/2024-06-30,2024-07-01/2024-12-31,159980.SZ,True,-0.17999999999999994,0.56,0.74,65,commodity,False
rolling_elite_frequency,2024-01-01/2024-06-30,2024-07-01/2024-12-31,159981.SZ,True,-0.18999999999999995,0.52,0.71,66,commodity,False
rolling_elite_frequency,2024-01-01/2024-06-30,2024-07-01/2024-12-31,159201.SZ,False,,,,,a_share,False
rolling_elite_frequency,2024-01-01/2024-06-30,2024-07-01/2024-12-31,159206.SZ,False,,,,,a_share,False
rolling_elite_frequency,2024-01-01/2024-06-30,2024-07-01/2024-12-31,159209.SZ,False,,,,,a_share,False
rolling_elite_frequency,2024-01-01/2024-06-30,2024-07-01/2024-12-31,159326.SZ,False,,,,,a_share,False
rolling_elite_frequency,2024-01-01/2024-06-30,2024-07-01/2024-12-31,159329.SZ,False,,,,,global,False
rolling_elite_frequency,2024-01-01/2024-06-30,2024-07-01/2024-12-31,520870.SH,False,,,,,global,False
rolling_elite_frequency,2024-07-01/2024-12-31,2025-01-01/2025-06-30,513730.SH,True,0.2700000000000001,0.56,0.29,1,global,True
rolling_elite_frequency,2024-07-01/2024-12-31,2025-01-01/2025-06-30,159529.SZ,True,0.21,0.44,0.23,2,global,True
rolling_elite_frequency,2024-07-01/2024-12-31,2025-01-01/2025-06-30,159852.SZ,True,0.14,0.28,0.14,3,a_share,True
rolling_elite_frequency,2024-07-01/2024-12-31,2025-01-01/2025-06-30,512880.SH,True,0.13,0.2,0.07,4,a_share,True
rolling_elite_frequency,2024-07-01/2024-12-31,2025-01-01/2025-06-30,513100.SH,True,0.10999999999999999,0.36,0.25,5,global,True
rolling_elite_frequency,2024-07-01/2024-12-31,2025-01-01/2025-06-30,513750.SH,True,0.09999999999999998,0.64,0.54,6,hong_kong,True
rolling_elite_frequency,2024-07-01/2024-12-31,2025-01-01/2025-06-30,513180.SH,True,0.09000000000000002,0.28,0.19,7,hong_kong,True
rolling_elite_frequency,2024-07-01/2024-12-31,2025-01-01/2025-06-30,159851.SZ,True,0.09,0.16,0.07,8,a_share,False
rolling_elite_frequency,2024-07-01/2024-12-31,2025-01-01/2025-06-30,501018.SH,True,0.08000000000000007,0.8,0.72,9,commodity,True
rolling_elite_frequency,2024-07-01/2024-12-31,2025-01-01/2025-06-30,512200.SH,True,0.08,0.16,0.08,10,a_share,True
rolling_elite_frequency,2024-07-01/2024-12-31,2025-01-01/2025-06-30,159326.SZ,True,0.07,0.16,0.09,11,a_share,False
rolling_elite_frequency,2024-07-01/2024-12-31,2025-01-01/2025-06-30,588000.SH,True,0.06,0.12,0.06,12,a_share,False
rolling_elite_frequency,2024-07-01/2024-12-31,2025-01-01/2025-06-30,159981.SZ,True,0.050000000000000044,0.76,0.71,13,commodity,True
rolling_elite_frequency,2024-07-01/2024-12-31,2025-01-01/2025-06-30,510880.SH,True,0.04999999999999999,0.12,0.07,14,a_share,False
rolling_elite_frequency,2024-07-01/2024-12-31,2025-01-01/2025-06-30,512170.SH,True,0.04999999999999999,0.12,0.07,15,a_share,False
rolling_elite_frequency,2024-07-01/2024-12-31,2025-01-01/2025-06-30,513070.SH,True,0.040000000000000036,0.4,0.36,16,hong_kong,False
rolling_elite_frequency,2024-07-01/2024-12-31,2025-01-01/2025-06-30,510300.SH,True,0.04,0.08,0.04,17,a_share,False
rolling_elite_frequency,2024-07-01/2024-12-31,2025-01-01/2025-06-30,513400.SH,True,0.030000000000000027,0.28,0.25,18,global,True
rolling_elite_frequency,2024-07-01/2024-12-31,2025-01-01/2025-06-30,159915.SZ,True,0.03,0.08,0.05,19,a_share,False
rolling_elite_frequency,2024-07-01/2024-12-31,2025-01-01/2025-06-30,512660.SH,True,0.03,0.12,0.09,20,a_share,False
rolling_elite_frequency,2024-07-01/2024-12-31,2025-01-01/2025-06-30,588220.SH,True,0.03,0.16,0.13,21,a_share,False
rolling_elite_frequency,2024-07-01/2024-12-31,2025-01-01/2025-06-30,159870.SZ,True,0.020000000000000004,0.08,0.06,22,a_share,False
rolling_elite_frequency,2024-07-01/2024-12-31,2025-01-01/2025-06-30,159949.SZ,True,0.020000000000000004,0.08,0.06,23,a_share,False
rolling_elite_frequency,2024-07-01/2024-12-31,2025-01-01/2025-06-30,562500.SH,True,0.020000000000000004,0.08,0.06,24,a_share,False
rolling_elite_frequency,2024-07-01/2024-12-31,2025-01-01/2025-06-30,159687.SZ,True,0.01999999999999999,0.24,0.22,25,global,False
rolling_elite_frequency,2024-07-01/2024-12-31,2025-01-01/2025-06-30,518880.SH,True,0.010000000000000009,0.64,0.63,26,commodity,True
rolling_elite_frequency,2024-07-01/2024-12-31,2025-01-01/2025-06-30,588200.SH,True,0.009999999999999995,0.08,0.07,27,a_share,False
rolling_elite_frequency,2024-07-01/2024-12-31,2025-01-01/2025-06-30,513500.SH,True,0.009999999999999981,0.24,0.23,28,global,False
rolling_elite_frequency,2024-07-01/2024-12-31,2025-01-01/2025-06-30,159796.SZ,True,0.0,0.04,0.04,29,a_share,False
rolling_elite_frequency,2024-07-01/2024-12-31,2025-01-01/2025-06-30,161226.SZ,True,0.0,0.64,0.64,30,commodity,True
rolling_elite_frequency,2024-07-01/2024-12-31,2025-01-01/2025-06-30,164824.SZ,True,0.0,0.32,0.32,31,global,False
rolling_elite_frequency,2024-07-01/2024-12-31,2025-01-01/2025-06-30,515880.SH,True,0.0,0.04,0.04,32,a_share,False
rolling_elite_frequency,2024-07-01/2024-12-31,2025-01-01/2025-06-30,160644.SZ,True,-0.009999999999999981,0.2,0.21,33,global,False
rolling_elite_frequency,2024-07-01/2024-12-31,2025-01-01/2025-06-30,512980.SH,True,-0.009999999999999995,0.08,0.09,34,a_share,False
rolling_elite_frequency,2024-07-01/2024-12-31,2025-01-01/2025-06-30,512100.SH,True,-0.01,0.0,0.01,35,a_share,False
rolling_elite_frequency,2024-07-01/2024-12-31,2025-01-01/2025-06-30,515790.SH,True,-0.010000000000000002,0.04,0.05,36,a_share,False
rolling_elite_frequency,2024-07-01/2024-12-31,2025-01-01/2025-06-30,513880.SH,True,-0.010000000000000009,0.24,0.25,37,global,False
rolling_elite_frequency,2024-07-01/2024-12-31,2025-01-01/2025-06-30,159865.SZ,True,-0.020000000000000004,0.08,0.1,38,a_share,False
rolling_elite_frequency,2024-07-01/2024-12-31,2025-01-01/2025-06-30,159928.SZ,True,-0.020000000000000004,0.08,0.1,39,a_share,False
rolling_elite_frequency,2024-07-01/2024-12-31,2025-01-01/2025-06-30,512800.SH,True,-0.020000000000000004,0.08,0.1,40,a_share,False
rolling_elite_frequency,2024-07-01/2024-12-31,2025-01-01/2025-06-30,515210.SH,True,-0.020000000000000004,0.08,0.1,41,a_share,False
rolling_elite_frequency,2024-07-01/2024-12-31,2025-01-01/2025-06-30,510210.SH,True,-0.03,0.0,0.03,42,a_share,False
rolling_elite_frequency,2024-07-01/2024-12-31,2025-01-01/2025-06-30,512400.SH,True,-0.030000000000000006,0.04,0.07,43,a_share,False
rolling_elite_frequency,2024-07-01/2024-12-31,2025-01-01/2025-06-30,159611.SZ,True,-0.04,0.04,0.08,44,a_share,False
rolling_elite_frequency,2024-07-01/2024-12-31,2025-01-01/2025-06-30,159901.SZ,True,-0.04,0.0,0.04,45,a_share,False
rolling_elite_frequency,2024-07-01/2024-12-31,2025-01-01/2025-06-30,510050.SH,True,-0.04,0.04,0.08,46,a_share,False
rolling_elite_frequency,2024-07-01/2024-12-31,2025-01-01/2025-06-30,510180.SH,True,-0.04,0.0,0.04,47,a_share,False
rolling_elite_frequency,2024-07-01/2024-12-31,2025-01-01/2025-06-30,512040.SH,True,-0.04,0.0,0.04,48,a_share,False
rolling_elite_frequency,2024-07-01/2024-12-31,2025-01-01/2025-06-30,512890.SH,True,-0.04,0.04,0.08,49,a_share,False
rolling_elite_frequency,2024-07-01/2024-12-31,2025-01-01/2025-06-30,159980.SZ,True,-0.040000000000000036,0.6,0.64,50,commodity,False
rolling_elite_frequency,2024-07-01/2024-12-31,2025-01-01/2025-06-30,159967.SZ,True,-0.049999999999999996,0.04,0.09,51,a_share,False
rolling_elite_frequency,2024-07-01/2024-12-31,2025-01-01/2025-06-30,516150.SH,True,-0.049999999999999996,0.04,0.09,52,a_share,False
rolling_elite_frequency,2024-07-01/2024-12-31,2025-01-01/2025-06-30,159766.SZ,True,-0.05,0.0,0.05,53,a_share,False
rolling_elite_frequency,2024-07-01/2024-12-31,2025-01-01/2025-06-30,563300.SH,True,-0.05,0.0,0.05,54,a_share,False
rolling_elite_frequency,2024-07-01/2024-12-31,2025-01-01/2025-06-30,513120.SH,True,-0.05999999999999994,0.56,0.62,55,hong_kong,False
rolling_elite_frequency,2024-07-01/2024-12-31,2025-01-01/2025-06-30,159518.SZ,True,-0.06,0.16,0.22,56,global,False
rolling_elite_frequency,2024-07-01/2024-12-31,2025-01-01/2025-06-30,513310.SH,True,-0.06,0.2,0.26,57,global,False
rolling_elite_frequency,2024-07-01/2024-12-31,2025-01-01/2025-06-30,510500.SH,True,-0.060000000000000005,0.04,0.1,58,a_share,False
rolling_elite_frequency,2024-07-01/2024-12-31,2025-01-01/2025-06-30,159825.SZ,True,-0.06000000000000001,0.08,0.14,59,a_share,False
rolling_elite_frequency,2024-07-01/2024-12-31,2025-01-01/2025-06-30,159869.SZ,True,-0.07,0.0,0.07,60,a_share,False
rolling_elite_frequency,2024-07-01/2024-12-31,2025-01-01/2025-06-30,515220.SH,True,-0.07,0.04,0.11,61,a_share,False
rolling_elite_frequency,2024-07-01/2024-12-31,2025-01-01/2025-06-30,513290.SH,True,-0.08000000000000002,0.2,0.28,62,global,False
rolling_elite_frequency,2024-07-01/2024-12-31,2025-01-01/2025-06-30,159509.SZ,True,-0.09,0.16,0.25,63,global,False
rolling_elite_frequency,2024-07-01/2024-12-31,2025-01-01/2025-06-30,513080.SH,True,-0.09000000000000001,0.08,0.17,64,global,False
rolling_elite_frequency,2024-07-01/2024-12-31,2025-01-01/2025-06-30,159985.SZ,True,-0.09999999999999998,0.56,0.66,65,commodity,False
rolling_elite_frequency,2024-07-01/2024-12-31,2025-01-01/2025-06-30,159329.SZ,True,-0.10000000000000003,0.24,0.34,66,global,False
rolling_elite_frequency,2024-07-01/2024-12-31,2025-01-01/2025-06-30,513030.SH,True,-0.15000000000000002,0.08,0.23,67,global,False
rolling_elite_frequency,2024-07-01/2024-12-31,2025-01-01/2025-06-30,159920.SZ,True,-0.16999999999999998,0.12,0.29,68,hong_kong,False
rolling_elite_frequency,2024-07-01/2024-12-31,2025-01-01/2025-06-30,159201.SZ,False,,,,,a_share,False
rolling_elite_frequency,2024-07-01/2024-12-31,2025-01-01/2025-06-30,159206.SZ,False,,,,,a_share,False
rolling_elite_frequency,2024-07-01/2024-12-31,2025-01-01/2025-06-30,159209.SZ,False,,,,,a_share,False
rolling_elite_frequency,2024-07-01/2024-12-31,2025-01-01/2025-06-30,520870.SH,False,,,,,global,False
rolling_elite_frequency,2025-01-01/2025-06-30,2025-07-01/2025-12-31,518880.SH,True,0.33999999999999997,1.0,0.66,1,commodity,True
rolling_elite_frequency,2025-01-01/2025-06-30,2025-07-01/2025-12-31,513310.SH,True,0.19,0.44,0.25,2,global,True
rolling_elite_frequency,2025-01-01/2025-06-30,2025-07-01/2025-12-31,159980.SZ,True,0.15000000000000002,0.8,0.65,3,commodity,True
rolling_elite_frequency,2025-01-01/2025-06-30,2025-07-01/2025-12-31,164824.SZ,True,0.14,0.4,0.26,4,global,True
rolling_elite_frequency,2025-01-01/2025-06-30,2025-07-01/2025-12-31,159869.SZ,True,0.13,0.2,0.07,5,a_share,True
rolling_elite_frequency,2025-01-01/2025-06-30,2025-07-01/2025-12-31,159206.SZ,True,0.12000000000000001,0.2,0.08,6,a_share,True
rolling_elite_frequency,2025-01-01/2025-06-30,2025-07-01/2025-12-31,159687.SZ,True,0.10999999999999999,0.36,0.25,7,global,True
rolling_elite_frequency,2025-01-01/2025-06-30,2025-07-01/2025-12-31,513120.SH,True,0.10999999999999999,0.72,0.61,8,hong_kong,True
rolling_elite_frequency,2025-01-01/2025-06-30,2025-07-01/2025-12-31,513070.SH,True,0.09000000000000002,0.4,0.31,9,hong_kong,True
rolling_elite_frequency,2025-01-01/2025-06-30,2025-07-01/2025-12-31,512890.SH,True,0.09,0.16,0.07,10,a_share,True
rolling_elite_frequency,2025-01-01/2025-06-30,2025-07-01/2025-12-31,159529.SZ,True,0.08000000000000002,0.32,0.24,11,global,True
rolling_elite_frequency,2025-01-01/2025-06-30,2025-07-01/2025-12-31,159949.SZ,True,0.07,0.16,0.09,12,a_share,False
rolling_elite_frequency,2025-01-01/2025-06-30,2025-07-01/2025-12-31,159852.SZ,True,0.06999999999999999,0.12,0.05,13,a_share,False
rolling_elite_frequency,2025-01-01/2025-06-30,2025-07-01/2025-12-31,159796.SZ,True,0.06,0.12,0.06,14,a_share,False
rolling_elite_frequency,2025-01-01/2025-06-30,2025-07-01/2025-12-31,159329.SZ,True,0.04999999999999999,0.36,0.31,15,global,False
rolling_elite_frequency,2025-01-01/2025-06-30,2025-07-01/2025-12-31,512800.SH,True,0.04999999999999999,0.12,0.07,16,a_share,False
rolling_elite_frequency,2025-01-01/2025-06-30,2025-07-01/2025-12-31,515210.SH,True,0.039999999999999994,0.12,0.08,17,a_share,False
rolling_elite_frequency,2025-01-01/2025-06-30,2025-07-01/2025-12-31,159611.SZ,True,0.03,0.08,0.05,18,a_share,False
rolling_elite_frequency,2025-01-01/2025-06-30,2025-07-01/2025-12-31,515220.SH,True,0.03,0.08,0.05,19,a_share,False
rolling_elite_frequency,2025-01-01/2025-06-30,2025-07-01/2025-12-31,563300.SH,True,0.03,0.12,0.09,20,a_share,False
rolling_elite_frequency,2025-01-01/2025-06-30,2025-07-01/2025-12-31,161226.SZ,True,0.020000000000000018,0.72,0.7,21,commodity,True
rolling_elite_frequency,2025-01-01/2025-06-30,2025-07-01/2025-12-31,513080.SH,True,0.020000000000000018,0.28,0.26,22,global,False
rolling_elite_frequency,2025-01-01/2025-06-30,2025-07-01/2025-12-31,513500.SH,True,0.020000000000000018,0.2,0.18,23,global,False
rolling_elite_frequency,2025-01-01/2025-06-30,2025-07-01/2025-12-31,512040.SH,True,0.01999999999999999,0.12,0.1,24,a_share,False
rolling_elite_frequency,2025-01-01/2025-06-30,2025-07-01/2025-12-31,562500.SH,True,0.01999999999999999,0.12,0.1,25,a_share,False
rolling_elite_frequency,2025-01-01/2025-06-30,2025-07-01/2025-12-31,159928.SZ,True,0.010000000000000002,0.04,0.03,26,a_share,False
rolling_elite_frequency,2025-01-01/2025-06-30,2025-07-01/2025-12-31,510180.SH,True,0.009999999999999995,0.08,0.07,27,a_share,False
rolling_elite_frequency,2025-01-01/2025-06-30,2025-07-01/2025-12-31,159326.SZ,True,0.0,0.08,0.08,28,a_share,False
rolling_elite_frequency,2025-01-01/2025-06-30,2025-07-01/2025-12-31,159865.SZ,True,0.0,0.08,0.08,29,a_share,False
rolling_elite_frequency,2025-01-01/2025-06-30,2025-07-01/2025-12-31,159901.SZ,True,0.0,0.04,0.04,30,a_share,False
rolling_elite_frequency,2025-01-01/2025-06-30,2025-07-01/2025-12-31,159915.SZ,True,0.0,0.04,0.04,31,a_share,False
rolling_elite_frequency,2025-01-01/2025-06-30,2025-07-01/2025-12-31,512660.SH,True,0.0,0.08,0.08,32,a_share,False
rolling_elite_frequency,2025-01-01/2025-06-30,2025-07-01/2025-12-31,515880.SH,True,0.0,0.08,0.08,33,a_share,False
rolling_elite_frequency,2025-01-01/2025-06-30,2025-07-01/2025-12-31,588200.SH,True,0.0,0.08,0.08,34,a_share,False
rolling_elite_frequency,2025-01-01/2025-06-30,2025-07-01/2025-12-31,513400.SH,True,-0.009999999999999953,0.28,0.29,35,global,False
rolling_elite_frequency,2025-01-01/2025-06-30,2025-07-01/2025-12-31,512400.SH,True,-0.009999999999999995,0.08,0.09,36,a_share,False
rolling_elite_frequency,2025-01-01/2025-06-30,2025-07-01/2025-12-31,515790.SH,True,-0.009999999999999995,0.08,0.09,37,a_share,False
rolling_elite_frequency,2025-01-01/2025-06-30,2025-07-01/2025-12-31,159766.SZ,True,-0.010000000000000002,0.04,0.05,38,a_share,False
rolling_elite_frequency,2025-01-01/2025-06-30,2025-07-01/2025-12-31,159967.SZ,True,-0.010000000000000002,0.04,0.05,39,a_share,False
rolling_elite_frequency,2025-01-01/2025-06-30,2025-07-01/2025-12-31,516150.SH,True,-0.010000000000000002,0.04,0.05,40,a_share,False
rolling_elite_frequency,2025-01-01/2025-06-30,2025-07-01/2025-12-31,513730.SH,True,-0.010000000000000009,0.32,0.33,41,global,False
rolling_elite_frequency,2025-01-01/2025-06-30,2025-07-01/2025-12-31,512980.SH,True,-0.019999999999999997,0.04,0.06,42,a_share,False
rolling_elite_frequency,2025-01-01/2025-06-30,2025-07-01/2025-12-31,588000.SH,True,-0.019999999999999997,0.04,0.06,43,a_share,False
rolling_elite_frequency,2025-01-01/2025-06-30,2025-07-01/2025-12-31,513030.SH,True,-0.020000000000000018,0.24,0.26,44,global,False
rolling_elite_frequency,2025-01-01/2025-06-30,2025-07-01/2025-12-31,510210.SH,True,-0.03,0.0,0.03,45,a_share,False
rolling_elite_frequency,2025-01-01/2025-06-30,2025-07-01/2025-12-31,510500.SH,True,-0.03,0.0,0.03,46,a_share,False
rolling_elite_frequency,2025-01-01/2025-06-30,2025-07-01/2025-12-31,512880.SH,True,-0.03,0.08,0.11,47,a_share,False
rolling_elite_frequency,2025-01-01/2025-06-30,2025-07-01/2025-12-31,159201.SZ,True,-0.030000000000000006,0.04,0.07,48,a_share,False
rolling_elite_frequency,2025-01-01/2025-06-30,2025-07-01/2025-12-31,159851.SZ,True,-0.030000000000000006,0.04,0.07,49,a_share,False
rolling_elite_frequency,2025-01-01/2025-06-30,2025-07-01/2025-12-31,510300.SH,True,-0.030000000000000006,0.04,0.07,50,a_share,False
rolling_elite_frequency,2025-01-01/2025-06-30,2025-07-01/2025-12-31,159825.SZ,True,-0.04,0.0,0.04,51,a_share,False
rolling_elite_frequency,2025-01-01/2025-06-30,2025-07-01/2025-12-31,159870.SZ,True,-0.04,0.0,0.04,52,a_share,False
rolling_elite_frequency,2025-01-01/2025-06-30,2025-07-01/2025-12-31,512170.SH,True,-0.04,0.04,0.08,53,a_share,False
rolling_elite_frequency,2025-01-01/2025-06-30,2025-07-01/2025-12-31,512200.SH,True,-0.04,0.04,0.08,54,a_share,False
rolling_elite_frequency,2025-01-01/2025-06-30,2025-07-01/2025-12-31,159981.SZ,True,-0.040000000000000036,0.6,0.64,55,commodity,True
rolling_elite_frequency,2025-01-01/2025-06-30,2025-07-01/2025-12-31,513290.SH,True,-0.04999999999999999,0.2,0.25,56,global,False
rolling_elite_frequency,2025-01-01/2025-06-30,2025-07-01/2025-12-31,513750.SH,True,-0.04999999999999999,0.44,0.49,57,hong_kong,False
rolling_elite_frequency,2025-01-01/2025-06-30,2025-07-01/2025-12-31,159209.SZ,True,-0.05,0.0,0.05,58,a_share,False
rolling_elite_frequency,2025-01-01/2025-06-30,2025-07-01/2025-12-31,510880.SH,True,-0.060000000000000005,0.04,0.1,59,a_share,False
rolling_elite_frequency,2025-01-01/2025-06-30,2025-07-01/2025-12-31,512100.SH,True,-0.07,0.0,0.07,60,a_share,False
rolling_elite_frequency,2025-01-01/2025-06-30,2025-07-01/2025-12-31,513180.SH,True,-0.07,0.2,0.27,61,hong_kong,False
rolling_elite_frequency,2025-01-01/2025-06-30,2025-07-01/2025-12-31,513880.SH,True,-0.07,0.2,0.27,62,global,False
rolling_elite_frequency,2025-01-01/2025-06-30,2025-07-01/2025-12-31,513100.SH,True,-0.08,0.08,0.16,63,global,False
rolling_elite_frequency,2025-01-01/2025-06-30,2025-07-01/2025-12-31,588220.SH,True,-0.08,0.0,0.08,64,a_share,False
rolling_elite_frequency,2025-01-01/2025-06-30,2025-07-01/2025-12-31,159920.SZ,True,-0.08000000000000002,0.24,0.32,65,hong_kong,False
rolling_elite_frequency,2025-01-01/2025-06-30,2025-07-01/2025-12-31,510050.SH,True,-0.09,0.0,0.09,66,a_share,False
rolling_elite_frequency,2025-01-01/2025-06-30,2025-07-01/2025-12-31,159518.SZ,True,-0.1,0.12,0.22,67,global,False
rolling_elite_frequency,2025-01-01/2025-06-30,2025-07-01/2025-12-31,501018.SH,True,-0.10999999999999999,0.56,0.67,68,commodity,False
rolling_elite_frequency,2025-01-01/2025-06-30,2025-07-01/2025-12-31,159509.SZ,True,-0.13,0.08,0.21,69,global,False
rolling_elite_frequency,2025-01-01/2025-06-30,2025-07-01/2025-12-31,160644.SZ,True,-0.14,0.12,0.26,70,global,False
rolling_elite_frequency,2025-01-01/2025-06-30,2025-07-01/2025-12-31,159985.SZ,True,-0.36000000000000004,0.32,0.68,71,commodity,False
rolling_elite_frequency,2025-01-01/2025-06-30,2025-07-01/2025-12-31,520870.SH,False,,,,,global,False
rolling_elite_frequency,2025-07-01/2025-12-31,2026-01-01/2026-06-30,159509.SZ,True,0.23,0.44,0.21,1,global,True
rolling_elite_frequency,2025-07-01/2025-12-31,2026-01-01/2026-06-30,515880.SH,True,0.21000000000000002,0.32,0.11,2,a_share,True
rolling_elite_frequency,2025-07-01/2025-12-31,2026-01-01/2026-06-30,161226.SZ,True,0.19999999999999996,0.88,0.68,3,commodity,True
rolling_elite_frequency,2025-07-01/2025-12-31,2026-01-01/2026-06-30,159920.SZ,True,0.16000000000000003,0.64,0.48,4,hong_kong,True
rolling_elite_frequency,2025-07-01/2025-12-31,2026-01-01/2026-06-30,159529.SZ,True,0.13,0.32,0.19,5,global,True
rolling_elite_frequency,2025-07-01/2025-12-31,2026-01-01/2026-06-30,512660.SH,True,0.12000000000000001,0.2,0.08,6,a_share,True
rolling_elite_frequency,2025-07-01/2025-12-31,2026-01-01/2026-06-30,513290.SH,True,0.12,0.44,0.32,7,global,True
rolling_elite_frequency,2025-07-01/2025-12-31,2026-01-01/2026-06-30,513070.SH,True,0.10999999999999999,0.44,0.33,8,hong_kong,True
rolling_elite_frequency,2025-07-01/2025-12-31,2026-01-01/2026-06-30,159206.SZ,True,0.1,0.16,0.06,9,a_share,True
rolling_elite_frequency,2025-07-01/2025-12-31,2026-01-01/2026-06-30,159967.SZ,True,0.1,0.16,0.06,10,a_share,False
rolling_elite_frequency,2025-07-01/2025-12-31,2026-01-01/2026-06-30,159852.SZ,True,0.06,0.16,0.1,11,a_share,False
rolling_elite_frequency,2025-07-01/2025-12-31,2026-01-01/2026-06-30,513310.SH,True,0.06,0.36,0.3,12,global,True
rolling_elite_frequency,2025-07-01/2025-12-31,2026-01-01/2026-06-30,516150.SH,True,0.06,0.16,0.1,13,a_share,False
rolling_elite_frequency,2025-07-01/2025-12-31,2026-01-01/2026-06-30,159870.SZ,True,0.04999999999999999,0.12,0.07,14,a_share,False
rolling_elite_frequency,2025-07-01/2025-12-31,2026-01-01/2026-06-30,159985.SZ,True,0.040000000000000036,0.76,0.72,15,commodity,True
rolling_elite_frequency,2025-07-01/2025-12-31,2026-01-01/2026-06-30,159201.SZ,True,0.039999999999999994,0.12,0.08,16,a_share,False
rolling_elite_frequency,2025-07-01/2025-12-31,2026-01-01/2026-06-30,512040.SH,True,0.039999999999999994,0.12,0.08,17,a_share,False
rolling_elite_frequency,2025-07-01/2025-12-31,2026-01-01/2026-06-30,512170.SH,True,0.039999999999999994,0.12,0.08,18,a_share,False
rolling_elite_frequency,2025-07-01/2025-12-31,2026-01-01/2026-06-30,513030.SH,True,0.03999999999999998,0.32,0.28,19,global,False
rolling_elite_frequency,2025-07-01/2025-12-31,2026-01-01/2026-06-30,159901.SZ,True,0.03,0.12,0.09,20,a_share,False
rolling_elite_frequency,2025-07-01/2025-12-31,2026-01-01/2026-06-30,160644.SZ,True,0.03,0.24,0.21,21,global,False
rolling_elite_frequency,2025-07-01/2025-12-31,2026-01-01/2026-06-30,159518.SZ,True,0.020000000000000018,0.28,0.26,22,global,False
rolling_elite_frequency,2025-07-01/2025-12-31,2026-01-01/2026-06-30,159915.SZ,True,0.020000000000000004,0.08,0.06,23,a_share,False
rolling_elite_frequency,2025-07-01/2025-12-31,2026-01-01/2026-06-30,159928.SZ,True,0.020000000000000004,0.08,0.06,24,a_share,False
rolling_elite_frequency,2025-07-01/2025-12-31,2026-01-01/2026-06-30,510210.SH,True,0.020000000000000004,0.08,0.06,25,a_share,False
rolling_elite_frequency,2025-07-01/2025-12-31,2026-01-01/2026-06-30,164824.SZ,True,0.01999999999999999,0.24,0.22,26,global,False
rolling_elite_frequency,2025-07-01/2025-12-31,2026-01-01/2026-06-30,513750.SH,True,0.010000000000000009,0.28,0.27,27,hong_kong,False
rolling_elite_frequency,2025-07-01/2025-12-31,2026-01-01/2026-06-30,512100.SH,True,0.010000000000000002,0.04,0.03,28,a_share,False
rolling_elite_frequency,2025-07-01/2025-12-31,2026-01-01/2026-06-30,159865.SZ,True,0.009999999999999995,0.08,0.07,29,a_share,False
rolling_elite_frequency,2025-07-01/2025-12-31,2026-01-01/2026-06-30,515210.SH,True,0.009999999999999995,0.08,0.07,30,a_share,False
rolling_elite_frequency,2025-07-01/2025-12-31,2026-01-01/2026-06-30,159796.SZ,True,0.0,0.08,0.08,31,a_share,False
rolling_elite_frequency,2025-07-01/2025-12-31,2026-01-01/2026-06-30,512400.SH,True,0.0,0.04,0.04,32,a_share,False
