method,training_period,holding_period,code,eligible,excess_elite_frequency,elite_inclusion_rate,overall_inclusion_rate,rank,group,selected
rolling_elite_frequency,2022-07-01/2022-12-31,2023-01-01/2023-06-30,159329.SZ,False,,,,,global,False
rolling_elite_frequency,2022-07-01/2022-12-31,2023-01-01/2023-06-30,159509.SZ,False,,,,,global,False
rolling_elite_frequency,2022-07-01/2022-12-31,2023-01-01/2023-06-30,159518.SZ,False,,,,,global,False
rolling_elite_frequency,2022-07-01/2022-12-31,2023-01-01/2023-06-30,159529.SZ,False,,,,,global,False
rolling_elite_frequency,2022-07-01/2022-12-31,2023-01-01/2023-06-30,159687.SZ,False,,,,,global,False
rolling_elite_frequency,2022-07-01/2022-12-31,2023-01-01/2023-06-30,513310.SH,False,,,,,global,False
rolling_elite_frequency,2022-07-01/2022-12-31,2023-01-01/2023-06-30,513400.SH,False,,,,,global,False
rolling_elite_frequency,2022-07-01/2022-12-31,2023-01-01/2023-06-30,513730.SH,False,,,,,global,False
rolling_elite_frequency,2022-07-01/2022-12-31,2023-01-01/2023-06-30,513750.SH,False,,,,,hong_kong,False
rolling_elite_frequency,2022-07-01/2022-12-31,2023-01-01/2023-06-30,520870.SH,False,,,,,global,False
rolling_elite_frequency,2022-07-01/2022-12-31,2023-01-01/2023-06-30,563300.SH,False,,,,,a_share,False
rolling_elite_frequency,2022-07-01/2022-12-31,2023-01-01/2023-06-30,588200.SH,False,,,,,a_share,False
rolling_elite_frequency,2022-07-01/2022-12-31,2023-01-01/2023-06-30,588220.SH,False,,,,,a_share,False
rolling_elite_frequency,2023-01-01/2023-06-30,2023-07-01/2023-12-31,518880.SH,True,0.26,0.88,0.62,1,commodity,True
rolling_elite_frequency,2023-01-01/2023-06-30,2023-07-01/2023-12-31,513880.SH,True,0.14,0.52,0.38,2,global,True
rolling_elite_frequency,2023-01-01/2023-06-30,2023-07-01/2023-12-31,510880.SH,True,0.12000000000000001,0.2,0.08,3,a_share,True
rolling_elite_frequency,2023-01-01/2023-06-30,2023-07-01/2023-12-31,515880.SH,True,0.1,0.2,0.1,4,a_share,True
rolling_elite_frequency,2023-01-01/2023-06-30,2023-07-01/2023-12-31,164824.SZ,True,0.09999999999999998,0.48,0.38,5,global,True
rolling_elite_frequency,2023-01-01/2023-06-30,2023-07-01/2023-12-31,512890.SH,True,0.09,0.16,0.07,6,a_share,True
rolling_elite_frequency,2023-01-01/2023-06-30,2023-07-01/2023-12-31,159869.SZ,True,0.08000000000000002,0.2,0.12,7,a_share,False
rolling_elite_frequency,2023-01-01/2023-06-30,2023-07-01/2023-12-31,513080.SH,True,0.08000000000000002,0.44,0.36,8,global,True
rolling_elite_frequency,2023-01-01/2023-06-30,2023-07-01/2023-12-31,513100.SH,True,0.08000000000000002,0.52,0.44,9,global,True
rolling_elite_frequency,2023-01-01/2023-06-30,2023-07-01/2023-12-31,160644.SZ,True,0.07999999999999996,0.48,0.4,10,global,False
rolling_elite_frequency,2023-01-01/2023-06-30,2023-07-01/2023-12-31,513070.SH,True,0.07,0.52,0.45,11,hong_kong,True
rolling_elite_frequency,2023-01-01/2023-06-30,2023-07-01/2023-12-31,588200.SH,True,0.06,0.16,0.1,12,a_share,False
rolling_elite_frequency,2023-01-01/2023-06-30,2023-07-01/2023-12-31,159985.SZ,True,0.050000000000000044,0.76,0.71,13,commodity,True
rolling_elite_frequency,2023-01-01/2023-06-30,2023-07-01/2023-12-31,159852.SZ,True,0.04999999999999999,0.12,0.07,14,a_share,False
rolling_elite_frequency,2023-01-01/2023-06-30,2023-07-01/2023-12-31,159920.SZ,True,0.040000000000000036,0.68,0.64,15,hong_kong,True
rolling_elite_frequency,2023-01-01/2023-06-30,2023-07-01/2023-12-31,510500.SH,True,0.04000000000000001,0.16,0.12,16,a_share,False
rolling_elite_frequency,2023-01-01/2023-06-30,2023-07-01/2023-12-31,159981.SZ,True,0.030000000000000027,0.76,0.73,17,commodity,True
rolling_elite_frequency,2023-01-01/2023-06-30,2023-07-01/2023-12-31,159851.SZ,True,0.03,0.12,0.09,18,a_share,False
rolling_elite_frequency,2023-01-01/2023-06-30,2023-07-01/2023-12-31,512170.SH,True,0.03,0.12,0.09,19,a_share,False
rolling_elite_frequency,2023-01-01/2023-06-30,2023-07-01/2023-12-31,515210.SH,True,0.03,0.12,0.09,20,a_share,False
rolling_elite_frequency,2023-01-01/2023-06-30,2023-07-01/2023-12-31,159901.SZ,True,0.020000000000000004,0.08,0.06,21,a_share,False
rolling_elite_frequency,2023-01-01/2023-06-30,2023-07-01/2023-12-31,510180.SH,True,0.020000000000000004,0.08,0.06,22,a_share,False
rolling_elite_frequency,2023-01-01/2023-06-30,2023-07-01/2023-12-31,513500.SH,True,0.019999999999999962,0.48,0.46,23,global,False
rolling_elite_frequency,2023-01-01/2023-06-30,2023-07-01/2023-12-31,159980.SZ,True,0.010000000000000009,0.72,0.71,24,commodity,True
rolling_elite_frequency,2023-01-01/2023-06-30,2023-07-01/2023-12-31,159796.SZ,True,0.009999999999999995,0.12,0.11,25,a_share,False
rolling_elite_frequency,2023-01-01/2023-06-30,2023-07-01/2023-12-31,159825.SZ,True,0.009999999999999995,0.12,0.11,26,a_share,False
rolling_elite_frequency,2023-01-01/2023-06-30,2023-07-01/2023-12-31,562500.SH,True,0.009999999999999995,0.08,0.07,27,a_share,False
rolling_elite_frequency,2023-01-01/2023-06-30,2023-07-01/2023-12-31,159687.SZ,True,0.0,0.36,0.36,28,global,False
rolling_elite_frequency,2023-01-01/2023-06-30,2023-07-01/2023-12-31,512100.SH,True,0.0,0.04,0.04,29,a_share,False
rolling_elite_frequency,2023-01-01/2023-06-30,2023-07-01/2023-12-31,510300.SH,True,-0.009999999999999995,0.08,0.09,30,a_share,False
rolling_elite_frequency,2023-01-01/2023-06-30,2023-07-01/2023-12-31,512660.SH,True,-0.01,0.0,0.01,31,a_share,False
rolling_elite_frequency,2023-01-01/2023-06-30,2023-07-01/2023-12-31,512040.SH,True,-0.010000000000000002,0.04,0.05,32,a_share,False
rolling_elite_frequency,2023-01-01/2023-06-30,2023-07-01/2023-12-31,516150.SH,True,-0.010000000000000002,0.04,0.05,33,a_share,False
rolling_elite_frequency,2023-01-01/2023-06-30,2023-07-01/2023-12-31,510210.SH,True,-0.019999999999999997,0.04,0.06,34,a_share,False
rolling_elite_frequency,2023-01-01/2023-06-30,2023-07-01/2023-12-31,512200.SH,True,-0.019999999999999997,0.04,0.06,35,a_share,False
rolling_elite_frequency,2023-01-01/2023-06-30,2023-07-01/2023-12-31,515220.SH,True,-0.019999999999999997,0.04,0.06,36,a_share,False
rolling_elite_frequency,2023-01-01/2023-06-30,2023-07-01/2023-12-31,159915.SZ,True,-0.020000000000000004,0.08,0.1,37,a_share,False
rolling_elite_frequency,2023-01-01/2023-06-30,2023-07-01/2023-12-31,512980.SH,True,-0.020000000000000004,0.08,0.1,38,a_share,False
rolling_elite_frequency,2023-01-01/2023-06-30,2023-07-01/2023-12-31,513120.SH,True,-0.020000000000000018,0.52,0.54,39,hong_kong,False
rolling_elite_frequency,2023-01-01/2023-06-30,2023-07-01/2023-12-31,588000.SH,True,-0.020000000000000018,0.12,0.14,40,a_share,False
rolling_elite_frequency,2023-01-01/2023-06-30,2023-07-01/2023-12-31,159865.SZ,True,-0.03,0.08,0.11,41,a_share,False
rolling_elite_frequency,2023-01-01/2023-06-30,2023-07-01/2023-12-31,159611.SZ,True,-0.030000000000000006,0.04,0.07,42,a_share,False
rolling_elite_frequency,2023-01-01/2023-06-30,2023-07-01/2023-12-31,159949.SZ,True,-0.030000000000000006,0.04,0.07,43,a_share,False
rolling_elite_frequency,2023-01-01/2023-06-30,2023-07-01/2023-12-31,512800.SH,True,-0.030000000000000006,0.04,0.07,44,a_share,False
rolling_elite_frequency,2023-01-01/2023-06-30,2023-07-01/2023-12-31,159766.SZ,True,-0.04,0.04,0.08,45,a_share,False
rolling_elite_frequency,2023-01-01/2023-06-30,2023-07-01/2023-12-31,510050.SH,True,-0.049999999999999996,0.04,0.09,46,a_share,False
rolling_elite_frequency,2023-01-01/2023-06-30,2023-07-01/2023-12-31,512400.SH,True,-0.049999999999999996,0.04,0.09,47,a_share,False
rolling_elite_frequency,2023-01-01/2023-06-30,2023-07-01/2023-12-31,159928.SZ,True,-0.05,0.0,0.05,48,a_share,False
rolling_elite_frequency,2023-01-01/2023-06-30,2023-07-01/2023-12-31,159967.SZ,True,-0.05,0.0,0.05,49,a_share,False
rolling_elite_frequency,2023-01-01/2023-06-30,2023-07-01/2023-12-31,512880.SH,True,-0.05,0.0,0.05,50,a_share,False
rolling_elite_frequency,2023-01-01/2023-06-30,2023-07-01/2023-12-31,159870.SZ,True,-0.06,0.0,0.06,51,a_share,False
rolling_elite_frequency,2023-01-01/2023-06-30,2023-07-01/2023-12-31,515790.SH,True,-0.07,0.04,0.11,52,a_share,False
rolling_elite_frequency,2023-01-01/2023-06-30,2023-07-01/2023-12-31,513180.SH,True,-0.08999999999999997,0.28,0.37,53,hong_kong,False
rolling_elite_frequency,2023-01-01/2023-06-30,2023-07-01/2023-12-31,513030.SH,True,-0.10999999999999999,0.32,0.43,54,global,False
rolling_elite_frequency,2023-01-01/2023-06-30,2023-07-01/2023-12-31,501018.SH,True,-0.12999999999999995,0.44,0.57,55,commodity,False
rolling_elite_frequency,2023-01-01/2023-06-30,2023-07-01/2023-12-31,513290.SH,True,-0.12999999999999995,0.28,0.41,56,global,False
rolling_elite_frequency,2023-01-01/2023-06-30,2023-07-01/2023-12-31,161226.SZ,True,-0.22000000000000003,0.44,0.66,57,commodity,False
rolling_elite_frequency,2023-01-01/2023-06-30,2023-07-01/2023-12-31,513310.SH,True,-0.26,0.12,0.38,58,global,False
rolling_elite_frequency,2023-01-01/2023-06-30,2023-07-01/2023-12-31,159201.SZ,False,,,,,a_share,False
rolling_elite_frequency,2023-01-01/2023-06-30,2023-07-01/2023-12-31,159206.SZ,False,,,,,a_share,False
rolling_elite_frequency,2023-01-01/2023-06-30,2023-07-01/2023-12-31,159209.SZ,False,,,,,a_share,False
rolling_elite_frequency,2023-01-01/2023-06-30,2023-07-01/2023-12-31,159326.SZ,False,,,,,a_share,False
rolling_elite_frequency,2023-01-01/2023-06-30,2023-07-01/2023-12-31,159329.SZ,False,,,,,global,False
rolling_elite_frequency,2023-01-01/2023-06-30,2023-07-01/2023-12-31,159509.SZ,False,,,,,global,False
rolling_elite_frequency,2023-01-01/2023-06-30,2023-07-01/2023-12-31,159518.SZ,False,,,,,global,False
rolling_elite_frequency,2023-01-01/2023-06-30,2023-07-01/2023-12-31,159529.SZ,False,,,,,global,False
rolling_elite_frequency,2023-01-01/2023-06-30,2023-07-01/2023-12-31,513400.SH,False,,,,,global,False
rolling_elite_frequency,2023-01-01/2023-06-30,2023-07-01/2023-12-31,513730.SH,False,,,,,global,False
rolling_elite_frequency,2023-01-01/2023-06-30,2023-07-01/2023-12-31,513750.SH,False,,,,,hong_kong,False
rolling_elite_frequency,2023-01-01/2023-06-30,2023-07-01/2023-12-31,520870.SH,False,,,,,global,False
rolling_elite_frequency,2023-01-01/2023-06-30,2023-07-01/2023-12-31,563300.SH,False,,,,,a_share,False
rolling_elite_frequency,2023-01-01/2023-06-30,2023-07-01/2023-12-31,588220.SH,False,,,,,a_share,False
rolling_elite_frequency,2023-07-01/2023-12-31,2024-01-01/2024-06-30,501018.SH,True,0.26,1.0,0.74,1,commodity,True
rolling_elite_frequency,2023-07-01/2023-12-31,2024-01-01/2024-06-30,588200.SH,True,0.15000000000000002,0.28,0.13,2,a_share,True
rolling_elite_frequency,2023-07-01/2023-12-31,2024-01-01/2024-06-30,159985.SZ,True,0.14,0.8,0.66,3,commodity,True
rolling_elite_frequency,2023-07-01/2023-12-31,2024-01-01/2024-06-30,159981.SZ,True,0.12,0.8,0.68,4,commodity,True
rolling_elite_frequency,2023-07-01/2023-12-31,2024-01-01/2024-06-30,512170.SH,True,0.11000000000000001,0.2,0.09,5,a_share,True
rolling_elite_frequency,2023-07-01/2023-12-31,2024-01-01/2024-06-30,510500.SH,True,0.1,0.16,0.06,6,a_share,True
rolling_elite_frequency,2023-07-01/2023-12-31,2024-01-01/2024-06-30,512200.SH,True,0.09000000000000001,0.2,0.11,7,a_share,False
rolling_elite_frequency,2023-07-01/2023-12-31,2024-01-01/2024-06-30,164824.SZ,True,0.08000000000000002,0.52,0.44,8,global,True
rolling_elite_frequency,2023-07-01/2023-12-31,2024-01-01/2024-06-30,159852.SZ,True,0.06,0.12,0.06,9,a_share,False
rolling_elite_frequency,2023-07-01/2023-12-31,2024-01-01/2024-06-30,513080.SH,True,0.05000000000000002,0.28,0.23,10,global,True
rolling_elite_frequency,2023-07-01/2023-12-31,2024-01-01/2024-06-30,513030.SH,True,0.04999999999999999,0.36,0.31,11,global,False
rolling_elite_frequency,2023-07-01/2023-12-31,2024-01-01/2024-06-30,159851.SZ,True,0.04,0.08,0.04,12,a_share,False
rolling_elite_frequency,2023-07-01/2023-12-31,2024-01-01/2024-06-30,512880.SH,True,0.04,0.08,0.04,13,a_share,False
rolling_elite_frequency,2023-07-01/2023-12-31,2024-01-01/2024-06-30,512400.SH,True,0.039999999999999994,0.12,0.08,14,a_share,False
rolling_elite_frequency,2023-07-01/2023-12-31,2024-01-01/2024-06-30,513070.SH,True,0.030000000000000027,0.32,0.29,15,hong_kong,True
rolling_elite_frequency,2023-07-01/2023-12-31,2024-01-01/2024-06-30,513180.SH,True,0.030000000000000027,0.44,0.41,16,hong_kong,False
rolling_elite_frequency,2023-07-01/2023-12-31,2024-01-01/2024-06-30,513290.SH,True,0.030000000000000027,0.44,0.41,17,global,True
rolling_elite_frequency,2023-07-01/2023-12-31,2024-01-01/2024-06-30,159865.SZ,True,0.03,0.16,0.13,18,a_share,False
rolling_elite_frequency,2023-07-01/2023-12-31,2024-01-01/2024-06-30,563300.SH,True,0.03,0.08,0.05,19,a_share,False
rolling_elite_frequency,2023-07-01/2023-12-31,2024-01-01/2024-06-30,588000.SH,True,0.03,0.12,0.09,20,a_share,False
rolling_elite_frequency,2023-07-01/2023-12-31,2024-01-01/2024-06-30,513310.SH,True,0.020000000000000018,0.4,0.38,21,global,True
rolling_elite_frequency,2023-07-01/2023-12-31,2024-01-01/2024-06-30,510180.SH,True,0.020000000000000004,0.08,0.06,22,a_share,False
rolling_elite_frequency,2023-07-01/2023-12-31,2024-01-01/2024-06-30,512100.SH,True,0.01999999999999999,0.12,0.1,23,a_share,False
rolling_elite_frequency,2023-07-01/2023-12-31,2024-01-01/2024-06-30,513100.SH,True,0.010000000000000009,0.36,0.35,24,global,False
rolling_elite_frequency,2023-07-01/2023-12-31,2024-01-01/2024-06-30,159825.SZ,True,0.010000000000000002,0.04,0.03,25,a_share,False
rolling_elite_frequency,2023-07-01/2023-12-31,2024-01-01/2024-06-30,510880.SH,True,0.009999999999999995,0.08,0.07,26,a_share,False
rolling_elite_frequency,2023-07-01/2023-12-31,2024-01-01/2024-06-30,159509.SZ,True,0.0,0.24,0.24,27,global,False
rolling_elite_frequency,2023-07-01/2023-12-31,2024-01-01/2024-06-30,159611.SZ,True,0.0,0.08,0.08,28,a_share,False
rolling_elite_frequency,2023-07-01/2023-12-31,2024-01-01/2024-06-30,159870.SZ,True,0.0,0.08,0.08,29,a_share,False
rolling_elite_frequency,2023-07-01/2023-12-31,2024-01-01/2024-06-30,159967.SZ,True,0.0,0.08,0.08,30,a_share,False
rolling_elite_frequency,2023-07-01/2023-12-31,2024-01-01/2024-06-30,160644.SZ,True,0.0,0.44,0.44,31,global,False
rolling_elite_frequency,2023-07-01/2023-12-31,2024-01-01/2024-06-30,512040.SH,True,0.0,0.08,0.08,32,a_share,False
rolling_elite_frequency,2023-07-01/2023-12-31,2024-01-01/2024-06-30,512890.SH,True,0.0,0.04,0.04,33,a_share,False
rolling_elite_frequency,2023-07-01/2023-12-31,2024-01-01/2024-06-30,513120.SH,True,0.0,1.0,1.0,34,hong_kong,True
rolling_elite_frequency,2023-07-01/2023-12-31,2024-01-01/2024-06-30,159949.SZ,True,-0.009999999999999995,0.08,0.09,35,a_share,False
rolling_elite_frequency,2023-07-01/2023-12-31,2024-01-01/2024-06-30,512660.SH,True,-0.009999999999999995,0.08,0.09,36,a_share,False
rolling_elite_frequency,2023-07-01/2023-12-31,2024-01-01/2024-06-30,588220.SH,True,-0.009999999999999995,0.08,0.09,37,a_share,False
rolling_elite_frequency,2023-07-01/2023-12-31,2024-01-01/2024-06-30,510050.SH,True,-0.01,0.0,0.01,38,a_share,False
rolling_elite_frequency,2023-07-01/2023-12-31,2024-01-01/2024-06-30,159766.SZ,True,-0.010000000000000002,0.04,0.05,39,a_share,False
rolling_elite_frequency,2023-07-01/2023-12-31,2024-01-01/2024-06-30,159915.SZ,True,-0.010000000000000002,0.04,0.05,40,a_share,False
rolling_elite_frequency,2023-07-01/2023-12-31,2024-01-01/2024-06-30,510210.SH,True,-0.019999999999999997,0.04,0.06,41,a_share,False
rolling_elite_frequency,2023-07-01/2023-12-31,2024-01-01/2024-06-30,510300.SH,True,-0.020000000000000004,0.08,0.1,42,a_share,False
rolling_elite_frequency,2023-07-01/2023-12-31,2024-01-01/2024-06-30,159901.SZ,True,-0.030000000000000006,0.04,0.07,43,a_share,False
rolling_elite_frequency,2023-07-01/2023-12-31,2024-01-01/2024-06-30,512800.SH,True,-0.030000000000000006,0.04,0.07,44,a_share,False
rolling_elite_frequency,2023-07-01/2023-12-31,2024-01-01/2024-06-30,515790.SH,True,-0.030000000000000006,0.04,0.07,45,a_share,False
rolling_elite_frequency,2023-07-01/2023-12-31,2024-01-01/2024-06-30,159796.SZ,True,-0.04,0.04,0.08,46,a_share,False
rolling_elite_frequency,2023-07-01/2023-12-31,2024-01-01/2024-06-30,159928.SZ,True,-0.04,0.04,0.08,47,a_share,False
rolling_elite_frequency,2023-07-01/2023-12-31,2024-01-01/2024-06-30,515880.SH,True,-0.04,0.0,0.04,48,a_share,False
rolling_elite_frequency,2023-07-01/2023-12-31,2024-01-01/2024-06-30,159687.SZ,True,-0.040000000000000036,0.24,0.28,49,global,False
rolling_elite_frequency,2023-07-01/2023-12-31,2024-01-01/2024-06-30,159869.SZ,True,-0.06,0.0,0.06,50,a_share,False
rolling_elite_frequency,2023-07-01/2023-12-31,2024-01-01/2024-06-30,159920.SZ,True,-0.06,0.24,0.3,51,hong_kong,False
rolling_elite_frequency,2023-07-01/2023-12-31,2024-01-01/2024-06-30,515220.SH,True,-0.06,0.0,0.06,52,a_share,False
rolling_elite_frequency,2023-07-01/2023-12-31,2024-01-01/2024-06-30,515210.SH,True,-0.060000000000000005,0.04,0.1,53,a_share,False
rolling_elite_frequency,2023-07-01/2023-12-31,2024-01-01/2024-06-30,516150.SH,True,-0.07,0.04,0.11,54,a_share,False
rolling_elite_frequency,2023-07-01/2023-12-31,2024-01-01/2024-06-30,513500.SH,True,-0.09000000000000002,0.36,0.45,55,global,False
rolling_elite_frequency,2023-07-01/2023-12-31,2024-01-01/2024-06-30,562500.SH,True,-0.1,0.0,0.1,56,a_share,False
rolling_elite_frequency,2023-07-01/2023-12-31,2024-01-01/2024-06-30,513880.SH,True,-0.10999999999999999,0.36,0.47,57,global,False
rolling_elite_frequency,2023-07-01/2023-12-31,2024-01-01/2024-06-30,512980.SH,True,-0.12,0.0,0.12,58,a_share,False
rolling_elite_frequency,2023-07-01/2023-12-31,2024-01-01/2024-06-30,518880.SH,True,-0.12,0.48,0.6,59,commodity,True
rolling_elite_frequency,2023-07-01/2023-12-31,2024-01-01/2024-06-30,159980.SZ,True,-0.16000000000000003,0.52,0.68,60,commodity,False
rolling_elite_frequency,2023-07-01/2023-12-31,2024-01-01/2024-06-30,161226.SZ,True,-0.24,0.4,0.64,61,commodity,False
rolling_elite_frequency,2023-07-01/2023-12-31,2024-01-01/2024-06-30,159201.SZ,False,,,,,a_share,False
rolling_elite_frequency,2023-07-01/2023-12-31,2024-01-01/2024-06-30,159206.SZ,False,,,,,a_share,False
rolling_elite_frequency,2023-07-01/2023-12-31,2024-01-01/2024-06-30,159209.SZ,False,,,,,a_share,False
rolling_elite_frequency,2023-07-01/2023-12-31,2024-01-01/2024-06-30,159326.SZ,False,,,,,a_share,False
rolling_elite_frequency,2023-07-01/2023-12-31,2024-01-01/2024-06-30,159329.SZ,False,,,,,global,False
rolling_elite_frequency,2023-07-01/2023-12-31,2024-01-01/2024-06-30,159518.SZ,False,,,,,global,False
rolling_elite_frequency,2023-07-01/2023-12-31,2024-01-01/2024-06-30,159529.SZ,False,,,,,global,False
rolling_elite_frequency,2023-07-01/2023-12-31,2024-01-01/2024-06-30,513400.SH,False,,,,,global,False
rolling_elite_frequency,2023-07-01/2023-12-31,2024-01-01/2024-06-30,513730.SH,False,,,,,global,False
rolling_elite_frequency,2023-07-01/2023-12-31,2024-01-01/2024-06-30,513750.SH,False,,,,,hong_kong,False
rolling_elite_frequency,2023-07-01/2023-12-31,2024-01-01/2024-06-30,520870.SH,False,,,,,global,False
rolling_elite_frequency,2024-01-01/2024-06-30,2024-07-01/2024-12-31,513500.SH,True,0.19,0.44,0.25,1,global,True
rolling_elite_frequency,2024-01-01/2024-06-30,2024-07-01/2024-12-31,159509.SZ,True,0.17,0.4,0.23,2,global,True
rolling_elite_frequency,2024-01-01/2024-06-30,2024-07-01/2024-12-31,512800.SH,True,0.14,0.2,0.06,3,a_share,True
rolling_elite_frequency,2024-01-01/2024-06-30,2024-07-01/2024-12-31,161226.SZ,True,0.10999999999999999,0.64,0.53,4,commodity,True
rolling_elite_frequency,2024-01-01/2024-06-30,2024-07-01/2024-12-31,501018.SH,True,0.10999999999999999,0.76,0.65,5,commodity,True
rolling_elite_frequency,2024-01-01/2024-06-30,2024-07-01/2024-12-31,512890.SH,True,0.09,0.16,0.07,6,a_share,True
rolling_elite_frequency,2024-01-01/2024-06-30,2024-07-01/2024-12-31,159985.SZ,True,0.08999999999999997,0.76,0.67,7,commodity,True
rolling_elite_frequency,2024-01-01/2024-06-30,2024-07-01/2024-12-31,513100.SH,True,0.08999999999999997,0.36,0.27,8,global,True
rolling_elite_frequency,2024-01-01/2024-06-30,2024-07-01/2024-12-31,159901.SZ,True,0.08,0.16,0.08,9,a_share,True
rolling_elite_frequency,2024-01-01/2024-06-30,2024-07-01/2024-12-31,512980.SH,True,0.06999999999999999,0.12,0.05,10,a_share,False
rolling_elite_frequency,2024-01-01/2024-06-30,2024-07-01/2024-12-31,518880.SH,True,0.06000000000000005,0.76,0.7,11,commodity,True
rolling_elite_frequency,2024-01-01/2024-06-30,2024-07-01/2024-12-31,159766.SZ,True,0.06,0.16,0.1,12,a_share,False
rolling_elite_frequency,2024-01-01/2024-06-30,2024-07-01/2024-12-31,159852.SZ,True,0.06,0.12,0.06,13,a_share,False
rolling_elite_frequency,2024-01-01/2024-06-30,2024-07-01/2024-12-31,588200.SH,True,0.06,0.16,0.1,14,a_share,False
rolling_elite_frequency,2024-01-01/2024-06-30,2024-07-01/2024-12-31,513070.SH,True,0.04999999999999999,0.24,0.19,15,hong_kong,True
rolling_elite_frequency,2024-01-01/2024-06-30,2024-07-01/2024-12-31,159529.SZ,True,0.040000000000000036,0.28,0.24,16,global,True
rolling_elite_frequency,2024-01-01/2024-06-30,2024-07-01/2024-12-31,159825.SZ,True,0.04,0.08,0.04,17,a_share,False
rolling_elite_frequency,2024-01-01/2024-06-30,2024-07-01/2024-12-31,159915.SZ,True,0.039999999999999994,0.12,0.08,18,a_share,False
rolling_elite_frequency,2024-01-01/2024-06-30,2024-07-01/2024-12-31,159870.SZ,True,0.03,0.12,0.09,19,a_share,False
rolling_elite_frequency,2024-01-01/2024-06-30,2024-07-01/2024-12-31,563300.SH,True,0.03,0.16,0.13,20,a_share,False
rolling_elite_frequency,2024-01-01/2024-06-30,2024-07-01/2024-12-31,159687.SZ,True,0.020000000000000018,0.28,0.26,21,global,False
rolling_elite_frequency,2024-01-01/2024-06-30,2024-07-01/2024-12-31,513030.SH,True,0.020000000000000018,0.32,0.3,22,global,False
rolling_elite_frequency,2024-01-01/2024-06-30,2024-07-01/2024-12-31,159869.SZ,True,0.020000000000000004,0.08,0.06,23,a_share,False
rolling_elite_frequency,2024-01-01/2024-06-30,2024-07-01/2024-12-31,512100.SH,True,0.020000000000000004,0.08,0.06,24,a_share,False
rolling_elite_frequency,2024-01-01/2024-06-30,2024-07-01/2024-12-31,513750.SH,True,0.010000000000000009,0.48,0.47,25,hong_kong,True
rolling_elite_frequency,2024-01-01/2024-06-30,2024-07-01/2024-12-31,512660.SH,True,0.009999999999999995,0.12,0.11,26,a_share,False
rolling_elite_frequency,2024-01-01/2024-06-30,2024-07-01/2024-12-31,159920.SZ,True,0.0,0.44,0.44,27,hong_kong,False
rolling_elite_frequency,2024-01-01/2024-06-30,2024-07-01/2024-12-31,512400.SH,True,0.0,0.08,0.08,28,a_share,False
rolling_elite_frequency,2024-01-01/2024-06-30,2024-07-01/2024-12-31,512880.SH,True,0.0,0.04,0.04,29,a_share,False
rolling_elite_frequency,2024-01-01/2024-06-30,2024-07-01/2024-12-31,515210.SH,True,0.0,0.12,0.12,30,a_share,False
rolling_elite_frequency,2024-01-01/2024-06-30,2024-07-01/2024-12-31,159851.SZ,True,-0.009999999999999995,0.08,0.09,31,a_share,False
rolling_elite_frequency,2024-01-01/2024-06-30,2024-07-01/2024-12-31,510500.SH,True,-0.009999999999999995,0.08,0.09,32,a_share,False
rolling_elite_frequency,2024-01-01/2024-06-30,2024-07-01/2024-12-31,512170.SH,True,-0.009999999999999995,0.08,0.09,33,a_share,False
rolling_elite_frequency,2024-01-01/2024-06-30,2024-07-01/2024-12-31,512200.SH,True,-0.009999999999999995,0.08,0.09,34,a_share,False
rolling_elite_frequency,2024-01-01/2024-06-30,2024-07-01/2024-12-31,515880.SH,True,-0.009999999999999995,0.08,0.09,35,a_share,False
rolling_elite_frequency,2024-01-01/2024-06-30,2024-07-01/2024-12-31,510180.SH,True,-0.010000000000000002,0.04,0.05,36,a_share,False
rolling_elite_frequency,2024-01-01/2024-06-30,2024-07-01/2024-12-31,512040.SH,True,-0.010000000000000002,0.04,0.05,37,a_share,False
rolling_elite_frequency,2024-01-01/2024-06-30,2024-07-01/2024-12-31,515790.SH,True,-0.010000000000000002,0.04,0.05,38,a_share,False
rolling_elite_frequency,2024-01-01/2024-06-30,2024-07-01/2024-12-31,513400.SH,True,-0.019999999999999962,0.28,0.3,39,global,False
rolling_elite_frequency,2024-01-01/2024-06-30,2024-07-01/2024-12-31,159796.SZ,True,-0.019999999999999997,0.04,0.06,40,a_share,False
rolling_elite_frequency,2024-01-01/2024-06-30,2024-07-01/2024-12-31,159949.SZ,True,-0.019999999999999997,0.04,0.06,41,a_share,False
rolling_elite_frequency,2024-01-01/2024-06-30,2024-07-01/2024-12-31,510880.SH,True,-0.019999999999999997,0.04,0.06,42,a_share,False
rolling_elite_frequency,2024-01-01/2024-06-30,2024-07-01/2024-12-31,588220.SH,True,-0.019999999999999997,0.04,0.06,43,a_share,False
rolling_elite_frequency,2024-01-01/2024-06-30,2024-07-01/2024-12-31,160644.SZ,True,-0.020000000000000018,0.24,0.26,44,global,False
rolling_elite_frequency,2024-01-01/2024-06-30,2024-07-01/2024-12-31,159611.SZ,True,-0.03,0.0,0.03,45,a_share,False
rolling_elite_frequency,2024-01-01/2024-06-30,2024-07-01/2024-12-31,513080.SH,True,-0.03,0.2,0.23,46,global,False
rolling_elite_frequency,2024-01-01/2024-06-30,2024-07-01/2024-12-31,513880.SH,True,-0.03,0.2,0.23,47,global,False
rolling_elite_frequency,2024-01-01/2024-06-30,2024-07-01/2024-12-31,510300.SH,True,-0.030000000000000006,0.04,0.07,48,a_share,False
