method,training_year,holding_year,code,eligible,posterior_mean_sharpe,observations,rank,group,selected
rolling_ucb_sampling,2024,2025,159766.SZ,True,0.874234749122573,8.0,26,a_share,False
rolling_ucb_sampling,2024,2025,510300.SH,True,0.8724407519443312,7.0,27,a_share,False
rolling_ucb_sampling,2024,2025,513750.SH,True,0.866502883201948,57.0,28,hong_kong,True
rolling_ucb_sampling,2024,2025,512400.SH,True,0.8642961271745493,5.0,29,a_share,False
rolling_ucb_sampling,2024,2025,161226.SZ,True,0.8617198283619967,59.0,30,commodity,True
rolling_ucb_sampling,2024,2025,513290.SH,True,0.8610888550246607,30.0,31,global,False
rolling_ucb_sampling,2024,2025,513120.SH,True,0.8484466577624603,56.0,32,hong_kong,False
rolling_ucb_sampling,2024,2025,159949.SZ,True,0.8418008362515413,7.0,33,a_share,False
rolling_ucb_sampling,2024,2025,159687.SZ,True,0.837381368111328,31.0,34,global,False
rolling_ucb_sampling,2024,2025,159529.SZ,True,0.8184148833376697,26.0,35,global,False
rolling_ucb_sampling,2024,2025,159980.SZ,True,0.8097992039496642,64.0,36,commodity,True
rolling_ucb_sampling,2024,2025,159920.SZ,True,0.8076218134558818,30.0,37,hong_kong,False
rolling_ucb_sampling,2024,2025,518880.SH,True,0.7966479770110538,68.0,38,commodity,False
rolling_ucb_sampling,2024,2025,512660.SH,True,0.78515727475027,8.0,39,a_share,False
rolling_ucb_sampling,2024,2025,513180.SH,True,0.7845350986177008,25.0,40,hong_kong,False
rolling_ucb_sampling,2024,2025,516150.SH,True,0.784534909874848,7.0,41,a_share,False
rolling_ucb_sampling,2024,2025,510210.SH,True,0.7836341817778666,6.0,42,a_share,False
rolling_ucb_sampling,2024,2025,164824.SZ,True,0.7818818904705387,20.0,43,global,False
rolling_ucb_sampling,2024,2025,512200.SH,True,0.7784803553127251,9.0,44,a_share,False
rolling_ucb_sampling,2024,2025,159981.SZ,True,0.7709477253266517,61.0,45,commodity,False
rolling_ucb_sampling,2024,2025,159518.SZ,True,0.7696952550318232,27.0,46,global,False
rolling_ucb_sampling,2024,2025,588220.SH,True,0.765583600653571,7.0,47,a_share,False
rolling_ucb_sampling,2024,2025,513400.SH,True,0.7633333507572205,20.0,48,global,False
rolling_ucb_sampling,2024,2025,160644.SZ,True,0.7293360522503577,20.0,49,global,False
rolling_ucb_sampling,2024,2025,510880.SH,True,0.702014942850534,5.0,50,a_share,False
rolling_ucb_sampling,2024,2025,513310.SH,True,0.7003321677740261,18.0,51,global,False
rolling_ucb_sampling,2024,2025,159851.SZ,True,0.6720155219642096,4.0,52,a_share,False
rolling_ucb_sampling,2024,2025,513030.SH,True,0.6680160845026887,24.0,53,global,False
rolling_ucb_sampling,2024,2025,513080.SH,True,0.6409304057047832,20.0,54,global,False
rolling_ucb_sampling,2024,2025,159967.SZ,True,0.625734388315332,5.0,55,a_share,False
rolling_ucb_sampling,2024,2025,159901.SZ,True,0.6251608318358093,6.0,56,a_share,False
rolling_ucb_sampling,2024,2025,159825.SZ,True,0.617418670509451,5.0,57,a_share,False
rolling_ucb_sampling,2024,2025,515880.SH,True,0.5718639272739511,4.0,58,a_share,False
rolling_ucb_sampling,2024,2025,159865.SZ,True,0.5562407363263061,6.0,59,a_share,False
rolling_ucb_sampling,2024,2025,588000.SH,True,0.5337482758054589,6.0,60,a_share,False
rolling_ucb_sampling,2024,2025,588200.SH,True,0.5194067894146029,4.0,61,a_share,False
rolling_ucb_sampling,2024,2025,159796.SZ,True,0.5179809221480218,7.0,62,a_share,False
rolling_ucb_sampling,2024,2025,159928.SZ,True,0.49787369879728127,5.0,63,a_share,False
rolling_ucb_sampling,2024,2025,510500.SH,True,0.4678002802511839,8.0,64,a_share,False
rolling_ucb_sampling,2024,2025,515220.SH,True,0.33806477200347507,5.0,65,a_share,False
rolling_ucb_sampling,2024,2025,510180.SH,True,0.27640133058020877,2.0,66,a_share,False
rolling_ucb_sampling,2024,2025,159201.SZ,False,,,,a_share,False
rolling_ucb_sampling,2024,2025,159206.SZ,False,,,,a_share,False
rolling_ucb_sampling,2024,2025,159209.SZ,False,,,,a_share,False
rolling_ucb_sampling,2024,2025,159326.SZ,False,,,,a_share,False
rolling_ucb_sampling,2024,2025,159329.SZ,False,,,,global,False
rolling_ucb_sampling,2024,2025,520870.SH,False,,,,global,False
rolling_ucb_sampling,2025,2026,515880.SH,True,1.7257588535284432,16.0,1,a_share,True
rolling_ucb_sampling,2025,2026,159206.SZ,True,1.5515158982815949,11.0,2,a_share,True
rolling_ucb_sampling,2025,2026,515210.SH,True,1.509832265625336,10.0,3,a_share,True
rolling_ucb_sampling,2025,2026,512890.SH,True,1.469057514708511,13.0,4,a_share,False
rolling_ucb_sampling,2025,2026,159209.SZ,True,1.4588136421425304,11.0,5,a_share,False
rolling_ucb_sampling,2025,2026,513310.SH,True,1.448162675713463,37.0,6,global,True
rolling_ucb_sampling,2025,2026,518880.SH,True,1.4252617965101981,80.0,7,commodity,True
rolling_ucb_sampling,2025,2026,159796.SZ,True,1.4216571229133563,9.0,8,a_share,False
rolling_ucb_sampling,2025,2026,159509.SZ,True,1.4080648359571164,24.0,9,global,True
rolling_ucb_sampling,2025,2026,513290.SH,True,1.4001427768146755,25.0,10,global,True
rolling_ucb_sampling,2025,2026,515790.SH,True,1.3924889136048546,10.0,11,a_share,False
rolling_ucb_sampling,2025,2026,513120.SH,True,1.3883336937343673,58.0,12,hong_kong,True
rolling_ucb_sampling,2025,2026,510500.SH,True,1.3861696007913629,10.0,13,a_share,False
rolling_ucb_sampling,2025,2026,588200.SH,True,1.3716693849532224,7.0,14,a_share,False
rolling_ucb_sampling,2025,2026,512400.SH,True,1.3444337294861586,8.0,15,a_share,False
rolling_ucb_sampling,2025,2026,159928.SZ,True,1.3414923231557485,11.0,16,a_share,False
rolling_ucb_sampling,2025,2026,159825.SZ,True,1.3267034242702898,7.0,17,a_share,False
rolling_ucb_sampling,2025,2026,512170.SH,True,1.3265141756859538,8.0,18,a_share,False
rolling_ucb_sampling,2025,2026,513880.SH,True,1.3210140260307701,38.0,19,global,True
