method,training_year,holding_year,code,eligible,sampling_probability,rank,group,selected
rolling_cross_entropy,2023,2024,562500.SH,True,0.002586402541490006,33,a_share,False
rolling_cross_entropy,2023,2024,588200.SH,True,0.002586402541490006,34,a_share,False
rolling_cross_entropy,2023,2024,161226.SZ,True,0.0025787674320776497,35,commodity,False
rolling_cross_entropy,2023,2024,159901.SZ,True,0.001827955673821225,36,a_share,False
rolling_cross_entropy,2023,2024,510180.SH,True,0.0017525790120782412,37,a_share,False
rolling_cross_entropy,2023,2024,513500.SH,True,0.001661192056284792,38,global,False
rolling_cross_entropy,2023,2024,159825.SZ,True,0.001577440209903699,39,a_share,False
rolling_cross_entropy,2023,2024,510880.SH,True,0.001577440209903699,40,a_share,False
rolling_cross_entropy,2023,2024,159611.SZ,True,0.0015020635481607153,41,a_share,False
rolling_cross_entropy,2023,2024,159766.SZ,True,0.0015020635481607153,42,a_share,False
rolling_cross_entropy,2023,2024,159796.SZ,True,0.0015020635481607153,43,a_share,False
rolling_cross_entropy,2023,2024,159865.SZ,True,0.0015020635481607153,44,a_share,False
rolling_cross_entropy,2023,2024,159869.SZ,True,0.0015020635481607153,45,a_share,False
rolling_cross_entropy,2023,2024,159870.SZ,True,0.0015020635481607153,46,a_share,False
rolling_cross_entropy,2023,2024,159915.SZ,True,0.0015020635481607153,47,a_share,False
rolling_cross_entropy,2023,2024,159928.SZ,True,0.0015020635481607153,48,a_share,False
rolling_cross_entropy,2023,2024,159967.SZ,True,0.0015020635481607153,49,a_share,False
rolling_cross_entropy,2023,2024,510210.SH,True,0.0015020635481607153,50,a_share,False
rolling_cross_entropy,2023,2024,512040.SH,True,0.0015020635481607153,51,a_share,False
rolling_cross_entropy,2023,2024,512170.SH,True,0.0015020635481607153,52,a_share,False
rolling_cross_entropy,2023,2024,512400.SH,True,0.0015020635481607153,53,a_share,False
rolling_cross_entropy,2023,2024,512660.SH,True,0.0015020635481607153,54,a_share,False
rolling_cross_entropy,2023,2024,513070.SH,True,0.0015020635481607153,55,hong_kong,False
rolling_cross_entropy,2023,2024,515220.SH,True,0.0015020635481607153,56,a_share,False
rolling_cross_entropy,2023,2024,516150.SH,True,0.0015020635481607153,57,a_share,False
rolling_cross_entropy,2023,2024,588000.SH,True,0.0015020635481607153,58,a_share,False
rolling_cross_entropy,2023,2024,159201.SZ,False,,,a_share,False
rolling_cross_entropy,2023,2024,159206.SZ,False,,,a_share,False
rolling_cross_entropy,2023,2024,159209.SZ,False,,,a_share,False
rolling_cross_entropy,2023,2024,159326.SZ,False,,,a_share,False
rolling_cross_entropy,2023,2024,159329.SZ,False,,,global,False
rolling_cross_entropy,2023,2024,159509.SZ,False,,,global,False
rolling_cross_entropy,2023,2024,159518.SZ,False,,,global,False
rolling_cross_entropy,2023,2024,159529.SZ,False,,,global,False
rolling_cross_entropy,2023,2024,513400.SH,False,,,global,False
rolling_cross_entropy,2023,2024,513730.SH,False,,,global,False
rolling_cross_entropy,2023,2024,513750.SH,False,,,hong_kong,False
rolling_cross_entropy,2023,2024,520870.SH,False,,,global,False
rolling_cross_entropy,2023,2024,563300.SH,False,,,a_share,False
rolling_cross_entropy,2023,2024,588220.SH,False,,,a_share,False
rolling_cross_entropy,2024,2025,501018.SH,True,0.07189747591369564,1,commodity,True
rolling_cross_entropy,2024,2025,513750.SH,True,0.07089839588633585,2,hong_kong,True
rolling_cross_entropy,2024,2025,513070.SH,True,0.06622583929179349,3,hong_kong,True
rolling_cross_entropy,2024,2025,513100.SH,True,0.0616004651875528,4,global,True
rolling_cross_entropy,2024,2025,512880.SH,True,0.06042320188371882,5,a_share,True
rolling_cross_entropy,2024,2025,159985.SZ,True,0.060325874956111386,6,commodity,True
rolling_cross_entropy,2024,2025,518880.SH,True,0.05568908228127885,7,commodity,True
rolling_cross_entropy,2024,2025,159529.SZ,True,0.05241633199511788,8,global,True
rolling_cross_entropy,2024,2025,513880.SH,True,0.04751544768679555,9,global,True
rolling_cross_entropy,2024,2025,513730.SH,True,0.043285166002217164,10,global,True
rolling_cross_entropy,2024,2025,161226.SZ,True,0.041703917712203484,11,commodity,True
rolling_cross_entropy,2024,2025,159980.SZ,True,0.04024609219613902,12,commodity,False
rolling_cross_entropy,2024,2025,159509.SZ,True,0.0389461388194395,13,global,False
rolling_cross_entropy,2024,2025,510880.SH,True,0.029481443414774086,14,a_share,True
rolling_cross_entropy,2024,2025,159851.SZ,True,0.0242879709585382,15,a_share,True
rolling_cross_entropy,2024,2025,513500.SH,True,0.022192358640218755,16,global,False
rolling_cross_entropy,2024,2025,159981.SZ,True,0.019236667187081783,17,commodity,False
rolling_cross_entropy,2024,2025,159928.SZ,True,0.01644771495502617,18,a_share,False
rolling_cross_entropy,2024,2025,512800.SH,True,0.015321381796369781,19,a_share,False
rolling_cross_entropy,2024,2025,512890.SH,True,0.014405684121951177,20,a_share,False
rolling_cross_entropy,2024,2025,512100.SH,True,0.013581556214974432,21,a_share,False
rolling_cross_entropy,2024,2025,515210.SH,True,0.013581556214974432,22,a_share,False
rolling_cross_entropy,2024,2025,164824.SZ,True,0.011745561814127902,23,global,False
rolling_cross_entropy,2024,2025,159825.SZ,True,0.011497602630454433,24,a_share,False
rolling_cross_entropy,2024,2025,513080.SH,True,0.011497602630454433,25,global,False
rolling_cross_entropy,2024,2025,515790.SH,True,0.008079577326121412,26,a_share,False
rolling_cross_entropy,2024,2025,159852.SZ,True,0.007937345277488007,27,a_share,False
rolling_cross_entropy,2024,2025,159920.SZ,True,0.006638097052805207,28,hong_kong,False
rolling_cross_entropy,2024,2025,513120.SH,True,0.0029872329529162687,29,hong_kong,False
rolling_cross_entropy,2024,2025,510050.SH,True,0.0026283403958934602,30,a_share,False
rolling_cross_entropy,2024,2025,515880.SH,True,0.0026283403958934602,31,a_share,False
rolling_cross_entropy,2024,2025,159611.SZ,True,0.0023053370945729313,32,a_share,False
rolling_cross_entropy,2024,2025,159687.SZ,True,0.0018042124889167152,33,global,False
rolling_cross_entropy,2024,2025,159901.SZ,True,0.0018042124889167152,34,a_share,False
rolling_cross_entropy,2024,2025,588000.SH,True,0.0018042124889167152,35,a_share,False
rolling_cross_entropy,2024,2025,588220.SH,True,0.0017291683712696564,36,a_share,False
rolling_cross_entropy,2024,2025,159518.SZ,True,0.0016396356581844223,37,global,False
rolling_cross_entropy,2024,2025,513180.SH,True,0.0016396356581844223,38,hong_kong,False
rolling_cross_entropy,2024,2025,159796.SZ,True,0.0015562533052432457,39,a_share,False
rolling_cross_entropy,2024,2025,159869.SZ,True,0.0015562533052432457,40,a_share,False
rolling_cross_entropy,2024,2025,512660.SH,True,0.0015562533052432457,41,a_share,False
rolling_cross_entropy,2024,2025,512980.SH,True,0.0015562533052432457,42,a_share,False
rolling_cross_entropy,2024,2025,513290.SH,True,0.0015562533052432457,43,global,False
rolling_cross_entropy,2024,2025,515220.SH,True,0.0015562533052432457,44,a_share,False
rolling_cross_entropy,2024,2025,159766.SZ,True,0.0014812091875961869,45,a_share,False
rolling_cross_entropy,2024,2025,159865.SZ,True,0.0014812091875961869,46,a_share,False
rolling_cross_entropy,2024,2025,159870.SZ,True,0.0014812091875961869,47,a_share,False
rolling_cross_entropy,2024,2025,159915.SZ,True,0.0014812091875961869,48,a_share,False
rolling_cross_entropy,2024,2025,159949.SZ,True,0.0014812091875961869,49,a_share,False
rolling_cross_entropy,2024,2025,159967.SZ,True,0.0014812091875961869,50,a_share,False
rolling_cross_entropy,2024,2025,160644.SZ,True,0.0014812091875961869,51,global,False
rolling_cross_entropy,2024,2025,510180.SH,True,0.0014812091875961869,52,a_share,False
rolling_cross_entropy,2024,2025,510210.SH,True,0.0014812091875961869,53,a_share,False
rolling_cross_entropy,2024,2025,510300.SH,True,0.0014812091875961869,54,a_share,False
rolling_cross_entropy,2024,2025,510500.SH,True,0.0014812091875961869,55,a_share,False
rolling_cross_entropy,2024,2025,512040.SH,True,0.0014812091875961869,56,a_share,False
rolling_cross_entropy,2024,2025,512170.SH,True,0.0014812091875961869,57,a_share,False
rolling_cross_entropy,2024,2025,512200.SH,True,0.0014812091875961869,58,a_share,False
rolling_cross_entropy,2024,2025,512400.SH,True,0.0014812091875961869,59,a_share,False
rolling_cross_entropy,2024,2025,513030.SH,True,0.0014812091875961869,60,global,False
rolling_cross_entropy,2024,2025,513310.SH,True,0.0014812091875961869,61,global,False
rolling_cross_entropy,2024,2025,513400.SH,True,0.0014812091875961869,62,global,False
rolling_cross_entropy,2024,2025,516150.SH,True,0.0014812091875961869,63,a_share,False
rolling_cross_entropy,2024,2025,562500.SH,True,0.0014812091875961869,64,a_share,False
rolling_cross_entropy,2024,2025,563300.SH,True,0.0014812091875961869,65,a_share,False
rolling_cross_entropy,2024,2025,588200.SH,True,0.0014812091875961869,66,a_share,False
rolling_cross_entropy,2024,2025,159201.SZ,False,,,a_share,False
rolling_cross_entropy,2024,2025,159206.SZ,False,,,a_share,False
rolling_cross_entropy,2024,2025,159209.SZ,False,,,a_share,False
rolling_cross_entropy,2024,2025,159326.SZ,False,,,a_share,False
rolling_cross_entropy,2024,2025,159329.SZ,False,,,global,False
rolling_cross_entropy,2024,2025,520870.SH,False,,,global,False
rolling_cross_entropy,2025,2026,518880.SH,True,0.07186412424302267,1,commodity,True
rolling_cross_entropy,2025,2026,513120.SH,True,0.06875140842202196,2,hong_kong,True
rolling_cross_entropy,2025,2026,159981.SZ,True,0.06351934860529683,3,commodity,True
rolling_cross_entropy,2025,2026,513030.SH,True,0.05582976310532682,4,global,True
rolling_cross_entropy,2025,2026,515880.SH,True,0.05026776288015099,5,a_share,True
rolling_cross_entropy,2025,2026,164824.SZ,True,0.050067586610812745,6,global,True
rolling_cross_entropy,2025,2026,501018.SH,True,0.04775312957006833,7,commodity,True
rolling_cross_entropy,2025,2026,159206.SZ,True,0.04577157960590332,8,a_share,True
rolling_cross_entropy,2025,2026,161226.SZ,True,0.04290610215699564,9,commodity,True
rolling_cross_entropy,2025,2026,513310.SH,True,0.04136605040142309,10,global,True
rolling_cross_entropy,2025,2026,513290.SH,True,0.03888560535616785,11,global,True
rolling_cross_entropy,2025,2026,159980.SZ,True,0.03576753706518889,12,commodity,False
rolling_cross_entropy,2025,2026,513070.SH,True,0.03364501501471295,13,hong_kong,True
rolling_cross_entropy,2025,2026,159967.SZ,True,0.03345046477411266,14,a_share,True
rolling_cross_entropy,2025,2026,159985.SZ,True,0.026044357198534346,15,commodity,False
rolling_cross_entropy,2025,2026,513500.SH,True,0.0254109239996734,16,global,False
rolling_cross_entropy,2025,2026,159509.SZ,True,0.024428971508218406,17,global,False
rolling_cross_entropy,2025,2026,159920.SZ,True,0.023850965719397283,18,hong_kong,False
rolling_cross_entropy,2025,2026,562500.SH,True,0.0208846958991013,19,a_share,False
rolling_cross_entropy,2025,2026,513750.SH,True,0.017722500922818872,20,hong_kong,False
rolling_cross_entropy,2025,2026,513400.SH,True,0.015599978872342931,21,global,False
rolling_cross_entropy,2025,2026,159529.SZ,True,0.014774610683213518,22,global,False
rolling_cross_entropy,2025,2026,515210.SH,True,0.014499100479131884,23,a_share,False
rolling_cross_entropy,2025,2026,588220.SH,True,0.01335172562291636,24,a_share,False
rolling_cross_entropy,2025,2026,513100.SH,True,0.010954824870014776,25,global,False
rolling_cross_entropy,2025,2026,588000.SH,True,0.010872412079317101,26,a_share,False
rolling_cross_entropy,2025,2026,512400.SH,True,0.010550281384015724,27,a_share,False
rolling_cross_entropy,2025,2026,159796.SZ,True,0.0070802683381895855,28,a_share,False
rolling_cross_entropy,2025,2026,160644.SZ,True,0.006246658869990403,29,global,False
rolling_cross_entropy,2025,2026,510880.SH,True,0.005696800884942622,30,a_share,False
rolling_cross_entropy,2025,2026,563300.SH,True,0.004447703496691027,31,a_share,False
rolling_cross_entropy,2025,2026,159518.SZ,True,0.004199744313017557,32,global,False
rolling_cross_entropy,2025,2026,159687.SZ,True,0.002887115366972219,33,global,False
rolling_cross_entropy,2025,2026,512800.SH,True,0.0026116051628905864,34,a_share,False
rolling_cross_entropy,2025,2026,159329.SZ,True,0.0025374336512626796,35,global,False
rolling_cross_entropy,2025,2026,516150.SH,True,0.0022894744675892096,36,a_share,False
rolling_cross_entropy,2025,2026,159915.SZ,True,0.0017946022810462058,37,a_share,False
rolling_cross_entropy,2025,2026,159326.SZ,True,0.0017204307694182988,38,a_share,False
rolling_cross_entropy,2025,2026,159901.SZ,True,0.0017204307694182988,39,a_share,False
rolling_cross_entropy,2025,2026,588200.SH,True,0.0017204307694182988,40,a_share,False
rolling_cross_entropy,2025,2026,159851.SZ,True,0.001629055888070411,41,a_share,False
rolling_cross_entropy,2025,2026,510500.SH,True,0.001629055888070411,42,a_share,False
rolling_cross_entropy,2025,2026,159766.SZ,True,0.001546643097372736,43,a_share,False
rolling_cross_entropy,2025,2026,510300.SH,True,0.001546643097372736,44,a_share,False
rolling_cross_entropy,2025,2026,513180.SH,True,0.001546643097372736,45,hong_kong,False
rolling_cross_entropy,2025,2026,513730.SH,True,0.001546643097372736,46,global,False
rolling_cross_entropy,2025,2026,159201.SZ,True,0.0014724715857448293,47,a_share,False
rolling_cross_entropy,2025,2026,159209.SZ,True,0.0014724715857448293,48,a_share,False
rolling_cross_entropy,2025,2026,159611.SZ,True,0.0014724715857448293,49,a_share,False
rolling_cross_entropy,2025,2026,159825.SZ,True,0.0014724715857448293,50,a_share,False
rolling_cross_entropy,2025,2026,159852.SZ,True,0.0014724715857448293,51,a_share,False
rolling_cross_entropy,2025,2026,159865.SZ,True,0.0014724715857448293,52,a_share,False
rolling_cross_entropy,2025,2026,159869.SZ,True,0.0014724715857448293,53,a_share,False
