method,training_period,holding_period,code,eligible,ridge_coefficient,rank,group,selected
rolling_ridge_surrogate,2023-01-01/2023-06-30,2023-07-01/2023-12-31,159869.SZ,True,0.900562448589028,1,a_share,True
rolling_ridge_surrogate,2023-01-01/2023-06-30,2023-07-01/2023-12-31,515880.SH,True,0.8168642713538043,2,a_share,True
rolling_ridge_surrogate,2023-01-01/2023-06-30,2023-07-01/2023-12-31,518880.SH,True,0.638030682139889,3,commodity,True
rolling_ridge_surrogate,2023-01-01/2023-06-30,2023-07-01/2023-12-31,512100.SH,True,0.40682065728243116,4,a_share,True
rolling_ridge_surrogate,2023-01-01/2023-06-30,2023-07-01/2023-12-31,512890.SH,True,0.34303735680004244,5,a_share,False
rolling_ridge_surrogate,2023-01-01/2023-06-30,2023-07-01/2023-12-31,159852.SZ,True,0.3240751591774025,6,a_share,False
rolling_ridge_surrogate,2023-01-01/2023-06-30,2023-07-01/2023-12-31,588200.SH,True,0.2601496441799463,7,a_share,False
rolling_ridge_surrogate,2023-01-01/2023-06-30,2023-07-01/2023-12-31,512980.SH,True,0.2481203220824238,8,a_share,False
rolling_ridge_surrogate,2023-01-01/2023-06-30,2023-07-01/2023-12-31,513100.SH,True,0.225854583654538,9,global,True
rolling_ridge_surrogate,2023-01-01/2023-06-30,2023-07-01/2023-12-31,159949.SZ,True,0.20912193771397194,10,a_share,False
rolling_ridge_surrogate,2023-01-01/2023-06-30,2023-07-01/2023-12-31,513880.SH,True,0.20777845254672808,11,global,True
rolling_ridge_surrogate,2023-01-01/2023-06-30,2023-07-01/2023-12-31,164824.SZ,True,0.20449290415323107,12,global,True
rolling_ridge_surrogate,2023-01-01/2023-06-30,2023-07-01/2023-12-31,513120.SH,True,0.20144474341722754,13,hong_kong,True
rolling_ridge_surrogate,2023-01-01/2023-06-30,2023-07-01/2023-12-31,512040.SH,True,0.1366973319446341,14,a_share,False
rolling_ridge_surrogate,2023-01-01/2023-06-30,2023-07-01/2023-12-31,513500.SH,True,0.11205100452181745,15,global,True
rolling_ridge_surrogate,2023-01-01/2023-06-30,2023-07-01/2023-12-31,516150.SH,True,0.08785124817029129,16,a_share,False
rolling_ridge_surrogate,2023-01-01/2023-06-30,2023-07-01/2023-12-31,510880.SH,True,0.08772301003648236,17,a_share,False
rolling_ridge_surrogate,2023-01-01/2023-06-30,2023-07-01/2023-12-31,159687.SZ,True,0.06127586002692982,18,global,False
rolling_ridge_surrogate,2023-01-01/2023-06-30,2023-07-01/2023-12-31,510500.SH,True,0.05133402272041322,19,a_share,False
rolling_ridge_surrogate,2023-01-01/2023-06-30,2023-07-01/2023-12-31,512660.SH,True,0.04889544325614532,20,a_share,False
rolling_ridge_surrogate,2023-01-01/2023-06-30,2023-07-01/2023-12-31,159851.SZ,True,0.044582198655343276,21,a_share,False
rolling_ridge_surrogate,2023-01-01/2023-06-30,2023-07-01/2023-12-31,515210.SH,True,0.03914792806889533,22,a_share,False
rolling_ridge_surrogate,2023-01-01/2023-06-30,2023-07-01/2023-12-31,512800.SH,True,0.03679862619648579,23,a_share,False
rolling_ridge_surrogate,2023-01-01/2023-06-30,2023-07-01/2023-12-31,513030.SH,True,0.019160235721551767,24,global,False
rolling_ridge_surrogate,2023-01-01/2023-06-30,2023-07-01/2023-12-31,159985.SZ,True,0.0058828594897624795,25,commodity,True
rolling_ridge_surrogate,2023-01-01/2023-06-30,2023-07-01/2023-12-31,159928.SZ,True,-0.010326437302511019,26,a_share,False
rolling_ridge_surrogate,2023-01-01/2023-06-30,2023-07-01/2023-12-31,159920.SZ,True,-0.016582462317845787,27,hong_kong,True
rolling_ridge_surrogate,2023-01-01/2023-06-30,2023-07-01/2023-12-31,588000.SH,True,-0.01874100614727368,28,a_share,False
rolling_ridge_surrogate,2023-01-01/2023-06-30,2023-07-01/2023-12-31,562500.SH,True,-0.03304490690062328,29,a_share,False
rolling_ridge_surrogate,2023-01-01/2023-06-30,2023-07-01/2023-12-31,161226.SZ,True,-0.04067010259435031,30,commodity,True
rolling_ridge_surrogate,2023-01-01/2023-06-30,2023-07-01/2023-12-31,159981.SZ,True,-0.051629035816471186,31,commodity,True
rolling_ridge_surrogate,2023-01-01/2023-06-30,2023-07-01/2023-12-31,513180.SH,True,-0.05266486913869854,32,hong_kong,False
rolling_ridge_surrogate,2023-01-01/2023-06-30,2023-07-01/2023-12-31,159901.SZ,True,-0.053671580178865606,33,a_share,False
rolling_ridge_surrogate,2023-01-01/2023-06-30,2023-07-01/2023-12-31,159870.SZ,True,-0.06701325466505892,34,a_share,False
rolling_ridge_surrogate,2023-01-01/2023-06-30,2023-07-01/2023-12-31,159611.SZ,True,-0.07381784718928844,35,a_share,False
rolling_ridge_surrogate,2023-01-01/2023-06-30,2023-07-01/2023-12-31,512400.SH,True,-0.07853624651819881,36,a_share,False
rolling_ridge_surrogate,2023-01-01/2023-06-30,2023-07-01/2023-12-31,159796.SZ,True,-0.10340049650650937,37,a_share,False
rolling_ridge_surrogate,2023-01-01/2023-06-30,2023-07-01/2023-12-31,160644.SZ,True,-0.10419614275678243,38,global,False
rolling_ridge_surrogate,2023-01-01/2023-06-30,2023-07-01/2023-12-31,513080.SH,True,-0.10563315260769539,39,global,False
rolling_ridge_surrogate,2023-01-01/2023-06-30,2023-07-01/2023-12-31,512170.SH,True,-0.11477525139554835,40,a_share,False
rolling_ridge_surrogate,2023-01-01/2023-06-30,2023-07-01/2023-12-31,159980.SZ,True,-0.11964110918027776,41,commodity,False
rolling_ridge_surrogate,2023-01-01/2023-06-30,2023-07-01/2023-12-31,513070.SH,True,-0.13219741196069362,42,hong_kong,False
rolling_ridge_surrogate,2023-01-01/2023-06-30,2023-07-01/2023-12-31,510300.SH,True,-0.1438758696545439,43,a_share,False
rolling_ridge_surrogate,2023-01-01/2023-06-30,2023-07-01/2023-12-31,159915.SZ,True,-0.17241600921672393,44,a_share,False
rolling_ridge_surrogate,2023-01-01/2023-06-30,2023-07-01/2023-12-31,515790.SH,True,-0.1764652026529227,45,a_share,False
rolling_ridge_surrogate,2023-01-01/2023-06-30,2023-07-01/2023-12-31,510210.SH,True,-0.21236432214624953,46,a_share,False
rolling_ridge_surrogate,2023-01-01/2023-06-30,2023-07-01/2023-12-31,159825.SZ,True,-0.21240463690683434,47,a_share,False
rolling_ridge_surrogate,2023-01-01/2023-06-30,2023-07-01/2023-12-31,159967.SZ,True,-0.2162651795600883,48,a_share,False
rolling_ridge_surrogate,2023-01-01/2023-06-30,2023-07-01/2023-12-31,510050.SH,True,-0.2517032810650223,49,a_share,False
rolling_ridge_surrogate,2023-01-01/2023-06-30,2023-07-01/2023-12-31,159766.SZ,True,-0.256222328466545,50,a_share,False
rolling_ridge_surrogate,2023-01-01/2023-06-30,2023-07-01/2023-12-31,513310.SH,True,-0.2761015223070308,51,global,False
rolling_ridge_surrogate,2023-01-01/2023-06-30,2023-07-01/2023-12-31,512200.SH,True,-0.30216117934843695,52,a_share,False
rolling_ridge_surrogate,2023-01-01/2023-06-30,2023-07-01/2023-12-31,510180.SH,True,-0.31035955516162567,53,a_share,False
rolling_ridge_surrogate,2023-01-01/2023-06-30,2023-07-01/2023-12-31,159865.SZ,True,-0.3281806821935748,54,a_share,False
rolling_ridge_surrogate,2023-01-01/2023-06-30,2023-07-01/2023-12-31,513290.SH,True,-0.34468222295327783,55,global,False
rolling_ridge_surrogate,2023-01-01/2023-06-30,2023-07-01/2023-12-31,512880.SH,True,-0.4195001188826553,56,a_share,False
rolling_ridge_surrogate,2023-01-01/2023-06-30,2023-07-01/2023-12-31,501018.SH,True,-0.43197329403855983,57,commodity,False
rolling_ridge_surrogate,2023-01-01/2023-06-30,2023-07-01/2023-12-31,515220.SH,True,-0.4865362141686391,58,a_share,False
rolling_ridge_surrogate,2023-01-01/2023-06-30,2023-07-01/2023-12-31,159201.SZ,False,,,a_share,False
rolling_ridge_surrogate,2023-01-01/2023-06-30,2023-07-01/2023-12-31,159206.SZ,False,,,a_share,False
rolling_ridge_surrogate,2023-01-01/2023-06-30,2023-07-01/2023-12-31,159209.SZ,False,,,a_share,False
rolling_ridge_surrogate,2023-01-01/2023-06-30,2023-07-01/2023-12-31,159326.SZ,False,,,a_share,False
rolling_ridge_surrogate,2023-01-01/2023-06-30,2023-07-01/2023-12-31,159329.SZ,False,,,global,False
rolling_ridge_surrogate,2023-01-01/2023-06-30,2023-07-01/2023-12-31,159509.SZ,False,,,global,False
rolling_ridge_surrogate,2023-01-01/2023-06-30,2023-07-01/2023-12-31,159518.SZ,False,,,global,False
rolling_ridge_surrogate,2023-01-01/2023-06-30,2023-07-01/2023-12-31,159529.SZ,False,,,global,False
rolling_ridge_surrogate,2023-01-01/2023-06-30,2023-07-01/2023-12-31,513400.SH,False,,,global,False
rolling_ridge_surrogate,2023-01-01/2023-06-30,2023-07-01/2023-12-31,513730.SH,False,,,global,False
rolling_ridge_surrogate,2023-01-01/2023-06-30,2023-07-01/2023-12-31,513750.SH,False,,,hong_kong,False
rolling_ridge_surrogate,2023-01-01/2023-06-30,2023-07-01/2023-12-31,520870.SH,False,,,global,False
rolling_ridge_surrogate,2023-01-01/2023-06-30,2023-07-01/2023-12-31,563300.SH,False,,,a_share,False
rolling_ridge_surrogate,2023-01-01/2023-06-30,2023-07-01/2023-12-31,588220.SH,False,,,a_share,False
rolling_ridge_surrogate,2023-07-01/2023-12-31,2024-01-01/2024-06-30,501018.SH,True,0.5965794813252692,1,commodity,True
rolling_ridge_surrogate,2023-07-01/2023-12-31,2024-01-01/2024-06-30,159901.SZ,True,0.3343534225688131,2,a_share,True
rolling_ridge_surrogate,2023-07-01/2023-12-31,2024-01-01/2024-06-30,159985.SZ,True,0.3073391664085904,3,commodity,True
rolling_ridge_surrogate,2023-07-01/2023-12-31,2024-01-01/2024-06-30,588200.SH,True,0.30132846386527895,4,a_share,True
rolling_ridge_surrogate,2023-07-01/2023-12-31,2024-01-01/2024-06-30,510500.SH,True,0.28751297152779653,5,a_share,True
rolling_ridge_surrogate,2023-07-01/2023-12-31,2024-01-01/2024-06-30,159981.SZ,True,0.2679129115785765,6,commodity,True
rolling_ridge_surrogate,2023-07-01/2023-12-31,2024-01-01/2024-06-30,513290.SH,True,0.26541484699211915,7,global,True
rolling_ridge_surrogate,2023-07-01/2023-12-31,2024-01-01/2024-06-30,512170.SH,True,0.22753908193591119,8,a_share,False
rolling_ridge_surrogate,2023-07-01/2023-12-31,2024-01-01/2024-06-30,159915.SZ,True,0.2013443877285522,9,a_share,False
rolling_ridge_surrogate,2023-07-01/2023-12-31,2024-01-01/2024-06-30,510180.SH,True,0.19685483898037673,10,a_share,False
rolling_ridge_surrogate,2023-07-01/2023-12-31,2024-01-01/2024-06-30,512890.SH,True,0.19109352228008464,11,a_share,False
rolling_ridge_surrogate,2023-07-01/2023-12-31,2024-01-01/2024-06-30,159967.SZ,True,0.18578432512796403,12,a_share,False
rolling_ridge_surrogate,2023-07-01/2023-12-31,2024-01-01/2024-06-30,164824.SZ,True,0.18043481256113497,13,global,True
rolling_ridge_surrogate,2023-07-01/2023-12-31,2024-01-01/2024-06-30,512880.SH,True,0.1433606962970416,14,a_share,False
rolling_ridge_surrogate,2023-07-01/2023-12-31,2024-01-01/2024-06-30,512200.SH,True,0.1199109785037746,15,a_share,False
rolling_ridge_surrogate,2023-07-01/2023-12-31,2024-01-01/2024-06-30,512400.SH,True,0.10912704422109576,16,a_share,False
rolling_ridge_surrogate,2023-07-01/2023-12-31,2024-01-01/2024-06-30,510210.SH,True,0.062171923513276495,17,a_share,False
rolling_ridge_surrogate,2023-07-01/2023-12-31,2024-01-01/2024-06-30,563300.SH,True,0.05568895382037258,18,a_share,False
rolling_ridge_surrogate,2023-07-01/2023-12-31,2024-01-01/2024-06-30,588220.SH,True,0.05500086696646475,19,a_share,False
rolling_ridge_surrogate,2023-07-01/2023-12-31,2024-01-01/2024-06-30,159949.SZ,True,0.05035228265818011,20,a_share,False
rolling_ridge_surrogate,2023-07-01/2023-12-31,2024-01-01/2024-06-30,159865.SZ,True,0.04982763475764599,21,a_share,False
rolling_ridge_surrogate,2023-07-01/2023-12-31,2024-01-01/2024-06-30,513310.SH,True,0.037881215832581305,22,global,True
rolling_ridge_surrogate,2023-07-01/2023-12-31,2024-01-01/2024-06-30,159851.SZ,True,0.03282906370612904,23,a_share,False
rolling_ridge_surrogate,2023-07-01/2023-12-31,2024-01-01/2024-06-30,588000.SH,True,0.02630713412540007,24,a_share,False
rolling_ridge_surrogate,2023-07-01/2023-12-31,2024-01-01/2024-06-30,510880.SH,True,0.025243479939041698,25,a_share,False
rolling_ridge_surrogate,2023-07-01/2023-12-31,2024-01-01/2024-06-30,159825.SZ,True,0.023346121020258823,26,a_share,False
rolling_ridge_surrogate,2023-07-01/2023-12-31,2024-01-01/2024-06-30,515790.SH,True,0.022316178274647998,27,a_share,False
rolling_ridge_surrogate,2023-07-01/2023-12-31,2024-01-01/2024-06-30,513180.SH,True,0.022180921976762278,28,hong_kong,True
rolling_ridge_surrogate,2023-07-01/2023-12-31,2024-01-01/2024-06-30,159920.SZ,True,0.017985714210747437,29,hong_kong,False
rolling_ridge_surrogate,2023-07-01/2023-12-31,2024-01-01/2024-06-30,159687.SZ,True,0.014257841691763232,30,global,True
rolling_ridge_surrogate,2023-07-01/2023-12-31,2024-01-01/2024-06-30,513080.SH,True,0.0018764193955604803,31,global,False
rolling_ridge_surrogate,2023-07-01/2023-12-31,2024-01-01/2024-06-30,513120.SH,True,0.0,32,hong_kong,True
rolling_ridge_surrogate,2023-07-01/2023-12-31,2024-01-01/2024-06-30,513030.SH,True,-0.007586500895267499,33,global,False
rolling_ridge_surrogate,2023-07-01/2023-12-31,2024-01-01/2024-06-30,512800.SH,True,-0.020302589083287456,34,a_share,False
rolling_ridge_surrogate,2023-07-01/2023-12-31,2024-01-01/2024-06-30,159509.SZ,True,-0.025992892724614886,35,global,False
rolling_ridge_surrogate,2023-07-01/2023-12-31,2024-01-01/2024-06-30,510300.SH,True,-0.029479766687773194,36,a_share,False
rolling_ridge_surrogate,2023-07-01/2023-12-31,2024-01-01/2024-06-30,159870.SZ,True,-0.03088944454125915,37,a_share,False
rolling_ridge_surrogate,2023-07-01/2023-12-31,2024-01-01/2024-06-30,516150.SH,True,-0.03236250963968012,38,a_share,False
rolling_ridge_surrogate,2023-07-01/2023-12-31,2024-01-01/2024-06-30,510050.SH,True,-0.035135520851942055,39,a_share,False
rolling_ridge_surrogate,2023-07-01/2023-12-31,2024-01-01/2024-06-30,513070.SH,True,-0.04016663618750838,40,hong_kong,False
rolling_ridge_surrogate,2023-07-01/2023-12-31,2024-01-01/2024-06-30,159766.SZ,True,-0.04110725777761147,41,a_share,False
rolling_ridge_surrogate,2023-07-01/2023-12-31,2024-01-01/2024-06-30,513880.SH,True,-0.042697428975832674,42,global,False
rolling_ridge_surrogate,2023-07-01/2023-12-31,2024-01-01/2024-06-30,159928.SZ,True,-0.05145847850455036,43,a_share,False
rolling_ridge_surrogate,2023-07-01/2023-12-31,2024-01-01/2024-06-30,513100.SH,True,-0.0771208354578416,44,global,False
rolling_ridge_surrogate,2023-07-01/2023-12-31,2024-01-01/2024-06-30,159980.SZ,True,-0.08294890855423359,45,commodity,True
rolling_ridge_surrogate,2023-07-01/2023-12-31,2024-01-01/2024-06-30,515880.SH,True,-0.08679377378858016,46,a_share,False
rolling_ridge_surrogate,2023-07-01/2023-12-31,2024-01-01/2024-06-30,515210.SH,True,-0.08952085531856994,47,a_share,False
rolling_ridge_surrogate,2023-07-01/2023-12-31,2024-01-01/2024-06-30,512100.SH,True,-0.10839057044049814,48,a_share,False
rolling_ridge_surrogate,2023-07-01/2023-12-31,2024-01-01/2024-06-30,515220.SH,True,-0.11540132142008735,49,a_share,False
rolling_ridge_surrogate,2023-07-01/2023-12-31,2024-01-01/2024-06-30,512660.SH,True,-0.1549674694054797,50,a_share,False
rolling_ridge_surrogate,2023-07-01/2023-12-31,2024-01-01/2024-06-30,160644.SZ,True,-0.1718671518780054,51,global,False
rolling_ridge_surrogate,2023-07-01/2023-12-31,2024-01-01/2024-06-30,513500.SH,True,-0.17460032654159865,52,global,False
rolling_ridge_surrogate,2023-07-01/2023-12-31,2024-01-01/2024-06-30,159852.SZ,True,-0.18556750756703258,53,a_share,False
rolling_ridge_surrogate,2023-07-01/2023-12-31,2024-01-01/2024-06-30,562500.SH,True,-0.22526585043262545,54,a_share,False
rolling_ridge_surrogate,2023-07-01/2023-12-31,2024-01-01/2024-06-30,159611.SZ,True,-0.23241013104879668,55,a_share,False
rolling_ridge_surrogate,2023-07-01/2023-12-31,2024-01-01/2024-06-30,512040.SH,True,-0.2617118552597276,56,a_share,False
rolling_ridge_surrogate,2023-07-01/2023-12-31,2024-01-01/2024-06-30,159796.SZ,True,-0.26550793629632713,57,a_share,False
rolling_ridge_surrogate,2023-07-01/2023-12-31,2024-01-01/2024-06-30,512980.SH,True,-0.3618487002920361,58,a_share,False
rolling_ridge_surrogate,2023-07-01/2023-12-31,2024-01-01/2024-06-30,159869.SZ,True,-0.3731718334622146,59,a_share,False
rolling_ridge_surrogate,2023-07-01/2023-12-31,2024-01-01/2024-06-30,518880.SH,True,-0.4647379062377427,60,commodity,False
rolling_ridge_surrogate,2023-07-01/2023-12-31,2024-01-01/2024-06-30,161226.SZ,True,-0.6241447445204709,61,commodity,False
rolling_ridge_surrogate,2023-07-01/2023-12-31,2024-01-01/2024-06-30,159201.SZ,False,,,a_share,False
rolling_ridge_surrogate,2023-07-01/2023-12-31,2024-01-01/2024-06-30,159206.SZ,False,,,a_share,False
rolling_ridge_surrogate,2023-07-01/2023-12-31,2024-01-01/2024-06-30,159209.SZ,False,,,a_share,False
rolling_ridge_surrogate,2023-07-01/2023-12-31,2024-01-01/2024-06-30,159326.SZ,False,,,a_share,False
rolling_ridge_surrogate,2023-07-01/2023-12-31,2024-01-01/2024-06-30,159329.SZ,False,,,global,False
rolling_ridge_surrogate,2023-07-01/2023-12-31,2024-01-01/2024-06-30,159518.SZ,False,,,global,False
rolling_ridge_surrogate,2023-07-01/2023-12-31,2024-01-01/2024-06-30,159529.SZ,False,,,global,False
rolling_ridge_surrogate,2023-07-01/2023-12-31,2024-01-01/2024-06-30,513400.SH,False,,,global,False
rolling_ridge_surrogate,2023-07-01/2023-12-31,2024-01-01/2024-06-30,513730.SH,False,,,global,False
rolling_ridge_surrogate,2023-07-01/2023-12-31,2024-01-01/2024-06-30,513750.SH,False,,,hong_kong,False
rolling_ridge_surrogate,2023-07-01/2023-12-31,2024-01-01/2024-06-30,520870.SH,False,,,global,False
rolling_ridge_surrogate,2024-01-01/2024-06-30,2024-07-01/2024-12-31,512800.SH,True,1.0582183597315478,1,a_share,True
rolling_ridge_surrogate,2024-01-01/2024-06-30,2024-07-01/2024-12-31,159509.SZ,True,0.6015498248286878,2,global,True
rolling_ridge_surrogate,2024-01-01/2024-06-30,2024-07-01/2024-12-31,513100.SH,True,0.5776015977239933,3,global,True
rolling_ridge_surrogate,2024-01-01/2024-06-30,2024-07-01/2024-12-31,512890.SH,True,0.5658840926857858,4,a_share,True
rolling_ridge_surrogate,2024-01-01/2024-06-30,2024-07-01/2024-12-31,161226.SZ,True,0.4755244951372473,5,commodity,True
rolling_ridge_surrogate,2024-01-01/2024-06-30,2024-07-01/2024-12-31,513500.SH,True,0.47318846673582127,6,global,True
rolling_ridge_surrogate,2024-01-01/2024-06-30,2024-07-01/2024-12-31,501018.SH,True,0.38400807731119285,7,commodity,True
rolling_ridge_surrogate,2024-01-01/2024-06-30,2024-07-01/2024-12-31,512980.SH,True,0.2768722321010018,8,a_share,True
rolling_ridge_surrogate,2024-01-01/2024-06-30,2024-07-01/2024-12-31,512040.SH,True,0.25023372020110196,9,a_share,False
rolling_ridge_surrogate,2024-01-01/2024-06-30,2024-07-01/2024-12-31,518880.SH,True,0.18553401079417006,10,commodity,True
rolling_ridge_surrogate,2024-01-01/2024-06-30,2024-07-01/2024-12-31,159920.SZ,True,0.16728175116452929,11,hong_kong,True
rolling_ridge_surrogate,2024-01-01/2024-06-30,2024-07-01/2024-12-31,159825.SZ,True,0.16504856636933393,12,a_share,False
rolling_ridge_surrogate,2024-01-01/2024-06-30,2024-07-01/2024-12-31,512200.SH,True,0.15704971574681412,13,a_share,False
rolling_ridge_surrogate,2024-01-01/2024-06-30,2024-07-01/2024-12-31,159766.SZ,True,0.14216483262622368,14,a_share,False
rolling_ridge_surrogate,2024-01-01/2024-06-30,2024-07-01/2024-12-31,159901.SZ,True,0.13596108810172836,15,a_share,False
rolling_ridge_surrogate,2024-01-01/2024-06-30,2024-07-01/2024-12-31,513750.SH,True,0.11112042085211618,16,hong_kong,True
rolling_ridge_surrogate,2024-01-01/2024-06-30,2024-07-01/2024-12-31,159870.SZ,True,0.10870945692903927,17,a_share,False
rolling_ridge_surrogate,2024-01-01/2024-06-30,2024-07-01/2024-12-31,512170.SH,True,0.085770008452232,18,a_share,False
rolling_ridge_surrogate,2024-01-01/2024-06-30,2024-07-01/2024-12-31,159915.SZ,True,0.08536175191827915,19,a_share,False
rolling_ridge_surrogate,2024-01-01/2024-06-30,2024-07-01/2024-12-31,515210.SH,True,0.08226544196957078,20,a_share,False
rolling_ridge_surrogate,2024-01-01/2024-06-30,2024-07-01/2024-12-31,510210.SH,True,0.08165574069382163,21,a_share,False
rolling_ridge_surrogate,2024-01-01/2024-06-30,2024-07-01/2024-12-31,510500.SH,True,0.06933010925853667,22,a_share,False
rolling_ridge_surrogate,2024-01-01/2024-06-30,2024-07-01/2024-12-31,513880.SH,True,0.06527082528399988,23,global,True
rolling_ridge_surrogate,2024-01-01/2024-06-30,2024-07-01/2024-12-31,510180.SH,True,0.060889467641556304,24,a_share,False
rolling_ridge_surrogate,2024-01-01/2024-06-30,2024-07-01/2024-12-31,164824.SZ,True,0.051899509143854404,25,global,False
rolling_ridge_surrogate,2024-01-01/2024-06-30,2024-07-01/2024-12-31,510880.SH,True,0.03668256863331748,26,a_share,False
rolling_ridge_surrogate,2024-01-01/2024-06-30,2024-07-01/2024-12-31,159529.SZ,True,0.03535401200923416,27,global,False
rolling_ridge_surrogate,2024-01-01/2024-06-30,2024-07-01/2024-12-31,159852.SZ,True,0.032690877561690215,28,a_share,False
rolling_ridge_surrogate,2024-01-01/2024-06-30,2024-07-01/2024-12-31,515880.SH,True,0.007774664497508931,29,a_share,False
rolling_ridge_surrogate,2024-01-01/2024-06-30,2024-07-01/2024-12-31,159985.SZ,True,0.0036071522120697873,30,commodity,True
rolling_ridge_surrogate,2024-01-01/2024-06-30,2024-07-01/2024-12-31,513180.SH,True,-0.0007020024037518404,31,hong_kong,False
rolling_ridge_surrogate,2024-01-01/2024-06-30,2024-07-01/2024-12-31,510050.SH,True,-0.004889895713526923,32,a_share,False
rolling_ridge_surrogate,2024-01-01/2024-06-30,2024-07-01/2024-12-31,159949.SZ,True,-0.014910656325827488,33,a_share,False
rolling_ridge_surrogate,2024-01-01/2024-06-30,2024-07-01/2024-12-31,159687.SZ,True,-0.019512930196165852,34,global,False
rolling_ridge_surrogate,2024-01-01/2024-06-30,2024-07-01/2024-12-31,512100.SH,True,-0.03219573214265996,35,a_share,False
rolling_ridge_surrogate,2024-01-01/2024-06-30,2024-07-01/2024-12-31,562500.SH,True,-0.038689677352916244,36,a_share,False
rolling_ridge_surrogate,2024-01-01/2024-06-30,2024-07-01/2024-12-31,159869.SZ,True,-0.07288090254849237,37,a_share,False
rolling_ridge_surrogate,2024-01-01/2024-06-30,2024-07-01/2024-12-31,588200.SH,True,-0.07358167089303502,38,a_share,False
rolling_ridge_surrogate,2024-01-01/2024-06-30,2024-07-01/2024-12-31,512880.SH,True,-0.07364585545300642,39,a_share,False
rolling_ridge_surrogate,2024-01-01/2024-06-30,2024-07-01/2024-12-31,160644.SZ,True,-0.09210376335775082,40,global,False
rolling_ridge_surrogate,2024-01-01/2024-06-30,2024-07-01/2024-12-31,563300.SH,True,-0.10531964297665194,41,a_share,False
rolling_ridge_surrogate,2024-01-01/2024-06-30,2024-07-01/2024-12-31,512400.SH,True,-0.10680150538114146,42,a_share,False
rolling_ridge_surrogate,2024-01-01/2024-06-30,2024-07-01/2024-12-31,513310.SH,True,-0.10719742568829015,43,global,False
rolling_ridge_surrogate,2024-01-01/2024-06-30,2024-07-01/2024-12-31,510300.SH,True,-0.11009326631243481,44,a_share,False
rolling_ridge_surrogate,2024-01-01/2024-06-30,2024-07-01/2024-12-31,513730.SH,True,-0.11316601581485787,45,global,False
rolling_ridge_surrogate,2024-01-01/2024-06-30,2024-07-01/2024-12-31,513120.SH,True,-0.12381020899641117,46,hong_kong,False
rolling_ridge_surrogate,2024-01-01/2024-06-30,2024-07-01/2024-12-31,512660.SH,True,-0.12466026241439122,47,a_share,False
rolling_ridge_surrogate,2024-01-01/2024-06-30,2024-07-01/2024-12-31,159865.SZ,True,-0.13022002066725338,48,a_share,False
rolling_ridge_surrogate,2024-01-01/2024-06-30,2024-07-01/2024-12-31,159518.SZ,True,-0.13330619226172333,49,global,False
rolling_ridge_surrogate,2024-01-01/2024-06-30,2024-07-01/2024-12-31,513070.SH,True,-0.15388996061647942,50,hong_kong,False
rolling_ridge_surrogate,2024-01-01/2024-06-30,2024-07-01/2024-12-31,516150.SH,True,-0.1754371870420824,51,a_share,False
rolling_ridge_surrogate,2024-01-01/2024-06-30,2024-07-01/2024-12-31,159851.SZ,True,-0.1810500272279574,52,a_share,False
rolling_ridge_surrogate,2024-01-01/2024-06-30,2024-07-01/2024-12-31,588220.SH,True,-0.19617163936469664,53,a_share,False
rolling_ridge_surrogate,2024-01-01/2024-06-30,2024-07-01/2024-12-31,513290.SH,True,-0.20246741569603074,54,global,False
rolling_ridge_surrogate,2024-01-01/2024-06-30,2024-07-01/2024-12-31,159611.SZ,True,-0.21111907870007468,55,a_share,False
rolling_ridge_surrogate,2024-01-01/2024-06-30,2024-07-01/2024-12-31,159796.SZ,True,-0.22326741173461268,56,a_share,False
rolling_ridge_surrogate,2024-01-01/2024-06-30,2024-07-01/2024-12-31,159928.SZ,True,-0.25223344607597475,57,a_share,False
rolling_ridge_surrogate,2024-01-01/2024-06-30,2024-07-01/2024-12-31,159967.SZ,True,-0.25636115519576813,58,a_share,False
rolling_ridge_surrogate,2024-01-01/2024-06-30,2024-07-01/2024-12-31,515790.SH,True,-0.3061129188852549,59,a_share,False
rolling_ridge_surrogate,2024-01-01/2024-06-30,2024-07-01/2024-12-31,513400.SH,True,-0.3081118338454353,60,global,False
rolling_ridge_surrogate,2024-01-01/2024-06-30,2024-07-01/2024-12-31,588000.SH,True,-0.3089066174082609,61,a_share,False
rolling_ridge_surrogate,2024-01-01/2024-06-30,2024-07-01/2024-12-31,159980.SZ,True,-0.3193542027967893,62,commodity,False
rolling_ridge_surrogate,2024-01-01/2024-06-30,2024-07-01/2024-12-31,513080.SH,True,-0.32383190647878446,63,global,False
rolling_ridge_surrogate,2024-01-01/2024-06-30,2024-07-01/2024-12-31,515220.SH,True,-0.4040141253030693,64,a_share,False
rolling_ridge_surrogate,2024-01-01/2024-06-30,2024-07-01/2024-12-31,513030.SH,True,-0.5051667523865967,65,global,False
rolling_ridge_surrogate,2024-01-01/2024-06-30,2024-07-01/2024-12-31,159981.SZ,True,-0.7293195326578972,66,commodity,False
rolling_ridge_surrogate,2024-01-01/2024-06-30,2024-07-01/2024-12-31,159201.SZ,False,,,a_share,False
rolling_ridge_surrogate,2024-01-01/2024-06-30,2024-07-01/2024-12-31,159206.SZ,False,,,a_share,False
rolling_ridge_surrogate,2024-01-01/2024-06-30,2024-07-01/2024-12-31,159209.SZ,False,,,a_share,False
